...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,recombinant_50_CI,X23B_50_CI,X23E_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,recombinant_95_CI,X23B_95_CI,X23E_95_CI,other_95_CI
25,NA,NA,AK,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,1.94775099215639,0.68608178187992,AK,2023-06-06,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
39,NA,NA,AK,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.948715876849176,0.671201243639295,AK,2023-06-08,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
41,NA,NA,AK,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.624472580524218,0.319906403534735,AL,2023-05-03,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
47,NA,NA,AL,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.546138860041874,0.3362882215123105,AL,2023-05-19,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
63,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.219286385057657,0.187956582993127,AL,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,NA,NA,AL,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.730700292171251,0.250288850848097,AL,2023-05-31,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1
75,NA,NA,AL,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.48989405716381,0.3442764217352135,AL,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,0.385569191443356,0.31912989493985,AL,2023-06-08,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
83,NA,NA,AL,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.109363645461703,0.00670887405199735,AR,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,NA,NA,AR,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,1.23574338872344,0.898245483254465,AR,2023-05-02,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
88,0.0190135073345769,0.0080214778049439,AR,2023-05-03,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
89,NA,NA,AR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,1.07045522698916,0.81525239827418,AR,2023-05-08,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1
94,0.0969824408900379,0.01171800409797765,AR,2023-05-09,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
95,2.15513665113528,0.58943408951831,AR,2023-05-10,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
96,NA,NA,AR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.380379150162339,0.02960109551380205,AR,2023-05-23,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
109,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.0787941671837976,0.03604146353707125,AR,2023-05-26,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
112,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.80746832744105,0.639490703019715,AR,2023-05-29,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
115,0.78276365698875106,0.628799366541325,AR,2023-05-30,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
116,0.11083590485689,0.0496988664115361,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.164281057687975,0.076350562173828,AR,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,0.169171365759131,0.080985159898436,AR,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125,0.173907779110536,0.085843471702157,AR,2023-06-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.65733016355619,0.206916336367384,AZ,2023-04-30,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
128,1.62243680048915,0.0914041767147185,AZ,2023-05-01,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1
129,3.82484281521149,0.2099541887526865,AZ,2023-05-02,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0
130,1.27038093090513,0.140939605297574,AZ,2023-05-03,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
131,1.19161899642621,0.075945742199984,AZ,2023-05-04,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1
132,1.41227068142861,0.2492032215191245,AZ,2023-05-05,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1
133,0.739647519405841,0.02142108915975215,AZ,2023-05-06,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
134,3.9119066487127,0.311721729636068,AZ,2023-05-07,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
135,6.86606321023594,0.3101709789415995,AZ,2023-05-08,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0
136,2.80626537409672,0.101611809322649,AZ,2023-05-09,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0
137,1.59662501707228,0.14216277078292,AZ,2023-05-10,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1
138,0.139603261143451,0.0283974809996274,AZ,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,0.989090529729672,0.1427831708062875,AZ,2023-05-12,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
140,NA,NA,AZ,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1.65833027728064,0.3934441798510225,AZ,2023-05-14,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1
142,1.78285852867345,0.21163966132513,AZ,2023-05-15,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
143,1.39848854835356,0.193581108921084,AZ,2023-05-16,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0
144,0.955564153972458,0.179007317218553,AZ,2023-05-17,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1
145,1.30965227820386,0.269447886096662,AZ,2023-05-18,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
146,0.897738413527499,0.655543544875475,AZ,2023-05-19,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
147,1.83079312555808,0.64788816690318,AZ,2023-05-20,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1
148,1.17630307109754,0.1969072241070825,AZ,2023-05-21,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
149,1.26935111959392,0.2026628016867385,AZ,2023-05-22,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
150,1.30823493447872,0.1721656336214645,AZ,2023-05-23,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
151,1.20729738837466,0.277023371662201,AZ,2023-05-24,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
152,0.515044242474696,0.061446210504739,AZ,2023-05-25,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
153,0.938862239221372,0.2792539933965545,AZ,2023-05-26,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
154,0.574487068226983,0.068269551962864,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
155,2.02563838550927,0.2992260910243945,AZ,2023-05-28,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
156,1.62378133675488,0.3006660319145725,AZ,2023-05-29,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0
157,1.61801811966703,0.3565239412782235,AZ,2023-05-30,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1
158,2.23541879853756,0.2292086729957045,AZ,2023-05-31,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0
159,2.06509431067487,0.4373719761866085,AZ,2023-06-01,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1
160,0.803175125436063,0.2901912956486525,AZ,2023-06-02,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
161,0.947692329004918,0.223293758671404,AZ,2023-06-03,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
162,0.857410530234062,0.1971617163864135,AZ,2023-06-04,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
163,0.677648729526392,0.232397581800141,AZ,2023-06-05,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
164,1.2271270891117,0.3840395091804195,AZ,2023-06-06,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
165,1.18678174266584,0.287873010425443,AZ,2023-06-07,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
166,1.56975073530146,0.366077324106635,AZ,2023-06-08,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0
167,1.19176764449096,0.3939816493149055,AZ,2023-06-09,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1
168,1.02581402469207,0.4393358019906175,AZ,2023-06-10,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
169,2.71385545575188,0.1880546623797835,CA,2023-04-30,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1
170,5.48820836731325,0.251266590697276,CA,2023-05-01,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1
171,7.26209589403542,0.2808790627252385,CA,2023-05-02,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
172,2.37706644017701,0.191249900169395,CA,2023-05-03,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1
173,1.54045751273774,0.233300737830079,CA,2023-05-04,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1
174,4.67270253053109,0.204570989868529,CA,2023-05-05,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1
175,2.19224921430082,0.190980615423341,CA,2023-05-06,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1
176,1.09678657186391,0.2708027095219505,CA,2023-05-07,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
177,9.47218362936646,0.367355308356879,CA,2023-05-08,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0
178,5.61267193399088,0.193685385598089,CA,2023-05-09,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0
179,3.423707567242,0.2864379450375075,CA,2023-05-10,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0
180,3.9572435714125,0.2892790558210655,CA,2023-05-11,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0
181,1.76637153695325,0.222980005607568,CA,2023-05-12,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1
182,1.47145159964168,0.409880746293438,CA,2023-05-13,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1
183,4.85123781548458,0.55493336465568,CA,2023-05-14,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
184,4.5116509539551,0.354763516137289,CA,2023-05-15,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1
185,1.40937827579884,0.2330963722043875,CA,2023-05-16,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
186,2.02745564905484,0.3207978790968935,CA,2023-05-17,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0
187,1.46704485248617,0.323524186997654,CA,2023-05-18,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
188,2.26390460753281,0.2406060298498345,CA,2023-05-19,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1
189,1.1575609279054,0.10690942113722,CA,2023-05-20,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
190,1.0686367943835,0.4501959006398445,CA,2023-05-21,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1
191,1.43279571349852,0.286741940725113,CA,2023-05-22,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1
192,1.32057128742904,0.2812859727247785,CA,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
193,1.48685767174764,0.2751461999935445,CA,2023-05-24,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1
194,2.78150263403654,0.28161208878278,CA,2023-05-25,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0
195,2.15595765138884,0.3307003478333035,CA,2023-05-26,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0
196,1.01350962030418,0.3074684012260705,CA,2023-05-27,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
197,1.46099784888736,0.414970258135567,CA,2023-05-28,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1
198,1.80493206046506,0.4803842351788395,CA,2023-05-29,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1
199,2.91414705088052,0.2940497621962305,CA,2023-05-30,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1
200,2.49504192254393,0.3253313922747505,CA,2023-05-31,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
201,2.69679691249931,0.3239171416598655,CA,2023-06-01,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1
202,1.54479010142858,0.3734735579067405,CA,2023-06-02,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0
203,1.64643136793686,0.3087471948149025,CA,2023-06-03,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1
204,2.18020596849654,0.430070838447251,CA,2023-06-04,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1
205,2.05867845682568,0.3107763482638715,CA,2023-06-05,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1
206,2.43386475669803,0.417831284021919,CA,2023-06-06,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0
207,1.66443867773204,0.3933145733755715,CA,2023-06-07,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0
208,1.18984493948794,0.362325924007508,CA,2023-06-08,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
209,3.76863015953657,0.478375326442743,CA,2023-06-09,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0
210,1.29243277878581,0.607604091468605,CA,2023-06-10,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1
211,0.105409044886525,0.01955962461171025,CO,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,0.491939891354205,0.02082872094947,CO,2023-05-01,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
213,0.409046262074623,0.164498221499331,CO,2023-05-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214,0.0392102164666203,0.02360844739760685,CO,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.246742098135094,0.02512716716272755,CO,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
