...1,es_score,brier_score,location,target_date,X23F_50_CI,X24A_50_CI,recombinant_50_CI,X23I_50_CI,X24B_50_CI,other_50_CI,X23F_95_CI,X24A_95_CI,recombinant_95_CI,X23I_95_CI,X24B_95_CI,other_95_CI
46,NA,NA,AL,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.00587274807838355,0.00206405410675784,AL,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
48,NA,NA,AL,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.00548747387952438,0.001607579354642775,AL,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
52,0.020380464763168,0.001529848692024505,AL,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
53,NA,NA,AL,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.966801292974387,0.312720252648873,AL,2024-03-13,1,0,1,1,0,1,0,1,1,1,0,1
61,NA,NA,AL,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.0360084666663096,0.001520622549272375,AL,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.0185785376799595,0.00257118712501657,AL,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
74,NA,NA,AL,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0307989550498241,0.004329023002492835,AL,2024-04-01,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.00726369710151456,0.002544801942562785,AR,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
87,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1.33934153256695,0.93303196177924,AR,2024-02-29,1,0,1,0,1,1,1,0,1,0,1,1
90,0.00204127585925086,0.00270218510439842,AR,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.0159789487895809,0.00304805713808824,AR,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
94,NA,NA,AR,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.00221786870690793,0.0038809145671014,AR,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,0.0185479914702237,0.01165365388098565,AR,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
111,NA,NA,AR,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.91022354710091,0.2152679526886225,AZ,2024-02-25,0,0,0,1,1,1,0,0,0,1,1,1
128,0.0355009159995077,3.7938040595896e-4,AZ,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
129,0.929722603285721,0.0883509489053685,AZ,2024-02-27,1,1,0,1,1,1,1,0,0,1,1,1
130,0.0175503102750329,3.35926515588655e-4,AZ,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
131,0.0069474706586008,3.18220909464025e-4,AZ,2024-02-29,1,1,1,1,1,1,1,0,1,1,0,1
132,8.3575779145647e-4,3.0285577407558e-4,AZ,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
133,0.00975352703533749,2.8961905798139e-4,AZ,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
134,0.0101569013217702,2.78328745717815e-4,AZ,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
135,0.0380439460154294,2.688296338572e-4,AZ,2024-03-04,1,1,1,1,1,1,1,0,1,1,1,0
136,0.0209624709115697,2.60990546527325e-4,AZ,2024-03-05,1,1,1,1,1,1,1,0,1,1,0,1
137,0.00592613710053183,2.5470194064155e-4,AZ,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
138,5.8612081270065e-4,2.49873857228875e-4,AZ,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
139,NA,NA,AZ,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,0.00584686082803719,2.44327173194795e-4,AZ,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
141,1.2654500039393899,0.3250754196267155,AZ,2024-03-10,1,0,0,1,1,1,1,0,0,1,1,1
142,0.00987388289989238,2.4396300188188e-4,AZ,2024-03-11,1,1,1,1,1,1,1,1,1,1,1,1
143,1.25449299407248,0.324182422694007,AZ,2024-03-12,1,0,1,1,0,1,1,1,0,1,0,1
144,0.0497589674787139,2.48621989895715e-4,AZ,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
145,0.0100195066881931,2.52841877439505e-4,AZ,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
146,NA,NA,AZ,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,AZ,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,NA,NA,AZ,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,0.00116285124669773,2.83020533171855e-4,AZ,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
150,0.0228985720637052,2.94158026749435e-4,AZ,2024-03-19,1,1,1,1,1,1,1,0,1,1,0,1
151,1.39069818153883,0.0973640333117735,AZ,2024-03-20,1,0,0,1,1,1,1,0,0,1,0,1
152,0.0511763354399192,3.2129040181494e-4,AZ,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
153,0.0153725681714474,3.3749272664745e-4,AZ,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
154,0.011329180301842,3.5561387711928e-4,AZ,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
155,0.00528165708636585,3.75793341063825e-4,AZ,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
156,0.00556453529309497,3.9818639600563e-4,AZ,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
157,0.00634644305651759,4.22965104888585e-4,AZ,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
158,0.0134292808021194,4.50319424544e-4,AZ,2024-03-27,1,1,1,1,1,1,1,0,1,1,0,1
159,0.015412413470221,4.8045842923896e-4,AZ,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
160,1.14596386909499,0.3189743767684865,AZ,2024-03-29,1,0,1,1,0,1,1,0,1,1,0,1
161,2.40477446844315,0.323975362670462,AZ,2024-03-30,1,0,0,1,1,1,1,0,0,1,0,1
162,NA,NA,AZ,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,0.756892835336479,0.106210105036818,AZ,2024-04-01,1,1,1,1,0,1,1,0,1,1,0,1
164,1.05904354291594,0.1086271856215215,AZ,2024-04-02,1,1,1,1,1,0,1,0,1,1,1,0
165,0.0387125688529026,7.34251599905975e-4,AZ,2024-04-03,1,1,1,1,1,1,1,0,1,1,0,1
166,1.1501874356473,0.194716472795104,AZ,2024-04-04,1,0,1,1,1,0,1,0,1,1,1,0
167,1.05566629659685,0.314824663379018,AZ,2024-04-05,1,0,1,1,0,1,1,0,1,1,0,1
168,0.0460324201428273,9.22920085807025e-4,AZ,2024-04-06,1,1,1,1,1,1,1,1,1,1,1,1
169,0.641840307647766,7.38979345920515e-4,CA,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
170,2.32728401727264,0.0769126367108655,CA,2024-02-26,1,0,1,1,1,0,0,0,1,1,1,0
171,4.58520584317884,0.1132303115223775,CA,2024-02-27,1,0,0,1,0,0,1,0,0,0,0,0
172,3.39020208829578,0.075800225090512,CA,2024-02-28,1,0,0,1,1,0,1,0,0,1,1,0
173,0.0709321877471399,8.4023992608395e-4,CA,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
174,0.112989725940225,8.82047956043585e-4,CA,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
175,0.718096069775499,9.31354854838435e-4,CA,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
176,0.763957096650848,0.04450697650661985,CA,2024-03-03,1,1,0,1,1,1,1,0,0,1,1,1
177,2.40429101026453,0.088200646133166,CA,2024-03-04,0,0,0,1,1,0,0,0,0,1,1,0
178,3.46020915881028,0.113401653529002,CA,2024-03-05,0,0,0,1,1,0,0,0,0,1,0,0
179,1.18550098463444,0.058136125516003,CA,2024-03-06,1,1,1,1,1,0,1,0,1,1,0,0
180,2.73475685806252,0.1151856244807905,CA,2024-03-07,1,0,1,1,0,1,1,0,1,1,0,1
181,0.946797343052815,0.050965435359829,CA,2024-03-08,1,1,1,1,1,0,1,0,0,1,0,0
182,2.00401301777034,0.1380402399108605,CA,2024-03-09,1,0,1,0,1,1,1,0,1,0,1,1
183,1.13212575820437,0.109759111670149,CA,2024-03-10,1,1,1,1,0,1,1,0,1,1,0,1
184,1.45847738407508,0.188562805112442,CA,2024-03-11,1,0,1,1,1,0,1,0,1,1,0,0
185,1.2373410308968,0.1045456880059395,CA,2024-03-12,1,1,0,1,1,1,1,1,1,1,1,1
186,1.83821494523232,0.10579652634682,CA,2024-03-13,1,0,1,1,0,1,1,0,1,1,0,1
187,1.578613162248,0.112983476001364,CA,2024-03-14,1,0,0,1,1,1,1,0,0,1,0,1
188,1.31766893588582,0.03628745848479215,CA,2024-03-15,1,1,0,1,1,1,1,1,0,1,0,1
189,1.11198732222817,0.143728343617324,CA,2024-03-16,1,1,0,1,1,1,1,0,1,1,0,1
190,1.67799258736415,0.1596161964779775,CA,2024-03-17,1,0,1,1,0,1,1,0,1,1,0,1
191,2.28924594063501,0.120409832552019,CA,2024-03-18,1,1,0,1,0,0,1,0,0,1,0,0
192,0.490048538370326,0.003989658610943715,CA,2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
193,1.01840360135864,0.0757529174830365,CA,2024-03-20,1,1,0,1,1,1,1,0,0,1,0,1
194,1.04735145123696,0.1536051902942895,CA,2024-03-21,1,1,0,1,1,1,1,0,1,1,0,1
195,1.61379851165468,0.174010684998034,CA,2024-03-22,1,0,0,1,1,0,1,0,0,1,0,0
196,0.978349464735618,0.1206269737872835,CA,2024-03-23,1,1,0,1,1,1,1,0,0,1,0,1
197,0.497328607420307,0.00661553806164315,CA,2024-03-24,1,1,1,1,1,1,1,0,0,1,0,1
198,1.91827495779725,0.1726573255251655,CA,2024-03-25,1,1,0,1,1,1,1,0,0,1,1,1
199,0.489164975635992,0.0711851990710935,CA,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
200,0.994891473755706,0.15906665949565,CA,2024-03-27,1,1,0,1,1,1,1,1,0,1,0,1
201,1.04428192911847,0.138220663745762,CA,2024-03-28,1,1,1,0,1,1,1,1,1,0,0,1
202,0.384753795069012,0.01097829630467815,CA,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
203,0.41202407169874,0.01213856274229435,CA,2024-03-30,1,1,1,1,1,1,1,1,1,1,1,1
204,0.731264309751744,0.397615048540279,CA,2024-03-31,1,1,1,1,1,1,1,0,1,1,0,1
205,0.405665069801965,0.109391117117642,CA,2024-04-01,1,1,1,1,1,1,1,1,1,1,1,1
206,0.654068774922667,0.0163607189800947,CA,2024-04-02,1,1,1,1,1,1,1,1,1,1,1,1
207,0.421875510958285,0.01805112911144155,CA,2024-04-03,1,1,1,1,1,1,1,1,1,1,1,1
208,1.10793938841709,0.282454362651409,CA,2024-04-04,1,1,1,1,1,0,1,0,1,1,1,0
209,1.03406765240991,0.194427133265771,CA,2024-04-05,1,1,0,1,1,1,1,0,0,1,0,1
210,0.361859673071679,0.02413976334025085,CA,2024-04-06,1,1,1,1,1,1,1,1,1,1,1,1
211,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.00610845580257127,0.001711477515289955,CO,2024-02-26,1,1,1,1,1,1,1,0,1,1,0,1
213,6.5118877900217e-4,0.001681279729789165,CO,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
214,7.274573166443e-4,0.00165501821322025,CO,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
215,0.00278844927575496,0.001632469168589045,CO,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
216,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.00273739568157638,0.001576029583242165,CO,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
220,NA,NA,CO,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,7.1822250192404e-4,0.00156882875320983,CO,2024-03-08,1,1,1,1,1,1,1,0,1,1,0,1
224,NA,NA,CO,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,0.00331771238604713,0.0016096139212143,CO,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
228,9.6743521632226e-4,0.001627731785655995,CO,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
229,NA,NA,CO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.00128776873070717,0.00167433334745554,CO,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
231,NA,NA,CO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.00141510452009583,0.001772997103241445,CO,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
234,NA,NA,CO,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,NA,NA,CO,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,NA,CO,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,CO,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,1.35374771600524,0.946663427283825,CO,2024-03-25,1,0,1,0,1,1,1,1,1,0,0,1
241,NA,NA,CO,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,NA,CO,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,0.00318810406223827,0.002457699148753245,CO,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
244,NA,NA,CO,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,0.0188586418924493,0.003132506675355275,CO,2024-04-02,1,1,1,1,1,1,1,1,1,1,1,1
249,NA,NA,CO,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,1.08010777089094,0.45021453929897,CO,2024-04-04,1,0,1,1,0,1,1,1,1,1,1,1
251,NA,NA,CO,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,0.00865699517323706,0.00393907906405818,CO,2024-04-06,1,1,1,1,1,1,1,1,1,1,1,1
253,0.00126189728270458,2.99823831882405e-4,CT,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
254,1.4597512390763e-4,2.98953243633555e-4,CT,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
