...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23H_50_CI,X23G_50_CI,X24A_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23H_95_CI,X23G_95_CI,X24A_95_CI,other_95_CI
72,NA,NA,AL,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.71079963212154,0.524161527824205,AL,2023-12-07,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
76,NA,NA,AL,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.4140123920364,0.2819563166490935,AL,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,1.05029073190043,0.4997179770949105,AL,2023-12-15,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
84,NA,NA,AL,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2.58106349700721,0.491144974103416,AR,2023-11-06,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0
87,0.858137704280951,0.618527248653035,AR,2023-11-07,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
88,0.261477777908132,0.171104201700378,AR,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
89,NA,NA,AR,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.500502115524489,0.374083714894802,AR,2023-11-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
96,NA,NA,AR,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.504421905414639,0.371664005715644,AR,2023-11-20,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
101,0.578786195488916,0.3807697903278055,AR,2023-11-21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
102,NA,NA,AR,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.35733290452692,0.202602923500164,AR,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,1.37838787753419,0.538245849536215,AR,2023-11-28,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1
109,0.895635100350623,0.2110883837559295,AR,2023-11-29,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
110,NA,NA,AR,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.495134411457507,0.463347651583817,AR,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
112,NA,NA,AR,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,0.593400757967415,0.3919717127093785,AR,2023-12-05,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
116,NA,NA,AR,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,1.69119631136939,0.577254355000985,AR,2023-12-07,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1
118,NA,NA,AR,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.675146869735298,0.4225591200457955,AR,2023-12-10,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121,NA,NA,AR,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,0.788710325242054,0.4267835611168795,AR,2023-12-12,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1
123,0.890328231384936,0.588812486036435,AR,2023-12-13,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
124,3.1047032719081,0.450199982515594,AR,2023-12-14,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1
125,0.187065579653336,0.2170375935054395,AR,2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.25498958994479,0.3759012949033455,AZ,2023-11-05,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0
128,3.61701615894533,0.353968511611699,AZ,2023-11-06,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1
129,1.68052115021898,0.316436349152085,AZ,2023-11-07,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
130,2.6490377669168,0.382294840760933,AZ,2023-11-08,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1
131,1.5621116330587,0.363739612699972,AZ,2023-11-09,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1
132,1.3843074788469,0.376488882839578,AZ,2023-11-10,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1
133,1.25594888649291,0.351080986773248,AZ,2023-11-11,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
134,3.41799888930406,0.325135768163946,AZ,2023-11-12,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0
135,3.22240740170261,0.313438117726852,AZ,2023-11-13,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
136,2.907671980079,0.380424395876165,AZ,2023-11-14,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
137,1.9021657983934,0.31221382135582,AZ,2023-11-15,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1
138,1.43556987940953,0.150570347017823,AZ,2023-11-16,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
139,0.674201651812793,0.485768852897407,AZ,2023-11-17,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,1.18932011284961,0.412200462159887,AZ,2023-11-18,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
141,2.12816059039653,0.3954668284920095,AZ,2023-11-19,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1
142,4.22763742819673,0.309866119712514,AZ,2023-11-20,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
143,2.42947068365727,0.384851023061688,AZ,2023-11-21,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
144,1.60222757314568,0.387585601403979,AZ,2023-11-22,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1
145,0.965666324319137,0.4360140714218485,AZ,2023-11-23,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1
146,2.18035800384187,0.324919295298922,AZ,2023-11-24,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
147,1.89780503952372,0.3836468238039545,AZ,2023-11-25,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
148,4.03385697751887,0.4666693949868535,AZ,2023-11-26,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
149,2.40423262880054,0.326924835738712,AZ,2023-11-27,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1
150,4.44023915815867,0.3534825008009055,AZ,2023-11-28,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
151,3.13215207447829,0.3439365838960155,AZ,2023-11-29,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1
152,0.742699709968768,0.3460793312502065,AZ,2023-11-30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
153,1.10797834451128,0.3301836271998985,AZ,2023-12-01,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0
154,1.45217432519964,0.3276379194329335,AZ,2023-12-02,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1
155,2.85460132701442,0.332824983411523,AZ,2023-12-03,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
156,2.36938440334248,0.3650294843343085,AZ,2023-12-04,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1
157,5.07450330780724,0.309885378776021,AZ,2023-12-05,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
158,3.08348272480048,0.408100932837315,AZ,2023-12-06,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
159,1.97911482482785,0.3075169127030955,AZ,2023-12-07,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1
160,0.804292762173201,0.31179785683397,AZ,2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
161,1.21876787439524,0.213444709002458,AZ,2023-12-09,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1
162,1.08171951237489,0.461891623734742,AZ,2023-12-10,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
163,1.97419403891219,0.4038472695025605,AZ,2023-12-11,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0
164,3.62370636763105,0.4859804583982045,AZ,2023-12-12,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
165,3.43807899940295,0.4401621840016135,AZ,2023-12-13,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
166,2.44761929427242,0.4146730806730645,AZ,2023-12-14,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1
167,1.30168558352824,0.3866385736480405,AZ,2023-12-15,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
168,1.6190470019785,0.375300528027733,AZ,2023-12-16,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
169,1.2719340986479,0.4342157146995815,CA,2023-11-05,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0
170,2.1795795174725,0.3113783402859355,CA,2023-11-06,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
171,2.44912161023724,0.376239657312565,CA,2023-11-07,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
172,3.73990119138275,0.438690843964361,CA,2023-11-08,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
173,3.1891496725337,0.3730555480970405,CA,2023-11-09,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0
174,1.75370615534231,0.3093369472530515,CA,2023-11-10,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1
175,1.15242607383729,0.2215182057486815,CA,2023-11-11,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0
176,1.23314137000718,0.2314784062140085,CA,2023-11-12,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
177,3.895173314537,0.3733753465444545,CA,2023-11-13,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
178,2.32156743559803,0.301041456895933,CA,2023-11-14,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0
179,2.1052800962677,0.3095502723037735,CA,2023-11-15,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1
180,1.98603153277201,0.3505015825857755,CA,2023-11-16,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
181,1.7905365420427,0.390009485701865,CA,2023-11-17,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
182,1.21831800576267,0.354502092497453,CA,2023-11-18,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1
183,0.68212769136852,0.3618123473494865,CA,2023-11-19,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
184,2.304712383069,0.2916993907716425,CA,2023-11-20,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0
