...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,other_95_CI
21,0.28144921705817,0.2015654998383525,AK,2023-07-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
22,0.266228899130427,0.1977039457199875,AK,2023-07-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,0.764376009834575,0.565575906166035,AK,2023-07-03,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
24,NA,NA,AK,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.753700352009732,0.4923549605515415,AK,2023-07-16,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
37,NA,NA,AK,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.367165125348113,0.2719428616320485,AL,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
54,NA,NA,AL,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.873314917074653,0.61848721509405,AL,2023-06-26,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
59,0.742467168953261,0.50950485272281,AL,2023-06-27,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
60,0.411752196030541,0.2881361651086445,AL,2023-06-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,NA,NA,AL,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.496160734593401,0.3579484595729135,AL,2023-07-02,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
65,NA,NA,AL,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,1.18186564543618,0.50144676889183,AL,2023-07-05,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1
68,0.651160704778339,0.4609204667200075,AL,2023-07-06,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1
69,0.364054095994718,0.248302884549663,AL,2023-07-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,NA,NA,AL,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.717155970626694,0.493286984509827,AL,2023-07-09,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
72,NA,NA,AL,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.592503382997774,0.4316332386847095,AL,2023-07-12,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,0.333748927697406,0.231018810574799,AL,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,0.720706806316817,0.491537231388095,AL,2023-07-14,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
77,NA,NA,AL,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.642402381177065,0.4584102768832015,AL,2023-07-16,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
79,0.725778444828123,0.4917138601159855,AL,2023-07-17,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
80,NA,NA,AL,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.327037154968923,0.221222192239511,AL,2023-07-19,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
82,NA,NA,AL,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.326454300987386,0.2191286565910295,AL,2023-07-22,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
85,NA,NA,AR,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.465051111616077,0.093299243151654,AR,2023-06-12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
87,0.64246203259483,0.515207529465675,AR,2023-06-13,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
88,0.637555206505907,0.50622661267717,AR,2023-06-14,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
89,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.606189038633669,0.4882979965739675,AR,2023-06-16,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
91,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.232310938410209,0.126533697460069,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,0.248596781375561,0.143193924806607,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,0.258078814610367,0.1490680783684695,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
98,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2.20136232455844,0.167630571312437,AR,2023-06-26,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
101,0.48557564291954,0.394359742686143,AR,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.80045567317653,0.538048816909015,AR,2023-07-10,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1
115,NA,NA,AR,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.488721476181816,0.294762668741417,AR,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,NA,NA,AR,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.550638616788169,0.3281076425077755,AR,2023-07-17,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
122,NA,NA,AR,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,1.04933566343348,0.479537142431773,AR,2023-07-19,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
124,NA,NA,AR,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.302884550986711,0.2720593228974935,AR,2023-07-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.02513907189665,0.226654622769336,AZ,2023-06-11,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
128,1.2806126778382,0.350902170678044,AZ,2023-06-12,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
129,2.37812787457471,0.450880205396251,AZ,2023-06-13,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
130,2.23580752553506,0.289805870573208,AZ,2023-06-14,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1
131,1.38387880279018,0.64452967072556,AZ,2023-06-15,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1
132,0.960727316223795,0.2503554726694615,AZ,2023-06-16,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
133,0.523105802359091,0.322503561181947,AZ,2023-06-17,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
134,6.84357626281964,0.4431609936222505,AZ,2023-06-18,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
135,4.34185660516332,0.41123950197206,AZ,2023-06-19,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
136,3.62469555891763,0.46145635838246,AZ,2023-06-20,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1
137,1.88519434978756,0.366639541779005,AZ,2023-06-21,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1
138,1.88866335103143,0.410024282803897,AZ,2023-06-22,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0
139,0.271339046645487,0.202912979542184,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
140,1.28199567253338,0.413225474894963,AZ,2023-06-24,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1
141,1.38104599202691,0.3664222441570795,AZ,2023-06-25,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
142,1.89900879676037,0.364806153607941,AZ,2023-06-26,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1
143,4.10067196652829,0.353768192554686,AZ,2023-06-27,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1
144,1.86061205716351,0.347861476295174,AZ,2023-06-28,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1
145,2.14960049017227,0.3708240863282405,AZ,2023-06-29,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
146,1.1193017517686,0.370617355020067,AZ,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
147,1.18657407151379,0.300252047985272,AZ,2023-07-01,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1
148,2.42079109090506,0.3622368811583435,AZ,2023-07-02,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1
149,3.86257459159763,0.334613096166773,AZ,2023-07-03,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1
150,3.23232980295438,0.359245195221578,AZ,2023-07-04,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0
151,1.25938529310436,0.381732993737896,AZ,2023-07-05,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
152,1.15690590821055,0.4261870213106045,AZ,2023-07-06,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
153,0.441928260780203,0.3094173871610815,AZ,2023-07-07,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
154,2.0372796025655,0.392352910942467,AZ,2023-07-08,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0
155,4.09094622541215,0.3919376613820525,AZ,2023-07-09,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
156,2.55756127061742,0.3878154496622745,AZ,2023-07-10,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0
157,2.30749023469927,0.3884221265264975,AZ,2023-07-11,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1
158,3.40065216226349,0.3963554726347355,AZ,2023-07-12,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0
159,3.49108202280159,0.391375962324725,AZ,2023-07-13,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0
160,1.509677919395,0.42255703749912,AZ,2023-07-14,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1
161,1.60817257747793,0.4061924759969535,AZ,2023-07-15,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1
162,3.33612686384143,0.3916004130712425,AZ,2023-07-16,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1
163,6.27203057372447,0.416792515202045,AZ,2023-07-17,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1
164,2.6468603020889,0.408431633837777,AZ,2023-07-18,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1
165,3.38906773032583,0.395383754815113,AZ,2023-07-19,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1
166,1.25497465714097,0.3955244830046395,AZ,2023-07-20,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
167,1.78491171242791,0.3760507190360705,AZ,2023-07-21,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1
168,1.65498057958854,0.3935951461237905,AZ,2023-07-22,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1
169,0.783856185249868,0.343445820165629,CA,2023-06-11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
170,1.67716648432868,0.372024948155895,CA,2023-06-12,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
171,1.73974629403014,0.328260314491269,CA,2023-06-13,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1
172,2.43200784381022,0.387611986912664,CA,2023-06-14,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
173,1.38166071460096,0.3551941437403895,CA,2023-06-15,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
174,1.79069314139849,0.396429662770371,CA,2023-06-16,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
175,1.33895825875222,0.484571605767538,CA,2023-06-17,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1
176,0.57009659742936,0.397367673704501,CA,2023-06-18,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
177,2.39432725013721,0.371468606467637,CA,2023-06-19,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1
178,2.67500171975675,0.388707428258703,CA,2023-06-20,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1
179,3.23256938886293,0.4417636470276615,CA,2023-06-21,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0
180,2.60398353243752,0.4235700370400065,CA,2023-06-22,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1
181,3.90693552244376,0.411763028098359,CA,2023-06-23,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1
182,1.67901134944362,0.41879937221678,CA,2023-06-24,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1
183,1.28345643034612,0.3564268863245,CA,2023-06-25,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
184,1.87223142497692,0.3991002164612395,CA,2023-06-26,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
185,1.70026031886924,0.3769697208088055,CA,2023-06-27,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1
186,3.37360403180444,0.450509776123976,CA,2023-06-28,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1
187,2.78594429954462,0.397786019579628,CA,2023-06-29,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1
188,1.90193152126269,0.386531988808932,CA,2023-06-30,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1
189,1.40121420798568,0.4374918939764405,CA,2023-07-01,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
190,1.57908224445566,0.381359727253437,CA,2023-07-02,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1
191,2.83542344330139,0.409569135684691,CA,2023-07-03,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1
192,1.75456482744574,0.38088183507623,CA,2023-07-04,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
193,6.42367240149126,0.4393752684502405,CA,2023-07-05,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
194,2.94199688902312,0.38040631541048753,CA,2023-07-06,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1
195,2.0969782807143,0.44060043132808,CA,2023-07-07,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1
196,1.6928695042344,0.3430768494172935,CA,2023-07-08,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1
197,0.940696047415092,0.4250036807198995,CA,2023-07-09,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
198,4.27831388371583,0.4434543888235155,CA,2023-07-10,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
199,2.78316447000123,0.439719299586748,CA,2023-07-11,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
200,2.31695839868206,0.4201769997750945,CA,2023-07-12,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1
