...1,es_score,brier_score,location,target_date,X22D_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,X23B_50_CI,X23E_50_CI,X23G_50_CI,other_50_CI,X22D_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,X23B_95_CI,X23E_95_CI,X23G_95_CI,other_95_CI
32,NA,NA,AK,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.0499224174981361,0.053423482168238,AL,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,NA,NA,AL,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.608808746045429,0.3243012778144845,AL,2023-05-03,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
54,NA,NA,AL,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.580830882491971,0.3206910654859405,AL,2023-05-19,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
70,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.219831677518907,0.2071709432342265,AL,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,NA,NA,AL,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.739506385743383,0.2816343276002105,AL,2023-05-31,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
82,NA,NA,AL,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.00939177810247876,0.00933209893522915,AR,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,0.0108618248132402,0.0099924134828378,AR,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,NA,NA,AR,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.117314882660175,0.01535733193840475,AR,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,NA,NA,AR,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,1.22871162190401,0.85286016362966,AR,2023-05-02,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
95,0.0200566171144755,0.01917577797264045,AR,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,NA,NA,AR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1.06796376452912,0.71561193389236,AR,2023-05-08,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
101,0.110386794564426,0.02996292294328175,AR,2023-05-09,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
102,2.12920029536498,0.556537123871675,AR,2023-05-10,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1
103,NA,NA,AR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,0.490063385737767,0.08061908491711,AR,2023-05-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
116,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.111646008806643,0.0978981506419805,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
119,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.732275101425626,0.4588694301094555,AR,2023-05-29,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
122,0.712949618532591,0.445852979243701,AR,2023-05-30,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
123,0.156448534861656,0.132793806219843,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
124,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.75855640030926,0.0760273696100735,AZ,2023-04-23,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1
128,1.2024244967472,0.0458032839872028,AZ,2023-04-24,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
129,1.25478883129226,0.1323241004645965,AZ,2023-04-25,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
130,0.964191266756492,0.09677097896489,AZ,2023-04-26,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
131,0.535901043534454,0.073338353546943,AZ,2023-04-27,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
132,0.635667230902994,0.01374390959297525,AZ,2023-04-28,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
133,0.337946718191469,0.01458080959941665,AZ,2023-04-29,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
134,1.64915092380092,0.206847394346991,AZ,2023-04-30,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
135,1.69373233592869,0.091492503566779,AZ,2023-05-01,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1
136,3.69055969080977,0.20981024423327,AZ,2023-05-02,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0
137,1.25532610403515,0.1409882814865595,AZ,2023-05-03,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
138,1.24037995832894,0.076196292108943,AZ,2023-05-04,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
139,1.39225023418484,0.248821756261441,AZ,2023-05-05,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1
140,0.764837862816066,0.02231656601679835,AZ,2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,3.7898804261913,0.3106857474239655,AZ,2023-05-07,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0
142,6.68497820100001,0.308984588995996,AZ,2023-05-08,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0
143,2.99241362962551,0.1023340865477085,AZ,2023-05-09,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0
144,1.6880497049672,0.1426395759523045,AZ,2023-05-10,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1
145,0.146090459334713,0.03048157275254805,AZ,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
146,1.00367614741029,0.143855415826229,AZ,2023-05-12,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
147,NA,NA,AZ,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1.63120646351323,0.387980252784238,AZ,2023-05-14,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1
149,1.73044289977925,0.2113948619821475,AZ,2023-05-15,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0
150,1.41697397770995,0.1942147946861795,AZ,2023-05-16,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0
151,1.03008665663706,0.179476174462207,AZ,2023-05-17,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
152,1.30042870665888,0.266336806199576,AZ,2023-05-18,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
153,0.889207806604175,0.640837557355755,AZ,2023-05-19,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
154,1.80338875383596,0.632098987805375,AZ,2023-05-20,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
155,1.24183275693004,0.198972843136174,AZ,2023-05-21,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
156,1.38282094909543,0.204051749717925,AZ,2023-05-22,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
157,1.42191731529581,0.176720237987579,AZ,2023-05-23,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
158,1.17129898556289,0.2752320669634505,AZ,2023-05-24,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
159,0.58167825163267906,0.0741115276058465,AZ,2023-05-25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
160,0.900593823406098,0.2787438473687825,AZ,2023-05-26,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
161,0.642806971920194,0.084299214048432,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162,1.9739780093693,0.297324119986209,AZ,2023-05-28,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1
163,1.62130809190754,0.302449615082356,AZ,2023-05-29,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0
164,1.47439121691909,0.35152709565025,AZ,2023-05-30,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1
165,2.32875215784588,0.240595063441723,AZ,2023-05-31,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0
166,1.98483110020334,0.423687916760742,AZ,2023-06-01,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
167,0.823259980360865,0.2986281815133,AZ,2023-06-02,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
168,1.15367001000146,0.240526250140134,AZ,2023-06-03,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
169,2.16258584768998,0.273601955884519,CA,2023-04-23,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
170,2.22132847945686,0.1574314483194965,CA,2023-04-24,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0
171,7.26013215894344,0.2443570888028895,CA,2023-04-25,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0
172,3.88820331377469,0.1399824216071895,CA,2023-04-26,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
173,1.70190628206569,0.167942704658086,CA,2023-04-27,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
174,2.12910009059959,0.177910288434167,CA,2023-04-28,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0
175,6.7037620291271,0.283468179350208,CA,2023-04-29,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
176,2.71543204516713,0.1881672190288965,CA,2023-04-30,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0
177,6.25413199352105,0.251525613890448,CA,2023-05-01,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1
178,8.19217995172825,0.2811982137950045,CA,2023-05-02,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0
179,2.16693789328504,0.191163305987874,CA,2023-05-03,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1
180,1.7076307372998,0.2335413630233645,CA,2023-05-04,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1
181,4.81411678290113,0.2050190163911795,CA,2023-05-05,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1
182,2.11687022691638,0.1910273058958155,CA,2023-05-06,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
183,1.20299119998292,0.2711198591454515,CA,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
184,9.88456232895667,0.368668836997123,CA,2023-05-08,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0
185,5.32644044248364,0.194021145788977,CA,2023-05-09,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
186,3.95768553237089,0.287059646876167,CA,2023-05-10,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
187,4.1100459670564,0.289114005898456,CA,2023-05-11,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0
188,1.69290615350909,0.222797014698455,CA,2023-05-12,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0
189,1.56225222426136,0.4132307070973265,CA,2023-05-13,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1
190,5.14777712360939,0.557143796238025,CA,2023-05-14,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0
191,4.50757350461042,0.352668404242097,CA,2023-05-15,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
192,1.31148201037525,0.23271315902248851,CA,2023-05-16,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1
193,2.11222138292899,0.321880602548645,CA,2023-05-17,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
194,1.56036737294515,0.323680633662374,CA,2023-05-18,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
195,2.26660573900256,0.2421300477895,CA,2023-05-19,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1
196,1.13911259310997,0.107311921137229,CA,2023-05-20,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
197,1.05391405394739,0.446078351599421,CA,2023-05-21,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
198,1.38055183968243,0.2857626891463925,CA,2023-05-22,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
199,1.43759265039544,0.2824835393810205,CA,2023-05-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
200,1.40782320060194,0.2729078573333285,CA,2023-05-24,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0
201,2.80076581345914,0.2837140657129,CA,2023-05-25,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0
202,2.10538078005865,0.330291059145396,CA,2023-05-26,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
203,1.00346558363763,0.3049033208024545,CA,2023-05-27,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
204,1.47466585022926,0.414629674156406,CA,2023-05-28,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1
205,1.80616011010412,0.482000143301862,CA,2023-05-29,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1
206,3.11389626672255,0.2963554129965685,CA,2023-05-30,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1
207,2.76855124168945,0.3278695846206615,CA,2023-05-31,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
208,2.81037935818797,0.324736692675944,CA,2023-06-01,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1
209,1.59980009207401,0.373803174785112,CA,2023-06-02,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0
210,1.66636968158816,0.308008197024856,CA,2023-06-03,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1
211,NA,NA,CO,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.868044329372978,0.183481573983633,CO,2023-04-24,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
213,1.03129661579949,0.3012552672382775,CO,2023-04-25,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
214,0.116475383634522,0.0140180646772239,CO,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,NA,NA,CO,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
