...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,X23B_50_CI,X23E_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,X23B_95_CI,X23E_95_CI,other_95_CI
43,NA,NA,AL,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.576184949654566,0.314481308154684,AL,2023-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.197203426142028,0.1186037717118925,AL,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,NA,NA,AL,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.67490421783362,0.1727519919426065,AL,2023-05-31,1,0,1,1,1,1,1,1,0,1,0,1,1,1
68,NA,NA,AL,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.550364499731075,0.3235410714539325,AL,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,0.345253003335208,0.2383909957450375,AL,2023-06-08,1,1,1,1,1,1,1,1,0,1,0,1,1,1
76,NA,NA,AL,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1.16135984242201,0.8360376306601,AR,2023-05-08,1,0,1,1,0,1,1,1,0,1,1,0,1,1
87,0.0619477783121423,0.01065334836357715,AR,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,2.25101353354847,0.58838496538842,AR,2023-05-10,0,0,1,1,1,1,1,0,0,1,1,0,1,1
89,NA,NA,AR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0.248616151900094,0.0235597547912083,AR,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.0498762292849296,0.02800326067743015,AR,2023-05-26,1,1,1,1,1,1,1,1,0,1,1,0,1,1
105,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.941502836143208,0.70173626150723,AR,2023-05-29,1,0,1,1,0,1,1,1,0,1,1,0,1,1
108,0.931932032723049,0.6934961348682,AR,2023-05-30,1,0,1,1,0,1,1,1,0,1,1,0,1,1
109,0.0620178749627379,0.03724670383338635,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.0910799919374233,0.054921425034456,AR,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,0.0940202409277651,0.0579714767759325,AR,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,0.101616080962302,0.0611654432009395,AR,2023-06-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.333926948464453,0.0716505716226405,AR,2023-06-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,0.739148900599122,0.56401719509262,AR,2023-06-13,1,1,1,1,0,1,1,1,1,1,1,1,1,1
123,0.718372081039222,0.554000131368725,AR,2023-06-14,1,1,1,1,0,1,1,1,0,1,1,0,1,1
124,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.696310618162486,0.53378608043517,AR,2023-06-16,1,1,1,1,0,1,1,1,1,1,1,0,0,1
126,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,3.89041593755359,0.3106616124349195,AZ,2023-05-07,0,0,1,1,1,0,0,0,0,1,0,0,0,0
128,6.67957074871176,0.306695683639358,AZ,2023-05-08,0,0,1,0,1,1,0,0,0,1,0,0,0,0
129,2.99015803708855,0.102567065218208,AZ,2023-05-09,1,0,1,0,1,1,0,1,0,1,0,1,1,0
130,1.46029424521362,0.141812765343286,AZ,2023-05-10,0,1,1,1,0,1,1,0,0,1,0,0,1,1
131,0.136554763781345,0.03053837347301815,AZ,2023-05-11,1,1,1,1,1,1,1,1,0,1,0,1,1,1
132,0.988937080899786,0.1438902099528655,AZ,2023-05-12,0,1,1,1,1,1,1,0,0,1,1,1,1,1
133,NA,NA,AZ,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1.68992946149345,0.3978984663834585,AZ,2023-05-14,1,0,1,1,0,1,1,1,0,1,1,0,1,1
135,1.6004375108889,0.211049842535535,AZ,2023-05-15,0,1,1,1,1,1,0,1,0,1,1,0,0,0
136,1.32721536310222,0.192850056860691,AZ,2023-05-16,1,1,1,1,1,1,0,1,1,1,1,0,1,0
137,1.01771671001352,0.1803160902580545,AZ,2023-05-17,1,1,1,1,1,1,1,1,0,1,0,0,1,0
138,1.41398469274027,0.2744103338279885,AZ,2023-05-18,1,1,1,1,0,1,1,1,0,1,1,0,0,1
139,0.899304513631028,0.63449832143211,AZ,2023-05-19,1,1,1,0,1,1,1,1,1,1,1,1,1,1
140,1.81228948321162,0.62599943875494,AZ,2023-05-20,1,0,1,0,1,1,1,1,0,1,0,1,1,1
141,1.11273834699334,0.1962157762177595,AZ,2023-05-21,1,1,1,1,1,1,0,1,0,1,0,0,1,0
142,1.4469592203442,0.2053903924207825,AZ,2023-05-22,1,1,1,0,1,1,1,1,0,1,0,0,0,1
143,1.27076928113797,0.1732235089517875,AZ,2023-05-23,0,1,1,1,1,1,1,0,1,1,1,0,1,1
144,1.26166230317583,0.2777684992748745,AZ,2023-05-24,0,1,1,1,1,1,1,0,0,1,0,0,1,1
145,0.526579356736277,0.066723713071706,AZ,2023-05-25,1,1,1,1,1,1,1,1,0,1,1,0,0,1
146,0.844725288436902,0.271721847303199,AZ,2023-05-26,1,1,1,0,1,1,1,1,0,1,0,1,1,1
147,0.567400883360763,0.07414593178789,AZ,2023-05-27,1,1,1,1,1,1,1,1,0,1,0,1,1,1
148,2.19528244985589,0.30144604311913,AZ,2023-05-28,0,1,1,1,1,1,1,0,0,1,0,0,0,1
149,1.64266841199934,0.3002094254945635,AZ,2023-05-29,0,1,1,1,1,1,0,0,0,1,0,1,0,0
150,1.66498889912113,0.353436158834829,AZ,2023-05-30,1,0,1,1,1,0,1,1,1,1,0,0,0,1
151,2.25258949849143,0.2336323692204905,AZ,2023-05-31,1,1,1,0,1,1,0,1,0,1,0,0,1,0
152,1.9876120827723,0.4146574193287,AZ,2023-06-01,1,0,1,0,1,1,1,1,0,1,0,1,1,1
153,0.842270096918319,0.2920698002921445,AZ,2023-06-02,1,1,1,1,1,0,1,1,1,1,0,1,0,1
154,0.790069068537457,0.219204335842253,AZ,2023-06-03,1,1,1,1,1,1,1,1,0,1,0,0,1,1
155,0.937870582044812,0.2080023449666485,AZ,2023-06-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
156,0.691623043227083,0.2365061490831145,AZ,2023-06-05,1,1,1,1,1,1,1,1,0,1,0,0,1,1
157,1.15183673853604,0.370534875223548,AZ,2023-06-06,1,1,1,1,1,0,1,1,0,1,0,0,0,1
158,1.27940775510773,0.297321288848888,AZ,2023-06-07,1,1,1,0,1,1,0,1,1,1,0,1,1,0
159,1.79528265240094,0.3751598422621815,AZ,2023-06-08,1,1,1,0,1,1,0,1,0,1,0,0,0,0
160,1.26188100889081,0.3938642888879095,AZ,2023-06-09,0,1,1,1,1,1,1,0,0,1,0,0,0,1
161,0.988317232471141,0.4276474914993025,AZ,2023-06-10,1,1,0,1,1,1,1,1,1,0,1,0,1,1
162,1.19466607830793,0.2358473552573545,AZ,2023-06-11,1,0,1,1,1,1,1,1,0,1,1,0,0,1
163,1.14951573734384,0.347891412641007,AZ,2023-06-12,0,1,1,1,1,1,1,0,0,1,0,0,0,1
164,2.69733183701297,0.4619083859817,AZ,2023-06-13,0,0,1,0,1,1,0,0,0,1,0,1,0,0
165,2.54511587177291,0.3084416403889115,AZ,2023-06-14,1,1,1,0,0,1,1,1,1,1,0,0,1,1
166,1.41705788962653,0.641469836404885,AZ,2023-06-15,1,1,1,1,1,0,0,1,1,1,0,0,0,0
167,1.13540306072554,0.261361647591936,AZ,2023-06-16,1,0,1,1,1,1,1,1,1,1,0,0,1,1
168,0.547653248125774,0.3410512559598215,AZ,2023-06-17,1,1,1,1,1,1,1,1,1,1,0,0,1,1
169,1.09936918498592,0.269702750678929,CA,2023-05-07,1,1,1,1,1,1,1,1,1,1,0,0,1,1
170,9.20545735420274,0.362441311923519,CA,2023-05-08,0,0,1,0,1,0,0,0,0,1,0,0,0,0
171,5.15362357044254,0.1940255007802575,CA,2023-05-09,1,0,1,1,0,1,0,1,0,1,0,0,1,0
172,3.21002314705,0.2851773646954115,CA,2023-05-10,1,0,1,1,1,0,0,0,0,1,0,0,0,0
173,4.27784004936113,0.288806574406884,CA,2023-05-11,0,0,1,1,0,1,0,0,0,1,0,0,0,0
174,1.73298868089925,0.224330089487431,CA,2023-05-12,0,1,0,1,1,1,1,0,0,0,0,0,0,1
175,1.45903547684405,0.403064770758515,CA,2023-05-13,1,0,1,0,1,0,1,1,0,1,0,0,0,1
176,4.89857495458793,0.54873473065965,CA,2023-05-14,1,0,0,1,1,0,0,1,0,0,0,0,0,0
177,4.86703660746764,0.3561017068482815,CA,2023-05-15,1,0,1,1,0,1,1,1,0,1,0,0,0,0
178,1.44178909050954,0.234889810143175,CA,2023-05-16,1,1,1,1,1,1,1,1,1,1,0,0,1,1
179,1.92905766569047,0.319588467038186,CA,2023-05-17,0,1,1,1,0,0,0,0,0,1,0,1,0,0
180,1.55657515478695,0.322492298206507,CA,2023-05-18,1,1,1,1,1,1,1,0,0,1,0,0,1,1
181,2.07030313569949,0.24052943876715,CA,2023-05-19,0,1,1,1,0,1,1,0,0,1,0,0,0,1
182,1.11842481304169,0.1114489607097145,CA,2023-05-20,1,0,1,1,1,1,1,1,0,1,0,1,1,1
183,1.10105840350836,0.4526680033366555,CA,2023-05-21,0,1,1,1,1,1,1,0,0,1,1,1,1,1
184,1.56375332716606,0.288703990528881,CA,2023-05-22,1,1,0,1,1,1,1,0,1,0,0,0,1,1
185,1.09015481633359,0.280837470095469,CA,2023-05-23,1,1,1,1,1,1,1,1,0,1,1,1,0,1
186,1.52976803233611,0.2800545150065655,CA,2023-05-24,1,1,0,0,1,1,1,1,0,0,0,0,0,1
187,2.41459691215311,0.280340927896974,CA,2023-05-25,0,0,1,1,0,1,0,0,1,1,0,0,1,0
188,2.117898297179,0.3315435963995215,CA,2023-05-26,0,1,1,1,1,1,0,0,0,1,0,0,0,0
189,1.13746762933029,0.3137032943648545,CA,2023-05-27,1,1,1,0,1,1,1,1,0,1,0,1,0,1
190,1.48352317894026,0.4122064795335065,CA,2023-05-28,0,0,1,1,1,1,1,0,0,1,0,0,0,1
191,1.80778371052252,0.4741621171478695,CA,2023-05-29,0,0,1,1,1,1,1,0,1,1,0,0,0,1
192,2.52589556827966,0.294177094909694,CA,2023-05-30,0,0,1,1,1,1,1,0,0,1,0,0,0,1
193,1.97387684284423,0.3234874100577235,CA,2023-05-31,0,1,1,1,1,0,0,0,0,1,1,1,1,0
194,2.5832251718604,0.325652786294698,CA,2023-06-01,0,1,1,0,1,1,1,0,0,1,0,0,0,1
195,1.5949071518638,0.3752228545048875,CA,2023-06-02,1,1,1,1,1,0,0,1,1,1,0,0,0,0
196,1.6445655860746,0.3143099095061845,CA,2023-06-03,0,1,1,0,1,1,1,0,0,1,0,0,1,1
197,2.26633317343448,0.428741970729012,CA,2023-06-04,1,0,1,1,1,0,1,1,0,1,1,0,0,1
198,1.6369416399526,0.30342510730166,CA,2023-06-05,1,1,1,1,0,1,1,1,0,1,0,0,0,1
199,2.31325186587106,0.41391314926732,CA,2023-06-06,1,1,1,1,0,0,0,1,0,1,0,0,0,0
200,1.98537344678452,0.3969860645565825,CA,2023-06-07,0,0,1,1,1,1,0,0,0,1,0,0,1,0
201,0.948598673531498,0.3565527855649005,CA,2023-06-08,1,1,1,1,1,1,1,1,0,1,0,0,0,1
202,3.94873848034702,0.4750922583703085,CA,2023-06-09,0,0,1,1,1,1,0,0,0,1,0,0,0,0
203,1.30658807199537,0.606269341347455,CA,2023-06-10,1,1,1,1,1,0,0,1,0,1,1,0,0,0
204,0.777509569206393,0.344130675714222,CA,2023-06-11,1,1,1,1,1,1,1,1,0,1,1,0,1,1
205,2.00983095787336,0.3818078062126315,CA,2023-06-12,0,1,1,0,1,1,0,1,0,1,0,0,1,0
206,1.833739829385,0.3335685462449635,CA,2023-06-13,1,0,1,1,1,1,1,1,0,1,0,0,1,1
207,3.52501727228206,0.4073423285381745,CA,2023-06-14,0,1,0,1,0,1,1,0,0,0,0,0,1,1
208,1.73231517674465,0.3676457061615595,CA,2023-06-15,0,1,1,1,0,1,1,0,0,1,1,1,1,1
209,2.2675686555446,0.4127517382326875,CA,2023-06-16,0,1,0,1,0,1,0,0,0,0,0,0,1,0
210,1.46464881855527,0.4958213998497585,CA,2023-06-17,0,0,1,1,1,1,0,0,0,1,0,0,1,0
211,0.616541478320336,0.327902341975791,CO,2023-05-07,1,1,1,1,1,1,1,1,0,1,0,1,1,1
212,1.02647208208192,0.69026993920961,CO,2023-05-08,1,1,1,1,0,1,1,1,0,1,1,0,1,1
213,0.591386028000983,0.321685000678637,CO,2023-05-09,1,1,1,1,1,1,1,1,0,1,0,1,1,1
214,2.79617053067265,0.64895503891053,CO,2023-05-10,1,0,1,0,1,0,0,1,0,1,0,0,0,0
215,0.249491165849655,0.0772848807933955,CO,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,NA,NA,CO,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,0.519912935039431,0.0868179286587285,CO,2023-05-13,1,1,1,1,1,1,1,1,0,0,0,1,1,1
218,0.098833361220459,0.0919105216895725,CO,2023-05-14,1,1,1,1,1,1,1,1,0,1,0,1,1,1
219,0.957552495542933,0.185686282023731,CO,2023-05-15,1,1,1,1,1,1,1,1,0,1,0,1,1,1
220,0.713146061601486,0.3608047702383905,CO,2023-05-16,1,1,1,1,0,1,1,1,1,1,0,0,1,1
221,0.11277965654373,0.108518046271912,CO,2023-05-17,1,1,1,1,1,1,1,1,0,1,0,1,1,1
222,1.03056416993852,0.4199941413446,CO,2023-05-18,1,1,1,1,1,0,1,1,0,1,0,1,0,1
223,1.02749759901401,0.705136653541205,CO,2023-05-19,0,1,1,1,1,1,1,0,1,1,1,0,1,1
224,NA,NA,CO,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,0.150723656946052,0.1337791042396575,CO,2023-05-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226,1.68060770147783,0.471085171531817,CO,2023-05-22,1,1,1,1,1,0,1,1,1,1,0,1,0,1
227,0.4612704876113,0.147718549424352,CO,2023-05-23,1,1,1,1,1,1,1,1,0,1,1,1,0,1
228,NA,NA,CO,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,NA,NA,CO,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.648068399420514,0.41117890320776,CO,2023-05-26,1,1,1,0,1,1,1,1,0,1,0,1,1,1
231,NA,NA,CO,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,0.204942469450079,0.1861047099236815,CO,2023-05-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233,0.22136986105001,0.194333946210342,CO,2023-05-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,0.233790432074878,0.2027273016493015,CO,2023-05-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235,0.650601080282762,0.2112748694996495,CO,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1
