...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,X23B_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,X23B_95_CI,other_95_CI
41,0.946103737431927,0.418628943151422,AK,2023-04-07,1,1,1,0,1,1,1,1,0,0,1,1
42,NA,NA,AK,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.0234155723126899,0.01125383572594035,AL,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
45,NA,NA,AL,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.060742403431821,0.0085952027127226,AL,2023-03-02,1,1,1,1,1,1,0,1,0,1,1,1
48,0.936474002003903,0.4258198053464255,AL,2023-03-03,0,1,0,1,1,1,0,1,0,1,1,1
49,NA,NA,AL,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.0514154651674979,0.0067761164176913,AL,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
51,NA,NA,AL,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.0130283717030268,0.00591309226773775,AL,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
53,0.0411354424384987,0.0055665538618695,AL,2023-03-08,1,1,1,1,1,1,1,1,0,0,1,1
54,1.03960946693909,0.30597060310823,AL,2023-03-09,1,0,1,1,1,1,1,0,0,1,1,1
55,NA,NA,AL,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.00922562215256392,0.00440201110555931,AL,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
60,0.03393258254365,0.004335168431409005,AL,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
61,0.00949429444431416,0.00430134887948649,AL,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
62,0.00945656322683988,0.00430084735408668,AL,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
63,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1.16986494482322,0.463510706326863,AL,2023-03-20,1,1,0,1,1,0,1,1,0,1,1,0
66,NA,NA,AL,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.0124926534640801,0.00487168503002769,AL,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
68,NA,NA,AL,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.0121611759480005,0.00545864468229655,AL,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
70,1.14024514829941,0.459500925029763,AL,2023-03-25,1,1,0,1,1,0,1,1,0,1,1,0
71,NA,NA,AL,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.0637233455715897,0.0069733699231527,AL,2023-03-27,1,1,1,1,1,1,1,1,0,0,1,1
73,NA,NA,AL,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0458281561063925,0.016752303278204,AL,2023-04-03,1,1,1,1,1,1,1,1,0,0,1,1
80,NA,NA,AL,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.0562663391244961,0.0224949987926136,AL,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1
82,2.20013390369675,0.841701461087125,AL,2023-04-06,1,1,0,1,1,0,1,1,0,1,1,0
83,NA,NA,AL,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.242464585240148,0.0349410154402548,AL,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1
85,0.338526742181497,0.229245599443331,AR,2023-02-26,1,1,1,1,1,1,0,1,1,0,1,1
86,7.72710881606458,0.351597720869218,AR,2023-02-27,0,1,0,1,1,0,0,1,0,0,1,0
87,2.42456797837049,0.40966001637562,AR,2023-02-28,1,1,0,1,1,0,0,1,0,1,1,0
88,0.737684897087446,0.0537255134682365,AR,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
89,0.360447987583769,0.1296933657745015,AR,2023-03-02,1,1,1,1,1,1,1,1,0,1,1,0
90,0.162698104847686,0.04584362085147825,AR,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
91,0.0433137126843607,0.0424692236907673,AR,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
92,0.126481367987217,0.03945736589024475,AR,2023-03-05,1,1,1,1,1,1,0,1,0,1,1,1
93,1.11797544644007,0.03679903380373275,AR,2023-03-06,1,1,0,1,1,1,1,1,1,1,1,1
94,0.742747761422829,0.03448758951321335,AR,2023-03-07,1,1,1,1,1,1,0,1,0,1,1,1
95,0.873814185968857,0.1910614622954695,AR,2023-03-08,1,1,1,1,1,0,1,1,0,1,0,0
96,0.288071650992731,0.0308928501554713,AR,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
97,0.26311411830775,0.02961106555667485,AR,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
98,1.07389523618165,0.4162613298338035,AR,2023-03-11,1,1,1,0,1,1,1,1,0,0,1,1
99,1.09458122954571,0.714916839023025,AR,2023-03-12,0,1,0,1,1,1,0,1,0,1,1,1
100,0.0698948672340913,0.02790074242530485,AR,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
101,0.948846351552745,0.2252846178037505,AR,2023-03-14,1,1,1,1,1,0,1,1,0,1,1,0
102,0.063142463546568,0.028639515316588,AR,2023-03-15,1,1,1,1,1,1,0,1,0,1,1,1
103,0.0567322740224425,0.02960101510943365,AR,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
104,0.570258521501465,0.1717988059789335,AR,2023-03-17,1,1,1,1,1,1,0,1,0,1,1,1
105,0.951138045861205,0.384837018931065,AR,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
106,NA,NA,AR,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.124031784077822,0.03738711853292685,AR,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
108,0.998374451343315,0.0402579001549276,AR,2023-03-21,1,1,0,1,1,1,0,1,0,1,0,1
109,2.61019129195027,0.0434592353459439,AR,2023-03-22,1,1,0,1,1,1,0,1,0,1,0,1
110,0.0842274333345342,0.0469716707541898,AR,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
111,0.0871694299427758,0.0507815635187265,AR,2023-03-24,1,1,1,1,1,1,1,1,0,1,0,1
112,NA,NA,AR,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,1.05048903457806,0.4203885426108745,AR,2023-03-26,1,1,1,1,1,0,1,1,0,1,1,0
114,0.0440470389819262,0.0640129321403025,AR,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
115,1.67788509173959,0.291665872547022,AR,2023-03-28,0,1,1,1,1,1,0,1,0,0,1,1
116,2.0952589698321,0.0745815467330425,AR,2023-03-29,1,1,0,1,1,1,0,1,0,1,0,1
117,0.192457743484358,0.0805351928385285,AR,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
118,NA,NA,AR,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.28767031028485,0.101948788543297,AR,2023-04-02,1,1,1,1,1,1,1,1,0,1,0,1
121,0.134509231790798,0.110548051749386,AR,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1
122,1.74520668852061,0.1200167630304735,AR,2023-04-04,1,1,0,1,0,1,1,1,0,1,0,1
123,0.436565574355633,0.1304290157623495,AR,2023-04-05,1,1,1,1,1,1,1,1,0,1,0,1
124,NA,NA,AR,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.221742746774383,0.154310257524098,AR,2023-04-07,1,1,1,1,1,1,1,1,0,1,0,1
126,NA,NA,AR,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.6886111905203,0.1558395116024585,AZ,2023-02-26,1,1,1,1,1,0,1,1,0,1,1,0
128,2.89961294107693,0.1032806837104255,AZ,2023-02-27,0,0,1,1,1,1,0,0,1,1,1,0
129,0.857068304414723,0.0786882649995045,AZ,2023-02-28,1,1,1,1,1,1,1,0,0,1,1,1
130,3.60299606080453,0.191475681896769,AZ,2023-03-01,1,0,0,1,1,0,0,0,0,1,1,0
131,2.06043563514007,0.2129347404631655,AZ,2023-03-02,1,1,0,0,1,0,1,0,0,0,1,0
132,3.64689160546135,0.3936715109505295,AZ,2023-03-03,1,0,0,1,1,1,0,0,0,1,1,1
133,5.07867495362123,0.442193986329165,AZ,2023-03-04,0,0,0,1,1,0,0,0,0,1,1,0
134,0.602225966103203,0.075504373920893,AZ,2023-03-05,1,1,1,1,1,1,1,0,0,1,1,1
135,2.34288614993334,0.117493863956564,AZ,2023-03-06,1,1,0,1,1,0,1,0,0,0,1,0
136,0.678390082238209,0.0551025575521415,AZ,2023-03-07,1,1,1,1,1,1,1,1,0,0,1,1
137,0.908876820659549,0.2249727319302625,AZ,2023-03-08,0,1,1,1,1,1,0,1,0,1,1,1
138,0.0875135824513079,0.00330559613666701,AZ,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
139,0.0533497188843078,0.002941963272401405,AZ,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
140,1.74873047135348,0.183490184730754,AZ,2023-03-11,0,1,0,1,1,1,0,0,0,1,1,1
141,0.835331403614947,0.073290118165806,AZ,2023-03-12,1,1,1,0,1,1,0,0,0,0,1,1
142,5.35756830363222,0.157264624970374,AZ,2023-03-13,0,1,0,1,1,0,0,1,0,1,1,0
143,0.761024991100915,0.079706412405559,AZ,2023-03-14,1,0,1,1,1,1,1,0,0,1,1,1
144,1.59105672663705,0.118510009895384,AZ,2023-03-15,1,1,0,0,1,1,0,0,0,0,1,1
145,0.186503788671514,0.001556699196730785,AZ,2023-03-16,1,1,1,1,1,1,1,0,0,0,1,1
146,2.18045747287803,0.63087520331167,AZ,2023-03-17,1,0,0,0,1,1,1,0,0,0,1,1
147,2.52460387772371,0.62457642690536,AZ,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
148,3.04246292857165,0.181117626259271,AZ,2023-03-19,0,0,0,1,1,0,0,0,0,1,1,0
149,3.30102130644337,0.0935335731416175,AZ,2023-03-20,0,1,0,1,1,1,0,1,0,0,1,1
150,2.20825984194936,0.1788278009408175,AZ,2023-03-21,0,0,0,0,1,1,1,0,0,1,1,1
151,1.26563446333718,0.1008069722890925,AZ,2023-03-22,0,0,0,1,1,1,1,0,0,1,1,1
152,0.912848067549364,0.1193024290775735,AZ,2023-03-23,0,1,1,1,1,1,0,1,0,1,1,1
153,0.0589770313666395,9.5995436426441e-4,AZ,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
154,0.00218804294226153,9.5207816160696e-4,AZ,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
155,1.34532646158868,0.1067299249914535,AZ,2023-03-26,0,0,0,1,1,1,0,0,0,1,1,1
156,3.11860469758512,0.1172441069201045,AZ,2023-03-27,0,1,0,0,1,0,1,1,0,0,1,0
157,1.27945950202823,0.0455210617241156,AZ,2023-03-28,1,0,1,1,1,0,0,1,1,1,1,0
158,0.287735112173598,0.001079925751009835,AZ,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
159,2.36610643734582,0.2393132710352335,AZ,2023-03-30,0,1,0,0,1,0,0,1,0,1,0,0
160,0.0178216739059341,0.00126890533284368,AZ,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1
161,1.14837278916831,0.3173485573152285,AZ,2023-04-01,0,1,0,1,1,1,1,1,1,1,1,1
162,0.96036326376168,0.159014831427125,AZ,2023-04-02,1,1,1,0,1,1,0,1,1,0,1,1
163,0.554980945417434,0.0501491228026265,AZ,2023-04-03,1,1,1,1,1,1,1,1,0,1,0,1
164,2.75752023604378,0.181426515472306,AZ,2023-04-04,0,1,0,0,1,0,0,1,0,0,1,0
165,1.05251135346303,0.0825382851640835,AZ,2023-04-05,0,1,1,1,1,1,0,1,0,1,0,1
166,0.153549589786697,0.00283845149156249,AZ,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1
167,0.378321423914651,0.003356699538281505,AZ,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1
168,1.00803618939759,0.0961797967238915,AZ,2023-04-08,1,1,1,0,1,1,1,1,0,0,1,1
169,1.25098509096164,0.1459860145964145,CA,2023-02-26,1,1,1,1,1,1,0,1,0,0,1,1
170,9.56157058877628,0.1912254956854635,CA,2023-02-27,0,1,0,1,1,1,0,0,0,0,1,0
171,7.69516207223154,0.171385189569216,CA,2023-02-28,0,1,0,1,0,1,0,1,0,0,0,0
172,8.14459382190678,0.1570753632916085,CA,2023-03-01,0,0,0,1,0,0,0,0,0,1,0,0
173,5.23128246303847,0.139849904917822,CA,2023-03-02,0,1,0,1,1,0,0,0,0,0,0,0
174,12.0818535729747,0.155767622124635,CA,2023-03-03,0,1,0,0,1,0,0,1,0,0,1,0
175,6.00628053973358,0.1324405272427365,CA,2023-03-04,0,0,0,0,1,0,0,0,0,1,1,0
176,2.55302697801795,0.057041333883494,CA,2023-03-05,0,1,0,1,1,0,0,1,0,0,1,0
177,5.00480486414502,0.1696615730940085,CA,2023-03-06,0,1,0,1,1,1,0,1,0,0,1,1
178,9.19306617058865,0.181182201967239,CA,2023-03-07,0,0,0,1,1,0,0,1,0,0,1,0
179,19.2649635248012,0.1836923160831165,CA,2023-03-08,0,0,0,0,1,0,0,0,0,1,0,0
180,3.43029516923642,0.0909160747350015,CA,2023-03-09,1,1,1,1,1,0,0,0,0,1,1,0
181,6.98632526423945,0.129306830181694,CA,2023-03-10,0,1,0,0,1,0,0,0,0,0,0,0
182,1.61996167459322,0.087375768924068,CA,2023-03-11,1,1,1,1,1,0,0,1,0,1,1,0
183,7.78868698696873,0.150472032428409,CA,2023-03-12,1,1,0,0,1,0,0,1,0,0,0,0
184,10.1959423970334,0.1712482940092215,CA,2023-03-13,0,0,0,0,1,0,0,0,0,0,0,0
185,7.34242306336077,0.1346946383665545,CA,2023-03-14,0,1,0,1,1,0,0,0,0,1,0,0
186,8.58899845635223,0.134978554283799,CA,2023-03-15,0,0,0,1,1,0,0,0,0,0,0,0
187,3.67662074129431,0.0985415975964325,CA,2023-03-16,1,1,0,1,1,0,0,1,0,1,1,0
188,8.76499292747119,0.155651962242586,CA,2023-03-17,1,0,0,0,1,0,0,0,0,0,0,0
189,3.55195444622117,0.13423554131804,CA,2023-03-18,1,0,0,1,1,0,0,0,0,0,0,0
190,7.06072309464767,0.176392097044814,CA,2023-03-19,0,0,0,1,1,0,0,0,0,0,0,0
191,1.87908812354287,0.061460187094823,CA,2023-03-20,1,0,1,1,0,0,1,0,0,0,0,0
192,1.84876344545886,0.090266296055846,CA,2023-03-21,1,0,1,1,1,0,0,0,0,1,0,0
193,6.55646768408087,0.1249799564443745,CA,2023-03-22,0,0,0,0,1,0,0,1,0,0,0,0
194,7.27181023341792,0.139284828994707,CA,2023-03-23,1,0,0,0,0,0,0,0,0,0,0,0
195,6.27231305795092,0.1361562352761295,CA,2023-03-24,1,0,0,0,0,0,0,0,0,0,0,0
196,8.6057041444558,0.2398796219188335,CA,2023-03-25,0,0,0,1,1,0,0,0,0,1,0,0
197,5.65720363818573,0.1762670172148455,CA,2023-03-26,1,1,0,1,1,0,0,1,0,0,0,0
198,3.06584793263227,0.097612713793639,CA,2023-03-27,1,0,1,1,1,0,0,0,0,0,0,0
199,2.48478958788533,0.0518493090138395,CA,2023-03-28,1,1,0,1,0,1,0,1,0,0,0,1
200,7.30151261164939,0.2037946202664875,CA,2023-03-29,0,0,0,0,1,0,0,0,0,0,0,0
201,3.98596743659313,0.0717416891698385,CA,2023-03-30,1,0,1,1,0,1,0,0,0,0,0,1
202,4.35441429943418,0.120347405326634,CA,2023-03-31,0,0,1,1,0,0,0,0,0,1,0,0
203,7.71275305077294,0.206134264603396,CA,2023-04-01,1,0,1,0,0,0,1,0,0,0,0,0
204,6.86385901143153,0.1723298387879765,CA,2023-04-02,1,0,1,0,0,0,1,0,0,0,0,0
205,9.64129015956073,0.160625114520552,CA,2023-04-03,1,0,1,0,0,0,0,0,0,0,0,0
206,8.97986142000384,0.088038180041394,CA,2023-04-04,1,0,0,1,0,0,0,0,0,0,0,0
207,12.4895919737258,0.1695772317043675,CA,2023-04-05,1,0,1,0,0,0,1,0,0,0,0,0
208,14.1381143628566,0.211906224879551,CA,2023-04-06,1,0,1,0,0,0,1,0,0,0,0,0
209,14.1234876525665,0.1580860076579285,CA,2023-04-07,1,0,1,0,0,0,1,0,0,0,0,0
210,8.32581576448503,0.135836250531939,CA,2023-04-08,1,1,0,0,0,0,1,1,0,0,0,0
211,0.0543321634102975,0.002251498194882555,CO,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
212,0.417875381734258,0.0628809645555945,CO,2023-02-27,1,1,1,1,1,1,0,1,0,1,1,1
213,2.1294980144685,0.1655661633057345,CO,2023-02-28,0,0,0,1,1,1,0,0,0,0,1,1
214,0.447974214526625,0.001483846343783945,CO,2023-03-01,1,1,1,1,1,1,0,1,0,1,1,1
215,0.114875906781613,0.001297262405619175,CO,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
216,0.0406766877242972,0.001137763326597775,CO,2023-03-03,1,1,1,1,1,1,0,1,0,1,1,1
217,1.24787444990818,0.321044399394792,CO,2023-03-04,1,1,0,1,1,0,1,1,0,1,1,0
218,0.0485877549636879,8.8612525554337e-4,CO,2023-03-05,1,1,1,1,1,1,0,1,0,1,1,1
219,1.89990508979023,0.23963672537381,CO,2023-03-06,0,1,0,1,1,0,0,1,0,1,1,0
220,0.720097503976162,0.073746467790144,CO,2023-03-07,0,1,1,1,1,1,0,1,0,1,1,1
221,0.823281651986624,0.087214819549632,CO,2023-03-08,0,1,1,1,1,1,0,1,0,1,1,1
222,0.0208998997040989,5.81194479178215e-4,CO,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
223,0.0120375144651729,5.35966857702e-4,CO,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
224,7.7286771402634e-4,5.009258517071e-4,CO,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
225,0.00268119924656975,4.7549508452506e-4,CO,2023-03-12,1,1,1,1,1,1,0,1,0,0,1,1
226,0.00229080601018752,4.5940521098402e-4,CO,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
227,0.0136788213073016,4.52714024042975e-4,CO,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
228,0.0833460467924904,4.5584113675775e-4,CO,2023-03-15,1,1,1,1,1,1,0,1,0,1,1,1
229,0.0537993268723987,4.696198586356e-4,CO,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
230,1.19914024301469,0.1933654690846425,CO,2023-03-17,0,1,0,1,1,1,0,1,0,1,1,1
231,1.32095516367705,0.482617612121432,CO,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
232,1.16762649759099,0.1611973711325825,CO,2023-03-19,0,1,0,1,1,1,0,1,0,1,1,1
233,0.0758311449449224,6.6718109475603e-4,CO,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
234,1.04582345831847,0.1191497157901285,CO,2023-03-21,1,1,0,1,0,1,1,1,0,1,0,1
235,5.46644022508007,0.534844054984235,CO,2023-03-22,0,0,0,0,1,1,0,0,0,0,1,1
236,1.08301975401602,0.1208408667662585,CO,2023-03-23,1,1,0,0,1,1,1,1,1,1,1,1
237,0.0312403272075727,0.001284298133278435,CO,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
238,0.00170497587452369,0.00156031360591753,CO,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
239,1.14483669405192,0.191418714523893,CO,2023-03-26,1,1,0,0,1,1,1,1,0,0,1,1
240,0.0581166891873118,0.00235455378783524,CO,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
241,0.0510826333777359,0.002914248457207825,CO,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
242,0.0827983997363896,0.00361780182485323,CO,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
243,0.0785271529684813,0.004498803268494875,CO,2023-03-30,1,1,1,1,1,1,0,1,0,1,1,1
244,NA,NA,CO,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,0.00760708302549697,0.00696048103781225,CO,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
246,NA,NA,CO,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,1.00372383574709,0.158871177894241,CO,2023-04-03,1,1,1,0,1,1,1,1,0,0,1,1
248,0.0504394855863427,0.0132245352293964,CO,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1
249,0.0185182780422955,0.0162708535225464,CO,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1
250,0.336589434828706,0.01992968553750155,CO,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1
251,NA,NA,CO,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,0.0334551451037534,0.02943426553593975,CO,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1
253,0.0336142520266603,8.94714792563605e-4,CT,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
254,1.07503701426026,0.1367376420639115,CT,2023-02-27,1,1,0,0,1,1,1,1,0,0,1,1
255,0.897368815696988,0.0800964289087985,CT,2023-02-28,1,1,1,0,1,1,1,1,1,1,1,1
256,1.15509039984995,0.1383059184402445,CT,2023-03-01,1,0,0,1,1,1,1,0,1,0,1,1
257,0.00727163650224907,7.8639898479374e-4,CT,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
