...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
19,NA,NA,AK,2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0.805515298605871,0.55303772795038,AK,2023-08-18,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
28,NA,NA,AK,2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.389422089140238,0.306304972057579,AK,2023-08-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,NA,NA,AK,2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.41359131000521,0.2847082689782135,AK,2023-08-29,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
39,NA,NA,AK,2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.658132296948158,0.4568953272369225,AL,2023-07-23,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
44,0.475239113854127,0.3325844776068315,AL,2023-07-24,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
45,0.791102693968538,0.4058506459722615,AL,2023-07-25,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
46,0.876783843922616,0.444925515838548,AL,2023-07-26,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1
47,NA,NA,AL,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.802604557032156,0.4262474110548535,AL,2023-07-31,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
52,0.998425226145743,0.452346440675949,AL,2023-08-01,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
53,0.782428410405411,0.4037358785312735,AL,2023-08-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,0.607985514402476,0.4338843485092,AL,2023-08-03,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
55,0.696409500227996,0.50229601411338,AL,2023-08-04,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
56,NA,NA,AL,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.701758423608505,0.50601492701534,AL,2023-08-08,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
60,0.657230141828136,0.4628521216170895,AL,2023-08-09,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
61,0.656713953874193,0.4675407029211905,AL,2023-08-10,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,NA,NA,AL,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.46115831265386,0.3361963718107045,AL,2023-08-14,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
66,NA,NA,AL,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.765215078384788,0.4075502678283455,AL,2023-08-16,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1
68,0.78859973624456,0.4204860342186865,AL,2023-08-17,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
69,0.934230050927565,0.3356902460650485,AL,2023-08-18,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1
70,1.08772322077012,0.345916403699722,AL,2023-08-19,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
71,1.16541333395,0.39713978597373,AL,2023-08-20,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
72,NA,NA,AL,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.492791554717267,0.3533597472396105,AL,2023-08-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,0.744793896935836,0.397403963953332,AL,2023-08-23,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
75,1.56655384956165,0.4694482211933145,AL,2023-08-24,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0
76,0.737172299581324,0.3948066747017815,AL,2023-08-25,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
77,0.705367298558488,0.51318816097128,AL,2023-08-26,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
78,NA,NA,AL,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.99099266865795,0.381480774043051,AL,2023-08-28,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
80,0.634726440135599,0.4524436383201075,AL,2023-08-29,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
81,1.03390217040193,0.451471778668603,AL,2023-08-30,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
82,NA,NA,AL,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.478063073533637,0.3133600908804145,AL,2023-09-01,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
84,0.535785499555657,0.390497196273875,AL,2023-09-02,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
85,NA,NA,AR,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.673597045121916,0.3828260162671275,AR,2023-07-26,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1
89,NA,NA,AR,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.934831697201917,0.373933701280513,AR,2023-07-28,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
91,NA,NA,AR,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.373107198303391,0.2716674291393635,AR,2023-07-31,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
94,1.48681765156791,0.42332219539516,AR,2023-08-01,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
95,1.06409452205204,0.3373860006745485,AR,2023-08-02,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1
96,NA,NA,AR,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.672060009427785,0.471786265431106,AR,2023-08-04,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.599087975541573,0.4281737799956245,AR,2023-08-07,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
101,1.55282636164819,0.3482902307188515,AR,2023-08-08,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1
102,1.28243713326905,0.4289500669494375,AR,2023-08-09,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0
103,0.653274430839621,0.456924609340113,AR,2023-08-10,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
104,0.625817084038232,0.3618835701993715,AR,2023-08-11,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
105,NA,NA,AR,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.655482255330517,0.3698158101687485,AR,2023-08-14,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
108,0.490693225593625,0.3253006102298975,AR,2023-08-15,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
109,1.57032494337856,0.460444342858588,AR,2023-08-16,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1
110,1.33086310957176,0.3209452044358825,AR,2023-08-17,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1
111,1.43708398038012,0.435974186470732,AR,2023-08-18,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
112,0.720933264353269,0.485653887864339,AR,2023-08-19,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
113,NA,NA,AR,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2.0523939413429,0.3936590755853645,AR,2023-08-21,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1
115,0.482848162509785,0.351143942108432,AR,2023-08-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,1.88709652379339,0.357264160018771,AR,2023-08-23,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
117,2.21235825929043,0.4853863799257955,AR,2023-08-24,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
118,0.376474200315172,0.274970776823102,AR,2023-08-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.390302663369375,0.279164607202736,AR,2023-08-27,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
121,1.92205371984631,0.3605189975898505,AR,2023-08-28,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
122,2.38895664834318,0.346201362974368,AR,2023-08-29,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
123,1.83444944951205,0.440538551749492,AR,2023-08-30,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1
124,1.07635651139796,0.51393990400154,AR,2023-08-31,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1
125,NA,NA,AR,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.674135863297855,0.376016468375945,AZ,2023-07-23,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
128,2.72883318934717,0.3959061918069545,AZ,2023-07-24,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
129,3.39827860932314,0.4228880640630965,AZ,2023-07-25,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
130,1.72580771976898,0.418382646988317,AZ,2023-07-26,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1
131,1.56379423168171,0.44391036289075553,AZ,2023-07-27,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
132,1.02599693333859,0.3853702627769475,AZ,2023-07-28,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1
133,0.698255694478985,0.387153380648819,AZ,2023-07-29,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
134,5.37205514369825,0.3866465542122005,AZ,2023-07-30,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
135,1.57692642989428,0.4073601004484065,AZ,2023-07-31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
136,1.97193024814596,0.3884779940518555,AZ,2023-08-01,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1
137,1.76159917987873,0.3808056799886105,AZ,2023-08-02,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
138,2.33299593860832,0.3874802774841355,AZ,2023-08-03,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1
139,0.653101384422935,0.3947799890886685,AZ,2023-08-04,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
140,2.04062558004286,0.395574327811346,AZ,2023-08-05,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1
141,0.983392705393094,0.387081597018717,AZ,2023-08-06,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
142,3.06782534656412,0.391233991390212,AZ,2023-08-07,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0
143,4.84802929843069,0.4058867355340625,AZ,2023-08-08,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
144,2.73447684017864,0.4221849587906505,AZ,2023-08-09,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
145,1.02448546528375,0.4509110491359385,AZ,2023-08-10,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
146,0.90435579427723,0.447574516418825,AZ,2023-08-11,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
147,0.417996910617575,0.297408003000547,AZ,2023-08-12,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
148,2.24152398517622,0.3922762288988965,AZ,2023-08-13,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0
149,10.1601743030426,0.4549613943071385,AZ,2023-08-14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,2.14329293891102,0.3675509979670145,AZ,2023-08-15,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
151,3.35919964899171,0.3828772166525725,AZ,2023-08-16,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
152,2.22054789041853,0.4835145372103275,AZ,2023-08-17,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
153,1.85192883005798,0.4395716643599165,AZ,2023-08-18,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
154,1.23933401865723,0.4098428425696835,AZ,2023-08-19,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
155,2.50041883333749,0.414160749579027,AZ,2023-08-20,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1
156,2.18314222911304,0.368868556885667,AZ,2023-08-21,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
157,2.54723553093703,0.330527287477645,AZ,2023-08-22,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1
158,2.41493986148926,0.304466971577935,AZ,2023-08-23,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1
159,2.93292478186163,0.44436619171869,AZ,2023-08-24,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1
160,0.99082611239629,0.4494547735994915,AZ,2023-08-25,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1
161,1.68818896408712,0.4350457031627105,AZ,2023-08-26,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1
162,4.45877305648442,0.435833932096541,AZ,2023-08-27,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
163,4.58363900860872,0.3719511474169855,AZ,2023-08-28,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
164,1.86459330977764,0.439090489969946,AZ,2023-08-29,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1
165,2.14868346206321,0.386721347762447,AZ,2023-08-30,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1
166,1.44724759050478,0.54467151584307,AZ,2023-08-31,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0
167,0.286407760853178,0.2048047231421355,AZ,2023-09-01,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
168,NA,NA,AZ,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1.78113766711733,0.4116328072684385,CA,2023-07-23,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1
170,4.44586626623846,0.4617160717159285,CA,2023-07-24,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
171,3.51898690342922,0.4169503487763565,CA,2023-07-25,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0
172,2.85943590677339,0.4043248155332835,CA,2023-07-26,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1
173,2.59747226888739,0.411427042542935,CA,2023-07-27,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1
174,3.15632948054301,0.398521117890785,CA,2023-07-28,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1
175,2.70638822439163,0.3975451164517555,CA,2023-07-29,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
176,4.06293256720561,0.4293392926517635,CA,2023-07-30,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0
177,3.23300865699697,0.408261569368538,CA,2023-07-31,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
178,5.5082192480091,0.415079955701101,CA,2023-08-01,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
179,7.62484535120539,0.421391835936243,CA,2023-08-02,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
180,3.29649568558529,0.411992215021808,CA,2023-08-03,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
181,3.6524141284953,0.413861189269398,CA,2023-08-04,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1
182,4.22091443654467,0.4207968212054965,CA,2023-08-05,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0
183,0.920733386798145,0.4281018084921145,CA,2023-08-06,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
184,2.65298564980133,0.413460127235297,CA,2023-08-07,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1
185,2.76870615717985,0.411648894287034,CA,2023-08-08,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1
186,1.66698071615195,0.4086585296801495,CA,2023-08-09,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
187,4.0853327718914,0.419179438565226,CA,2023-08-10,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0
188,2.43518182797444,0.398842609480814,CA,2023-08-11,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
189,2.39413186293033,0.4016555877880035,CA,2023-08-12,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
190,1.95819891928841,0.435142968863147,CA,2023-08-13,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
191,3.17687401283608,0.4099164374286315,CA,2023-08-14,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
192,4.39238361607088,0.415015198214736,CA,2023-08-15,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1
193,9.73853888675342,0.4355177938927605,CA,2023-08-16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
194,8.89067610792009,0.4351820358690705,CA,2023-08-17,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
195,10.9695059613619,0.41411074701458,CA,2023-08-18,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
196,2.54904903520993,0.4150140659825415,CA,2023-08-19,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0
197,2.85803244293991,0.446381270239276,CA,2023-08-20,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0
198,8.86441632456312,0.412189406357784,CA,2023-08-21,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
199,6.45696555207475,0.439963555288848,CA,2023-08-22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
200,6.7955940436841,0.412394967487,CA,2023-08-23,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0
201,5.45249044132618,0.4081946594437555,CA,2023-08-24,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
202,4.24573193719878,0.4087819896732515,CA,2023-08-25,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
203,3.10379857236626,0.409828680914097,CA,2023-08-26,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1
204,1.67718235444635,0.3789197669869815,CA,2023-08-27,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0
205,8.38539000945898,0.4217667871985985,CA,2023-08-28,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
206,6.02407126566129,0.3965723240222705,CA,2023-08-29,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
207,21.3278685613716,0.427028421173097,CA,2023-08-30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
208,4.71149989852543,0.3943314541199075,CA,2023-08-31,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
209,3.56512531683263,0.3878494135827775,CA,2023-09-01,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
210,1.72056584837572,0.4217123234785715,CA,2023-09-02,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1
211,0.671747448622726,0.3834195171727475,CO,2023-07-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
212,NA,NA,CO,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.700304214729452,0.389757744728456,CO,2023-07-25,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
214,0.634027281344663,0.444792664177787,CO,2023-07-26,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
215,1.27255570769805,0.424135444916305,CO,2023-07-27,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
216,0.783258069170867,0.424894336536631,CO,2023-07-28,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
217,NA,NA,CO,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
