...1,es_score,brier_score,location,target_date,X24A_50_CI,recombinant_50_CI,X24B_50_CI,X24C_50_CI,other_50_CI,X24A_95_CI,recombinant_95_CI,X24B_95_CI,X24C_95_CI,other_95_CI
100,NA,NA,AR,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.00799753324566678,0.00787168864664135,AR,2024-03-27,1,1,1,1,1,0,1,0,1,1
103,NA,NA,AR,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.23159777483839,0.3170268477553815,AZ,2024-03-10,0,0,1,1,1,0,0,1,1,1
128,0.0209215314052727,0.001191378436778785,AZ,2024-03-11,1,1,1,1,1,1,1,1,1,1
129,1.19368295988456,0.3123479525706095,AZ,2024-03-12,0,1,0,1,1,0,1,0,1,1
130,0.0949206299778093,0.001353407656177595,AZ,2024-03-13,1,1,1,1,1,1,1,1,1,1
131,0.0234921597792486,0.00145237746537305,AZ,2024-03-14,1,1,1,1,1,1,1,1,1,1
132,NA,NA,AZ,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,NA,NA,AZ,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,NA,NA,AZ,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,0.00219655650947669,0.002001643788824965,AZ,2024-03-18,1,1,1,1,1,1,1,1,1,1
136,0.0481602655121242,0.00218651755269656,AZ,2024-03-19,1,1,1,1,1,1,1,1,1,1
137,1.07367600097196,0.0943402701766555,AZ,2024-03-20,0,0,1,1,1,0,0,1,1,1
138,0.121550697163907,0.002629618726598105,AZ,2024-03-21,1,1,1,1,1,0,1,0,1,1
139,0.0384759671434099,0.00289365047883615,AZ,2024-03-22,1,1,1,1,1,1,1,1,1,1
140,0.0232559057320449,0.003190439707247915,AZ,2024-03-23,1,1,1,1,1,1,1,1,1,1
141,0.0112385413402919,0.00352378868292808,AZ,2024-03-24,1,1,1,1,1,1,1,1,1,1
142,0.0145484926504693,0.00389792214378043,AZ,2024-03-25,1,1,1,1,1,1,1,1,1,1
143,0.0154376728002639,0.004317525361105045,AZ,2024-03-26,1,1,1,1,1,1,1,1,1,1
144,0.033839326168007,0.004787784174548265,AZ,2024-03-27,1,1,1,1,1,1,1,1,1,1
145,0.0360279065765048,0.0053144267531347,AZ,2024-03-28,1,1,1,1,1,1,1,1,1,1
146,0.98827431947956,0.288337697628711,AZ,2024-03-29,0,1,0,1,1,0,1,0,1,1
147,2.21696821133496,0.308182340741964,AZ,2024-03-30,0,0,1,1,1,0,0,1,1,1
148,NA,NA,AZ,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,0.470955746973905,0.099287931206167,AZ,2024-04-01,1,1,1,1,1,0,1,0,1,1
150,0.948027055624284,0.1090795468980945,AZ,2024-04-02,1,1,1,0,1,0,1,1,0,1
151,0.108199674138672,0.0100584606956282,AZ,2024-04-03,1,1,1,1,1,1,1,1,1,1
152,1.00281320715848,0.189154869534562,AZ,2024-04-04,1,1,1,0,1,0,1,1,0,1
153,0.826865190582751,0.271548032345644,AZ,2024-04-05,1,1,0,1,1,1,1,1,1,1
154,0.144200369020711,0.0138611942162818,AZ,2024-04-06,1,1,1,1,1,1,1,1,1,1
155,1.01246777697331,0.2333356841528875,AZ,2024-04-07,1,1,1,0,1,0,1,1,0,1
156,0.999415904291345,0.190032266833575,AZ,2024-04-08,1,1,1,1,0,0,1,1,1,0
157,0.0183243752157946,0.0190458371427111,AZ,2024-04-09,1,1,1,1,1,1,1,1,1,1
158,NA,NA,AZ,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,NA,NA,AZ,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,0.0763163994611265,0.02602597721887445,AZ,2024-04-12,1,1,1,1,1,1,1,1,1,1
161,0.159708977566369,0.0288337712721851,AZ,2024-04-13,1,1,1,1,1,1,1,1,1,1
162,NA,NA,AZ,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,1.00208333194936,0.213714187405066,AZ,2024-04-15,1,1,0,1,1,0,1,0,1,1
164,0.384663650624237,0.139864001154975,AZ,2024-04-16,1,1,1,1,1,0,1,0,1,1
165,0.945973052261066,0.167915792304253,AZ,2024-04-17,1,1,1,0,1,0,1,0,0,1
166,0.0427496536033602,0.04737584218191505,AZ,2024-04-18,1,1,1,1,1,1,1,1,1,1
167,0.0488457342963882,0.0521334089591965,AZ,2024-04-19,1,1,1,1,1,1,1,1,1,1
168,NA,NA,AZ,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1.45162200514627,0.104235395195826,CA,2024-03-10,0,1,0,1,1,0,1,0,1,1
170,3.59002728171136,0.291344676160971,CA,2024-03-11,0,0,1,1,0,0,0,0,1,0
171,1.56303005330076,0.1009520242139645,CA,2024-03-12,0,1,0,1,1,0,0,0,1,0
172,4.16720400604237,0.136252107054404,CA,2024-03-13,0,1,0,1,1,0,0,0,1,1
173,2.02956489317402,0.1039605317998445,CA,2024-03-14,0,1,0,1,1,0,1,0,1,1
174,0.925970417507448,0.03359827878210065,CA,2024-03-15,1,1,1,1,1,1,1,1,1,1
175,1.28230996564391,0.143660048639292,CA,2024-03-16,0,0,1,1,1,0,0,0,1,1
176,2.17657481342249,0.144042310330099,CA,2024-03-17,0,1,0,1,1,0,1,0,1,1
177,2.23622734441403,0.119770638571379,CA,2024-03-18,0,0,1,0,1,0,0,1,0,1
178,0.959844418353117,0.088469625240546,CA,2024-03-19,1,1,1,1,0,0,1,1,1,0
179,1.00691534660448,0.109806288462418,CA,2024-03-20,1,0,1,1,1,0,0,1,1,1
180,1.2090224096113,0.1535571816162895,CA,2024-03-21,0,0,1,1,1,0,0,0,1,1
181,1.81740578656016,0.1739824787978935,CA,2024-03-22,0,0,1,0,1,0,0,0,0,1
182,0.905891150805775,0.096752149725726,CA,2024-03-23,1,0,1,1,1,1,0,0,1,1
183,0.337984916760674,0.005854458514412,CA,2024-03-24,1,1,1,1,1,1,1,1,1,1
184,1.87537948986257,0.157711917326442,CA,2024-03-25,1,0,1,1,1,0,0,0,1,1
185,0.393896667182849,0.0711140508383205,CA,2024-03-26,1,1,1,1,1,0,1,0,1,1
186,1.07271411037799,0.1513883727136405,CA,2024-03-27,1,0,1,1,1,0,0,0,1,1
187,0.992352680628096,0.137604558796811,CA,2024-03-28,1,1,1,1,0,0,1,1,1,0
188,0.262124076735384,0.00981506922639365,CA,2024-03-29,1,1,1,1,1,1,1,1,1,1
189,0.221258435269703,0.01087465603035745,CA,2024-03-30,1,1,1,1,1,1,1,1,1,1
190,0.926903838950219,0.402486179095678,CA,2024-03-31,0,1,0,1,1,0,1,0,1,1
191,0.990951821667001,0.1502913664863375,CA,2024-04-01,1,0,1,1,1,0,0,0,1,1
192,0.364914188671527,0.0147340474069615,CA,2024-04-02,1,1,1,1,1,1,1,1,1,1
193,0.482328080211691,0.016277435560617,CA,2024-04-03,1,1,1,1,1,0,0,1,1,1
194,2.71123959950783,0.4166164373355585,CA,2024-04-04,0,1,1,0,0,0,1,0,0,0
195,1.88318357086376,0.205821882580728,CA,2024-04-05,1,0,1,1,1,0,0,1,1,1
196,0.377860695928981,0.0218120409520182,CA,2024-04-06,1,1,1,1,1,1,1,1,1,1
197,0.194496316807586,0.0239913132348632,CA,2024-04-07,1,1,1,1,1,1,1,1,1,1
198,0.68813045328447,0.0263543554448969,CA,2024-04-08,1,1,1,1,1,0,1,0,1,1
199,0.449847432276016,0.193932696865174,CA,2024-04-09,1,1,1,1,1,0,1,0,1,1
200,1.17276105387273,0.324344598980964,CA,2024-04-10,1,1,1,0,1,0,1,1,0,1
201,2.3025876008401,0.3714774264790275,CA,2024-04-11,0,1,0,0,1,0,1,0,0,1
202,1.03336358418778,0.2734730653312985,CA,2024-04-12,1,1,1,0,1,0,1,1,0,1
203,0.374408224999466,0.1600307162206825,CA,2024-04-13,1,1,1,1,1,0,1,0,1,1
204,0.453647220463656,0.236986048046314,CA,2024-04-14,1,1,1,1,1,0,1,0,1,1
205,1.13565613128241,0.234872766934225,CA,2024-04-15,1,1,1,1,1,0,1,0,1,1
206,1.32324964400652,0.052998347341973,CA,2024-04-16,0,1,1,1,1,0,1,0,1,1
207,4.26658627420635,0.279216044056357,CA,2024-04-17,1,0,0,1,0,0,0,1,1,0
208,1.6335579036893,0.3119609698611865,CA,2024-04-18,1,0,1,1,1,0,0,0,1,1
209,0.464394672525102,0.067065452992199,CA,2024-04-19,1,1,1,1,1,0,1,0,1,1
210,0.10454747698805,0.0722971882505305,CA,2024-04-20,1,1,1,1,1,1,1,1,1,1
211,NA,NA,CO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.00674696879872419,0.001074855145288795,CO,2024-03-12,1,1,1,1,1,1,1,1,1,1
214,0.00163374193755315,0.00113608812046064,CO,2024-03-13,1,1,1,1,1,1,1,1,1,1
215,NA,NA,CO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,0.00192178895637017,0.0012824600072525,CO,2024-03-15,1,1,1,1,1,1,1,1,1,1
217,NA,NA,CO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.00231636868173031,0.001572920705159695,CO,2024-03-18,1,1,1,1,1,0,0,1,1,1
220,NA,NA,CO,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,NA,NA,CO,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,1.32297524912205,0.943078926549765,CO,2024-03-25,0,1,1,1,0,1,0,1,1,0
227,NA,NA,CO,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,NA,CO,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,0.00581155506097725,0.003519374287066085,CO,2024-03-28,1,1,1,1,1,0,1,0,1,1
230,NA,NA,CO,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,0.0297947034244569,0.0054457546656863,CO,2024-04-02,1,1,1,1,1,1,1,1,1,1
235,NA,NA,CO,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,1.01523625884321,0.4265209356098335,CO,2024-04-04,0,1,0,1,1,1,1,1,1,1
237,NA,NA,CO,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,0.0142194506496618,0.00773837692940635,CO,2024-04-06,1,1,1,1,1,1,1,1,1,1
239,NA,NA,CO,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,NA,NA,CO,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,NA,CO,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,CO,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.855427720849144,0.3877753948896805,CO,2024-04-15,1,1,0,1,1,1,1,1,1,1
248,NA,NA,CO,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,0.98147494872488406,0.4469881936443935,CO,2024-04-17,1,1,1,0,1,1,1,0,0,1
250,NA,NA,CO,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,NA,CO,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,CT,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,NA,NA,CT,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,2.3618780731674e-4,7.682737439735e-5,CT,2024-03-13,1,1,1,1,1,1,1,1,1,1
257,NA,NA,CT,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,2.3242599921231e-4,8.122769880741e-5,CT,2024-03-15,1,1,1,1,1,1,1,1,1,1
259,NA,NA,CT,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,CT,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,NA,NA,CT,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,NA,NA,CT,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,4.0720865400396e-4,1.09892571875105e-4,CT,2024-03-21,1,1,1,1,1,1,1,1,1,1
265,4.1954059628104e-4,1.17554194003995e-4,CT,2024-03-22,1,1,1,1,1,1,1,1,1,1
266,4.0616213591011e-4,1.26268608359335e-4,CT,2024-03-23,1,1,1,1,1,1,1,1,1,1
267,5.3223927538739e-4,1.36150179938095e-4,CT,2024-03-24,1,1,1,1,1,1,1,1,1,1
268,NA,NA,CT,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,0.00221708922205863,1.5995142218135e-4,CT,2024-03-26,1,1,1,1,1,1,1,1,1,1
270,NA,NA,CT,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,NA,NA,CT,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,NA,NA,CT,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,NA,NA,CT,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,NA,NA,CT,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,CT,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,NA,NA,CT,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,NA,NA,CT,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,NA,NA,CT,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,NA,NA,CT,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,CT,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,NA,NA,CT,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
