...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23H_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23H_95_CI,X23G_95_CI,other_95_CI
79,0.257111195542325,0.177885516909039,AL,2023-11-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
80,NA,NA,AL,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.256975275476188,0.172868087927309,AL,2023-11-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
83,NA,NA,AL,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2.60728652589527,0.2534436398348035,AR,2023-10-02,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0
87,1.4416451161169,0.2551844104404275,AR,2023-10-03,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1
88,1.55947157805381,0.409907346112608,AR,2023-10-04,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1
89,2.53451152705844,0.306715096056617,AR,2023-10-05,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1
90,0.374880494658563,0.260667192378468,AR,2023-10-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
91,0.370847412131374,0.2625798985518705,AR,2023-10-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92,0.381159631163071,0.264534273150464,AR,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,1.50620845600332,0.266529763905857,AR,2023-10-09,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
94,1.49177671269969,0.268565805246419,AR,2023-10-10,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
95,1.57131598756117,0.271720035120699,AR,2023-10-11,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
96,1.03785737624381,0.333028550621187,AR,2023-10-12,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1
97,2.06570155576424,0.334738790139891,AR,2023-10-13,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
98,NA,NA,AR,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3.24306317302784,0.323906535494921,AR,2023-10-16,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1
101,0.830975752908779,0.58317241196311,AR,2023-10-17,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
102,NA,NA,AR,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,2.18189980082684,0.288615056566064,AR,2023-10-19,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
104,0.418638920966288,0.291022595640468,AR,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
105,0.425728925096936,0.2934636091139365,AR,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
106,NA,NA,AR,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.99503519863722,0.4633828125967485,AR,2023-10-23,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1
108,0.337395844916426,0.2407276030053165,AR,2023-10-24,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
109,1.21492216593655,0.591205581517055,AR,2023-10-25,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
110,NA,NA,AR,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.312589209577422,0.2710063897161555,AR,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.854052974675493,0.600165076963705,AR,2023-10-30,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
115,NA,NA,AR,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.909154878712016,0.641938825558875,AR,2023-11-01,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
117,NA,NA,AR,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.858278588231811,0.60490817380359,AR,2023-11-03,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
119,NA,NA,AR,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.95049557564931,0.3841474513159145,AR,2023-11-06,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0
122,0.863480984954288,0.60937189305923,AR,2023-11-07,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
123,0.491497916769367,0.3422882260138155,AR,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,NA,NA,AR,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,6.64113769916449,0.387027752122458,AZ,2023-10-01,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1
128,8.94838578221808,0.4204104337399225,AZ,2023-10-02,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
129,1.08691471732642,0.324401872438985,AZ,2023-10-03,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
130,2.54490377518265,0.4686321510961965,AZ,2023-10-04,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1
131,2.00496857676639,0.3666113320069585,AZ,2023-10-05,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1
132,2.2962153689423,0.4024700371434655,AZ,2023-10-06,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
133,1.48702917043408,0.557781795611295,AZ,2023-10-07,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1
134,2.86564902774277,0.3614970898816415,AZ,2023-10-08,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
135,2.45188845745646,0.354004290530547,AZ,2023-10-09,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0
136,2.49964202952482,0.3615189017198635,AZ,2023-10-10,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0
137,0.986612792839622,0.3225593454487995,AZ,2023-10-11,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1
138,0.57929792331292,0.416078718529567,AZ,2023-10-12,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
139,1.2841060449636,0.61243083246558,AZ,2023-10-13,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
140,1.17543751973672,0.3367704468864055,AZ,2023-10-14,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
141,2.22097628539948,0.4151311116287915,AZ,2023-10-15,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1
142,2.65894820925961,0.3431213720763775,AZ,2023-10-16,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1
143,2.39159939018203,0.3898090881474545,AZ,2023-10-17,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1
144,2.64793449982712,0.4148024018724505,AZ,2023-10-18,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
145,3.25158016593174,0.423862343560064,AZ,2023-10-19,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
146,1.04139354556801,0.298069410214505,AZ,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
147,1.60989734026951,0.316033029471876,AZ,2023-10-21,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1
148,1.96099684934951,0.331214263517987,AZ,2023-10-22,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0
149,5.2106855151693,0.382247792468513,AZ,2023-10-23,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0
150,2.26667858406703,0.290543468679662,AZ,2023-10-24,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1
151,1.10029553110643,0.321570682569071,AZ,2023-10-25,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0
152,0.218723768464708,0.157834619579598,AZ,2023-10-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
153,0.900577492302692,0.309930019019456,AZ,2023-10-27,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
154,2.11936590001496,0.4704403150655155,AZ,2023-10-28,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1
155,1.69303173010319,0.3277633380846045,AZ,2023-10-29,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0
156,3.25034010327854,0.3689152345989075,AZ,2023-10-30,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0
157,2.17534210669958,0.3611251478273215,AZ,2023-10-31,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
158,1.35980739527057,0.326910083013639,AZ,2023-11-01,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1
159,2.31389212103317,0.350938413870386,AZ,2023-11-02,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0
160,1.94241017920143,0.4035651012406525,AZ,2023-11-03,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1
161,0.906686028190196,0.3886039882029335,AZ,2023-11-04,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1
162,3.18091328873355,0.379976892120754,AZ,2023-11-05,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0
163,3.46109947670932,0.3535060975674665,AZ,2023-11-06,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1
164,1.37054938476108,0.314434223298803,AZ,2023-11-07,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
165,3.14546997027027,0.3856746261060915,AZ,2023-11-08,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1
166,1.55411018082734,0.361324636442331,AZ,2023-11-09,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0
167,1.67931899084397,0.390310295767523,AZ,2023-11-10,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1
168,1.47911828081977,0.3548421287884335,AZ,2023-11-11,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
169,1.30844342868551,0.4085582289875515,CA,2023-10-01,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1
170,2.71342884774224,0.3307810830387235,CA,2023-10-02,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0
171,2.32500827417888,0.3462496614356615,CA,2023-10-03,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
172,3.57324487472709,0.336745033996095,CA,2023-10-04,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0
173,6.10283350223402,0.4457597200170715,CA,2023-10-05,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
174,2.59809526638306,0.411638619847132,CA,2023-10-06,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
175,1.68373982394243,0.227683120684742,CA,2023-10-07,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1
176,0.680553067747821,0.295187367852623,CA,2023-10-08,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1
177,1.64600618501137,0.3382598078440365,CA,2023-10-09,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1
178,3.65998651776412,0.391434329072946,CA,2023-10-10,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
179,3.32079967530674,0.3781583072990545,CA,2023-10-11,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1
180,1.56249463304029,0.332924771157714,CA,2023-10-12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
181,2.71766871660091,0.389462263534286,CA,2023-10-13,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1
182,1.57546272662099,0.366463272788315,CA,2023-10-14,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
183,1.97916531523726,0.4397163983460755,CA,2023-10-15,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
184,2.76245152800465,0.350362124360349,CA,2023-10-16,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
185,1.97980818460237,0.3534876639107515,CA,2023-10-17,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0
186,5.36254699228688,0.413556716290201,CA,2023-10-18,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
187,2.15070387891368,0.3823724621425855,CA,2023-10-19,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1
