...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,recombinant_50_CI,X24G_50_CI,X24E_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,recombinant_95_CI,X24G_95_CI,X24E_95_CI,other_95_CI
28,NA,NA,AK,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.743193424169506,0.522156154882245,AK,2024-07-02,1,1,1,1,0,1,1,1,1,1,1,0,0,1
32,NA,NA,AK,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.582456852206058,0.3842685947039815,AL,2024-06-30,1,0,1,1,1,1,1,1,0,1,1,0,1,1
72,NA,NA,AL,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.7310765271159,0.4746740189467755,AL,2024-07-09,1,0,1,1,1,1,1,1,1,1,1,1,1,1
81,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.515284069753445,0.3554236911482175,AR,2024-06-10,1,1,1,1,1,1,1,0,1,0,1,1,1,1
94,NA,NA,AR,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.864573988186386,0.610464761646075,AR,2024-07-08,0,1,1,1,1,1,1,0,1,0,1,1,1,1
122,0.672207412703122,0.4948908492112545,AR,2024-07-09,1,0,1,1,1,1,1,1,0,0,1,1,1,1
123,0.708901913015395,0.50990273103773,AR,2024-07-10,1,0,1,1,1,1,1,1,0,1,1,1,0,1
124,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.68665617443868,0.3319873539695325,AZ,2024-06-02,1,1,0,1,1,1,1,0,1,0,1,1,1,1
128,1.41266347635337,0.349574803048269,AZ,2024-06-03,0,0,1,1,1,1,1,0,0,0,1,1,1,1
129,1.08253181587389,0.3627837556760915,AZ,2024-06-04,1,1,1,1,1,1,0,0,0,0,1,1,1,0
130,1.26045782402368,0.3521102119729215,AZ,2024-06-05,1,0,1,1,1,1,1,0,0,0,1,1,1,1
131,2.18322186202684,0.3360119742605965,AZ,2024-06-06,0,1,0,1,1,1,1,0,0,0,0,1,0,1
132,0.927459557071024,0.285521438928897,AZ,2024-06-07,1,1,0,1,1,1,1,0,1,0,1,1,1,1
133,2.23261109453097,0.3898251379143945,AZ,2024-06-08,0,0,1,0,1,1,1,0,1,0,0,1,1,1
134,1.29333732617435,0.387488143773986,AZ,2024-06-09,0,1,1,1,1,0,1,0,0,1,1,1,0,1
135,4.4386255956985,0.356774009905826,AZ,2024-06-10,0,0,1,1,0,1,1,0,0,1,1,0,1,1
136,4.55659971511859,0.3927843638532785,AZ,2024-06-11,0,1,0,1,0,1,1,0,0,0,1,0,1,1
137,5.96071772757919,0.38537294256728,AZ,2024-06-12,0,1,0,1,1,0,1,0,0,0,1,0,0,1
138,2.4529748189627,0.3935314489952365,AZ,2024-06-13,0,0,1,1,0,1,1,0,0,0,1,0,1,1
139,1.42098943660352,0.2719458584914605,AZ,2024-06-14,1,1,0,1,1,1,1,1,1,1,1,1,1,1
140,0.621924497949374,0.43552261086328953,AZ,2024-06-15,0,1,1,1,1,1,1,0,1,0,1,1,1,1
141,3.07563822717397,0.3910213847362165,AZ,2024-06-16,0,1,0,1,1,1,1,0,0,0,1,0,1,1
142,2.68659063792387,0.3502345245028945,AZ,2024-06-17,0,1,1,1,0,1,1,0,0,0,1,0,0,1
143,3.62501140469646,0.376916775273363,AZ,2024-06-18,0,1,1,0,0,1,1,0,0,0,0,0,0,1
144,2.77960372828069,0.361892415400647,AZ,2024-06-19,0,1,1,1,1,1,1,0,0,0,0,1,1,1
145,1.81986390917373,0.39256790176158,AZ,2024-06-20,1,0,0,1,1,1,1,0,0,0,1,1,0,1
146,1.46942965305311,0.3537336626874745,AZ,2024-06-21,0,1,1,1,1,1,1,0,0,0,1,1,1,1
147,0.585612560741114,0.3492295249178705,AZ,2024-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,0.865940574497093,0.2981455906917795,AZ,2024-06-23,1,1,1,1,1,1,1,1,0,0,1,1,1,1
149,1.5896649986529,0.389781187166699,AZ,2024-06-24,0,1,1,1,1,1,1,0,0,0,1,1,0,1
150,3.7941525295357,0.363107820351065,AZ,2024-06-25,0,1,1,1,1,1,1,0,0,0,1,0,0,1
151,3.34832161106386,0.468172552249657,AZ,2024-06-26,0,0,0,1,1,1,1,0,0,0,1,0,1,1
152,NA,NA,AZ,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,0.682110136576418,0.3661620697014455,AZ,2024-06-28,0,1,1,1,1,1,1,0,0,1,1,1,1,1
154,1.61952093466432,0.55035769435155,AZ,2024-06-29,0,1,1,1,1,1,1,0,1,1,1,1,0,1
155,6.29865061320093,0.480043506552194,AZ,2024-06-30,0,1,0,0,0,1,1,0,0,0,0,0,1,1
156,12.3037693814081,0.4669995010010085,AZ,2024-07-01,0,1,0,0,1,1,0,0,1,0,0,0,0,0
157,4.53924721248702,0.390209390373025,AZ,2024-07-02,0,1,1,1,1,0,1,0,0,0,1,1,0,1
158,NA,NA,AZ,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,0.780288711812676,0.2029470476868415,AZ,2024-07-04,1,1,0,1,1,1,1,1,1,1,1,1,1,1
160,0.7842559601413,0.404677314404709,AZ,2024-07-05,0,1,1,1,1,1,1,0,1,0,1,1,0,1
161,1.29117177405565,0.4053417377402165,AZ,2024-07-06,0,1,1,1,1,1,1,1,0,0,1,1,0,1
162,2.06865772093886,0.439270295366266,AZ,2024-07-07,0,1,1,1,0,0,1,0,1,0,1,0,1,1
163,16.0819548608842,0.4573459780491865,AZ,2024-07-08,0,1,0,1,0,0,1,0,0,0,0,0,0,1
164,12.9515204463536,0.420806821480736,AZ,2024-07-09,0,0,1,1,1,0,1,0,0,0,1,0,0,1
165,7.40178260554467,0.4387935559387125,AZ,2024-07-10,0,0,1,1,1,0,1,0,0,0,1,1,0,1
166,1.49823297160381,0.4146313963970655,AZ,2024-07-11,0,1,1,1,0,1,1,0,1,0,1,0,0,1
167,1.1002658733569,0.4166316527009495,AZ,2024-07-12,0,1,1,1,1,1,1,0,1,0,1,1,1,1
168,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,5.34512291941337,0.4007793104045985,CA,2024-06-02,0,1,1,1,0,0,0,1,0,0,0,0,1,0
170,7.36501095184062,0.397218279827295,CA,2024-06-03,1,0,1,1,0,1,0,0,0,0,0,0,0,0
171,9.93993432655875,0.4053187947658955,CA,2024-06-04,1,0,1,1,0,1,0,1,0,0,0,0,0,0
172,18.4470162537067,0.405249249453737,CA,2024-06-05,0,0,1,1,0,0,0,0,0,0,1,0,0,0
173,13.0804859382659,0.376879285847361,CA,2024-06-06,0,0,1,1,0,1,1,0,0,0,0,0,0,1
174,2.97578952537238,0.337392669932404,CA,2024-06-07,1,1,1,0,1,0,1,0,0,0,0,0,0,1
175,6.67942956424888,0.4273655760405985,CA,2024-06-08,0,0,1,1,1,0,1,0,0,1,1,0,0,1
176,8.72482408880174,0.413093106801784,CA,2024-06-09,0,0,1,1,0,1,1,0,0,0,0,0,0,1
177,9.5376345772155,0.38551678379681,CA,2024-06-10,0,0,1,1,1,0,0,0,0,1,0,0,0,0
178,15.797245482953,0.4207223980684865,CA,2024-06-11,0,0,1,1,0,1,1,0,0,0,1,0,0,1
179,14.1413499086918,0.4238209604912605,CA,2024-06-12,0,0,0,1,0,1,1,0,0,0,0,0,0,1
180,13.0550513644879,0.422047227002866,CA,2024-06-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0
181,9.74245441648795,0.461253472367391,CA,2024-06-14,0,0,1,1,0,1,0,0,0,0,0,0,0,0
182,4.56332322343911,0.4275570284821165,CA,2024-06-15,0,0,1,1,0,1,0,0,0,1,1,0,0,0
183,6.58055694636573,0.397861201302981,CA,2024-06-16,0,0,1,1,1,1,1,0,0,0,0,0,0,1
184,9.1290344961619,0.435518870378687,CA,2024-06-17,0,0,1,1,0,0,0,0,0,0,1,0,0,0
185,11.6087495261226,0.396392351361251,CA,2024-06-18,0,0,1,1,1,0,1,0,0,0,0,0,0,1
186,18.706817813939,0.4292700146080715,CA,2024-06-19,0,0,1,1,0,1,1,0,0,0,1,0,0,1
187,7.84968614543712,0.396837710209509,CA,2024-06-20,0,1,1,1,1,1,0,0,1,0,0,1,0,0
188,11.9435632565698,0.40736590081777,CA,2024-06-21,0,1,1,1,1,0,1,0,0,0,1,0,0,1
189,4.70243362996341,0.400696818676518,CA,2024-06-22,0,0,0,1,0,0,1,0,0,0,1,1,0,1
190,6.00030878849635,0.4064057008986955,CA,2024-06-23,0,0,1,1,0,0,1,0,0,0,1,0,0,1
191,9.16622834617765,0.4329469077155275,CA,2024-06-24,0,0,1,1,0,1,1,0,0,0,0,0,0,1
192,16.491289126135,0.436840888699403,CA,2024-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,34.2558279838553,0.4193634448246125,CA,2024-06-26,0,1,0,0,0,0,0,0,0,0,1,0,0,0
194,37.9276511494343,0.443183883364853,CA,2024-06-27,0,1,1,1,0,0,0,0,0,0,1,0,0,0
195,34.8520890023075,0.4511972603278145,CA,2024-06-28,0,1,1,0,0,0,0,0,0,0,0,0,0,0
196,26.0564302317147,0.4667375207298705,CA,2024-06-29,0,1,0,0,0,0,0,0,0,0,0,0,0,0
197,23.6753242439238,0.4655489562525645,CA,2024-06-30,0,1,1,1,0,0,1,0,0,0,1,0,0,1
198,40.0595116236032,0.4681340499575095,CA,2024-07-01,0,1,0,1,0,0,1,0,0,0,0,0,0,1
199,25.6839080395516,0.4765348325527955,CA,2024-07-02,0,1,0,1,0,0,0,0,0,0,0,0,0,0
200,28.4931009447659,0.489317836854342,CA,2024-07-03,0,0,0,1,0,0,0,0,1,0,1,0,0,0
201,9.83358932299653,0.49857934876694,CA,2024-07-04,0,1,0,1,0,0,1,0,0,0,1,0,0,1
202,21.8031617240803,0.56152503195484,CA,2024-07-05,0,1,1,1,0,0,0,0,0,0,1,0,0,0
203,21.4133975952191,0.560698794313255,CA,2024-07-06,0,1,1,1,0,0,0,0,0,0,1,0,0,0
204,28.291602175845,0.57180571102257,CA,2024-07-07,0,1,0,1,0,0,0,0,0,0,1,0,0,0
205,30.9501936341376,0.562548150319895,CA,2024-07-08,0,1,1,0,0,0,0,0,0,0,0,0,0,0
206,40.9413098762057,0.59402078152205,CA,2024-07-09,0,0,1,0,0,0,1,0,0,0,0,0,0,1
207,32.3385998864171,0.52773049474342,CA,2024-07-10,0,0,1,0,0,0,1,0,0,0,0,0,0,1
208,32.150415498532404,0.58448960180142,CA,2024-07-11,0,1,1,0,0,0,1,0,0,0,0,0,0,1
209,66.3094458333099,0.60758724710247,CA,2024-07-12,0,0,0,1,0,0,0,0,0,0,1,0,0,0
210,20.2882936009462,0.57903937370575,CA,2024-07-13,0,0,0,0,0,0,1,0,0,0,0,0,0,1
211,NA,NA,CO,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.343357009642339,0.317313129393228,CO,2024-06-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214,0.834888240276278,0.3195950381470355,CO,2024-06-05,1,0,1,1,1,1,1,1,0,0,1,1,1,1
215,0.58727356453849,0.438414463632519,CO,2024-06-06,0,1,1,1,1,1,1,0,0,1,1,1,1,1
216,NA,NA,CO,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1.39912190418046,0.3205446584193365,CO,2024-06-10,1,1,0,1,1,1,1,1,0,0,1,1,1,1
220,0.507020324841914,0.314601368693753,CO,2024-06-11,1,1,1,1,1,1,1,1,0,0,1,1,1,1
221,0.340075454373183,0.3483023208732375,CO,2024-06-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,0.666706065402548,0.492069644276513,CO,2024-06-13,0,1,1,1,1,1,1,0,0,1,1,1,1,1
223,0.686147075392003,0.499511800319185,CO,2024-06-14,0,1,1,1,1,1,1,0,0,1,1,1,1,1
224,NA,NA,CO,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.349633883440666,0.3830954654244965,CO,2024-06-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227,NA,NA,CO,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.721874112227152,0.537589711956815,CO,2024-06-19,0,1,1,1,1,1,1,0,0,1,1,1,1,1
229,NA,NA,CO,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.759350432238821,0.52904433268058,CO,2024-06-21,1,1,1,1,0,1,1,1,0,1,1,0,1,1
231,NA,NA,CO,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,0.694755135437416,0.343161840231061,CO,2024-06-25,1,1,1,1,1,1,1,1,1,1,1,0,0,1
