...1,es_score,brier_score,location,target_date,X23E_50_CI,X23F_50_CI,X24A_50_CI,recombinant_50_CI,X24B_50_CI,other_50_CI,X23E_95_CI,X23F_95_CI,X24A_95_CI,recombinant_95_CI,X24B_95_CI,other_95_CI
38,NA,NA,AK,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.00721692978149459,0.00421756771785586,AL,2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
46,NA,NA,AL,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.0178873278536355,0.00258590504015882,AL,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
52,NA,NA,AL,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.00448297213137752,0.00209239347660749,AL,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
55,NA,NA,AL,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.00412626504648939,0.001649261618243215,AL,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
59,0.0142444617536196,0.001568170915846605,AL,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
60,NA,NA,AL,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,1.01189910284798,0.3143678149510615,AL,2024-03-13,1,1,0,1,0,1,1,1,0,1,0,1
68,NA,NA,AL,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.0228256772616871,0.001215147181018935,AL,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
73,NA,NA,AL,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.0121499329579201,0.001508096230998325,AL,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
81,NA,NA,AL,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.00705346366616512,0.00118448122774426,AR,2024-02-19,1,1,1,1,1,1,1,1,0,1,1,0
87,0.00573138528750268,0.001114558273314175,AR,2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
88,NA,NA,AR,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.00424043330732705,8.88147522595015e-4,AR,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
94,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,1.35670865493978,0.959687424993435,AR,2024-02-29,1,1,0,1,1,0,1,1,0,1,1,0
97,0.00102411689625755,8.81569883691275e-4,AR,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.00978040519949727,9.4233657857056e-4,AR,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
101,NA,NA,AR,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.00177357937468745,0.0011156920161238,AR,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
105,NA,NA,AR,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.0118766787312857,0.00278184082636571,AR,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
118,NA,NA,AR,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.859968372165832,0.05144986737328,AZ,2024-02-18,1,1,1,1,0,1,1,1,1,0,0,1
128,0.170165821068872,5.1053396962911e-4,AZ,2024-02-19,1,1,1,1,1,1,1,0,0,1,1,1
129,1.27410377648885,0.0671368932808645,AZ,2024-02-20,1,1,0,0,1,0,1,1,0,0,1,0
130,0.729978636237048,0.0350396033484242,AZ,2024-02-21,1,1,1,0,1,1,1,1,0,0,1,1
131,1.24188209950158,0.2430613159004935,AZ,2024-02-22,1,1,0,0,1,1,1,1,0,0,1,1
132,0.00534993060974465,3.45932901371825e-4,AZ,2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
133,0.00192351992688453,3.1665483138446e-4,AZ,2024-02-24,1,1,1,1,1,1,1,1,1,1,1,1
134,2.01071521661169,0.216456489480258,AZ,2024-02-25,1,0,0,0,1,1,1,0,0,0,1,1
135,0.0228703898540105,2.6870124461774e-4,AZ,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
136,1.06555163508574,0.0889737302517255,AZ,2024-02-27,1,1,0,0,1,1,0,1,1,0,1,1
137,0.0095951993156051,2.32337938895215e-4,AZ,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
138,0.00300441096715973,2.1772602690314e-4,AZ,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
139,3.5717377836016e-4,2.0515938075668e-4,AZ,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
140,0.00629652094439263,1.94428743625285e-4,AZ,2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
141,0.00528899686035707,1.8535354611396e-4,AZ,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
142,0.0203334136107642,1.77778606014235e-4,AZ,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
143,0.0119436777124076,1.71571252421015e-4,AZ,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
144,0.00244307500008364,1.66618825374115e-4,AZ,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
145,5.2545105063545e-4,1.62826507829545e-4,AZ,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
146,NA,NA,AZ,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,0.00289458602961702,1.58421165462935e-4,AZ,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
148,1.32194447241547,0.3274808015932135,AZ,2024-03-10,1,1,0,0,1,1,1,1,0,0,1,1
149,0.00629302049908097,1.578886273169e-4,AZ,2024-03-11,1,1,1,1,1,1,1,1,1,1,1,1
150,1.28380892376,0.32556954634375,AZ,2024-03-12,1,1,0,1,0,1,1,1,0,1,0,1
151,0.0290917654123219,1.60952522096415e-4,AZ,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
152,0.00790122045547774,1.6379132407609e-4,AZ,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
153,NA,NA,AZ,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,NA,NA,AZ,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,NA,NA,AZ,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,6.2396516730806e-4,1.8393108630469e-4,AZ,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
157,0.0143684593091825,1.91258005705545e-4,AZ,2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
158,1.60281422083947,0.0979182383024135,AZ,2024-03-20,1,1,0,0,1,1,1,1,0,0,0,1
159,0.0378295918743823,2.08903735270235e-4,AZ,2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
160,0.0116622338899212,2.1932202895866e-4,AZ,2024-03-22,1,1,1,1,1,1,1,1,1,1,1,1
161,0.00620314001310991,2.30883273225385e-4,AZ,2024-03-23,1,1,1,1,1,1,1,1,1,1,1,1
162,0.00346807630448025,2.43657058437995e-4,AZ,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
163,0.00351617012484071,2.5772141284729e-4,AZ,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
164,0.00387578497809431,2.7316318502004e-4,AZ,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
165,0.0101109364689582,2.90078493442115e-4,AZ,2024-03-27,1,1,1,1,1,1,1,1,0,1,0,1
166,0.00909616532560754,3.08573243647705e-4,AZ,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
167,1.17546635237664,0.321630642740802,AZ,2024-03-29,1,1,0,1,0,1,1,1,0,1,0,1
168,2.52258909033618,0.3265871158356895,AZ,2024-03-30,1,1,0,0,1,1,1,1,0,0,0,1
169,0.833061352694513,0.053835059676309,CA,2024-02-18,1,1,1,1,1,1,1,1,0,0,0,0
170,0.809346749431012,0.0382686280712442,CA,2024-02-19,1,1,1,1,1,1,1,0,0,0,1,0
171,0.239636148340766,6.76950435706925e-4,CA,2024-02-20,1,1,1,1,1,1,1,1,0,0,1,1
172,3.04959212008571,0.085350350139893,CA,2024-02-21,1,1,0,0,1,0,1,1,0,0,0,0
173,1.79684783905796,0.063663405543758,CA,2024-02-22,1,0,0,1,1,0,1,0,0,1,1,0
174,2.23098569904904,0.063798640103098,CA,2024-02-23,1,1,0,0,1,0,1,1,0,0,0,0
175,1.42554423357905,0.0571771506486175,CA,2024-02-24,1,1,1,0,1,1,1,1,0,0,1,1
176,0.599141192296029,6.15048811701165e-4,CA,2024-02-25,1,1,1,1,1,1,1,1,1,1,1,1
177,2.42256188048921,0.077063461725229,CA,2024-02-26,1,1,0,1,1,0,1,0,0,0,0,0
178,4.73862266316474,0.113609090154169,CA,2024-02-27,1,1,0,0,0,0,1,0,0,0,0,0
179,3.52128624648869,0.075936902524495,CA,2024-02-28,1,1,0,0,1,0,1,1,0,0,0,0
180,0.0630874524352264,6.3212190359453e-4,CA,2024-02-29,1,1,1,1,1,1,1,1,0,1,0,1
181,0.109808574498167,6.4495464178928e-4,CA,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
182,0.631715291933882,6.6124144459747e-4,CA,2024-03-02,1,1,1,1,1,1,1,0,0,1,1,1
183,0.777914849157337,0.0444737532472562,CA,2024-03-03,1,1,1,0,1,1,1,1,0,0,0,1
184,2.50610538820789,0.088441617240919,CA,2024-03-04,1,0,0,0,1,0,1,1,0,0,1,0
185,3.60965588981947,0.1139630013292395,CA,2024-03-05,1,0,0,0,1,0,1,0,0,0,0,0
186,1.24476018670829,0.0582903675113045,CA,2024-03-06,1,1,1,1,1,0,1,1,0,0,1,0
187,2.92497913822388,0.116459919945222,CA,2024-03-07,1,1,0,0,0,1,1,1,0,0,0,1
188,0.956835498497922,0.051090481179689,CA,2024-03-08,1,1,1,1,1,0,1,1,1,1,0,0
189,2.03847538249166,0.1388446187433175,CA,2024-03-09,1,1,0,1,1,0,1,1,0,1,0,0
190,1.2262786839468,0.1115135522987155,CA,2024-03-10,1,1,0,1,0,1,1,1,0,1,0,1
191,1.53112472335515,0.1912411133503475,CA,2024-03-11,1,1,0,1,1,0,1,1,0,1,0,0
192,1.40220249080463,0.1059455534430465,CA,2024-03-12,1,1,0,0,1,1,1,0,0,0,0,1
193,2.09511599191881,0.107858625646029,CA,2024-03-13,1,1,0,1,0,1,1,0,0,1,0,1
194,1.83675380303745,0.114942485761387,CA,2024-03-14,1,1,0,0,1,1,1,1,0,0,0,1
195,1.17388182504751,0.0354625514368445,CA,2024-03-15,1,1,1,0,1,1,1,1,0,0,1,1
196,1.18467713967922,0.1462560765529255,CA,2024-03-16,1,1,0,0,1,1,1,1,0,0,0,1
197,1.92245475335466,0.1645932263250965,CA,2024-03-17,1,1,0,1,0,1,1,1,0,1,0,0
198,2.29932186626538,0.1209993835992635,CA,2024-03-18,1,1,1,0,1,0,1,1,0,0,0,0
199,0.386008054328207,0.001652814694355065,CA,2024-03-19,1,1,1,1,1,1,1,1,0,1,0,1
200,0.992634517749734,0.0750202205986015,CA,2024-03-20,1,1,1,0,1,1,1,1,0,0,0,1
201,1.13625949780813,0.157224609242967,CA,2024-03-21,1,1,1,0,1,1,1,1,0,0,0,1
202,1.73742210870503,0.1777631761340495,CA,2024-03-22,1,1,0,0,1,0,1,1,0,0,0,0
203,0.981384680446074,0.1207006467652095,CA,2024-03-23,1,1,1,0,1,1,1,1,1,1,1,1
204,0.418697219396128,0.0023725048783115,CA,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
205,1.93385970490217,0.1743252950071955,CA,2024-03-25,1,1,1,0,1,1,1,1,0,0,0,1
206,0.442818143793679,0.0716145510583575,CA,2024-03-26,1,1,1,1,1,1,1,1,0,1,0,1
207,0.998969154890708,0.159825379874553,CA,2024-03-27,1,1,1,0,1,1,1,1,0,0,1,1
208,1.0258772374058,0.137707708735395,CA,2024-03-28,1,1,1,1,1,0,1,1,0,1,1,0
209,0.296816496266246,0.00345378101579145,CA,2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
210,0.316373689946492,0.003726777976680605,CA,2024-03-30,1,1,1,1,1,1,1,1,1,1,1,1
211,NA,NA,CO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,6.5919322774993e-4,4.0380190524887e-4,CO,2024-02-20,1,1,1,1,1,1,1,1,0,1,0,1
214,0.0106859310559279,3.6838992733359e-4,CO,2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
215,NA,NA,CO,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,1.32421052753401,0.48761124050344,CO,2024-02-23,1,1,0,0,1,1,1,1,0,0,1,1
217,NA,NA,CO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.00451528573329592,2.45813042673335e-4,CO,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
220,5.8131248664686e-4,2.29617787754095e-4,CO,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
221,3.9992545450529e-4,2.15535698138485e-4,CO,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
222,0.0018721834709086,2.0335225514368e-4,CO,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
223,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.00182049916374191,1.70213376119075e-4,CO,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
227,NA,NA,CO,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,NA,CO,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,NA,NA,CO,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,5.4126195829006e-4,1.56297380558e-4,CO,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
231,NA,NA,CO,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,0.00250003323443167,1.5706545262651e-4,CO,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
235,6.629267512075e-4,1.59293074481945e-4,CO,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
236,NA,NA,CO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,5.6603897969805e-4,1.66113836005925e-4,CO,2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
238,NA,NA,CO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.0010159710255179,1.82357799959025e-4,CO,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
241,NA,NA,CO,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,NA,CO,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,CO,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,1.36626190796972,0.982347270441335,CO,2024-03-25,1,1,0,1,1,0,1,1,0,1,1,0
248,NA,NA,CO,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,NA,NA,CO,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,0.0020757119599486,2.9885547476963e-4,CO,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
251,NA,NA,CO,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
