...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24E_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24E_95_CI,X24G_95_CI,other_95_CI
38,NA,NA,AK,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.376955626849358,0.19863635437434,AK,2024-08-02,1,1,1,1,1,1,1,1,1,1,1,1
42,NA,NA,AK,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.459039396354783,0.365963964943279,AL,2024-06-30,1,1,1,1,1,1,1,1,1,1,1,1
51,NA,NA,AL,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.491660169656696,0.394458260251414,AL,2024-07-09,1,1,1,1,1,1,1,1,1,1,1,1
60,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.562701250472798,0.442223642415377,AL,2024-07-16,1,1,1,0,1,1,1,1,0,0,1,1
67,0.537032468209729,0.425686873795246,AL,2024-07-17,1,0,1,1,1,1,1,0,0,1,1,1
68,NA,NA,AL,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.468988954418815,0.3835010730818435,AL,2024-07-24,1,1,1,1,1,1,1,1,1,0,0,1
75,NA,NA,AL,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.598127554730437,0.4658817020436185,AL,2024-07-26,1,0,1,1,1,1,1,0,0,1,1,1
77,NA,NA,AL,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.854771890183176,0.60530946079566,AL,2024-08-02,0,1,1,1,1,1,0,1,1,0,1,1
84,0.667213428668896,0.50593071576807,AL,2024-08-03,1,0,1,1,1,1,1,1,1,1,1,1
85,NA,NA,AR,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.434377619041408,0.4292884457048605,AR,2024-07-08,1,1,1,1,1,1,1,1,1,1,1,1
101,0.626570345251604,0.47167448914484,AR,2024-07-09,1,0,1,1,1,1,1,0,0,1,1,1
102,0.616357446461044,0.473959856742414,AR,2024-07-10,1,0,1,1,1,1,1,0,1,0,1,1
103,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.51701437429808506,0.3883956853202925,AR,2024-07-17,1,1,0,1,1,1,1,0,0,1,1,1
110,NA,NA,AR,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.653390467078012,0.2781341799905215,AR,2024-07-19,1,1,1,1,0,1,1,1,1,0,0,1
112,NA,NA,AR,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.32005534010039,0.4446621211854095,AR,2024-07-22,1,0,1,1,1,1,1,0,1,0,0,1
115,0.512232239400585,0.401000339605374,AR,2024-07-23,1,1,0,1,1,1,1,0,0,1,1,1
116,1.40164150593086,0.429896633247666,AR,2024-07-24,1,0,1,1,1,1,1,0,0,0,0,1
117,NA,NA,AR,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.673719688008797,0.523633791362005,AR,2024-07-26,1,0,1,1,1,1,1,0,1,0,1,1
119,NA,NA,AR,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,3.02785207702328,0.535315541256755,AR,2024-07-29,1,0,1,1,1,1,1,0,0,0,1,1
122,0.693318156503713,0.53937808712162,AR,2024-07-30,1,0,1,1,1,1,1,0,1,0,1,1
123,NA,NA,AR,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.41783339537941,0.3374451007016055,AZ,2024-06-23,1,1,0,1,1,1,0,0,0,1,0,1
128,0.851603705404656,0.361676168622788,AZ,2024-06-24,1,1,1,1,1,1,1,1,0,1,1,0
129,1.89097201981908,0.348935963926012,AZ,2024-06-25,1,1,1,1,1,1,0,0,0,0,0,1
130,2.73634505126707,0.4258810738173195,AZ,2024-06-26,1,0,0,1,1,1,0,0,0,1,1,1
131,NA,NA,AZ,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,0.428441795098418,0.3051171402017755,AZ,2024-06-28,1,1,1,1,1,1,0,1,0,1,1,1
133,1.15543638335673,0.3540039744221535,AZ,2024-06-29,0,1,1,1,1,1,0,1,0,1,1,1
134,3.5163892344017,0.415134909154682,AZ,2024-06-30,0,1,0,1,0,0,0,1,1,0,0,1
135,7.97290409930949,0.412938897966232,AZ,2024-07-01,0,1,0,0,1,0,0,0,0,1,0,0
136,1.9108268389657601,0.3370966373020565,AZ,2024-07-02,0,1,1,1,1,1,0,1,1,1,0,0
137,NA,NA,AZ,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,0.804946929430006,0.236457640361283,AZ,2024-07-04,1,1,0,1,1,1,1,1,1,1,1,1
139,0.723050876763939,0.3869263699264005,AZ,2024-07-05,1,1,1,1,1,1,0,0,0,1,0,1
140,2.10601430401819,0.4393108737667985,AZ,2024-07-06,1,1,1,0,1,1,1,0,1,0,0,1
141,0.951637107963965,0.383919061692217,AZ,2024-07-07,1,1,1,1,1,1,0,0,1,1,0,1
142,9.98000525890382,0.410038220117792,AZ,2024-07-08,0,1,0,1,1,1,0,0,0,0,0,1
143,4.61799064018451,0.3730761891569625,AZ,2024-07-09,0,0,0,0,1,1,1,0,0,0,0,1
144,3.56405752051013,0.397793098187727,AZ,2024-07-10,0,0,0,1,1,1,0,0,0,0,0,0
145,0.772712747710125,0.3982033353836215,AZ,2024-07-11,1,1,1,1,1,1,1,0,1,0,0,0
146,0.745057727056135,0.4011762284930615,AZ,2024-07-12,1,1,1,1,1,1,0,0,0,0,1,1
147,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1.06207529547893,0.513935984241315,AZ,2024-07-14,1,1,1,1,0,1,0,0,0,1,0,1
149,2.26522440837793,0.4051334045750685,AZ,2024-07-15,0,0,0,1,1,1,0,0,1,0,0,1
150,2.72404244549557,0.4085999252197595,AZ,2024-07-16,1,0,0,1,1,1,0,1,0,0,0,1
151,4.30150452318249,0.413749586996214,AZ,2024-07-17,0,1,0,0,0,1,0,1,0,0,0,1
152,5.58396872062237,0.487538642129144,AZ,2024-07-18,0,0,0,1,1,1,0,1,0,0,0,1
153,1.1437797738467,0.467841411655918,AZ,2024-07-19,1,1,0,1,1,1,0,1,0,0,0,1
154,1.31910694923606,0.419001169021957,AZ,2024-07-20,1,0,1,1,1,1,0,1,1,0,1,1
155,4.6099532582847,0.528641163707925,AZ,2024-07-21,0,1,0,0,0,1,0,0,0,0,0,1
156,5.50586654476472,0.4250877244323245,AZ,2024-07-22,0,1,0,0,1,1,0,0,0,0,0,1
157,2.31612462233059,0.419652055881481,AZ,2024-07-23,0,1,0,1,1,0,0,0,0,0,0,0
158,6.3711500192646,0.478756035647799,AZ,2024-07-24,0,0,0,0,1,1,1,0,0,1,0,1
159,1.27822631814108,0.403533788690952,AZ,2024-07-25,1,0,1,1,1,1,1,0,1,0,0,1
160,1.55091788561436,0.4542876976118695,AZ,2024-07-26,0,1,1,1,1,1,0,0,0,0,0,1
161,2.69079092385775,0.56311619926191,AZ,2024-07-27,0,1,0,1,0,1,0,0,1,0,0,1
162,2.61586565635443,0.426467341860339,AZ,2024-07-28,1,0,0,1,1,0,0,0,0,0,1,0
163,5.90895997974714,0.451446489160036,AZ,2024-07-29,0,1,0,0,1,0,0,0,0,0,1,0
164,2.48552924566741,0.4570422125773465,AZ,2024-07-30,1,0,0,0,0,1,0,0,0,0,0,1
165,1.12325048370596,0.3429024259561175,AZ,2024-07-31,1,1,1,1,1,1,1,1,0,0,1,0
166,0.54265739957839,0.27043553879414,AZ,2024-08-01,1,1,1,1,1,1,0,0,0,0,1,1
167,0.760233170135498,0.530449046080795,AZ,2024-08-02,1,0,1,1,1,1,1,0,0,1,1,1
168,2.16605831248063,0.3902617745348645,AZ,2024-08-03,0,1,0,1,1,1,0,0,0,0,1,1
169,1.70823226872664,0.3760735820594425,CA,2024-06-23,1,1,1,1,1,1,1,0,0,0,0,1
170,4.11853636250828,0.39709120220426,CA,2024-06-24,0,1,1,1,0,1,1,0,0,0,0,1
171,4.79873978935429,0.3808442335411985,CA,2024-06-25,0,0,1,1,1,0,0,0,0,0,0,0
172,9.19486253082287,0.3731364911573305,CA,2024-06-26,1,0,0,0,0,1,0,0,0,0,0,0
173,11.8942566496047,0.386707540689816,CA,2024-06-27,0,0,0,0,1,0,0,0,0,0,0,0
174,5.72890582288179,0.3918992576173695,CA,2024-06-28,0,1,0,1,1,0,0,0,0,0,0,0
175,5.12207535847022,0.3848383097291035,CA,2024-06-29,0,1,1,0,1,0,0,1,0,0,0,0
176,12.4182210807382,0.3923808369511885,CA,2024-06-30,0,0,0,1,0,0,0,0,0,0,0,0
177,13.2649812560206,0.374579980467068,CA,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,1
178,3.95270581439546,0.389372698055714,CA,2024-07-02,0,1,1,1,1,1,0,0,0,0,0,0
179,5.95299392118259,0.388421190168121,CA,2024-07-03,0,0,1,1,1,1,0,0,0,0,0,1
180,1.84414185157602,0.3829193439202745,CA,2024-07-04,0,1,1,1,1,1,0,1,0,1,0,1
181,8.76811642272541,0.4071189308520335,CA,2024-07-05,0,0,0,0,0,1,0,0,0,0,0,0
182,7.31669120031044,0.405356391627401,CA,2024-07-06,0,1,0,0,1,1,0,0,0,0,0,0
183,9.51218641400723,0.399019234604305,CA,2024-07-07,0,1,0,0,1,1,0,0,0,0,0,0
184,13.4483136402282,0.417638006008719,CA,2024-07-08,0,1,0,1,1,0,0,0,0,0,0,0
185,20.8311622190367,0.427826811200493,CA,2024-07-09,0,0,0,0,1,1,0,0,0,0,0,0
186,11.2080753240268,0.413920634051261,CA,2024-07-10,0,0,0,1,1,1,0,1,0,0,0,0
187,13.4422948498645,0.4218492796086825,CA,2024-07-11,0,0,0,1,0,1,0,0,0,0,0,1
188,19.8805094675376,0.412945655668241,CA,2024-07-12,0,0,0,0,1,1,0,0,0,0,0,0
189,6.04376740666732,0.4158176838649075,CA,2024-07-13,0,0,0,1,1,0,0,0,0,0,0,1
190,15.8520599760023,0.4172523725697435,CA,2024-07-14,0,1,0,0,0,1,0,0,0,0,0,0
191,17.7253965938557,0.418160244475541,CA,2024-07-15,0,0,0,0,0,0,0,0,0,0,0,0
192,24.6487101852311,0.4392446776003035,CA,2024-07-16,0,0,0,0,0,0,0,0,0,0,0,0
193,11.0286872047564,0.423946382961223,CA,2024-07-17,0,0,0,0,1,1,0,0,0,0,0,1
194,11.7092330318861,0.408776007525703,CA,2024-07-18,0,1,1,0,0,1,0,0,0,0,0,1
195,5.24628482528591,0.426219593296369,CA,2024-07-19,0,1,0,1,1,1,0,1,0,0,0,1
196,8.07236885336919,0.414075129160801,CA,2024-07-20,0,0,0,0,1,0,0,0,0,0,0,0
197,17.5165029852628,0.4534123304854655,CA,2024-07-21,0,0,0,0,0,1,0,0,0,0,0,1
198,24.4918193984838,0.429516143353207,CA,2024-07-22,0,0,0,0,1,1,0,0,0,0,0,0
199,19.1432621656009,0.44371031743667,CA,2024-07-23,0,0,0,0,0,1,0,0,0,0,0,0
200,22.4824617518025,0.454147092995935,CA,2024-07-24,0,1,0,0,0,0,0,0,0,0,0,0
201,15.2809346866771,0.439055577764544,CA,2024-07-25,0,1,0,0,1,0,0,0,0,0,0,0
202,16.879884375833,0.4673784241542525,CA,2024-07-26,0,0,0,0,1,0,0,0,0,0,0,0
203,11.4342602624115,0.442596940975713,CA,2024-07-27,0,0,0,0,1,1,0,0,0,0,0,0
204,3.286028650634,0.38389446309029,CA,2024-07-28,0,1,1,1,1,0,0,0,0,0,0,0
205,16.2948604694814,0.4758824225312645,CA,2024-07-29,0,0,0,0,1,1,0,0,0,0,0,0
206,16.7698975935048,0.447860323718713,CA,2024-07-30,0,0,0,0,0,1,0,0,0,0,0,0
207,11.960600507399,0.436084807300232,CA,2024-07-31,0,1,1,0,0,0,0,0,0,0,0,0
208,13.9005924064109,0.432460350937923,CA,2024-08-01,0,1,0,1,1,1,0,0,0,0,0,1
209,12.0765283053891,0.4539842813543165,CA,2024-08-02,0,0,0,0,1,1,0,0,0,0,0,0
210,6.04410379037474,0.421794441024396,CA,2024-08-03,0,1,1,0,0,1,0,0,0,0,0,1
211,NA,NA,CO,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.821373844001481,0.41241897242032,CO,2024-06-25,1,1,1,0,1,1,1,0,0,1,1,1
214,0.640681264476763,0.3717519206814465,CO,2024-06-26,1,1,1,1,1,1,1,1,0,1,0,1
215,0.474614879851329,0.316709925979815,CO,2024-06-27,1,1,1,1,1,1,1,1,0,1,0,1
216,0.442839113312101,0.2795653710204035,CO,2024-06-28,1,1,1,1,1,1,1,1,1,1,1,1
217,NA,NA,CO,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.447236765954746,0.287406709313386,CO,2024-07-01,1,1,1,1,1,1,1,0,1,0,1,1
220,NA,NA,CO,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.440728173301555,0.296375176560824,CO,2024-07-05,1,1,1,1,1,1,1,1,0,1,0,1
224,NA,NA,CO,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.443964770751232,0.2915386354187055,CO,2024-07-08,1,1,1,1,1,1,1,1,0,1,0,1
227,NA,NA,CO,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.42640204849101,0.2893054236682755,CO,2024-07-10,1,1,1,1,1,1,1,1,1,1,1,1
229,0.730051920408657,0.3905444573447185,CO,2024-07-11,1,1,1,1,1,1,1,0,0,1,1,1
230,0.61190084937331,0.4505336416274655,CO,2024-07-12,1,1,1,0,1,1,1,1,0,0,1,1
231,NA,NA,CO,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.736048949752561,0.408213195105414,CO,2024-07-15,1,1,1,1,1,1,1,0,0,1,1,1
234,1.37846429419236,0.51095724916195,CO,2024-07-16,1,1,1,1,0,1,1,1,0,1,0,1
235,1.00535509410437,0.54394665363585,CO,2024-07-17,0,1,1,1,1,1,0,1,1,0,0,1
236,1.57753151641799,0.478828656138202,CO,2024-07-18,0,1,1,1,1,1,0,0,0,0,1,1
237,0.769729600224379,0.582140811260815,CO,2024-07-19,0,1,1,1,1,1,0,1,1,1,0,1
238,NA,NA,CO,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,0.900604102657458,0.3174286421135515,CO,2024-07-23,1,1,0,1,1,1,1,1,0,0,1,1
242,0.661242969143744,0.3678537812897435,CO,2024-07-24,1,1,1,1,1,1,1,1,0,0,1,1
243,0.783004178821406,0.4176845091419795,CO,2024-07-25,1,1,1,1,1,1,1,0,1,0,0,1
244,0.453775014621721,0.32676807139685,CO,2024-07-26,1,1,1,1,1,1,1,1,1,1,1,1
245,NA,NA,CO,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.739804092290042,0.424395868049515,CO,2024-07-29,1,1,1,1,1,1,1,1,1,0,0,1
248,NA,NA,CO,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,0.640289079376849,0.4363862746453125,CO,2024-07-31,1,0,1,1,1,1,1,0,1,0,1,1
250,NA,NA,CO,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,0.365620818249088,0.2605299154290715,CO,2024-08-02,1,1,1,1,1,1,1,1,1,1,1,1
252,NA,NA,CO,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,0.794632996229414,0.2359703191030385,CT,2024-06-24,0,1,1,1,1,1,0,0,1,1,1,1
255,1.01816368467647,0.501873629935865,CT,2024-06-25,1,1,1,0,1,1,1,1,1,0,0,1
256,NA,NA,CT,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,1.92308575141653,0.258116171155438,CT,2024-06-27,0,1,1,1,1,1,0,0,0,1,0,1
