...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24G_95_CI,other_95_CI
43,NA,NA,AL,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1.52778592861745,0.530841316706935,AL,2024-05-06,1,1,0,1,1,1,1,0,0,1,1,1
52,NA,NA,AL,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.196623131894491,0.092411404585943,AR,2024-05-08,1,1,1,1,1,1,0,1,0,1,1,1
96,NA,NA,AR,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.415423855528496,0.063024318057564,AZ,2024-04-28,1,1,1,1,1,1,0,0,1,1,1,1
128,0.613892500805886,0.2875891339146095,AZ,2024-04-29,1,1,1,1,1,1,0,0,0,1,1,1
129,1.05863293466064,0.291376934886212,AZ,2024-04-30,1,1,0,1,1,1,0,0,0,1,1,1
130,0.301759908840821,0.080132349902586,AZ,2024-05-01,1,1,1,1,1,1,1,1,1,1,1,1
131,0.315054780423843,0.0865813083818145,AZ,2024-05-02,1,1,1,1,1,1,0,1,1,0,1,1
132,0.613093882515606,0.0934182067414845,AZ,2024-05-03,1,1,1,1,1,1,0,1,1,1,1,0
133,NA,NA,AZ,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,NA,NA,AZ,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,1.41026430628551,0.1163100254512565,AZ,2024-05-06,0,1,1,1,1,1,0,1,0,0,0,1
136,1.1346933454757,0.124741546733918,AZ,2024-05-07,0,1,1,1,1,1,0,1,0,1,1,1
137,2.20539409801834,0.173537322608525,AZ,2024-05-08,0,1,0,1,1,1,0,1,0,1,1,1
138,0.577208813165963,0.255894486793852,AZ,2024-05-09,1,1,1,1,1,1,1,1,1,1,1,1
139,1.69234749286214,0.3668972809494045,AZ,2024-05-10,1,0,1,1,1,1,0,0,0,1,1,1
140,0.961085099917105,0.46528646669426,AZ,2024-05-11,0,1,1,1,1,1,1,0,0,0,1,1
141,0.228096355728257,0.172724912345491,AZ,2024-05-12,1,1,1,1,1,1,1,1,1,1,1,1
142,1.26119818799573,0.4266556851514195,AZ,2024-05-13,1,1,1,0,0,1,0,1,0,0,0,1
143,0.49741987883002,0.2736390328688165,AZ,2024-05-14,1,1,1,1,1,1,0,0,0,1,1,1
144,0.518894859196745,0.277153253927231,AZ,2024-05-15,1,1,1,1,1,1,0,1,0,1,1,1
145,0.507150347632078,0.4081886073272565,AZ,2024-05-16,1,1,1,1,1,1,0,1,0,1,1,1
146,0.685662777944553,0.4062692162297095,AZ,2024-05-17,1,0,1,1,1,1,0,0,1,1,1,1
147,0.339790575174535,0.2412453223760445,AZ,2024-05-18,1,1,1,1,1,1,1,1,1,1,1,1
148,0.353250437606418,0.2535073476471845,AZ,2024-05-19,1,1,1,1,1,1,0,1,1,0,1,1
149,0.428411235683505,0.3642322816175355,AZ,2024-05-20,1,1,1,1,1,1,1,0,0,1,1,1
150,0.950005202606209,0.2784796691307035,AZ,2024-05-21,0,1,1,1,1,1,1,1,1,1,1,1
151,0.365941916457874,0.317745081217207,AZ,2024-05-22,1,1,1,1,1,1,0,1,1,0,1,1
152,NA,NA,AZ,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,0.477910336708802,0.3165430381214,AZ,2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1
154,NA,NA,AZ,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1.07005069267674,0.341521833055234,AZ,2024-05-26,1,1,1,1,1,1,0,0,0,1,0,1
156,2.11297943173591,0.4822344661411055,AZ,2024-05-27,1,1,0,0,1,1,0,1,0,0,1,1
157,1.24495364836439,0.3303552535148615,AZ,2024-05-28,0,1,1,1,1,1,0,1,0,0,0,1
158,1.01357977223264,0.414785789658764,AZ,2024-05-29,1,1,1,1,1,0,1,0,0,0,1,0
159,0.654599223488096,0.348121521787756,AZ,2024-05-30,1,0,1,1,1,1,1,1,1,1,1,1
160,NA,NA,AZ,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,0.876921420504267,0.380514013838067,AZ,2024-06-01,1,1,1,1,1,1,0,0,0,1,1,1
162,1.04130275945389,0.2616895459472825,AZ,2024-06-02,1,1,0,1,1,1,0,1,0,1,0,1
163,1.30861891683839,0.320394479898732,AZ,2024-06-03,1,0,1,1,1,1,0,0,1,0,1,1
164,1.50303327261308,0.3801413152506305,AZ,2024-06-04,0,1,1,1,1,1,0,1,1,1,0,1
165,2.09937482300572,0.367128501366544,AZ,2024-06-05,1,0,0,1,1,1,0,0,0,0,0,1
166,4.07972367071624,0.3992622422064555,AZ,2024-06-06,0,1,0,1,1,1,0,0,0,1,0,1
167,0.535455049596114,0.237981365656811,AZ,2024-06-07,1,1,1,1,1,1,1,1,0,1,0,1
168,3.11905163018841,0.4721923764423635,AZ,2024-06-08,0,1,0,1,1,0,0,1,1,0,0,0
169,4.52488471063597,0.4579043496318845,CA,2024-04-28,0,1,0,1,1,1,0,0,0,0,0,1
170,1.48330310890588,0.254615991853712,CA,2024-04-29,1,1,1,1,1,0,0,0,1,1,1,0
171,2.35179756703788,0.3271296980991415,CA,2024-04-30,1,0,1,1,0,0,0,0,0,1,0,0
172,1.4867742694195,0.3293853320356825,CA,2024-05-01,1,1,1,0,1,1,0,0,0,0,1,1
173,1.93313228978074,0.294628363522077,CA,2024-05-02,1,0,1,1,1,1,0,0,0,1,1,1
174,4.7820759776445,0.28048488953934553,CA,2024-05-03,0,0,1,0,1,1,0,0,0,0,0,1
175,1.93489955741394,0.273097578002328,CA,2024-05-04,0,0,1,1,1,1,0,0,0,1,1,1
176,2.50737412929213,0.23833798456452,CA,2024-05-05,0,0,1,1,1,1,0,0,1,1,1,1
177,5.47563128633392,0.298892735427343,CA,2024-05-06,0,0,1,1,1,1,0,0,0,0,1,1
178,6.1504338540307,0.382514772868202,CA,2024-05-07,0,0,0,1,0,1,0,0,0,0,0,1
179,3.95265939940366,0.32353230197066,CA,2024-05-08,0,0,1,1,1,1,0,0,0,0,0,1
180,4.96871620050397,0.336122134117101,CA,2024-05-09,0,0,1,0,0,1,0,0,0,0,0,1
181,2.15547925635384,0.3376327555097855,CA,2024-05-10,1,1,0,1,0,0,0,0,0,0,0,0
182,3.68371115371202,0.390712170628353,CA,2024-05-11,1,0,0,1,1,0,0,0,0,1,0,0
183,3.49718302015414,0.348784588921801,CA,2024-05-12,1,1,0,1,1,1,1,0,0,0,0,1
184,3.56046388866967,0.4297882307050705,CA,2024-05-13,1,0,1,1,0,0,1,0,0,1,0,0
185,10.2836150570921,0.429824633310743,CA,2024-05-14,0,0,0,1,1,0,0,0,0,0,0,0
186,3.37070244463335,0.3492065098320305,CA,2024-05-15,0,1,1,0,1,0,0,0,0,1,0,0
187,7.08977919069852,0.351495551474334,CA,2024-05-16,0,0,1,0,1,1,0,0,0,0,0,1
188,6.72234827280091,0.3713095017235625,CA,2024-05-17,0,0,0,0,1,0,0,0,0,0,0,1
189,5.23580860961981,0.4016658454866345,CA,2024-05-18,0,0,1,1,1,1,0,0,0,1,1,1
190,6.06478845133837,0.4201168184877345,CA,2024-05-19,0,0,0,0,0,1,0,0,0,0,0,1
191,8.31473568207625,0.3343898749421225,CA,2024-05-20,0,1,0,0,1,1,0,0,0,0,0,1
192,13.3597547059823,0.411773907761567,CA,2024-05-21,0,0,1,0,1,0,0,0,0,0,0,0
193,14.3201707641543,0.4046591151687065,CA,2024-05-22,0,0,1,0,1,0,0,0,0,0,0,1
194,6.58910670697677,0.349051818681888,CA,2024-05-23,0,1,1,0,1,1,0,0,0,0,0,1
195,9.31556514607663,0.427300523760079,CA,2024-05-24,0,0,1,0,1,0,0,0,0,1,0,0
196,4.10847173816367,0.364607666884585,CA,2024-05-25,0,1,1,0,1,0,0,0,0,1,0,0
197,10.8899092277008,0.4489181579892,CA,2024-05-26,0,0,1,1,0,0,0,0,0,0,0,0
198,9.80140670952508,0.407094431490379,CA,2024-05-27,0,0,1,0,1,0,0,0,0,0,0,0
199,11.2639862704071,0.397914268213066,CA,2024-05-28,0,1,1,0,0,0,0,0,0,0,0,0
200,7.14816132967161,0.3871655882678045,CA,2024-05-29,0,1,1,0,1,1,0,0,0,0,0,1
201,7.67643541450239,0.395319908194166,CA,2024-05-30,0,1,1,0,1,0,1,0,0,0,0,0
202,25.5310972536068,0.454227481875043,CA,2024-05-31,0,0,1,0,1,0,0,0,0,0,0,0
203,2.72075015289157,0.355903310107278,CA,2024-06-01,1,1,0,1,1,1,0,0,0,0,0,1
204,6.85044484896217,0.4014755186130575,CA,2024-06-02,0,1,1,0,1,0,0,0,0,0,0,0
205,13.0562014307379,0.4263180207418965,CA,2024-06-03,0,0,1,0,1,0,0,0,0,0,0,0
206,14.411173118064,0.4203253790729175,CA,2024-06-04,0,0,1,0,1,0,0,0,0,0,0,0
207,26.2735927264014,0.4495035144136355,CA,2024-06-05,0,0,1,0,1,0,0,0,0,0,0,0
208,27.0418627269367,0.428530153343652,CA,2024-06-06,0,0,1,0,1,0,0,0,0,0,0,0
209,11.5469405699653,0.368573277804284,CA,2024-06-07,0,1,1,0,1,1,0,1,0,0,0,1
210,10.1586536399545,0.478889390867793,CA,2024-06-08,0,0,1,0,1,0,0,0,0,0,0,0
211,NA,NA,CO,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.196774848729478,0.1090352764623555,CO,2024-04-29,1,1,1,1,1,1,1,1,1,1,1,1
213,NA,NA,CO,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,NA,CO,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,CO,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.491621618033782,0.402485106596338,CO,2024-05-06,1,1,1,1,1,1,0,0,1,1,1,1
220,NA,NA,CO,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.36032280648954,0.198664981837332,CO,2024-05-10,1,1,1,1,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.399743401447072,0.227239358926773,CO,2024-05-13,1,1,1,1,1,1,0,0,1,1,1,1
227,NA,NA,CO,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.433726910945343,0.2469854120437965,CO,2024-05-15,1,1,1,1,1,1,0,0,1,1,1,1
229,NA,NA,CO,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,NA,NA,CO,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.744997211105511,0.602925171365895,CO,2024-05-20,1,1,1,1,0,1,1,0,1,1,0,1
234,NA,NA,CO,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,0.737208521988988,0.371441274137754,CO,2024-05-22,1,1,1,1,1,1,1,1,0,0,1,1
236,NA,NA,CO,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,0.557590056341756,0.339013466876132,CO,2024-05-24,0,1,1,1,1,1,1,1,1,1,1,1
238,NA,NA,CO,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,NA,NA,CO,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,0.619613927661292,0.3888036953293375,CO,2024-05-29,0,1,1,1,1,1,0,0,1,1,1,1
243,NA,NA,CO,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,0.370905847527593,0.2693882793298615,CO,2024-06-04,1,1,1,1,1,1,1,1,1,1,1,1
249,0.84788080211365,0.270701428979754,CO,2024-06-05,1,0,1,1,1,1,1,1,1,1,1,1
250,0.704997043214483,0.4595596892075895,CO,2024-06-06,0,1,1,1,1,1,0,0,1,1,1,1
251,NA,NA,CO,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,CT,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,NA,NA,CT,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,0.710299764172861,0.4280028213602605,CT,2024-05-01,1,0,1,1,1,1,1,1,1,1,1,1
