...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,recombinant_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,recombinant_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
86,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0.324765998198839,0.0672916845999755,AR,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.0674674054999483,0.0790080137647045,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.85623277281745,0.51067784819822,AR,2023-05-29,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
94,0.837490172187771,0.50023573124821,AR,2023-05-30,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
95,0.082325345309538,0.1020468611038035,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
96,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.122961343650564,0.141748026042227,AR,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,0.131220633694204,0.148095701401492,AR,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104,0.13734044489439,0.154600337007378,AR,2023-06-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,NA,NA,AR,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.422133859339315,0.1749981615822595,AR,2023-06-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,0.634967167411469,0.3607640998287365,AR,2023-06-13,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
109,0.632605840886119,0.3517688579402855,AR,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
110,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.618992550421546,0.3343374280809745,AR,2023-06-16,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
112,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.213324357670786,0.2268156142113695,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.234409419211707,0.2502738863243475,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
118,0.257014986606389,0.258190994184463,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2.04557638424752,0.2821005914665365,AR,2023-06-26,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
122,0.466657085847658,0.253647185526448,AR,2023-06-27,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
123,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.03272602308064,0.1956614646011005,AZ,2023-05-21,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1
128,1.40271252049034,0.203364381391265,AZ,2023-05-22,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1
129,1.18334918334639,0.170967330513129,AZ,2023-05-23,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
130,1.25551359369596,0.276873916512091,AZ,2023-05-24,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
131,0.496374250005336,0.061959145530239,AZ,2023-05-25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
132,0.877678014480169,0.2779709198282255,AZ,2023-05-26,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
133,0.537675060008436,0.068504824317077,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
134,2.12284527853553,0.299156796240702,AZ,2023-05-28,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1
135,1.48890194828214,0.2973320404082105,AZ,2023-05-29,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0
136,1.61795190097044,0.3554401453524955,AZ,2023-05-30,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
137,1.77594289597992,0.224772697371176,AZ,2023-05-31,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0
138,2.01532278842189,0.4342848268205145,AZ,2023-06-01,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1
139,0.795604438961643,0.286670751634836,AZ,2023-06-02,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
140,0.794083940760544,0.221412885990908,AZ,2023-06-03,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
141,0.939723763407133,0.2002661112634985,AZ,2023-06-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
142,0.725492328316963,0.233835055747599,AZ,2023-06-05,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
143,1.13980730296006,0.3793723851847805,AZ,2023-06-06,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
144,1.13342578222648,0.2838374179163575,AZ,2023-06-07,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1
145,1.67475343433702,0.3645192541451485,AZ,2023-06-08,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1
146,1.19407033632276,0.3918411875491915,AZ,2023-06-09,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
147,0.977345238767963,0.4324920042961865,AZ,2023-06-10,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
148,1.19825735466944,0.230499845448312,AZ,2023-06-11,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
149,1.21244932538498,0.350702680276076,AZ,2023-06-12,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1
150,2.46971310589419,0.4531932667497235,AZ,2023-06-13,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1
151,2.64990804474883,0.300493785285106,AZ,2023-06-14,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
152,1.36294088782934,0.63334386510557,AZ,2023-06-15,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0
153,1.1409965625589,0.2559886242802155,AZ,2023-06-16,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
154,0.586343274397129,0.334721626180067,AZ,2023-06-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
155,7.14451629188577,0.4535422159677465,AZ,2023-06-18,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1
156,3.99038289404034,0.409379053045698,AZ,2023-06-19,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
157,3.57767538213656,0.4579963441595025,AZ,2023-06-20,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1
158,2.04141750436959,0.36619765759101,AZ,2023-06-21,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
159,2.16653757253585,0.412328233265635,AZ,2023-06-22,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1
160,0.313581902767978,0.2207441504270055,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
161,1.37896639196568,0.419103508318045,AZ,2023-06-24,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
162,1.39346312606198,0.367472218255448,AZ,2023-06-25,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
163,2.96335678902358,0.370025944542626,AZ,2023-06-26,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1
164,4.62561648543819,0.3601800457415125,AZ,2023-06-27,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1
165,1.98801202777903,0.3501582273225105,AZ,2023-06-28,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
166,2.85935317730709,0.3801047690830635,AZ,2023-06-29,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0
167,1.33218465446158,0.3817304524424745,AZ,2023-06-30,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
168,1.24409690860859,0.3085328084022315,AZ,2023-07-01,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
169,1.08782544776085,0.4533211948359575,CA,2023-05-21,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
170,1.60929348900026,0.2880829180907765,CA,2023-05-22,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
171,1.098582906927,0.279917430066436,CA,2023-05-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
172,1.51928917345284,0.2754802746046575,CA,2023-05-24,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0
173,2.12671767599621,0.2744763716369635,CA,2023-05-25,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1
174,1.93657019662293,0.3283848157927945,CA,2023-05-26,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
175,1.1318256020262,0.3112620380088895,CA,2023-05-27,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
176,1.55570955480552,0.420504095557967,CA,2023-05-28,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
177,1.79671134495931,0.483046243932758,CA,2023-05-29,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
178,2.20118809066201,0.2875664902050785,CA,2023-05-30,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1
179,1.80429118675494,0.320973020568596,CA,2023-05-31,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0
180,2.26607274266414,0.3195605252018795,CA,2023-06-01,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1
181,1.4370675242531,0.3711744359620275,CA,2023-06-02,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1
182,1.57370541644799,0.3050302652660865,CA,2023-06-03,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1
183,2.2465404843209,0.4349167232960515,CA,2023-06-04,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
184,1.50011984909412,0.296393616205075,CA,2023-06-05,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
185,2.06540827740898,0.40856798951136,CA,2023-06-06,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1
186,2.15833008843629,0.4024916972119115,CA,2023-06-07,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
187,0.904739273749534,0.3565501836864685,CA,2023-06-08,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
188,3.64012576710456,0.478119831774011,CA,2023-06-09,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1
189,1.26942027750869,0.60140040526837,CA,2023-06-10,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
190,0.768526273238291,0.344451905923162,CA,2023-06-11,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
191,1.78297528544482,0.372772659830128,CA,2023-06-12,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0
192,1.70381043208307,0.327327038654,CA,2023-06-13,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
193,2.87161101844949,0.395544830634488,CA,2023-06-14,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0
194,1.5067660088352,0.3588552848493945,CA,2023-06-15,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1
195,1.94909194124038,0.401253049462601,CA,2023-06-16,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0
196,1.40092428681315,0.496645140321669,CA,2023-06-17,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1
197,0.572484963673936,0.4168402976090505,CA,2023-06-18,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
198,2.51271180327475,0.3764831153293515,CA,2023-06-19,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0
199,2.82253552154664,0.391696128958818,CA,2023-06-20,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
