...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI
48,NA,NA,AL,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.206973789223699,0.1400471849044055,AL,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
52,NA,NA,AL,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.210346957267505,0.142626356349314,AL,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
56,NA,NA,AL,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.674902267356687,0.480902744080098,AL,2023-12-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
58,NA,NA,AL,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.683949373351154,0.488827654270808,AL,2023-12-07,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,NA,NA,AL,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.251012116722573,0.169899376138928,AL,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
66,NA,NA,AL,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.853752662674247,0.4136373637336135,AL,2023-12-15,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
70,NA,NA,AL,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.898351955867938,0.636293395930705,AL,2023-12-18,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
73,NA,NA,AL,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.48907782967444,0.341104563809515,AL,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,NA,NA,AL,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.463497025645347,0.328406004136776,AR,2023-11-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
87,0.647133061471198,0.372510511191971,AR,2023-11-21,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
88,NA,NA,AR,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.353034303419339,0.2450496546329845,AR,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
94,1.25235452540987,0.50293585845376,AR,2023-11-28,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
95,0.874570038145572,0.252622517824384,AR,2023-11-29,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,NA,NA,AR,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.649386036411434,0.4575985333727365,AR,2023-12-01,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0.483431483145277,0.3454738006593875,AR,2023-12-05,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
102,NA,NA,AR,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,1.65784480278413,0.582515494429315,AR,2023-12-07,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
104,NA,NA,AR,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.525719735475569,0.3726357497054285,AR,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
107,NA,NA,AR,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.882477004212076,0.4388084218790385,AR,2023-12-12,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1
109,0.831611795543191,0.591806179853705,AR,2023-12-13,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
110,2.3940096759769,0.4144143551181285,AR,2023-12-14,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0
111,0.35735331162105,0.2401348951952025,AR,2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
112,NA,NA,AR,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.97418202901183,0.542182436047315,AR,2023-12-18,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1
115,1.36721334797077,0.457067431359597,AR,2023-12-19,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1
116,NA,NA,AR,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2.43308941951661,0.533184732165645,AR,2023-12-21,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1
118,1.46077891204422,0.509209921092015,AR,2023-12-22,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1
119,NA,NA,AR,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.809564222488041,0.3907931836025205,AR,2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1
124,2.2167349735240802,0.473959657707235,AR,2023-12-28,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1
125,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.27684516952052,0.396352029172299,AZ,2023-11-19,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1
128,3.87466962234145,0.306109397251442,AZ,2023-11-20,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1
129,2.25480840018555,0.383189763578934,AZ,2023-11-21,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0
130,1.71295582692921,0.391713964205236,AZ,2023-11-22,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
131,0.938607078686857,0.432202363859882,AZ,2023-11-23,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1
132,2.26626811612936,0.3290840154315525,AZ,2023-11-24,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
133,1.79230340286171,0.3816714736994555,AZ,2023-11-25,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0
134,3.77146977268206,0.4633603143956865,AZ,2023-11-26,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0
135,2.28953740448164,0.3248767347788035,AZ,2023-11-27,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0
136,3.62096814485972,0.3509740414625965,AZ,2023-11-28,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0
137,2.9773452685474,0.340574165437658,AZ,2023-11-29,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1
138,0.807145673045604,0.3501226448991215,AZ,2023-11-30,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
139,1.14947578082637,0.332170222741681,AZ,2023-12-01,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
140,1.28460600451878,0.3221981874801575,AZ,2023-12-02,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0
141,2.72437764523805,0.331556775852604,AZ,2023-12-03,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
142,2.18064051523032,0.3646481435230165,AZ,2023-12-04,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1
143,4.91800087080486,0.306771260976832,AZ,2023-12-05,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0
144,2.88988215104647,0.40700231247928,AZ,2023-12-06,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0
145,1.89832849580106,0.303704153838598,AZ,2023-12-07,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0
146,0.860738402937291,0.3096516784800635,AZ,2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
147,1.26741998339227,0.205175498478656,AZ,2023-12-09,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1
148,1.11926136569558,0.4623031251068025,AZ,2023-12-10,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
149,2.05765603823552,0.402451741796414,AZ,2023-12-11,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1
150,4.0313437302593496,0.486664091076572,AZ,2023-12-12,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1
151,3.80063505159441,0.4354168319503795,AZ,2023-12-13,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0
152,2.56395511122065,0.404958859091071,AZ,2023-12-14,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1
153,1.32934258698461,0.379818151909914,AZ,2023-12-15,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
154,1.45361431243535,0.377754812612471,AZ,2023-12-16,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0
155,2.54464318590793,0.283173738813696,AZ,2023-12-17,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1
156,6.69880534249437,0.4183908582903645,AZ,2023-12-18,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1
157,2.45620496079343,0.3603548557292285,AZ,2023-12-19,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0
158,0.8293735497294,0.3369507726601485,AZ,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1
159,2.48132338363597,0.416502390971314,AZ,2023-12-21,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1
160,1.10111431585491,0.391186234684853,AZ,2023-12-22,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
161,1.67848298131013,0.3894430331816,AZ,2023-12-23,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1
162,1.91708099761574,0.3232590887101605,AZ,2023-12-24,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1
163,1.58423087214079,0.3288197999388415,AZ,2023-12-25,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1
164,2.26706860756011,0.3008451192803715,AZ,2023-12-26,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1
165,1.75509397453418,0.3197293550672585,AZ,2023-12-27,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1
166,1.36652170266522,0.323007853904332,AZ,2023-12-28,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1
167,0.88740684819587,0.352385849912517,AZ,2023-12-29,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
168,0.344351873783529,0.0903920407589685,AZ,2023-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
169,0.672875751814774,0.3590353691458485,CA,2023-11-19,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
170,1.97405649351085,0.287920776871217,CA,2023-11-20,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
171,1.84335972094291,0.347069303970619,CA,2023-11-21,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
172,1.61601065414336,0.3044512323906235,CA,2023-11-22,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
173,0.982602953597949,0.4371795608501285,CA,2023-11-23,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
174,1.38280613225548,0.3418590941296345,CA,2023-11-24,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0
175,1.8096129750435,0.3157019163095795,CA,2023-11-25,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1
176,1.09907006602898,0.2525794962436375,CA,2023-11-26,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1
177,2.33978523009604,0.3719877739735425,CA,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
178,2.48217065121573,0.3517506299294805,CA,2023-11-28,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
179,2.27946570985149,0.3278998390810675,CA,2023-11-29,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
180,3.19377434331376,0.294749406293327,CA,2023-11-30,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1
181,1.52260866078888,0.317356683919405,CA,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0
182,1.13061194195409,0.37043671218402,CA,2023-12-02,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0
183,1.31977351178662,0.2847448495877075,CA,2023-12-03,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
184,4.50913650623307,0.3832096801984465,CA,2023-12-04,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
185,2.73073485621605,0.340414251996575,CA,2023-12-05,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
