...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23G_95_CI,other_95_CI
63,NA,NA,AL,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.919492148246546,0.462503159002279,AL,2023-07-31,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
66,1.18754658341712,0.490934007298593,AL,2023-08-01,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1
67,0.867903275615034,0.415727958250078,AL,2023-08-02,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
68,0.70364975033769706,0.4874649238745635,AL,2023-08-03,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
69,0.771023266280653,0.545888862884275,AL,2023-08-04,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
70,NA,NA,AL,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.770043923377166,0.550944375196955,AL,2023-08-08,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
74,0.741569907088188,0.51487421388822,AL,2023-08-09,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
75,0.736676516032641,0.51917843075148,AL,2023-08-10,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
76,NA,NA,AL,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.430222716148885,0.2772459411078525,AL,2023-08-14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
80,NA,NA,AL,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.78588146174622,0.432232382515587,AL,2023-08-16,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
82,0.848164335801936,0.4160704345428615,AL,2023-08-17,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
83,0.774804916278169,0.2980000986289025,AL,2023-08-18,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
84,1.0220810481537,0.290291812577523,AL,2023-08-19,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
85,NA,NA,AR,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1.68478677657913,0.512773488937785,AR,2023-07-10,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
87,NA,NA,AR,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0.371029619538647,0.267222911430226,AR,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
90,NA,NA,AR,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.406936784748563,0.2957512174405345,AR,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,NA,NA,AR,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.823069003759174,0.4264582848800905,AR,2023-07-19,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
96,NA,NA,AR,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.429206646143823,0.3162428291349245,AR,2023-07-21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
98,NA,NA,AR,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.650583295832098,0.361616104849466,AR,2023-07-26,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
103,NA,NA,AR,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.978103711543111,0.3772761343325445,AR,2023-07-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
105,NA,NA,AR,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.409840151098729,0.299095694667714,AR,2023-07-31,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
108,1.53948774543592,0.4318097599975835,AR,2023-08-01,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1
109,1.25681654956149,0.362900465208377,AR,2023-08-02,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
110,NA,NA,AR,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.713174011982634,0.510502246807375,AR,2023-08-04,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
112,NA,NA,AR,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.53069253473192,0.336395191462567,AR,2023-08-07,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
115,1.77666430158966,0.3892710445510725,AR,2023-08-08,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
116,1.12545884357969,0.402976820735685,AR,2023-08-09,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
117,0.651739683864257,0.467454494800045,AR,2023-08-10,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
118,0.660294873628294,0.391118087664329,AR,2023-08-11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
119,NA,NA,AR,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.698936602820997,0.4047528119573115,AR,2023-08-14,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
122,0.454868736891543,0.2998949461591825,AR,2023-08-15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
123,1.48293008228844,0.452553687949655,AR,2023-08-16,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1
124,1.50440566120314,0.3719003052429545,AR,2023-08-17,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
125,1.49255552892425,0.473482786585479,AR,2023-08-18,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1
126,0.739422494454967,0.52826224155236,AR,2023-08-19,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
127,4.14547691770396,0.397393386981716,AZ,2023-07-09,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1
128,1.85387190484688,0.382080284082811,AZ,2023-07-10,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1
129,2.322273568673,0.3861322079051775,AZ,2023-07-11,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1
130,2.16345687707929,0.3786119348925655,AZ,2023-07-12,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1
131,2.85793590698412,0.3674796016812045,AZ,2023-07-13,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0
132,1.07574673875286,0.3930431957500335,AZ,2023-07-14,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
133,1.83035548129502,0.415746607680881,AZ,2023-07-15,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
134,2.05960813666666,0.362413630508852,AZ,2023-07-16,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
135,3.77333349450593,0.391343921852869,AZ,2023-07-17,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0
136,1.75674843347547,0.396003637346079,AZ,2023-07-18,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
137,2.40717927352777,0.370941112837455,AZ,2023-07-19,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
138,1.1557678929117,0.394750864889133,AZ,2023-07-20,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
139,1.6251143726087,0.3616589578121495,AZ,2023-07-21,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
140,1.36006940316556,0.3654148878970655,AZ,2023-07-22,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
141,0.673968589988666,0.372364633373021,AZ,2023-07-23,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
142,2.91686938412383,0.397263748831566,AZ,2023-07-24,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1
143,3.47862352817357,0.423470237744354,AZ,2023-07-25,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
144,1.77776152373385,0.417808816148317,AZ,2023-07-26,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1
145,1.59494797527526,0.4467734259752285,AZ,2023-07-27,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
146,1.05380336521596,0.3905845201839955,AZ,2023-07-28,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
147,0.709451927675979,0.390018795452628,AZ,2023-07-29,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
148,5.26964081934837,0.384195615096856,AZ,2023-07-30,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
149,1.60444511192936,0.4068175479492405,AZ,2023-07-31,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1
150,2.09570863327313,0.392456618356914,AZ,2023-08-01,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1
151,1.82831566819066,0.381814778909424,AZ,2023-08-02,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
152,2.3857629690789,0.389814282780915,AZ,2023-08-03,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1
153,0.6613795581063,0.3949801599920165,AZ,2023-08-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
154,2.07198222719146,0.398327542549431,AZ,2023-08-05,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
155,1.02277801990437,0.391003020181401,AZ,2023-08-06,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1
156,3.24818759821868,0.395425098497738,AZ,2023-08-07,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1
157,4.95099140814867,0.4051251317773225,AZ,2023-08-08,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1
158,2.78531302049337,0.42317560239928,AZ,2023-08-09,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1
159,1.06705881057301,0.459123201047662,AZ,2023-08-10,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1
160,0.91722992947067306,0.4538307683062935,AZ,2023-08-11,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1
161,0.431665327097983,0.3079637566063785,AZ,2023-08-12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
162,2.45961137798417,0.3980662747083875,AZ,2023-08-13,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1
163,10.4420432864201,0.45882193324785,AZ,2023-08-14,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
164,2.32282518956417,0.370148381789607,AZ,2023-08-15,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
165,3.48371961378742,0.384423576534866,AZ,2023-08-16,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1
166,2.28703643052517,0.4923086741173665,AZ,2023-08-17,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
167,2.01160428301464,0.4492079393261445,AZ,2023-08-18,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1
168,1.26749383445032,0.4169302575910005,AZ,2023-08-19,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
169,0.727297151320455,0.401289155868009,CA,2023-07-09,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
170,3.02821702964942,0.403064469815231,CA,2023-07-10,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1
171,1.78830727344876,0.4112263892453565,CA,2023-07-11,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
172,1.59653485395022,0.3995180949192215,CA,2023-07-12,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1
173,2.01597141331318,0.3987582210093675,CA,2023-07-13,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1
174,1.39601100354154,0.3949070647075335,CA,2023-07-14,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
175,1.18458560722242,0.4102079153287765,CA,2023-07-15,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
176,1.59988932305564,0.3819157466609075,CA,2023-07-16,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
177,1.72442716927487,0.41992780704582,CA,2023-07-17,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1
178,2.21269669435105,0.410418972154331,CA,2023-07-18,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
179,2.87885165848124,0.4029745217565425,CA,2023-07-19,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1
180,2.16087994848865,0.411012635994164,CA,2023-07-20,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
181,2.49119962845767,0.386174592955465,CA,2023-07-21,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
182,2.08986920618096,0.4006147280984055,CA,2023-07-22,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
183,1.98246057089851,0.4283915763579785,CA,2023-07-23,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1
184,4.91828805871232,0.4753555237597585,CA,2023-07-24,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
185,4.32350937223029,0.428983007352462,CA,2023-07-25,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1
186,3.22337803687984,0.4090984010912205,CA,2023-07-26,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1
187,3.16454486042388,0.415161418222898,CA,2023-07-27,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1
