...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24E_50_CI,recombinant_50_CI,X24G_50_CI,X24D_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24E_95_CI,recombinant_95_CI,X24G_95_CI,X24D_95_CI,other_95_CI
41,0.298823693278246,0.1930978320068915,AK,2024-08-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,NA,NA,AK,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.452686480353995,0.334779988381201,AL,2024-07-09,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
46,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.586459317097781,0.394817735762175,AL,2024-07-16,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
53,0.491413403537072,0.3685252755267495,AL,2024-07-17,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
54,NA,NA,AL,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.507782840654856,0.3319160855148775,AL,2024-07-24,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
61,NA,NA,AL,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.541434476627634,0.4161150882777165,AL,2024-07-26,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
63,NA,NA,AL,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.802350698732376,0.594546760856705,AL,2024-08-02,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
70,0.621858468416599,0.466156295722543,AL,2024-08-03,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
71,NA,NA,AL,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.979978918078916,0.53087626513171,AL,2024-08-08,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1
76,NA,NA,AL,2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,1.24095286068798,0.404752891015443,AL,2024-08-13,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
81,NA,NA,AL,2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.884383061405946,0.65322323385951,AL,2024-08-15,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
83,NA,NA,AL,2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.451127507902894,0.3204558445383765,AR,2024-07-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,0.537335986772438,0.443345929084985,AR,2024-07-09,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
88,0.549375978792958,0.444313803860817,AR,2024-07-10,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
89,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.515522435565602,0.3734368100888035,AR,2024-07-17,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
96,NA,NA,AR,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.625451193247863,0.382223779559409,AR,2024-07-19,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
98,NA,NA,AR,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1.043053166133,0.4204773729028845,AR,2024-07-22,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
101,0.52391911646698,0.3741963831079725,AR,2024-07-23,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
102,1.17595557324786,0.424960410069466,AR,2024-07-24,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
103,NA,NA,AR,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.578605312420803,0.4798923107541465,AR,2024-07-26,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
105,NA,NA,AR,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.77493250493978,0.4901617948937285,AR,2024-07-29,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1
108,0.609310886976126,0.4937943912802485,AR,2024-07-30,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
109,NA,NA,AR,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.682311898068113,0.504079387499555,AR,2024-08-05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,0.660196450376984,0.398542849680487,AR,2024-08-06,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
116,0.550464357509191,0.409040595915982,AR,2024-08-07,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
117,NA,NA,AR,2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.716617145075953,0.391732346737411,AR,2024-08-09,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
119,NA,NA,AR,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.39973319105839,0.40545475985688,AR,2024-08-12,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1
122,4.07961948210569,0.4452778898948125,AR,2024-08-13,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1
123,NA,NA,AR,2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,0.611056494166324,0.315905015410493,AR,2024-08-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125,NA,NA,AR,2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.842846566243518,0.3769090433740095,AZ,2024-07-07,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
128,7.83299554610127,0.3994377236966815,AZ,2024-07-08,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
129,4.01003782511969,0.3694929632057425,AZ,2024-07-09,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1
130,2.95496819430931,0.391602415920113,AZ,2024-07-10,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1
131,0.747520848801328,0.397566254543967,AZ,2024-07-11,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1
132,0.70393178003034,0.39848805479397,AZ,2024-07-12,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
133,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1.04674880573834,0.50810340851709,AZ,2024-07-14,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1
135,2.07005961347615,0.3925597602043105,AZ,2024-07-15,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
136,2.52508924511602,0.4063429594350445,AZ,2024-07-16,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1
137,3.39384886231479,0.4002344805418795,AZ,2024-07-17,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1
138,5.20673370575403,0.4697973592715265,AZ,2024-07-18,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1
139,1.06153908126807,0.461549800074519,AZ,2024-07-19,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
140,1.24758660095986,0.408634473201399,AZ,2024-07-20,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
141,4.20984612729798,0.496229750573412,AZ,2024-07-21,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1
142,4.59667419255345,0.4070585134634815,AZ,2024-07-22,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1
143,1.90859798322472,0.4118985300077195,AZ,2024-07-23,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1
144,5.94119488035861,0.461953729285511,AZ,2024-07-24,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
145,1.26039858661154,0.3984579212215685,AZ,2024-07-25,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
146,1.37492796375287,0.4388494843690465,AZ,2024-07-26,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
147,2.47023363323039,0.52424153938361,AZ,2024-07-27,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
148,2.53499488921543,0.426130494294508,AZ,2024-07-28,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0
149,5.02372782433769,0.433110304645717,AZ,2024-07-29,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1
150,2.3018473864104,0.4443080955614915,AZ,2024-07-30,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1
151,1.31009486551591,0.347004478250742,AZ,2024-07-31,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1
152,0.579416288584193,0.271765998186377,AZ,2024-08-01,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
153,0.739875254805295,0.517260450426715,AZ,2024-08-02,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
154,2.1514773027879,0.4034483684820115,AZ,2024-08-03,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1
155,2.3028671080763,0.497960797184042,AZ,2024-08-04,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
156,5.15365728317584,0.4910330853349835,AZ,2024-08-05,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1
157,6.53898531869419,0.4363186940737915,AZ,2024-08-06,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1
158,7.95985340260138,0.4477519800457815,AZ,2024-08-07,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
159,1.26088182524972,0.394262817610199,AZ,2024-08-08,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
160,2.06208593292168,0.393078877542662,AZ,2024-08-09,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
161,1.35211327546537,0.467164444444791,AZ,2024-08-10,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
162,1.41196293285529,0.432285711809761,AZ,2024-08-11,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
163,1.30817992990187,0.380137150507743,AZ,2024-08-12,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
164,6.65913864959126,0.4213619696585275,AZ,2024-08-13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
165,3.30417571254706,0.50501158115939,AZ,2024-08-14,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
166,3.57006295770376,0.4812626801545275,AZ,2024-08-15,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1
167,2.49068310165077,0.534743411148765,AZ,2024-08-16,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1
168,1.74423295100189,0.426675929909555,AZ,2024-08-17,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
169,5.72030139096088,0.3846421425011545,CA,2024-07-07,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1
170,8.62252049872701,0.402280116819316,CA,2024-07-08,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1
171,14.3873419644788,0.4051711943606655,CA,2024-07-09,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
172,9.10826992212349,0.411605879303152,CA,2024-07-10,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
173,10.506608988105,0.4113282976448415,CA,2024-07-11,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
174,9.92647610046993,0.3999747657310395,CA,2024-07-12,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
175,4.01938763354529,0.4082524154257435,CA,2024-07-13,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1
176,10.8291802585678,0.397270304915275,CA,2024-07-14,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
177,8.31519072611054,0.407230769485492,CA,2024-07-15,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
178,15.8432910341796,0.4188566260047465,CA,2024-07-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
179,5.81024464462934,0.405293216143026,CA,2024-07-17,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1
180,7.59550977906804,0.3934580852270705,CA,2024-07-18,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
181,3.66273129368972,0.407740174624719,CA,2024-07-19,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
182,3.44094236330635,0.3995984683717845,CA,2024-07-20,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
183,13.2583072845368,0.4282892755667685,CA,2024-07-21,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
184,17.6707809853882,0.4152220028528985,CA,2024-07-22,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
185,12.4367494795977,0.412867575199361,CA,2024-07-23,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
186,17.3869710685254,0.4356235509684905,CA,2024-07-24,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
187,11.2278533734741,0.4251661080405615,CA,2024-07-25,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
188,12.9694367269634,0.4354481101970205,CA,2024-07-26,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
189,8.08816322180592,0.421048214521652,CA,2024-07-27,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1
190,3.20266461912013,0.38452859975292347,CA,2024-07-28,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1
191,11.787570175807,0.438024145339558,CA,2024-07-29,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
192,14.179581142047,0.4363592372307355,CA,2024-07-30,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1
193,7.91898815536493,0.410815515033013,CA,2024-07-31,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
194,12.2952506067094,0.4240124361135315,CA,2024-08-01,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1
195,8.49953615843525,0.4245433305492065,CA,2024-08-02,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
196,3.47923016743101,0.3957521326487745,CA,2024-08-03,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
197,17.4118912821206,0.42565542705305,CA,2024-08-04,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1
198,33.5145954123687,0.439402800682727,CA,2024-08-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
199,16.5016442113595,0.431101835077705,CA,2024-08-06,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
200,19.2727099847591,0.43182044789128,CA,2024-08-07,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
201,10.0289181927609,0.4249144595560325,CA,2024-08-08,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
202,16.0624553914989,0.42466601193276,CA,2024-08-09,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
203,18.8293376465646,0.4606499933234265,CA,2024-08-10,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
204,19.1270812078257,0.464230422174663,CA,2024-08-11,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
205,24.4358447725452,0.4521673722452175,CA,2024-08-12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
206,16.3328877525425,0.47277926788813,CA,2024-08-13,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
207,10.3630077801927,0.425078470571794,CA,2024-08-14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
208,19.288411437157,0.4723990966856055,CA,2024-08-15,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
209,7.64589074307171,0.470558359740953,CA,2024-08-16,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1
210,10.9588835367795,0.4741024809519875,CA,2024-08-17,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
211,NA,NA,CO,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.434804032696222,0.323013561885171,CO,2024-07-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,NA,NA,CO,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0.433640318779265,0.3200202545444185,CO,2024-07-10,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
215,0.696644781015481,0.3899075866932125,CO,2024-07-11,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
216,0.585253968731693,0.432534235498136,CO,2024-07-12,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
