...1,es_score,brier_score,location,target_date,X21L_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23F_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X21L_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23F_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI
27,NA,NA,AK,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2024-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.129433308153951,0.0792946984080525,AK,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,0.830559592597882,0.289027979614353,AK,2024-01-05,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
35,NA,NA,AK,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.100511636724518,0.05641339263693,AK,2024-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,0.505964401070737,0.0517499692994515,AK,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
39,0.270218618019881,0.04746936558202895,AK,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
40,0.0893559665976207,0.04355061959376495,AK,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
41,NA,NA,AK,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.703580609218687,0.505067923489475,AL,2023-12-03,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
44,NA,NA,AL,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.730035467941771,0.512591082953605,AL,2023-12-07,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
48,NA,NA,AL,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.198281268993566,0.1503585233037185,AL,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,NA,NA,AL,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.804907772427182,0.3991794349623405,AL,2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1
56,NA,NA,AL,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.874271222313224,0.610553049104955,AL,2023-12-18,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
59,NA,NA,AL,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.375426183077303,0.2817956811727085,AL,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,NA,NA,AL,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.305483988604423,0.212590320989721,AL,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
74,1.02093147711756,0.49672927655088,AL,2024-01-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1
75,0.266983353732743,0.1927716225270725,AL,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
76,NA,NA,AL,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.954526731705659,0.3274677356087915,AL,2024-01-07,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
79,NA,NA,AL,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0.498776520576168,0.3509651546290995,AR,2023-12-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,NA,NA,AR,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1.62589471629995,0.570224274777345,AR,2023-12-07,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1
90,NA,NA,AR,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.531708010722262,0.379415370282521,AR,2023-12-10,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
93,NA,NA,AR,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,0.858916681994171,0.429258448993382,AR,2023-12-12,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1
95,0.813322959525085,0.58047091484706,AR,2023-12-13,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
96,2.46915679199541,0.4147639998418425,AR,2023-12-14,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1
97,0.349016409572764,0.2383546335357665,AR,2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
98,NA,NA,AR,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1.96672223257579,0.53520817899081,AR,2023-12-18,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0
101,1.41894263283409,0.455943955290453,AR,2023-12-19,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1
102,NA,NA,AR,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,2.46094854363046,0.524300606123,AR,2023-12-21,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1
104,1.47411210936724,0.501831147164605,AR,2023-12-22,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1
105,NA,NA,AR,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.7826216534244,0.3842621020183045,AR,2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
110,2.24675900195007,0.4608181778161235,AR,2023-12-28,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1
111,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,0.087820625644243,0.060573255939889,AR,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,0.443637529976613,0.0554605434433545,AR,2024-01-03,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
117,1.17257110213683,0.3283194243490795,AR,2024-01-04,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1
118,0.069918760850157,0.0465267479513958,AR,2024-01-05,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
119,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,1.12630161544731,0.79924217075369,AR,2024-01-10,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
124,0.135270248790663,0.02840685716672395,AR,2024-01-11,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
125,0.982727915593897,0.419276559320627,AR,2024-01-12,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
126,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.6353530817417,0.3273134578895525,AZ,2023-12-03,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0
128,2.59169296605928,0.3678051798258765,AZ,2023-12-04,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1
129,4.29304537950751,0.3016954649750885,AZ,2023-12-05,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
130,2.5708237744378,0.403819102218389,AZ,2023-12-06,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
131,1.69605641048602,0.29898541656754,AZ,2023-12-07,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0
132,0.721780276839893,0.2893397100337315,AZ,2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
133,1.09310781733526,0.174089039794898,AZ,2023-12-09,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,1.06350949627787,0.451432787860206,AZ,2023-12-10,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1
135,1.65944655355819,0.395178251134138,AZ,2023-12-11,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
136,3.51172560319396,0.472039960072453,AZ,2023-12-12,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0
137,2.83406550801054,0.417774455464727,AZ,2023-12-13,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0
138,2.09535725434618,0.3731680581296515,AZ,2023-12-14,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0
139,1.05840654305684,0.3627046059242505,AZ,2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1
140,2.07478871012574,0.3946892210236055,AZ,2023-12-16,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0
141,2.02021536185589,0.2570446807691275,AZ,2023-12-17,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
142,4.53339430070077,0.4067501194048625,AZ,2023-12-18,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
143,4.43105286006368,0.386204459481582,AZ,2023-12-19,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1
144,1.02269998722087,0.345573465235037,AZ,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
145,1.63086262040815,0.3872547981918025,AZ,2023-12-21,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1
146,0.955267388526896,0.381633062748191,AZ,2023-12-22,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0
147,1.1332330430994,0.3402367557513295,AZ,2023-12-23,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
148,2.36739663681732,0.3385121326857025,AZ,2023-12-24,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1
149,2.29068680700349,0.3583178258705105,AZ,2023-12-25,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1
150,5.39353386155057,0.323975640481096,AZ,2023-12-26,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
151,2.29349759144273,0.332913268029443,AZ,2023-12-27,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1
152,1.04310325363039,0.3119915658397225,AZ,2023-12-28,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1
153,0.78918685145595,0.3458586293292745,AZ,2023-12-29,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1
154,0.613260540916412,0.1719567792729795,AZ,2023-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,1.27322213039731,0.2009051811227665,AZ,2023-12-31,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1
156,3.47940442110349,0.3098125009564615,AZ,2024-01-01,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
157,2.87226389073098,0.3039281812969595,AZ,2024-01-02,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
158,0.820328426867234,0.313570125930006,AZ,2024-01-03,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
159,0.863656153853381,0.246268340332256,AZ,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
160,0.367304141782141,0.2361638526460625,AZ,2024-01-05,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
161,1.33512447590766,0.1521059536279375,AZ,2024-01-06,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0
162,1.57467198653976,0.093923720907006,AZ,2024-01-07,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1
163,1.89253812735478,0.1815752329672275,AZ,2024-01-08,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1
164,1.97552114569457,0.195771818686875,AZ,2024-01-09,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1
165,0.285684223086939,0.0743542803190175,AZ,2024-01-10,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
166,1.57511882376649,0.3141632575922215,AZ,2024-01-11,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1
167,0.772350486760006,0.2176773175587215,AZ,2024-01-12,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
168,0.957648316138163,0.1721289569338645,AZ,2024-01-13,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1
169,1.27709154740053,0.2818695997305265,CA,2023-12-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
170,4.31196838185819,0.3771788390593495,CA,2023-12-04,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
171,2.2326577177454,0.3369656234887405,CA,2023-12-05,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
172,3.17400360868304,0.410837823842521,CA,2023-12-06,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
173,2.66721828514195,0.540229177631425,CA,2023-12-07,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
174,1.0641760769124,0.384713773820679,CA,2023-12-08,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
175,1.17129715371354,0.393313644561525,CA,2023-12-09,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
176,2.06884188791836,0.391441782974484,CA,2023-12-10,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0
177,2.82728580906322,0.342137220714292,CA,2023-12-11,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
178,2.90231225804365,0.348227789121307,CA,2023-12-12,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
179,5.55810469831049,0.3497504565128455,CA,2023-12-13,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
180,3.14383556942585,0.3741491377697395,CA,2023-12-14,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
181,2.04189129969765,0.3833946187599975,CA,2023-12-15,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0
182,2.77130058912887,0.3176631288102285,CA,2023-12-16,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0
183,0.776518301718541,0.268404229112047,CA,2023-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
184,2.72128277337491,0.322335825624882,CA,2023-12-18,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
185,2.14731265816526,0.3251756225092915,CA,2023-12-19,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
