"","es_score","brier_score","location","target_date","X22F_50_CI","X23B_50_CI","X23D_50_CI","X23E_50_CI","X23F_50_CI","X23G_50_CI","recombinant_50_CI","other_50_CI","X23A_50_CI","X22F_95_CI","X23B_95_CI","X23D_95_CI","X23E_95_CI","X23F_95_CI","X23G_95_CI","recombinant_95_CI","other_95_CI","X23A_95_CI"
"28",NA,NA,"AK",2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2023-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2023-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",0.692387094884592,0.974477587703352,"AK",2023-09-06,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"33",NA,NA,"AK",2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2023-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2023-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",0.877034468425661,1.24167578558414,"AK",2023-09-14,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
"41",NA,NA,"AK",2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",0.742727992509727,1.04573478020741,"AL",2023-08-08,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"46",0.663794680761158,0.94230081886658,"AL",2023-08-09,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
"47",0.657661038546926,0.950177632553983,"AL",2023-08-10,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
"48",NA,NA,"AL",2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0.429232851597068,0.604789556203381,"AL",2023-08-14,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"52",NA,NA,"AL",2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",0.738903859957318,0.806978815447861,"AL",2023-08-16,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"54",0.759262975135702,0.806328753653404,"AL",2023-08-17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"55",0.884545134182408,0.650437684165965,"AL",2023-08-18,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"56",1.01913185691238,0.614678352672764,"AL",2023-08-19,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"57",1.01963805311532,0.706205924645554,"AL",2023-08-20,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
"58",NA,NA,"AL",2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",0.44353552872183,0.623174726143389,"AL",2023-08-22,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"60",0.7221205976481,0.787251481910003,"AL",2023-08-23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"61",1.65557054433581,0.960941642587331,"AL",2023-08-24,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
"62",0.708114062840783,0.781902250849943,"AL",2023-08-25,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"63",0.645352982305085,0.912058846958798,"AL",2023-08-26,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"64",NA,NA,"AL",2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.820317121019113,0.710073752085944,"AL",2023-08-28,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"66",0.69001048075818,0.968152904479284,"AL",2023-08-29,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"67",1.08557762925293,0.929353712494082,"AL",2023-08-30,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0
"68",NA,NA,"AL",2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",0.457755889235921,0.625089088807157,"AL",2023-09-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"70",0.480409520959237,0.670857424718688,"AL",2023-09-02,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"71",NA,NA,"AL",2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",0.492245512661099,0.682297561020176,"AL",2023-09-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"73",0.490825939212333,0.688331749254824,"AL",2023-09-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"74",1.21601137330064,0.794939208972191,"AL",2023-09-06,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"75",NA,NA,"AL",2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",0.504724377516847,0.721584411230872,"AL",2023-09-10,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"79",0.34027890324508,0.482043664001471,"AL",2023-09-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"80",NA,NA,"AL",2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",0.538322598642062,0.743931339852396,"AL",2023-09-13,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"82",0.541289943958548,0.751765253415459,"AL",2023-09-14,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"83",NA,NA,"AL",2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.577474776010931,0.829597520151512,"AR",2023-08-07,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"87",1.6049736909082,0.696405773801754,"AR",2023-08-08,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
"88",1.32464930480929,0.86694966692682,"AR",2023-08-09,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0
"89",0.670026525953307,0.950177632553983,"AR",2023-08-10,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
"90",0.712243896064854,0.779675412611963,"AR",2023-08-11,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0
"91",NA,NA,"AR",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.733954341829949,0.792735022447516,"AR",2023-08-14,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1
"94",0.552439299531821,0.681078694221676,"AR",2023-08-15,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"95",1.51658164033547,0.919974297728174,"AR",2023-08-16,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
"96",1.57704993452027,0.708206446411642,"AR",2023-08-17,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
"97",1.45953764161423,0.894254952957117,"AR",2023-08-18,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
"98",0.669543402297827,0.94673627602292,"AR",2023-08-19,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"99",NA,NA,"AR",2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1.97094211412607,0.784109407424816,"AR",2023-08-21,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0
"101",0.47703124765491,0.687068746359301,"AR",2023-08-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"102",1.88549854718686,0.714678082800808,"AR",2023-08-23,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1
"103",1.81415553151133,0.909644296131531,"AR",2023-08-24,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"104",0.448588174355066,0.633603848940332,"AR",2023-08-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"105",NA,NA,"AR",2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",0.451870535737954,0.641631773187017,"AR",2023-08-27,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"107",2.33078071546468,0.757525145926159,"AR",2023-08-28,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0
"108",2.92918471077224,0.717380302714995,"AR",2023-08-29,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0
"109",1.62018831893019,0.859039606620821,"AR",2023-08-30,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"110",0.942733310083341,0.956413959575522,"AR",2023-08-31,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"111",NA,NA,"AR",2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2023-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",1.71370064949621,0.675223591675295,"AR",2023-09-05,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1
"116",0.689032617040786,0.764377271280915,"AR",2023-09-06,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"117",0.818666691630656,0.85040234072339,"AR",2023-09-07,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"118",1.89275372265368,0.879334100522501,"AR",2023-09-08,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
"119",NA,NA,"AR",2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2.35662385736903,0.898420208753478,"AR",2023-09-11,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
"122",0.877449715967289,0.648181497468771,"AR",2023-09-12,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"123",1.1305954439001,1.10275813482396,"AR",2023-09-13,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0
"124",0.738015097345409,1.03277953064404,"AR",2023-09-14,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"125",0.772134648445887,0.442103699176393,"AR",2023-09-15,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"126",NA,NA,"AR",2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.08043811595837,0.785027730249205,"AZ",2023-08-06,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1
"128",3.52661980345108,0.792969353474005,"AZ",2023-08-07,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
"129",6.54499663403474,0.831658563803919,"AZ",2023-08-08,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"130",1.60399299618282,0.815828021509876,"AZ",2023-08-09,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0
"131",0.863332092290313,0.831943761459794,"AZ",2023-08-10,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
"132",0.852076316953658,0.864934015107944,"AZ",2023-08-11,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0
"133",0.427228218014626,0.602318536785634,"AZ",2023-08-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"134",2.34532605342556,0.787740519120313,"AZ",2023-08-13,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0
"135",8.43469239108254,0.885455799207758,"AZ",2023-08-14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
"136",3.34661321532918,0.763547978913232,"AZ",2023-08-15,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0
"137",2.97211026534147,0.74762449083755,"AZ",2023-08-16,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0
"138",1.85185152934401,0.91287942954905,"AZ",2023-08-17,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1
"139",1.5514077273692,0.849997502080382,"AZ",2023-08-18,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0
"140",1.29913823679849,0.841275665997853,"AZ",2023-08-19,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
"141",2.03910866082397,0.8113006667917,"AZ",2023-08-20,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1
"142",3.43906658838801,0.752664188498131,"AZ",2023-08-21,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
"143",3.34525348338757,0.757827959100468,"AZ",2023-08-22,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0
"144",2.96663521411728,0.738198027291853,"AZ",2023-08-23,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0
"145",2.86122741025478,0.875751182526824,"AZ",2023-08-24,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
"146",0.942283235360219,0.873777187824533,"AZ",2023-08-25,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0
"147",1.5437396009116,0.839537571931086,"AZ",2023-08-26,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
"148",2.92258397671377,0.849711993847608,"AZ",2023-08-27,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1
"149",4.5729739288267,0.740682369208777,"AZ",2023-08-28,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
"150",1.44976635304669,0.840400342242087,"AZ",2023-08-29,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0
"151",1.60119599751153,0.748390296630908,"AZ",2023-08-30,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"152",1.25540267250805,1.00254898432297,"AZ",2023-08-31,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0
"153",0.406536873456815,0.584724433441377,"AZ",2023-09-01,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"154",NA,NA,"AZ",2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",2.43611878378146,0.776879973876331,"AZ",2023-09-03,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
"156",5.30780903882963,0.808536522906317,"AZ",2023-09-04,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
"157",2.9504509147229,0.772349997783932,"AZ",2023-09-05,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0
"158",NA,NA,"AZ",2023-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",NA,NA,"AZ",2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",NA,NA,"AZ",2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",2.14768888299756,1.05846683897512,"AZ",2023-09-09,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0
"162",2.15047290009017,0.781270239639958,"AZ",2023-09-10,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0
"163",5.33628678796039,0.765983888514466,"AZ",2023-09-11,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0
"164",3.3063189119734,0.788470013366122,"AZ",2023-09-12,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0
"165",1.81868181076368,0.809269955998875,"AZ",2023-09-13,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0
"166",1.55733680150593,0.940124147461171,"AZ",2023-09-14,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
"167",0.952367874211172,0.717685429761347,"AZ",2023-09-15,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"168",1.28474815436558,0.762336241124409,"AZ",2023-09-16,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1
"169",0.94319589967745,0.867745652973125,"CA",2023-08-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"170",2.44844459262234,0.827430540529682,"CA",2023-08-07,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
"171",2.72152206172308,0.816801790847415,"CA",2023-08-08,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0
"172",1.97089504830266,0.820396827022757,"CA",2023-08-09,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
"173",3.93548691490284,0.840329262097292,"CA",2023-08-10,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"174",2.22139639801663,0.794092466622829,"CA",2023-08-11,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
"175",2.66728925715085,0.827210146029898,"CA",2023-08-12,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0
"176",1.76943712625028,0.851305006636915,"CA",2023-08-13,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0
"177",3.76138230138046,0.826797197706381,"CA",2023-08-14,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0
"178",3.34192329476827,0.820744073965733,"CA",2023-08-15,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0
"179",9.05410838211794,0.867697396773759,"CA",2023-08-16,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
"180",8.83512541603572,0.870123094283492,"CA",2023-08-17,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"181",8.36572811491207,0.816711374227328,"CA",2023-08-18,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
"182",2.97776601085411,0.839359658301183,"CA",2023-08-19,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1
"183",2.19279664032681,0.857129466683803,"CA",2023-08-20,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1
"184",6.15686441323222,0.803601310516891,"CA",2023-08-21,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"185",5.14330740596983,0.85985720622252,"CA",2023-08-22,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0
"186",4.15671782180736,0.811038075903529,"CA",2023-08-23,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
"187",5.51419944372132,0.816409498538432,"CA",2023-08-24,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
"188",2.99935176177534,0.809282105153397,"CA",2023-08-25,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1
"189",2.71062932534366,0.800892749316314,"CA",2023-08-26,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0
"190",2.18271558943199,0.766983110676334,"CA",2023-08-27,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0
"191",8.81112498349887,0.847992007773059,"CA",2023-08-28,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"192",3.603710883555,0.784922034356438,"CA",2023-08-29,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"193",14.1456782296363,0.800447321298538,"CA",2023-08-30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0
"194",5.59009893735358,0.796156618024985,"CA",2023-08-31,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0
"195",4.37456499802162,0.786960131300787,"CA",2023-09-01,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0
"196",1.43933497016081,0.814969055759656,"CA",2023-09-02,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
"197",1.63447577384163,0.877013236026359,"CA",2023-09-03,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
