...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,X23H_50_CI,recombinant_50_CI,other_50_CI,X23B_50_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,X23H_95_CI,recombinant_95_CI,other_95_CI,X23B_95_CI
33,NA,NA,AK,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2023-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1.18757508483501,0.2317943656276665,AL,2023-10-17,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
53,0.669056816029851,0.176651330822461,AL,2023-10-18,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
54,2.31881306154112,0.4868689113056815,AL,2023-10-19,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0
55,1.18763838823724,0.259024704214293,AL,2023-10-20,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
56,0.242118254907975,0.169073487572841,AL,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,1.20261312958809,0.3778841521903755,AL,2023-10-22,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
58,0.876691825543988,0.29878814752063,AL,2023-10-23,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
59,0.841036934903862,0.59754648532861,AL,2023-10-24,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
60,1.0587608309652,0.159751712870542,AL,2023-10-25,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
61,1.13907725570155,0.55125566035224,AL,2023-10-26,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
62,NA,NA,AL,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.858286847238306,0.608750280046965,AL,2023-10-30,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
66,0.2090112466999,0.147616299484899,AL,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,0.209684087086676,0.1458267577081015,AL,2023-11-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,NA,NA,AL,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.512465456495348,0.3200162217545145,AL,2023-11-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
70,NA,NA,AL,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.202760733883327,0.1379643259360945,AL,2023-11-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
73,NA,NA,AL,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.198777035700349,0.1341706333371515,AL,2023-11-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,NA,NA,AL,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.189417812773215,0.130282591533749,AL,2023-11-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.587762458249318,0.4132377332973935,AR,2023-10-08,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
86,2.00774476468607,0.416330253027762,AR,2023-10-09,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
87,2.00471246234748,0.4194477770419465,AR,2023-10-10,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0
88,2.39126089234789,0.3772867038978,AR,2023-10-11,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0
89,0.923477286936621,0.315895012149809,AR,2023-10-12,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
90,2.88758054256288,0.4583842364038305,AR,2023-10-13,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0
91,NA,NA,AR,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,4.49522383312967,0.4590861775221295,AR,2023-10-16,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0
94,0.692561424870246,0.4964045741816955,AR,2023-10-17,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
95,NA,NA,AR,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,2.89925738313439,0.448378406034371,AR,2023-10-19,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0
97,0.646537697078255,0.451660318581149,AR,2023-10-20,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
98,0.642608248134053,0.4549495273692645,AR,2023-10-21,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
99,NA,NA,AR,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3.49597055422717,0.53536934104439,AR,2023-10-23,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0
101,0.230834202455786,0.1619944661600215,AR,2023-10-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
102,1.15498609277293,0.557846537946855,AR,2023-10-25,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
103,NA,NA,AR,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.487564559869889,0.3150945954022495,AR,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
105,NA,NA,AR,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.726505435321221,0.52873862131824,AR,2023-10-30,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
108,NA,NA,AR,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.924395617859267,0.652273898947395,AR,2023-11-01,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
110,NA,NA,AR,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.741735596150254,0.538627740975735,AR,2023-11-03,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
112,NA,NA,AR,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.62564914610194,0.340219478298757,AR,2023-11-06,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0
115,0.765471233324416,0.548318570408315,AR,2023-11-07,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
116,0.713790835154414,0.513405005576655,AR,2023-11-08,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
117,NA,NA,AR,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.191498219918454,0.1288722209573445,AR,2023-11-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,NA,NA,AR,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,3.17005429055774,0.363493606678814,AZ,2023-10-08,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
128,2.53468147254347,0.3547139935279535,AZ,2023-10-09,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0
129,2.49379560057225,0.3625079414125495,AZ,2023-10-10,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
130,1.00207971301272,0.321935201500789,AZ,2023-10-11,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0
131,0.593248433056667,0.4257519367041125,AZ,2023-10-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
132,1.27042548726611,0.60927787713626,AZ,2023-10-13,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
133,1.34025867822849,0.392600948539515,AZ,2023-10-14,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
134,2.13168487350451,0.418372050384956,AZ,2023-10-15,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0
135,2.58302866232888,0.343449834151524,AZ,2023-10-16,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0
136,3.38457856755367,0.3496573373775235,AZ,2023-10-17,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
137,3.30801522576123,0.3235689812336085,AZ,2023-10-18,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0
138,3.32359776673594,0.428569269019525,AZ,2023-10-19,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0
139,1.58840815746336,0.330071089881354,AZ,2023-10-20,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0
140,1.67088979049891,0.314804158768583,AZ,2023-10-21,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
141,2.35654908986593,0.333933194135204,AZ,2023-10-22,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0
142,5.38215732061613,0.3862779405515055,AZ,2023-10-23,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0
143,2.65144391588534,0.294031934037689,AZ,2023-10-24,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0
144,1.16409372938544,0.323552351113015,AZ,2023-10-25,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0
145,0.224232752537191,0.1575696177158125,AZ,2023-10-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
146,1.61353747820645,0.3470236111211485,AZ,2023-10-27,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
147,1.87300098981368,0.4607357752282095,AZ,2023-10-28,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0
148,1.83850939578061,0.328068659443869,AZ,2023-10-29,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1
149,2.75252634499038,0.367656230028094,AZ,2023-10-30,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0
150,2.24183452435119,0.3630209398212375,AZ,2023-10-31,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
151,1.44484046204223,0.3312457771972795,AZ,2023-11-01,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
152,2.3862100082314,0.351253011805091,AZ,2023-11-02,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
153,1.92508796320467,0.4016051856460855,AZ,2023-11-03,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
154,0.886717663142093,0.388241861042436,AZ,2023-11-04,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,3.1857240606434,0.3815809256498855,AZ,2023-11-05,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1
156,3.35338601757226,0.353457520315447,AZ,2023-11-06,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
157,1.78412789675433,0.316914743971253,AZ,2023-11-07,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0
158,2.89269043792109,0.3848310662779545,AZ,2023-11-08,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
159,1.55051850532368,0.3625960969460395,AZ,2023-11-09,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
160,1.79340023021565,0.3958805379054705,AZ,2023-11-10,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0
161,1.49250395975614,0.3580238645037455,AZ,2023-11-11,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
162,4.86020564683536,0.3314064260671035,AZ,2023-11-12,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0
163,2.50796692836819,0.309988752958602,AZ,2023-11-13,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
164,3.71911928537126,0.393929653082263,AZ,2023-11-14,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1
165,1.66805339768608,0.3084424641013315,AZ,2023-11-15,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
166,1.30017094446963,0.128307061396199,AZ,2023-11-16,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
167,0.770454540086606,0.54026186528947,AZ,2023-11-17,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
168,1.44005692749281,0.4467335781004675,AZ,2023-11-18,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
169,0.734257293295624,0.3007181445862135,CA,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
170,2.17490624580019,0.344503640808298,CA,2023-10-09,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
171,3.26601038855906,0.38839795725221,CA,2023-10-10,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1
172,2.9738476226676,0.376110369099685,CA,2023-10-11,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0
173,1.64822685974174,0.333102514744863,CA,2023-10-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0
174,2.31353301331692,0.3785888207674535,CA,2023-10-13,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
175,1.45833917669324,0.363041853893106,CA,2023-10-14,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1
176,1.86383547741932,0.420942319184361,CA,2023-10-15,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
177,3.61062713020559,0.3554388679109975,CA,2023-10-16,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1.8714271229365,0.3518381234003825,CA,2023-10-17,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0
179,5.26547186157865,0.412602730319606,CA,2023-10-18,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
180,2.07454687942916,0.3817028818179045,CA,2023-10-19,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
181,1.48895762563853,0.3939869159514435,CA,2023-10-20,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1
182,0.634407831799672,0.4549495273692645,CA,2023-10-21,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
183,0.650313881706064,0.3778841521903755,CA,2023-10-22,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
184,2.60709650596953,0.3504874223098835,CA,2023-10-23,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
185,1.65024233269941,0.3303664372223005,CA,2023-10-24,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0
186,2.34440390929391,0.4295699285326895,CA,2023-10-25,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0
