...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24E_50_CI,X24G_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24E_95_CI,X24G_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
41,0.251462826573002,0.191095278050265,AK,2024-08-16,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
42,NA,NA,AK,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.54313382399248,0.3913511783936755,AL,2024-07-09,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
46,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.598540278932083,0.42531537859213,AL,2024-07-16,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
53,0.579799021807313,0.405578540038142,AL,2024-07-17,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
54,NA,NA,AL,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.513622680053571,0.366708296861452,AL,2024-07-24,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
61,NA,NA,AL,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.619570101276699,0.4331871511027925,AL,2024-07-26,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,NA,NA,AL,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.703963224852791,0.4919068752984585,AL,2024-08-02,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
70,0.662644967436853,0.467764461306636,AL,2024-08-03,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
71,NA,NA,AL,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.97561766087299,0.4828056344964945,AL,2024-08-08,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
76,NA,NA,AL,2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,1.28839086199233,0.405969735474136,AL,2024-08-13,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
81,NA,NA,AL,2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.820709566538308,0.57339545387274,AL,2024-08-15,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
83,NA,NA,AL,2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.488260683138003,0.342326430889117,AR,2024-07-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
87,0.557476862794181,0.3913511783936755,AR,2024-07-09,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
88,0.563121781087756,0.3925990795339335,AR,2024-07-10,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
89,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.488844329093141,0.346007052609282,AR,2024-07-17,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
96,NA,NA,AR,2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.622330207766502,0.447686000025735,AR,2024-07-19,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
98,NA,NA,AR,2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1.1147188801882,0.410858503243542,AR,2024-07-22,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
101,0.483367645641849,0.3440954829330225,AR,2024-07-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,1.21397315559645,0.4107684364011805,AR,2024-07-24,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
103,NA,NA,AR,2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.618349564265009,0.4331871511027925,AR,2024-07-26,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
105,NA,NA,AR,2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.91851287003721,0.4450775679775365,AR,2024-07-29,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
108,0.655356846156212,0.4493319824786445,AR,2024-07-30,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
109,NA,NA,AR,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.736373732840471,0.510423395346065,AR,2024-08-05,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
115,0.667442138538452,0.3741364545633275,AR,2024-08-06,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
116,0.540248898931059,0.3772144057046125,AR,2024-08-07,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
117,NA,NA,AR,2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.735001996568324,0.3887841502686375,AR,2024-08-09,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
119,NA,NA,AR,2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.46135679550044,0.486260209526101,AR,2024-08-12,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1
122,4.4365406374043,0.4194176069539505,AR,2024-08-13,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0
123,NA,NA,AR,2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,0.588729409508049,0.3486290628748415,AR,2024-08-15,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
125,NA,NA,AR,2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.836598303414327,0.376565583910657,AZ,2024-07-07,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
128,5.10454698391284,0.3852591261092615,AZ,2024-07-08,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0
129,4.99169054582418,0.376068561074996,AZ,2024-07-09,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0
130,2.12356455505551,0.3841580114664085,AZ,2024-07-10,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
131,0.715406351710832,0.3969383808628865,AZ,2024-07-11,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
132,0.636317058918377,0.3917812817482945,AZ,2024-07-12,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
133,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,0.796306744307573,0.426040940360777,AZ,2024-07-14,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
135,1.84619288939457,0.3812956048000605,AZ,2024-07-15,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0
136,1.67482148218698,0.393694957729407,AZ,2024-07-16,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
137,2.91069871934263,0.3913108145291125,AZ,2024-07-17,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0
138,3.74025535392576,0.4088408601725815,AZ,2024-07-18,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0
139,0.784889389443105,0.4072757711741465,AZ,2024-07-19,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
140,1.11764904359506,0.396022000011748,AZ,2024-07-20,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
141,3.40709354314288,0.4257032888015475,AZ,2024-07-21,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0
142,4.29588855761853,0.3998727794727855,AZ,2024-07-22,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0
143,1.63263786636898,0.4075137935803465,AZ,2024-07-23,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0
144,4.58999049648344,0.4208622495704165,AZ,2024-07-24,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0
145,1.2382360383520301,0.401443718155247,AZ,2024-07-25,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
146,1.0867651321788,0.4086851782885975,AZ,2024-07-26,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
147,2.17416805977536,0.453476698034918,AZ,2024-07-27,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
148,1.82836243400726,0.4102581107934905,AZ,2024-07-28,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1
149,4.43512964435507,0.4233923317963475,AZ,2024-07-29,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
150,1.63889421044745,0.4165729969565865,AZ,2024-07-30,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1
151,2.36636525681715,0.364520009959119,AZ,2024-07-31,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0
152,0.944540565854921,0.339616694795373,AZ,2024-08-01,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1
153,0.666059416387511,0.462947727623167,AZ,2024-08-02,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
154,1.61201296520401,0.372695510519248,AZ,2024-08-03,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
155,1.86006169588001,0.4561449761021685,AZ,2024-08-04,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0
156,4.3252140710368,0.449735291067247,AZ,2024-08-05,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0
157,5.36961848754909,0.4188688089459355,AZ,2024-08-06,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0
158,6.47738743548034,0.4312953004818755,AZ,2024-08-07,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
159,1.1915953811532,0.3917547200387845,AZ,2024-08-08,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
160,1.99025073934536,0.3880533595915085,AZ,2024-08-09,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
161,1.13115587916764,0.4471108051937515,AZ,2024-08-10,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0
162,1.39459860137563,0.429636107960551,AZ,2024-08-11,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
163,1.45746860816799,0.3915457127295575,AZ,2024-08-12,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
164,6.09343268927473,0.4155722112831475,AZ,2024-08-13,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
165,2.32472603549589,0.4399445560707455,AZ,2024-08-14,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0
166,3.50757302052916,0.476294748898837,AZ,2024-08-15,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0
167,2.03636039899898,0.4716706815243615,AZ,2024-08-16,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0
168,1.50208010864543,0.385211449247842,AZ,2024-08-17,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
169,5.63880745222312,0.3841126669819655,CA,2024-07-07,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
170,5.84578810335501,0.3944717858982775,CA,2024-07-08,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0
171,9.28267655420652,0.3902701643264075,CA,2024-07-09,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
172,6.0642878544944,0.406113440701426,CA,2024-07-10,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1
173,7.08071021035652,0.4005586590905575,CA,2024-07-11,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0
174,4.28558371012703,0.3947453155501675,CA,2024-07-12,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0
175,3.46299026677541,0.405219739221047,CA,2024-07-13,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0
176,9.19802984037277,0.3907883236579545,CA,2024-07-14,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
177,7.34810349762368,0.405882236871417,CA,2024-07-15,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
178,10.9751361117657,0.408813359891988,CA,2024-07-16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
179,3.56135139081437,0.3988899466545095,CA,2024-07-17,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0
180,7.66941556936598,0.394410554539115,CA,2024-07-18,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0
181,2.79512509714084,0.3974141590947215,CA,2024-07-19,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
182,3.65774090808021,0.399974719488943,CA,2024-07-20,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0
183,9.77960801910611,0.4093881791018435,CA,2024-07-21,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0
184,11.7462194945786,0.4024699886761445,CA,2024-07-22,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0
185,9.4116588103426,0.4034629762203565,CA,2024-07-23,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0
186,10.9776805412881,0.4162609054088395,CA,2024-07-24,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0
187,7.42900077814305,0.412845111383665,CA,2024-07-25,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
188,10.9358212070612,0.4197947389510095,CA,2024-07-26,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
189,5.59724851531785,0.406345370539847,CA,2024-07-27,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0
190,4.14890455800615,0.38679135715999,CA,2024-07-28,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0
191,9.215219089268,0.4217521630880385,CA,2024-07-29,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
192,9.19143230651879,0.4119256283548065,CA,2024-07-30,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
193,6.43342448469356,0.4070256380774225,CA,2024-07-31,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
194,9.65829976012738,0.403227053599376,CA,2024-08-01,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0
195,6.41178883693409,0.4109068167293485,CA,2024-08-02,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0
196,2.84206736009261,0.3931862795948115,CA,2024-08-03,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
197,14.9669847411891,0.415036021894148,CA,2024-08-04,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0
198,29.2629032605229,0.431408633127161,CA,2024-08-05,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
199,12.6316061227386,0.4211775303608235,CA,2024-08-06,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
200,17.8534989457394,0.427501465395168,CA,2024-08-07,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
201,8.53624244469979,0.4189422529518845,CA,2024-08-08,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0
202,11.0171147781235,0.4116858125207215,CA,2024-08-09,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
203,16.5292715594211,0.4472769886651135,CA,2024-08-10,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0
204,16.9737225185181,0.454618315979176,CA,2024-08-11,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
205,20.5716692269456,0.4393299963509425,CA,2024-08-12,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
206,14.1977755022256,0.4602662409596835,CA,2024-08-13,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
207,8.55529878646655,0.417714723853968,CA,2024-08-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,16.4581861368228,0.4567321066194715,CA,2024-08-15,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
209,6.96922943043325,0.4634883122780985,CA,2024-08-16,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1
210,9.6637181439145,0.4569352967404735,CA,2024-08-17,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0
211,NA,NA,CO,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.509578524236224,0.362648204845617,CO,2024-07-08,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
213,NA,NA,CO,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0.502377207360723,0.357673565263384,CO,2024-07-10,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.80627579311856,0.4264971926757045,CO,2024-07-11,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
216,0.644633416293452,0.452463007602435,CO,2024-07-12,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
