...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI,X23A_95_CI
19,NA,NA,AK,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,0.657486199274301,0.4697223056274985,AK,2023-07-16,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
23,NA,NA,AK,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.855495515127292,0.606126742893235,AL,2023-06-26,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
45,0.70044750410681,0.496995704280236,AL,2023-06-27,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
46,0.443115676958895,0.311644096675779,AL,2023-06-28,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
47,NA,NA,AL,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.513310251986972,0.3612020680769145,AL,2023-07-02,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
51,NA,NA,AL,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,1.15955421487364,0.483699689026407,AL,2023-07-05,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0
54,0.613355622629035,0.430761344504512,AL,2023-07-06,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,0.399415091972291,0.276718049724114,AL,2023-07-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,NA,NA,AL,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.658384239024868,0.4756408902763995,AL,2023-07-09,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1
58,NA,NA,AL,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.60047389070317,0.4285334316856665,AL,2023-07-12,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
61,0.367580098156291,0.2613151271317835,AL,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,0.659167218365409,0.4709605805422405,AL,2023-07-14,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
63,NA,NA,AL,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.635017216616647,0.452821844196879,AL,2023-07-16,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
65,0.652475343635177,0.469235224472043,AL,2023-07-17,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
66,NA,NA,AL,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.363138138212897,0.2523380825812815,AL,2023-07-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,NA,NA,AL,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.351703005323874,0.2502811324190455,AL,2023-07-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,0.625940412122753,0.438727105971021,AL,2023-07-23,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
72,0.361787281407892,0.2498167289342645,AL,2023-07-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,0.969266025974889,0.4380416296535525,AL,2023-07-25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
74,0.849894109175729,0.443632297196545,AL,2023-07-26,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
75,NA,NA,AL,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.999720844952843,0.4998268514966245,AL,2023-07-31,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
80,1.31796162996667,0.52569146052238,AL,2023-08-01,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1
81,0.906009358425325,0.4257266772225405,AL,2023-08-02,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1
82,0.761544796817176,0.540441060341695,AL,2023-08-03,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
83,0.816111944277241,0.576810103096,AL,2023-08-04,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
84,NA,NA,AL,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2.99608133773183,0.3178834637424425,AR,2023-06-26,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0
87,0.445781370525594,0.316376511909565,AR,2023-06-27,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
88,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1.44757591331354,0.456405764613829,AR,2023-07-10,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
101,NA,NA,AR,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,0.607542936189653,0.434766637267482,AR,2023-07-13,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
104,NA,NA,AR,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.650209688653949,0.458618717993242,AR,2023-07-17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
108,NA,NA,AR,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,1.04423263149807,0.513435137249635,AR,2023-07-19,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0
110,NA,NA,AR,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.360850308359591,0.250785766862791,AR,2023-07-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.559759957691952,0.33615066238821,AR,2023-07-26,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
117,NA,NA,AR,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.75308156655973,0.345767017244419,AR,2023-07-28,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
119,NA,NA,AR,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.369170268146465,0.253950314511799,AR,2023-07-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,1.71972641048711,0.4433357058390755,AR,2023-08-01,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1
123,1.33978708324214,0.358150731584145,AR,2023-08-02,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0
124,NA,NA,AR,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.689046298196513,0.4898867936734725,AR,2023-08-04,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
126,NA,NA,AR,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.13898664173286,0.352028354618574,AZ,2023-06-25,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
128,2.88505403561426,0.3749468587874815,AZ,2023-06-26,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0
129,6.18898998277759,0.39085644617954,AZ,2023-06-27,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0
130,2.70538854496723,0.3777429920806305,AZ,2023-06-28,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0
131,2.45637523418373,0.3791157691729435,AZ,2023-06-29,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0
132,0.954045733437593,0.357878943722122,AZ,2023-06-30,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
133,1.66888467626443,0.3728186189694485,AZ,2023-07-01,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0
134,2.12118921205711,0.3590436260839665,AZ,2023-07-02,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
135,5.93000333857403,0.378242202217081,AZ,2023-07-03,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0
136,4.04300445506937,0.3955683763229575,AZ,2023-07-04,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
137,1.31226229205246,0.38556591482342,AZ,2023-07-05,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0
138,1.24061198531546,0.432620046782739,AZ,2023-07-06,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
139,0.558148189977369,0.3958937289251185,AZ,2023-07-07,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
140,1.61361336431794,0.3704496783638565,AZ,2023-07-08,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0
141,2.39155850165249,0.364834419380407,AZ,2023-07-09,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1
142,3.10051664933728,0.3956847778430805,AZ,2023-07-10,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0
143,4.78598318372372,0.415518834025286,AZ,2023-07-11,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0
144,4.77232342546889,0.41968979811588347,AZ,2023-07-12,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0
145,4.67189084387782,0.4392348808393195,AZ,2023-07-13,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0
146,1.22996850488836,0.404050751532633,AZ,2023-07-14,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0
147,2.06831435319068,0.4367128329826665,AZ,2023-07-15,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0
148,3.25204715814236,0.390323332840514,AZ,2023-07-16,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0
149,7.28093557155486,0.427482666326023,AZ,2023-07-17,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0
150,3.16564507315436,0.4169995886138065,AZ,2023-07-18,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0
151,4.21608251526929,0.4201780634380655,AZ,2023-07-19,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0
152,1.00706108488218,0.3847499619516155,AZ,2023-07-20,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
153,1.28947897452464,0.305127995577546,AZ,2023-07-21,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
154,1.95973353637281,0.4304018485648895,AZ,2023-07-22,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0
155,0.576678333972448,0.344342551123604,AZ,2023-07-23,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
156,5.70938851663257,0.422745943710106,AZ,2023-07-24,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0
157,5.87880009966248,0.4485712320076185,AZ,2023-07-25,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
158,2.24809960634498,0.4267985260253205,AZ,2023-07-26,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0
159,1.99362962447551,0.4694999600747195,AZ,2023-07-27,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0
160,1.39947749458675,0.4377897767717965,AZ,2023-07-28,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0
161,0.855749333506411,0.4147019531700195,AZ,2023-07-29,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0
162,5.33075809629556,0.3865882079467895,AZ,2023-07-30,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
163,2.23889391846234,0.4160545297414765,AZ,2023-07-31,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
164,3.3343415881893,0.42116455012818,AZ,2023-08-01,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0
165,2.97076086754084,0.3928118629048765,AZ,2023-08-02,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0
166,2.75666176762616,0.3934079663655285,AZ,2023-08-03,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0
167,0.8446976141451,0.4156426974348295,AZ,2023-08-04,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
168,2.1723196369989,0.402043720394581,AZ,2023-08-05,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0
169,1.2522464229503,0.3536850746756925,CA,2023-06-25,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0
170,1.55191460325736,0.395057546561963,CA,2023-06-26,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
171,1.55810920921303,0.3718514282503165,CA,2023-06-27,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1
172,3.04769339465467,0.439000137818394,CA,2023-06-28,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
173,2.54373072685317,0.390504320475148,CA,2023-06-29,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0
174,1.78298609112009,0.385188358082134,CA,2023-06-30,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1
175,1.40215660721352,0.4402870854381855,CA,2023-07-01,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0
176,1.80569336337532,0.4012310185350845,CA,2023-07-02,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0
177,3.03036317408961,0.4193253555691045,CA,2023-07-03,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0
178,1.59469135950437,0.353163155471881,CA,2023-07-04,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
179,5.47822326561597,0.421448646819418,CA,2023-07-05,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
180,2.76706683921669,0.375583985168878,CA,2023-07-06,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1
181,1.92127466831973,0.416463424962375,CA,2023-07-07,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
182,1.85756405650458,0.347092717265077,CA,2023-07-08,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0
183,0.844840845368552,0.4158555588184975,CA,2023-07-09,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
184,3.51101428931507,0.419460587148433,CA,2023-07-10,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0
185,2.22354753462879,0.424561091968523,CA,2023-07-11,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0
186,1.94578099529837,0.409464174520186,CA,2023-07-12,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
187,2.73346620861533,0.4255906706593925,CA,2023-07-13,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0
188,1.62763760201564,0.3971844934749175,CA,2023-07-14,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
189,1.13835700989785,0.409734128810721,CA,2023-07-15,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
190,2.00376327012302,0.391976753069051,CA,2023-07-16,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0
191,2.23638178193049,0.4255382128885665,CA,2023-07-17,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
192,3.09078799759909,0.42184588365079,CA,2023-07-18,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0
193,3.38702047920025,0.411723852244851,CA,2023-07-19,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
194,2.41171206311419,0.4223233879140005,CA,2023-07-20,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1
195,1.71569904835131,0.3688335146424885,CA,2023-07-21,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0
196,2.06553101178037,0.398868502055074,CA,2023-07-22,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0
197,2.10854887163118,0.4383692263534745,CA,2023-07-23,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0
198,4.89070637980486,0.4778338466318805,CA,2023-07-24,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
199,5.53988243545511,0.4551338946215095,CA,2023-07-25,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0
200,4.33357149967278,0.428962092252953,CA,2023-07-26,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0
201,4.14558736393038,0.422532820417559,CA,2023-07-27,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0
