...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,recombinant_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,recombinant_95_CI,other_95_CI,X23A_95_CI
38,NA,NA,AK,2023-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.426059667490804,0.301651249993238,AL,2023-08-14,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
45,NA,NA,AL,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.752051098552746,0.4050695058926085,AL,2023-08-16,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
47,0.739168494928411,0.3973344442287875,AL,2023-08-17,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
48,0.886252129735495,0.325890468362039,AL,2023-08-18,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
49,1.01407638473177,0.305552859263936,AL,2023-08-19,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
50,1.00086823226231,0.3510149893460375,AL,2023-08-20,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,NA,NA,AL,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.436735438382194,0.309103990256506,AL,2023-08-22,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
53,0.726494314988678,0.3953521300529305,AL,2023-08-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
54,1.63561545729102,0.477412700052258,AL,2023-08-24,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
55,0.715224228910383,0.392712458501535,AL,2023-08-25,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
56,0.640790998051071,0.4527089705781475,AL,2023-08-26,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
57,NA,NA,AL,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.796511893748455,0.3539169223881485,AL,2023-08-28,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
59,0.687014045060815,0.486825731060087,AL,2023-08-29,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
60,1.09097616839386,0.464150933496499,AL,2023-08-30,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0
61,NA,NA,AL,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.471506733181258,0.3140236000902435,AL,2023-09-01,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
63,0.462700484172859,0.329922713498382,AL,2023-09-02,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
64,NA,NA,AL,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.461703647460674,0.335015985236135,AL,2023-09-04,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
66,0.482783957242295,0.3377112569062175,AL,2023-09-05,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
67,1.17873605050496,0.393374900962765,AL,2023-09-06,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
68,NA,NA,AL,2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.507218116876616,0.3526495805737225,AL,2023-09-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,0.365642583083263,0.251064857894999,AL,2023-09-11,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
73,NA,NA,AL,2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.505889038954387,0.3627534186979405,AL,2023-09-13,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
75,0.522128806835597,0.366305639376624,AL,2023-09-14,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
76,NA,NA,AL,2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.552951548951131,0.389465852802635,AL,2023-09-20,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,NA,NA,AL,2023-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.712129565106832,0.390798277660452,AR,2023-08-14,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0
87,0.561258690848686,0.342333935001748,AR,2023-08-15,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
88,1.50078822870778,0.4570641296848495,AR,2023-08-16,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
89,1.54467864422442,0.350512486678659,AR,2023-08-17,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,1.4466176439657,0.4426202649237125,AR,2023-08-18,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0
91,0.670782804918873,0.4773622639334265,AR,2023-08-19,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
92,NA,NA,AR,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,2.05769905893091,0.392553789120603,AR,2023-08-21,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0
94,0.494206263263391,0.349536350394102,AR,2023-08-22,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
95,1.94251064434149,0.3616254603376545,AR,2023-08-23,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1
96,1.82693874182914,0.4563006773524005,AR,2023-08-24,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1
97,0.434415194738642,0.3135669647602675,AR,2023-08-25,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
98,NA,NA,AR,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,0.440360859676823,0.317049394234505,AR,2023-08-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,2.30503419813531,0.3775818533602835,AR,2023-08-28,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1
101,2.8044224610332,0.357001454819553,AR,2023-08-29,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
102,1.66463408197927,0.4329557146245845,AR,2023-08-30,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1
103,0.937051992305234,0.477265373703903,AR,2023-08-31,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
104,NA,NA,AR,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,1.82892492460263,0.341489288680543,AR,2023-09-05,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1
109,0.707362932075582,0.3874076095801705,AR,2023-09-06,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
110,0.785985495528679,0.4221762549950965,AR,2023-09-07,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1
111,1.83054810265167,0.4368427427151865,AR,2023-09-08,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1
112,NA,NA,AR,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2.4604220888303,0.422037769479128,AR,2023-09-11,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
115,0.874306322638243,0.3215906869343465,AR,2023-09-12,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
116,1.11657218659204,0.546240609734535,AR,2023-09-13,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0
117,0.732503822262021,0.515759728542675,AR,2023-09-14,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
118,0.801570296771479,0.231694131789826,AR,2023-09-15,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
119,NA,NA,AR,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.534949741694617,0.381403378096856,AR,2023-09-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,0.671944151988733,0.36840264008741,AR,2023-09-19,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
123,1.58039235037064,0.473835463058485,AR,2023-09-20,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1
124,0.961724386191916,0.4305948567956185,AR,2023-09-21,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
125,NA,NA,AR,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.25080425501894,0.39186431270350103,AZ,2023-08-13,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0
128,8.24683060633645,0.4408617623402225,AZ,2023-08-14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
129,3.30839772095246,0.3812164343577365,AZ,2023-08-15,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0
130,2.97467197124789,0.373897896256684,AZ,2023-08-16,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1
131,1.82920301750731,0.454504531485035,AZ,2023-08-17,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0
132,1.48099554292834,0.422591693662741,AZ,2023-08-18,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0
133,1.2706477400219,0.416411074112506,AZ,2023-08-19,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0
134,2.07622536541673,0.4058593009953265,AZ,2023-08-20,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0
135,3.46792638594666,0.376419044765563,AZ,2023-08-21,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0
136,3.40656393128475,0.38038889663857,AZ,2023-08-22,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0
137,3.03741483104192,0.372600201996058,AZ,2023-08-23,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0
138,2.7940397900116,0.4322005075125815,AZ,2023-08-24,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
139,0.94430519131583,0.434724581572411,AZ,2023-08-25,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0
140,1.5630992749232,0.421420917479256,AZ,2023-08-26,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
141,3.06171478372475,0.4252701251724445,AZ,2023-08-27,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0
142,4.41981624460802,0.369663633623079,AZ,2023-08-28,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
143,1.40611476982288,0.418892739911376,AZ,2023-08-29,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0
144,1.59112538056928,0.374728566916131,AZ,2023-08-30,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1
145,1.23336107452681,0.4976960471547675,AZ,2023-08-31,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1
146,0.421867754578466,0.300521555465273,AZ,2023-09-01,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
147,NA,NA,AZ,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,2.50379234231636,0.3890149705966805,AZ,2023-09-03,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
149,4.90651242846067,0.402045873001329,AZ,2023-09-04,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0
150,3.04276311867714,0.386170952608096,AZ,2023-09-05,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
151,NA,NA,AZ,2023-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,NA,NA,AZ,2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,NA,NA,AZ,2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,2.09067711480449,0.524098870579805,AZ,2023-09-09,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0
155,2.21140292626394,0.3909332427317915,AZ,2023-09-10,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
156,5.18402491701066,0.382326996522502,AZ,2023-09-11,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0
157,3.06165657983121,0.3910735159405055,AZ,2023-09-12,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
158,1.81876983898223,0.40390179372908,AZ,2023-09-13,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0
159,1.55037673791184,0.4669287308500965,AZ,2023-09-14,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0
160,1.02162636658959,0.3612257916655355,AZ,2023-09-15,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
161,1.28132565152009,0.3810162810759755,AZ,2023-09-16,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
162,4.64499782555835,0.349806302823889,AZ,2023-09-17,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1
163,5.38633021764525,0.4061151560298255,AZ,2023-09-18,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0
164,3.63491611423286,0.410075491763501,AZ,2023-09-19,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0
165,1.90089059387888,0.3899859868189615,AZ,2023-09-20,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0
166,2.53669250951044,0.472490663914643,AZ,2023-09-21,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0
167,1.45011328802466,0.313176566699542,AZ,2023-09-22,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0
168,1.79190092371182,0.4780568775625535,AZ,2023-09-23,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1
169,1.70894944182256,0.422322758032067,CA,2023-08-13,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0
170,3.77196780954802,0.4131972099107035,CA,2023-08-14,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0
171,3.23194207213813,0.410321823715269,CA,2023-08-15,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0
172,8.9650811054011,0.4332768703114885,CA,2023-08-16,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0
173,8.78201074499679,0.434445664013088,CA,2023-08-17,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
174,7.90390239207007,0.4073845726721265,CA,2023-08-18,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0
175,3.08850879327027,0.420124279043333,CA,2023-08-19,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0
176,2.0856744525195,0.427088015421362,CA,2023-08-20,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
177,5.5200316002447,0.400345516453249,CA,2023-08-21,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
178,5.11048310529895,0.4294197221407305,CA,2023-08-22,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0
179,3.74648227844069,0.4049783479422405,CA,2023-08-23,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0
180,5.86228759310039,0.408247586274507,CA,2023-08-24,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0
181,3.09891151396958,0.4044862526673705,CA,2023-08-25,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0
182,2.7009148905985,0.399935528501096,CA,2023-08-26,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
183,2.35933053692981,0.384943126723318,CA,2023-08-27,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1
184,8.83064452337425,0.4237361077752045,CA,2023-08-28,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
185,3.6174149474654,0.3922979503756925,CA,2023-08-29,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0
186,12.7169252991904,0.397824067938117,CA,2023-08-30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
187,5.91833424682051,0.3987814099411235,CA,2023-08-31,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
188,4.57882572069479,0.3942398006414415,CA,2023-09-01,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0
189,1.39062731870008,0.406883255617315,CA,2023-09-02,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0
190,1.64900410517618,0.438061638580635,CA,2023-09-03,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
191,1.73377333054606,0.393279787641976,CA,2023-09-04,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
192,5.61336510486931,0.4289429086964535,CA,2023-09-05,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0
193,3.65381686991948,0.373692803610831,CA,2023-09-06,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0
194,4.33638019359481,0.398371515481105,CA,2023-09-07,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0
195,5.12548847640696,0.3536946086266525,CA,2023-09-08,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
196,2.6771786991245,0.3815903092586715,CA,2023-09-09,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0
197,2.28758618839428,0.3743807802503915,CA,2023-09-10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
198,5.93369160745534,0.4347794899687855,CA,2023-09-11,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0
199,8.65385133613691,0.417424216900664,CA,2023-09-12,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0
200,7.7730591478813,0.4115556268631515,CA,2023-09-13,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
201,4.28901275852736,0.402032666506095,CA,2023-09-14,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0
202,2.17182324257389,0.3778155504259635,CA,2023-09-15,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
