...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24G_50_CI,recombinant_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24G_95_CI,recombinant_95_CI,other_95_CI,X24A_95_CI
32,NA,NA,AK,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.684720374338426,0.493904652015221,AK,2024-06-13,1,1,1,1,1,1,0,1,1,0,1,1,1,0
34,NA,NA,AK,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.639080831810935,0.412668808957507,AK,2024-06-20,1,1,1,0,1,1,1,1,1,1,0,1,1,0
41,NA,NA,AK,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.646706115797316,0.468378485834841,AR,2024-06-10,1,1,1,1,1,1,0,0,1,1,1,1,1,0
115,NA,NA,AR,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.21794619144251,0.1571358765997935,AZ,2024-05-12,1,1,1,1,1,1,1,0,1,1,1,1,1,0
128,1.55080511528366,0.447479215905652,AZ,2024-05-13,0,1,0,0,1,1,1,0,0,0,0,1,1,0
129,0.861694678013135,0.3123028987436615,AZ,2024-05-14,1,1,1,1,1,1,1,1,0,1,1,1,1,0
130,0.863692840992969,0.3160376254647115,AZ,2024-05-15,1,1,1,1,1,1,1,0,0,1,1,1,1,0
131,0.827765417429791,0.567546743738185,AZ,2024-05-16,1,0,1,1,1,1,1,1,0,1,1,1,1,0
132,0.475493643731152,0.340506625210621,AZ,2024-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,0.294883750858211,0.2173779796730515,AZ,2024-05-18,1,1,1,1,1,1,1,1,1,1,0,1,1,0
134,0.309131726221747,0.2282834928334515,AZ,2024-05-19,1,1,1,1,1,1,1,0,1,1,1,1,1,0
135,0.770817625273679,0.535077233453235,AZ,2024-05-20,1,0,1,1,1,1,1,1,1,1,1,1,1,1
136,0.859744528276873,0.25063542271502,AZ,2024-05-21,1,1,1,1,1,1,0,1,1,1,1,1,1,1
137,0.739186580751017,0.390964420580843,AZ,2024-05-22,1,0,1,1,1,1,1,0,0,1,1,1,1,1
138,NA,NA,AZ,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,0.400992675264688,0.2851148765213045,AZ,2024-05-24,1,1,1,1,1,1,1,1,0,1,1,1,1,0
140,NA,NA,AZ,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,0.586189723278787,0.3282697385520445,AZ,2024-05-26,1,1,1,1,1,1,1,0,1,0,1,1,1,1
142,1.96986383614979,0.4723254652040725,AZ,2024-05-27,0,1,0,1,1,1,1,0,1,0,0,1,1,0
143,2.48021885837138,0.4053064910563695,AZ,2024-05-28,0,0,1,1,1,1,1,0,0,1,0,1,1,0
144,0.97359750400597,0.4268587057108645,AZ,2024-05-29,1,1,1,1,1,0,1,1,1,1,1,1,0,0
145,0.335586740511577,0.246557462997198,AZ,2024-05-30,1,1,1,1,1,1,1,0,1,1,1,1,1,0
146,NA,NA,AZ,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,0.411952423971995,0.3084467515935145,AZ,2024-06-01,1,1,1,1,1,1,1,0,1,1,0,1,1,1
148,2.19910887208245,0.449964082756523,AZ,2024-06-02,0,0,1,1,1,1,1,0,0,1,1,1,1,0
149,1.39512008516749,0.3481895929896065,AZ,2024-06-03,1,0,1,1,1,1,1,0,0,1,1,1,1,0
150,2.30409008353016,0.4244143887401845,AZ,2024-06-04,0,0,0,1,1,1,1,0,0,1,1,1,1,0
151,0.818951888177851,0.328281636165267,AZ,2024-06-05,1,1,1,1,1,1,1,0,1,0,1,1,1,0
152,3.40812956401584,0.390295323953732,AZ,2024-06-06,0,1,1,1,1,1,0,1,0,0,0,1,1,0
153,1.34367949686696,0.425170867576064,AZ,2024-06-07,1,0,1,1,1,1,1,1,0,1,0,1,1,1
154,3.05247280843717,0.474455114356591,AZ,2024-06-08,0,1,1,1,0,1,0,0,0,1,0,0,1,0
155,1.28233838831578,0.385826555089602,AZ,2024-06-09,1,1,1,1,1,0,1,0,1,1,1,1,0,1
156,8.81753885501497,0.4279015819123215,AZ,2024-06-10,0,0,1,1,1,1,0,0,0,0,1,1,1,0
157,4.76751778026246,0.398636475652494,AZ,2024-06-11,0,1,1,1,1,1,0,0,1,1,0,1,1,0
158,9.74118539834073,0.425439875604546,AZ,2024-06-12,0,1,1,0,1,0,0,0,1,0,0,1,0,0
159,3.59056234843506,0.452838262609952,AZ,2024-06-13,0,1,1,1,1,1,0,0,0,1,1,1,1,0
160,2.72965794716754,0.417550861075507,AZ,2024-06-14,0,0,1,1,1,1,1,0,0,1,0,1,1,1
161,0.719052190458754,0.50943688936162,AZ,2024-06-15,1,1,1,1,1,1,0,1,1,1,0,1,1,0
162,3.82076702320715,0.4175077238730765,AZ,2024-06-16,0,1,1,1,1,1,0,0,0,1,1,1,1,0
163,10.2834070913811,0.408044570339375,AZ,2024-06-17,0,0,1,0,1,0,0,0,0,1,0,1,0,0
164,10.0776660782594,0.4257839148974015,AZ,2024-06-18,0,0,1,0,0,0,0,0,0,1,0,1,0,0
165,4.64148682317072,0.419495842089475,AZ,2024-06-19,0,0,1,0,1,1,0,0,0,1,0,1,1,0
166,1.32174884676798,0.3709212478424365,AZ,2024-06-20,1,1,1,1,1,1,0,1,1,1,0,1,1,0
167,2.59395027389737,0.432431678255722,AZ,2024-06-21,0,0,1,0,1,1,0,1,0,1,0,1,1,1
168,0.938978843034534,0.463005088374476,AZ,2024-06-22,1,1,1,1,1,1,0,0,0,1,1,1,1,0
169,5.90930425323325,0.3969404329244225,CA,2024-05-12,1,0,1,1,1,1,0,0,0,1,1,0,1,0
170,3.08408584358254,0.4103369491429115,CA,2024-05-13,0,0,1,0,0,1,0,0,0,1,1,0,1,0
171,9.0943507096493,0.3981545309737625,CA,2024-05-14,0,0,0,1,1,1,1,0,0,0,1,0,1,0
172,2.73510251734614,0.3418298017142425,CA,2024-05-15,1,0,1,0,0,1,0,0,0,1,0,0,1,0
173,3.1923533521797,0.2976241111214885,CA,2024-05-16,0,0,1,0,1,1,0,0,0,1,0,0,1,0
174,3.02644877028674,0.2915214288579285,CA,2024-05-17,0,1,1,1,1,1,0,1,0,1,0,1,1,1
175,3.68742955462696,0.254444651170145,CA,2024-05-18,0,1,1,1,1,1,0,0,1,1,0,0,1,0
176,5.01389976279269,0.3984430896588,CA,2024-05-19,0,0,1,0,1,1,1,0,0,0,0,1,1,0
177,4.48053707892294,0.2691910208145905,CA,2024-05-20,1,0,1,0,1,1,0,0,0,0,0,0,1,0
178,7.99946514618286,0.3301186576191995,CA,2024-05-21,0,1,1,0,0,1,0,0,1,1,0,0,1,0
179,7.5556935015587,0.3292365218125125,CA,2024-05-22,0,1,1,1,1,1,0,0,0,1,0,0,1,0
180,2.689262542559,0.3176018616542185,CA,2024-05-23,1,1,1,0,1,1,1,0,1,1,0,1,1,0
181,5.09725863446665,0.378027355590792,CA,2024-05-24,0,1,1,1,0,1,0,0,0,0,1,0,1,0
182,1.81030738202563,0.33029626064349,CA,2024-05-25,1,1,1,0,1,0,1,0,1,0,0,1,0,0
183,7.9293802561162,0.4137341864217415,CA,2024-05-26,0,1,0,0,1,0,1,0,0,0,0,0,0,0
184,4.34073739969899,0.36018814927337,CA,2024-05-27,0,1,1,1,0,1,0,0,0,1,1,0,1,0
185,5.72524551786536,0.362753380406493,CA,2024-05-28,0,1,1,0,0,1,0,0,0,0,0,0,1,0
186,3.30775214555192,0.354821654645277,CA,2024-05-29,0,0,1,1,1,1,0,0,0,1,0,0,1,0
187,5.97495691717219,0.392716582553571,CA,2024-05-30,0,0,1,1,0,0,0,1,0,0,0,0,0,0
188,19.1053631730868,0.4005401007036235,CA,2024-05-31,0,1,1,1,0,0,0,0,0,1,0,1,0,0
189,3.04516155117137,0.369158470269861,CA,2024-06-01,1,0,1,1,1,1,0,0,1,0,0,0,1,0
190,4.34004161741291,0.3944796455869245,CA,2024-06-02,0,0,1,1,1,0,1,0,0,0,0,0,0,0
191,8.47609071941258,0.3995424087137895,CA,2024-06-03,0,0,1,1,0,1,0,0,1,0,0,0,1,0
192,10.3864117093961,0.403416231887964,CA,2024-06-04,0,0,1,1,1,0,0,1,0,0,0,1,0,0
193,21.9839391662621,0.41580287887087253,CA,2024-06-05,0,0,1,1,0,0,0,0,0,0,0,0,0,0
194,19.37536920359,0.3923295402285515,CA,2024-06-06,0,0,0,0,0,0,0,0,1,0,0,0,0,0
195,4.76198350304855,0.343999995186005,CA,2024-06-07,1,0,0,0,1,1,0,0,0,0,0,1,1,0
196,8.62620828534773,0.451630501847973,CA,2024-06-08,0,1,1,0,0,0,0,0,0,1,0,1,0,0
197,10.9960563247939,0.4263303619854585,CA,2024-06-09,0,0,1,1,0,0,0,0,0,0,0,0,0,0
198,12.9192642450213,0.4016747796118095,CA,2024-06-10,0,0,1,0,1,1,0,0,0,0,1,0,1,0
199,17.3405943189919,0.4217136675758455,CA,2024-06-11,0,0,0,1,1,0,0,0,0,0,1,1,0,0
200,16.773547602994,0.4371371554627135,CA,2024-06-12,0,1,0,1,0,0,0,0,0,0,1,0,0,0
201,15.4092871084483,0.4423783456116795,CA,2024-06-13,0,0,1,0,0,1,0,0,0,1,0,0,1,0
202,11.0606108344845,0.470252312713584,CA,2024-06-14,0,1,1,1,0,0,0,0,0,0,1,0,0,0
203,5.24463109274311,0.4373026208039575,CA,2024-06-15,0,1,0,0,1,0,0,0,1,0,0,1,0,0
204,8.63468614994055,0.4384269507798235,CA,2024-06-16,0,0,1,0,1,0,0,0,1,0,0,1,0,0
205,10.3772522896304,0.443602528554434,CA,2024-06-17,0,1,1,1,1,0,0,0,1,0,0,1,0,0
206,15.7280365283759,0.4159699102143215,CA,2024-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,24.4331650596117,0.451205066212829,CA,2024-06-19,0,1,0,0,1,0,0,0,0,0,0,1,0,0
208,11.0395095651971,0.4139731152954765,CA,2024-06-20,0,1,1,0,1,0,0,0,0,0,0,0,0,0
209,13.5388839399671,0.417019859203562,CA,2024-06-21,0,1,0,0,1,0,0,0,0,0,0,1,0,0
210,5.10726505853261,0.3982846319918835,CA,2024-06-22,0,0,1,1,1,1,0,0,0,1,0,1,1,0
211,NA,NA,CO,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.238375793281562,0.1664654905768815,CO,2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,NA,NA,CO,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0.261918362012626,0.186027143094243,CO,2024-05-15,1,1,1,1,1,1,1,1,0,1,1,1,1,0
215,NA,NA,CO,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,CO,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.846330958508779,0.586758472955485,CO,2024-05-20,1,1,1,0,1,1,1,1,1,1,0,1,1,0
220,NA,NA,CO,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,0.748375800024901,0.390964420580843,CO,2024-05-22,1,0,1,1,1,1,1,0,1,1,1,1,1,0
222,NA,NA,CO,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.384586016031688,0.2851148765213045,CO,2024-05-24,1,1,1,1,1,1,1,1,1,1,0,1,1,0
224,NA,NA,CO,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,CO,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.486679959857934,0.3432155528558025,CO,2024-05-29,1,1,1,1,1,1,1,0,1,1,1,1,1,0
229,NA,NA,CO,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,NA,NA,CO,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
