...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI,X23A_95_CI
25,NA,NA,AK,2023-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0.779732658053822,0.554247613228075,AK,2023-08-18,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
35,NA,NA,AK,2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.482696671958522,0.331125960187483,AK,2023-08-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,NA,NA,AK,2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.549717228589887,0.392630923511266,AL,2023-07-16,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
44,0.658423342073752,0.4645751420772995,AL,2023-07-17,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
45,NA,NA,AL,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.413583489574791,0.300251738477211,AL,2023-07-19,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
47,NA,NA,AL,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.41287496858955,0.296056942365388,AL,2023-07-22,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
50,0.641330647844951,0.456319255416965,AL,2023-07-23,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
51,0.416134730852795,0.2939457274872065,AL,2023-07-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,0.879828538089475,0.420436129309173,AL,2023-07-25,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
53,0.827591192942941,0.4345347730916125,AL,2023-07-26,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
54,NA,NA,AL,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.902519504849959,0.4617201270272985,AL,2023-07-31,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0
59,1.16627397451324,0.486604706779994,AL,2023-08-01,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
60,0.79254459841522,0.4029534344257195,AL,2023-08-02,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
61,0.678041991425148,0.483037488576071,AL,2023-08-03,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
62,0.760493159406183,0.53465650492043,AL,2023-08-04,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
63,NA,NA,AL,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.753019012439187,0.539054896130455,AL,2023-08-08,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
67,0.714318379476636,0.508417698091385,AL,2023-08-09,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
68,0.737839353158705,0.51245486573313,AL,2023-08-10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
69,NA,NA,AL,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.425717173203463,0.3060905484691205,AL,2023-08-14,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
73,NA,NA,AL,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.742044500017568,0.4005808730110045,AL,2023-08-16,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
75,0.832209424915433,0.4263061187572585,AL,2023-08-17,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0
76,0.835633280242227,0.3155232128112325,AL,2023-08-18,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
77,1.04120812803187,0.3185196693055075,AL,2023-08-19,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
78,1.11799071070676,0.376496179127142,AL,2023-08-20,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
79,NA,NA,AL,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.465579384564962,0.32775458238763,AL,2023-08-22,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
81,0.72037258698319,0.39073089395831,AL,2023-08-23,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1
82,1.75891462981256,0.493876297244311,AL,2023-08-24,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0
83,0.711312703010553,0.3882082776650425,AL,2023-08-25,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
84,0.724320121951899,0.507508699270555,AL,2023-08-26,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
85,NA,NA,AR,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.561566386625471,0.3982194529826375,AR,2023-07-17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
87,NA,NA,AR,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.913554363546622,0.467667252695698,AR,2023-07-19,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
89,NA,NA,AR,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.425658978365595,0.297318688562402,AR,2023-07-21,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
91,NA,NA,AR,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.637454934865421,0.3673121159560315,AR,2023-07-26,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
96,NA,NA,AR,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.858104702570051,0.3612871460567625,AR,2023-07-28,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
98,NA,NA,AR,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.404995239311441,0.2909453413811485,AR,2023-07-31,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
101,1.55617533295326,0.428988275530083,AR,2023-08-01,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1
102,1.3136009473379,0.3583167746961605,AR,2023-08-02,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
103,NA,NA,AR,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.630306966250298,0.4430501987180835,AR,2023-08-04,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
105,NA,NA,AR,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.535532977668398,0.379602789892456,AR,2023-08-07,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
108,1.69502449636042,0.3585396261715975,AR,2023-08-08,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0
109,1.28392711050219,0.427893610076247,AR,2023-08-09,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1
110,0.731085083330824,0.51245486573313,AR,2023-08-10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
111,0.786782577460735,0.4084309258744315,AR,2023-08-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
112,NA,NA,AR,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.80126000439322,0.417117622301111,AR,2023-08-14,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
115,0.483601416625777,0.320706414326905,AR,2023-08-15,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
116,1.58148380679365,0.4652412890108695,AR,2023-08-16,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0
117,1.67382486645304,0.36970403693402,AR,2023-08-17,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
118,1.58638813054992,0.466829431569905,AR,2023-08-18,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0
119,0.658497885200824,0.46665881425383,AR,2023-08-19,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
120,NA,NA,AR,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1.70694638530803,0.382006427030851,AR,2023-08-21,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1
122,0.403310882584811,0.2908064634662195,AR,2023-08-22,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
123,1.49291355248614,0.323991559054626,AR,2023-08-23,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1
124,1.95507010547338,0.4662877902165755,AR,2023-08-24,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1
125,0.488348265327581,0.338302936991608,AR,2023-08-25,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
126,NA,NA,AR,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.78287333972657,0.3780842359739235,AZ,2023-07-16,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0
128,5.44850653507555,0.4062562982997075,AZ,2023-07-17,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0
129,2.27428183201553,0.402602676827936,AZ,2023-07-18,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0
130,3.49854108032976,0.39960767714505,AZ,2023-07-19,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0
131,1.0598049263294,0.389502360183509,AZ,2023-07-20,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
132,1.47103296063961,0.337975854393738,AZ,2023-07-21,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
133,1.73769953194002,0.4065178423835575,AZ,2023-07-22,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0
134,0.668984932273798,0.3756258468082775,AZ,2023-07-23,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
135,4.71995270328076,0.4131844517826525,AZ,2023-07-24,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0
136,4.16946436101185,0.430112287941282,AZ,2023-07-25,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
137,1.63136854166396,0.415783410383226,AZ,2023-07-26,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
138,1.56781699474451,0.44638427777527,AZ,2023-07-27,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
139,1.2088129181819,0.408005988591226,AZ,2023-07-28,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
140,0.740874472961157,0.394261738611149,AZ,2023-07-29,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
141,5.91437257812222,0.401110238202347,AZ,2023-07-30,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
142,1.97584418223987,0.4122280848081715,AZ,2023-07-31,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0
143,2.86907417020808,0.410006688688482,AZ,2023-08-01,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0
144,2.8355311964409,0.392586501669164,AZ,2023-08-02,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0
145,2.5695178689423,0.3909943123381795,AZ,2023-08-03,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0
146,0.746869307158923,0.404745519157742,AZ,2023-08-04,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
147,1.96484295649051,0.38666241140988,AZ,2023-08-05,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0
148,1.21703478762827,0.402084099813499,AZ,2023-08-06,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0
149,3.74152146156574,0.398401189040266,AZ,2023-08-07,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0
150,6.56033417265357,0.4153121437886805,AZ,2023-08-08,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
151,2.00518722241953,0.412305835857312,AZ,2023-08-09,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1
152,0.940357521829642,0.4325591239365605,AZ,2023-08-10,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
153,0.868952630147199,0.436456814964097,AZ,2023-08-11,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
154,0.434040201862266,0.302160526411529,AZ,2023-08-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,2.7900465954541,0.402061680587349,AZ,2023-08-13,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0
156,9.91659970293006,0.451421058235162,AZ,2023-08-14,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
157,3.1227976176839,0.378932883095114,AZ,2023-08-15,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0
158,3.20341440039804,0.378161983414269,AZ,2023-08-16,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0
159,2.10221180695443,0.473632622550182,AZ,2023-08-17,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1
160,1.9001294336996,0.4400796560666235,AZ,2023-08-18,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
161,1.37852488739392,0.430360635815984,AZ,2023-08-19,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
162,2.39186630568748,0.412149444118511,AZ,2023-08-20,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0
163,3.0796286306733,0.373621726633692,AZ,2023-08-21,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1
164,2.924717368101,0.35427229910089453,AZ,2023-08-22,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0
165,2.06460337194967,0.3400886866420635,AZ,2023-08-23,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0
166,3.12347207065102,0.458379593060299,AZ,2023-08-24,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
167,1.02170494276992,0.448405037320897,AZ,2023-08-25,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0
168,1.59302277861543,0.4238337012034325,AZ,2023-08-26,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1
169,1.74115507084441,0.3846189563266445,CA,2023-07-16,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1
170,1.59066277743138,0.4189851554755285,CA,2023-07-17,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
171,2.18791887054916,0.4102325805500895,CA,2023-07-18,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0
172,2.77000672314158,0.4018877608291115,CA,2023-07-19,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
173,2.0942010723852,0.409989449860396,CA,2023-07-20,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0
174,2.40543906093933,0.384282328169323,CA,2023-07-21,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0
175,2.03757841889872,0.3992195294188505,CA,2023-07-22,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0
176,1.87048284980387,0.422419433176678,CA,2023-07-23,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0
177,4.65624256362059,0.4694673812694755,CA,2023-07-24,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0
178,4.19507283526087,0.428970930014735,CA,2023-07-25,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0
179,3.34726042630164,0.411228189488728,CA,2023-07-26,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0
180,2.96823338101407,0.414564190740636,CA,2023-07-27,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
181,2.89114316855396,0.396901129405842,CA,2023-07-28,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0
182,2.91308912314023,0.400689212613955,CA,2023-07-29,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
183,4.48218168020414,0.4368058877029945,CA,2023-07-30,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0
184,2.6942920363747,0.4072304758099295,CA,2023-07-31,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
185,5.08636596141238,0.414163228085339,CA,2023-08-01,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0
186,9.24465063867219,0.4293802864540445,CA,2023-08-02,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
187,3.9980016338806,0.414672984274431,CA,2023-08-03,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1
188,4.10385079624765,0.4196226734202045,CA,2023-08-04,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
189,4.78046418274958,0.4306210783179975,CA,2023-08-05,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0
190,0.952095832983884,0.4332291480513845,CA,2023-08-06,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
191,2.60399844178888,0.414834343801148,CA,2023-08-07,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0
192,2.88838220030818,0.4109779133101215,CA,2023-08-08,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1
193,1.73222920383319,0.4087522156478615,CA,2023-08-09,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0
194,4.49789601031254,0.4219186012767065,CA,2023-08-10,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
195,2.50267036688524,0.398287612795705,CA,2023-08-11,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0
196,2.60351325592981,0.410574040052074,CA,2023-08-12,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0
197,2.07839186913778,0.442144884889281,CA,2023-08-13,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0
198,4.1834054656393,0.4148083417388315,CA,2023-08-14,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0
199,4.69726265096886,0.41533399666184,CA,2023-08-15,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
200,10.8555013507597,0.4396977162213915,CA,2023-08-16,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
201,10.5094660695955,0.4418339439449225,CA,2023-08-17,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
202,9.80189000713597,0.411403055025254,CA,2023-08-18,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
