...1,es_score,brier_score,location,target_date,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,recombinant_50_CI,other_50_CI,X23A_50_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,recombinant_95_CI,other_95_CI,X23A_95_CI
24,NA,NA,AK,2023-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0.288002385706184,0.2044899902013035,AK,2023-09-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,NA,NA,AK,2023-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.79515230944381,0.3520128695812465,AL,2023-08-28,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
45,0.69331654439781,0.4943170040012715,AL,2023-08-29,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1
46,1.07412325074971,0.4640627233727495,AL,2023-08-30,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0
47,NA,NA,AL,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.488058469634935,0.3196422018787975,AL,2023-09-01,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
49,0.460762629787113,0.32857768159358,AL,2023-09-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,NA,NA,AL,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.460599528517031,0.3326775580504215,AL,2023-09-04,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
52,0.467605655644348,0.334855519924507,AL,2023-09-05,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
53,1.18726641525,0.393116391624625,AL,2023-09-06,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
54,NA,NA,AL,2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.485359282559676,0.3470141532314495,AL,2023-09-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,0.383982472279307,0.2667286330263555,AL,2023-09-11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
59,NA,NA,AL,2023-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.50312618894281,0.3553097050790645,AL,2023-09-13,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
61,0.505558353416276,0.358238446040521,AL,2023-09-14,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
62,NA,NA,AL,2023-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.524035435421015,0.377477568353274,AL,2023-09-20,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
68,NA,NA,AL,2023-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.274203974662566,0.200250230979221,AL,2023-09-26,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
74,0.565096914005801,0.4033308451980695,AL,2023-09-27,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,NA,NA,AL,2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.247386327691793,0.1716724257652655,AL,2023-10-03,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
81,NA,NA,AL,2023-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.451377823754577,0.3183372456532575,AR,2023-08-27,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
86,2.36561481740095,0.379557883250779,AR,2023-08-28,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1
87,2.82965405461401,0.3563322680080065,AR,2023-08-29,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
88,1.71499586468023,0.439973334040071,AR,2023-08-30,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1
89,0.916331140240337,0.4702811166352375,AR,2023-08-31,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
90,NA,NA,AR,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2023-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,1.98276690366507,0.349804376896707,AR,2023-09-05,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1
95,0.739278994444218,0.3973957345938225,AR,2023-09-06,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0
96,0.806103283051018,0.423086791327104,AR,2023-09-07,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
97,1.73639605161306,0.429612592999564,AR,2023-09-08,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
98,NA,NA,AR,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2.46167517782728,0.423126976749811,AR,2023-09-11,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1
101,0.866308856644943,0.322361348585883,AR,2023-09-12,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
102,1.10916716554879,0.542067342919365,AR,2023-09-13,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0
103,0.739063199348576,0.519428943207865,AR,2023-09-14,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
104,0.853086029502216,0.2485282282427845,AR,2023-09-15,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
105,NA,NA,AR,2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.530480756164657,0.370752617211978,AR,2023-09-18,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
108,1.03855920646221,0.3837626069374395,AR,2023-09-19,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
109,2.0559589498084,0.4830561380136185,AR,2023-09-20,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1
110,1.61299315218103,0.4608583831656275,AR,2023-09-21,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
111,NA,NA,AR,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,0.570775801692516,0.399426519822879,AR,2023-09-26,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,0.275621978325776,0.196046893716985,AR,2023-09-27,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
117,0.639245381044217,0.3584724802845335,AR,2023-09-28,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
118,2.3282300557259,0.366621795203875,AR,2023-09-29,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1
119,NA,NA,AR,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,3.61286862528798,0.4238243395752535,AR,2023-10-02,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
122,2.07304636979003,0.428106543148526,AR,2023-10-03,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1
123,2.08197737921092,0.50140898793631,AR,2023-10-04,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1
124,4.13736356419733,0.4254088263032955,AR,2023-10-05,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1
125,0.630633875605347,0.441290095527029,AR,2023-10-06,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
126,0.635340604616375,0.4457909978379015,AR,2023-10-07,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
127,3.11966845437373,0.42558779724729,AZ,2023-08-27,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1
128,4.49183064006333,0.3696197692069185,AZ,2023-08-28,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0
129,1.39985430086652,0.4185804145207125,AZ,2023-08-29,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0
130,1.68315499084968,0.3765881640316305,AZ,2023-08-30,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0
131,1.22984780056405,0.494744296376023,AZ,2023-08-31,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
132,0.449124444135021,0.312628248382725,AZ,2023-09-01,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
133,NA,NA,AZ,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,2.46014264924321,0.3884002226187205,AZ,2023-09-03,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0
135,4.7597501677555,0.400158991935589,AZ,2023-09-04,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
136,2.85236709355778,0.3850396976463935,AZ,2023-09-05,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1
137,NA,NA,AZ,2023-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,NA,NA,AZ,2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,NA,NA,AZ,2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,2.0427316435456,0.51840375862592,AZ,2023-09-09,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0
141,2.20566575485989,0.3915616016980085,AZ,2023-09-10,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
142,4.36540301416844,0.379811937549652,AZ,2023-09-11,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0
143,2.71033244794699,0.3845886706259495,AZ,2023-09-12,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0
144,1.73437702564839,0.402239605671557,AZ,2023-09-13,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0
145,1.53761827083981,0.464093470778068,AZ,2023-09-14,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0
146,1.09133823958829,0.3678504098517735,AZ,2023-09-15,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1
147,1.22613249136717,0.3782186636999725,AZ,2023-09-16,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1
148,4.49648983523848,0.3497331945912265,AZ,2023-09-17,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0
149,4.78736868636257,0.4013938033618525,AZ,2023-09-18,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0
150,3.0070684745103202,0.4067392650228235,AZ,2023-09-19,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0
151,1.80654638411161,0.38691759186584,AZ,2023-09-20,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1
152,2.3085976942169,0.45759790999211303,AZ,2023-09-21,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0
153,1.54129137043717,0.3170985431880235,AZ,2023-09-22,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0
154,1.65745062685802,0.4657780715753635,AZ,2023-09-23,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0
155,1.83584520704549,0.3699076772703815,AZ,2023-09-24,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
156,4.88601853136126,0.42173713720392503,AZ,2023-09-25,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
157,4.73514836890674,0.405119477368761,AZ,2023-09-26,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
158,2.34419591354122,0.3606868674617735,AZ,2023-09-27,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1
159,1.19433165403392,0.3747489699902305,AZ,2023-09-28,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
160,0.698382006500079,0.384939348487675,AZ,2023-09-29,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1
161,1.18683594500839,0.3687331908395155,AZ,2023-09-30,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1
162,9.94311321204757,0.406249473705636,AZ,2023-10-01,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
163,12.2175551425846,0.4492528174625245,AZ,2023-10-02,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
164,1.04561335379581,0.320411342455702,AZ,2023-10-03,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
165,3.05818368192361,0.51156167110851,AZ,2023-10-04,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0
166,2.56701818383265,0.3858682223846275,AZ,2023-10-05,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1
167,3.11072178589862,0.421127217237984,AZ,2023-10-06,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1
168,1.5772500760185,0.58511332269937,AZ,2023-10-07,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1
169,2.49218669969384,0.386642476049432,CA,2023-08-27,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
170,8.82804008466354,0.4239959866956595,CA,2023-08-28,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
171,4.031579770767,0.3929198573575225,CA,2023-08-29,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
172,11.7515823118848,0.395259554888634,CA,2023-08-30,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0
173,5.69756628821265,0.398373536523213,CA,2023-08-31,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1
174,4.51126755356797,0.3941921051506255,CA,2023-09-01,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0
175,1.46564734934401,0.4093262049020405,CA,2023-09-02,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0
176,1.56306820123242,0.432702215528952,CA,2023-09-03,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
177,1.69037773170695,0.3904660786685705,CA,2023-09-04,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
178,5.12797634309369,0.426425368304746,CA,2023-09-05,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0
179,3.58310528896776,0.3734142040841485,CA,2023-09-06,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0
180,4.14865410073171,0.397080573206498,CA,2023-09-07,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
181,5.49656800740812,0.355140316887967,CA,2023-09-08,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0
182,2.68971240389447,0.381431633088132,CA,2023-09-09,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0
183,2.14298101258238,0.3731683299146545,CA,2023-09-10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
184,5.20531168274106,0.4305968483484445,CA,2023-09-11,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
185,7.06290416645949,0.4124092676565355,CA,2023-09-12,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0
186,7.13137710630524,0.4053158720297845,CA,2023-09-13,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
187,3.92769257221847,0.4002568862328565,CA,2023-09-14,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
188,2.38863812582976,0.379581683717648,CA,2023-09-15,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
189,1.79817558034431,0.3963627424872295,CA,2023-09-16,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1
190,2.92588338476304,0.375104757241054,CA,2023-09-17,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1
191,4.06498055224397,0.4114239897159575,CA,2023-09-18,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1
192,1.9283051224976,0.3794512404929505,CA,2023-09-19,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
193,2.37779794764311,0.3693115424225485,CA,2023-09-20,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
194,2.17230237235736,0.379450909995322,CA,2023-09-21,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0
195,3.50168164094074,0.3480765398896415,CA,2023-09-22,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
196,1.24235459021185,0.3524052045870345,CA,2023-09-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
197,1.80457209249308,0.354978936487365,CA,2023-09-24,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1
198,2.44804530870531,0.335602572854446,CA,2023-09-25,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0
199,2.36324084784106,0.335537618397703,CA,2023-09-26,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1
200,3.4991329691384,0.3879927396612165,CA,2023-09-27,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
201,2.54818610260042,0.364681512998791,CA,2023-09-28,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
