...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,X23H_50_CI,recombinant_50_CI,other_50_CI,X23B_50_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,X23H_95_CI,recombinant_95_CI,other_95_CI,X23B_95_CI
42,NA,NA,AK,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.526985018268748,0.3726639823271795,AL,2023-09-20,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
47,NA,NA,AL,2023-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.324854217335168,0.234257741406587,AL,2023-09-26,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
53,0.561179839504765,0.3924908443671515,AL,2023-09-27,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
54,NA,NA,AL,2023-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.30721798423923,0.209526267114274,AL,2023-10-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
60,NA,NA,AL,2023-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2023-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,1.1208564868314,0.2249689474201345,AL,2023-10-17,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
74,0.625997099440751,0.1637815374376335,AL,2023-10-18,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
75,2.42601718614226,0.5013565240961,AL,2023-10-19,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0
76,1.06731039770893,0.254171677902934,AL,2023-10-20,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0
77,0.224155395055629,0.1561593526719565,AL,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
78,1.30302413352296,0.384198039147618,AL,2023-10-22,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
79,0.8671677665864,0.298755000026068,AL,2023-10-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
80,0.85000524090112,0.605472529944895,AL,2023-10-24,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
81,0.957713110969907,0.146940992058495,AL,2023-10-25,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
82,1.17473225916331,0.564407247392335,AL,2023-10-26,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0
83,NA,NA,AL,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.507692571413995,0.367443820533048,AR,2023-09-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
87,1.04460640033584,0.38343083055801,AR,2023-09-19,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0
88,1.9503218035593,0.4676164919278545,AR,2023-09-20,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0
89,1.64092241725957,0.464171465767965,AR,2023-09-21,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0
90,NA,NA,AR,2023-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2023-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,0.556028368611631,0.389518664804635,AR,2023-09-26,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
95,0.327556298621698,0.2306253838934345,AR,2023-09-27,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
96,0.566388819338614,0.3423513702533495,AR,2023-09-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
97,2.31150504236798,0.3635421434259665,AR,2023-09-29,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0
98,NA,NA,AR,2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3.49047615183487,0.4079769913708575,AR,2023-10-02,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0
101,1.9948979895641,0.4111895427745865,AR,2023-10-03,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0
102,2.01719570615786,0.488535557284223,AR,2023-10-04,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0
103,4.00193891087624,0.413773426959975,AR,2023-10-05,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0
104,0.598990437097949,0.4210305556857905,AR,2023-10-06,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
105,0.600270427636085,0.424373211367436,AR,2023-10-07,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
106,0.614064171734458,0.4277441706184045,AR,2023-10-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
107,2.07960861051484,0.431141649296779,AR,2023-10-09,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0
108,2.07999389039227,0.4345638176499855,AR,2023-10-10,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0
109,2.47806150600354,0.3871440278649485,AR,2023-10-11,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0
110,0.883695111488394,0.312641838876349,AR,2023-10-12,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
111,2.99532947512029,0.4723434944361285,AR,2023-10-13,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0
112,NA,NA,AR,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,4.66306747139842,0.474489262198848,AR,2023-10-16,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0
115,0.717984331932713,0.507801299102555,AR,2023-10-17,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
116,NA,NA,AR,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,2.96775017231232,0.4661520720411515,AR,2023-10-19,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
118,0.662743113703644,0.4697117557500255,AR,2023-10-20,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
119,0.679995628210502,0.473273551735116,AR,2023-10-21,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
120,NA,NA,AR,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,3.61548758562502,0.547427102529775,AR,2023-10-23,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0
122,0.217533891594381,0.149139859992113,AR,2023-10-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
123,1.17084808999044,0.56904572387752,AR,2023-10-25,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
124,NA,NA,AR,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.502960821374968,0.318664391567557,AR,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
126,NA,NA,AR,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,4.45001516324656,0.349216763293165,AZ,2023-09-17,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0
128,4.38668301723176,0.398489179229278,AZ,2023-09-18,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
129,2.34797700741894,0.4033939618979935,AZ,2023-09-19,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
130,1.8006526392708,0.386898593196213,AZ,2023-09-20,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
131,1.90242975511852,0.4345622383817,AZ,2023-09-21,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0
132,1.77437287060811,0.3265799661016585,AZ,2023-09-22,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
133,1.42202643907844,0.4464571499641215,AZ,2023-09-23,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0
134,1.53259456377264,0.367418205072908,AZ,2023-09-24,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
135,3.62063646425488,0.402941518013775,AZ,2023-09-25,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
136,4.11602503450906,0.3993753120939835,AZ,2023-09-26,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
137,1.96110964309886,0.3563717919611315,AZ,2023-09-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
138,0.98941534216571,0.3600697387838565,AZ,2023-09-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
139,0.742648092457246,0.3914621132912065,AZ,2023-09-29,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
140,1.09893204970218,0.366306502476992,AZ,2023-09-30,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0
141,8.30140479614788,0.3955208247129675,AZ,2023-10-01,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0
142,8.97711840063753,0.4234313364096195,AZ,2023-10-02,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1
143,1.19748556118238,0.3262548153563125,AZ,2023-10-03,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
144,2.6686942620831,0.480183630591764,AZ,2023-10-04,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
145,2.35577827080097,0.37728220359987,AZ,2023-10-05,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0
146,2.35967447473,0.4047643577808405,AZ,2023-10-06,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
147,1.41282200799139,0.547634555247055,AZ,2023-10-07,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1
148,3.50912403834319,0.3662601454139795,AZ,2023-10-08,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0
149,2.52388849502479,0.3546791372950625,AZ,2023-10-09,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0
150,2.50185781335805,0.362527621867762,AZ,2023-10-10,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0
151,0.95292632746227,0.3180586870405685,AZ,2023-10-11,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
152,0.619503449232155,0.4414746850626625,AZ,2023-10-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
153,1.29506255531336,0.616591473241215,AZ,2023-10-13,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
154,1.1285922456983,0.337090271817991,AZ,2023-10-14,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
155,2.26581811734812,0.4161961110935985,AZ,2023-10-15,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1
156,2.4464414916923,0.3427555159539365,AZ,2023-10-16,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0
157,2.67378334056797,0.3919257596523975,AZ,2023-10-17,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1
158,2.62912183358851,0.415323738862005,AZ,2023-10-18,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0
159,3.5758665652077,0.4381255130239965,AZ,2023-10-19,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0
160,1.21308650103167,0.3020694729800655,AZ,2023-10-20,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
161,1.57299677406,0.3133235740974085,AZ,2023-10-21,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0
162,2.41348430866332,0.3344809249595775,AZ,2023-10-22,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
163,5.98026903755536,0.3871449389751295,AZ,2023-10-23,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
164,2.62720843715888,0.293426726905722,AZ,2023-10-24,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0
165,1.18413191050689,0.3237848714762365,AZ,2023-10-25,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1
166,0.205072760924693,0.1448151549271495,AZ,2023-10-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
167,1.00318383082641,0.318664391567557,AZ,2023-10-27,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0
168,1.88995656456693,0.4615897220982675,AZ,2023-10-28,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0
169,2.84846575355437,0.371876954907573,CA,2023-09-17,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
170,3.5077100303644,0.407122948368962,CA,2023-09-18,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
171,2.16212308984136,0.380429642317015,CA,2023-09-19,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0
172,3.36049562713843,0.373146714803639,CA,2023-09-20,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0
173,2.807394996822,0.3835986957291965,CA,2023-09-21,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1
174,4.03870516912765,0.358805613284878,CA,2023-09-22,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0
175,1.10256626432732,0.3464213853082815,CA,2023-09-23,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
176,1.7332270126985,0.3536011676087005,CA,2023-09-24,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0
177,3.1778397663801,0.3423470758567775,CA,2023-09-25,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1
178,3.89211397961686,0.344110559613888,CA,2023-09-26,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0
179,3.38637268305961,0.3873999039199455,CA,2023-09-27,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
180,2.83025229637128,0.366482503587704,CA,2023-09-28,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0
181,1.89376972286129,0.4109346238645875,CA,2023-09-29,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0
182,0.934908333904988,0.365057071992895,CA,2023-09-30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
183,1.07275888041096,0.392367608613979,CA,2023-10-01,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
184,3.31514735344825,0.3373482403500615,CA,2023-10-02,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0
185,3.6624000445335,0.352969681580799,CA,2023-10-03,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0
186,4.75394954682743,0.3443893373035855,CA,2023-10-04,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0
187,5.13808024315819,0.431035030584777,CA,2023-10-05,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0
