...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
19,NA,NA,AK,2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0.781892091491775,0.518947781433795,AK,2023-08-18,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
28,NA,NA,AK,2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.401488159382283,0.3336580594162305,AK,2023-08-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
33,NA,NA,AK,2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.649810654189619,0.443995702003512,AK,2023-08-29,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
39,NA,NA,AK,2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.691827815934604,0.4980114137705445,AL,2023-07-23,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
44,0.512320401534284,0.3721743854151185,AL,2023-07-24,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
45,0.733636655387574,0.385895262685512,AL,2023-07-25,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
46,0.941875541647874,0.490295963953791,AL,2023-07-26,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1
47,NA,NA,AL,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.729098376325122,0.3844514320380205,AL,2023-07-31,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1
52,0.919960127465963,0.4222746497739385,AL,2023-08-01,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
53,0.671296527497619,0.381840664644818,AL,2023-08-02,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
54,0.438061277745872,0.287865625075085,AL,2023-08-03,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
55,0.703937613546321,0.494884040589638,AL,2023-08-04,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
56,NA,NA,AL,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.707346151072303,0.4912273471516535,AL,2023-08-08,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,0.435669022376994,0.2906352245093745,AL,2023-08-09,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
61,0.445420972409169,0.291004909400834,AL,2023-08-10,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
62,NA,NA,AL,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.506460734932533,0.376669358738244,AL,2023-08-14,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.906275245760601,0.4829733451512045,AL,2023-08-16,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1
68,0.553251598492727,0.3352248932099835,AL,2023-08-17,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
69,1.21995849491279,0.412439740519986,AL,2023-08-18,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
70,1.14638476835501,0.3776860335654635,AL,2023-08-19,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
71,1.20029975767277,0.413138444292587,AL,2023-08-20,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
72,NA,NA,AL,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.531005839662452,0.378138239329118,AL,2023-08-22,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
74,0.918614555263743,0.483230605257116,AL,2023-08-23,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1
75,1.10883522866758,0.3870809976693435,AL,2023-08-24,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
76,0.906539680477692,0.4834582942306605,AL,2023-08-25,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1
77,0.665769191581821,0.484323461473003,AL,2023-08-26,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
78,NA,NA,AL,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,1.24870117397527,0.431241734611957,AL,2023-08-28,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1
80,0.67996201262496,0.4791602483403595,AL,2023-08-29,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
81,0.883168993312937,0.416543524549955,AL,2023-08-30,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
82,NA,NA,AL,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.798944359863933,0.4312549963756265,AL,2023-09-01,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
84,0.52994847460801,0.378463968639991,AL,2023-09-02,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
85,NA,NA,AR,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.767026631186953,0.4020846673431865,AR,2023-07-26,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
89,NA,NA,AR,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,1.07198252960879,0.4013444130858375,AR,2023-07-28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
91,NA,NA,AR,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.396917760476082,0.300547505302468,AR,2023-07-31,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
94,1.51089372842642,0.4242864222288125,AR,2023-08-01,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
95,1.03615456226735,0.342641996251832,AR,2023-08-02,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
96,NA,NA,AR,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.661983313510416,0.490447713054311,AR,2023-08-04,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
98,NA,NA,AR,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.710038587340331,0.4741353535759575,AR,2023-08-07,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
101,1.55626007695038,0.3674529095591465,AR,2023-08-08,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
102,1.46000775213088,0.4339575545658495,AR,2023-08-09,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0
103,0.540874702651373,0.353063513538076,AR,2023-08-10,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
104,0.501270520209437,0.3220102313879125,AR,2023-08-11,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
105,NA,NA,AR,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.516692759152311,0.325426605809227,AR,2023-08-14,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
108,0.680120529873362,0.375573181604546,AR,2023-08-15,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
109,1.45534315115377,0.4285981185122615,AR,2023-08-16,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0
110,1.1652265962484,0.306626273900465,AR,2023-08-17,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
111,1.12898757324095,0.385652584094681,AR,2023-08-18,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1
112,0.739448728158479,0.506172636341865,AR,2023-08-19,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
113,NA,NA,AR,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,3.06505154041866,0.418744708624076,AR,2023-08-21,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
115,0.705617982022151,0.4616718922511935,AR,2023-08-22,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
116,2.82316482665984,0.438669473823611,AR,2023-08-23,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1
117,2.21563320889196,0.484226809138944,AR,2023-08-24,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1
118,0.34891612778144,0.283124216622825,AR,2023-08-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.340236901152442,0.283339757795244,AR,2023-08-27,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
121,2.22887698867118,0.389086267829109,AR,2023-08-28,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0
122,2.27009582350807,0.357477055418719,AR,2023-08-29,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1
123,2.3023345827623,0.500712949732025,AR,2023-08-30,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
124,0.954252770315751,0.468455853111171,AR,2023-08-31,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1
125,NA,NA,AR,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.708987391375281,0.3832915837914615,AZ,2023-07-23,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
128,2.51311296807677,0.3956880764049895,AZ,2023-07-24,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0
129,3.3400654864751,0.424580455510113,AZ,2023-07-25,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
130,1.90918460409921,0.4199037284976455,AZ,2023-07-26,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1
131,1.54242240531377,0.44579473945223,AZ,2023-07-27,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
132,0.908589896515434,0.3707481469890565,AZ,2023-07-28,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
133,0.642462993479717,0.376072543949625,AZ,2023-07-29,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
134,6.10970788764989,0.40290041936545,AZ,2023-07-30,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
135,2.04164180509199,0.41326871701488,AZ,2023-07-31,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0
136,1.61119164915676,0.3832326716188385,AZ,2023-08-01,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
137,2.01644917138247,0.3830516447645965,AZ,2023-08-02,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
138,2.02258127846271,0.3800732871138345,AZ,2023-08-03,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1
139,0.64242053510223,0.394987099788095,AZ,2023-08-04,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
140,1.93481785228886,0.379910162486015,AZ,2023-08-05,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1
141,0.781173980949087,0.374660071258403,AZ,2023-08-06,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
142,2.32064197211109,0.3834457017878665,AZ,2023-08-07,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
143,6.23405156037591,0.417533107062525,AZ,2023-08-08,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
144,2.8138453518211,0.4203401352583005,AZ,2023-08-09,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1
145,1.0011178457649,0.437900575095085,AZ,2023-08-10,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
146,0.88540649141168,0.4311669133844445,AZ,2023-08-11,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
147,0.420640259648078,0.263628656772673,AZ,2023-08-12,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
148,1.48650384797681,0.37804134193073,AZ,2023-08-13,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1
149,6.82167438754237,0.4397259926083175,AZ,2023-08-14,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
150,2.61094824681869,0.3714755003763845,AZ,2023-08-15,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1
151,3.73308609013923,0.3843250481773415,AZ,2023-08-16,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
152,1.75765156870646,0.446830938581639,AZ,2023-08-17,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0
153,1.22541255511038,0.4113276222406265,AZ,2023-08-18,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1
154,0.949490236381512,0.3851179186114245,AZ,2023-08-19,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,2.70977521496991,0.4189085278287695,AZ,2023-08-20,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1
156,4.10726604228419,0.3790298809188525,AZ,2023-08-21,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1
157,3.47775523791874,0.4016408589694945,AZ,2023-08-22,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1
158,3.21031524427567,0.4171512915763815,AZ,2023-08-23,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1
159,1.99373581293789,0.3859971280304175,AZ,2023-08-24,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
160,0.901864474814247,0.450216917836746,AZ,2023-08-25,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
161,1.89725900308713,0.473419732053186,AZ,2023-08-26,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1
162,4.94970497118082,0.446898371951968,AZ,2023-08-27,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
163,4.93637852323273,0.369639800377913,AZ,2023-08-28,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1
164,1.18955943399135,0.4160088829959675,AZ,2023-08-29,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0
165,2.34440971032835,0.385199552799003,AZ,2023-08-30,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0
166,1.20007120661073,0.4773317860765095,AZ,2023-08-31,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0
167,0.538493379179808,0.400510081898477,AZ,2023-09-01,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
168,NA,NA,AZ,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1.66994306356568,0.410662476197095,CA,2023-07-23,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
170,4.31678021782779,0.4589009988457885,CA,2023-07-24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
171,3.0934605714821,0.4143382183622095,CA,2023-07-25,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1
172,2.62447166655918,0.4015736659443575,CA,2023-07-26,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0
173,2.46814117835874,0.4106386004351165,CA,2023-07-27,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1
174,3.40994073791355,0.399849206645924,CA,2023-07-28,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1
175,2.50063402777613,0.3926267364206765,CA,2023-07-29,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1
176,4.09802466565948,0.4302069404684085,CA,2023-07-30,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1
177,3.95332602288916,0.4118306405843015,CA,2023-07-31,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
178,6.65451027445608,0.419101140926549,CA,2023-08-01,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
179,6.61875503150817,0.4196268657218055,CA,2023-08-02,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0
180,3.62936612525289,0.4146173232519965,CA,2023-08-03,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
181,3.61872610957751,0.4155368890804265,CA,2023-08-04,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0
182,3.93643284645006,0.4228045317442655,CA,2023-08-05,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0
183,0.893513344076019,0.427845581715863,CA,2023-08-06,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1
184,2.28341888023746,0.411048337009207,CA,2023-08-07,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
185,2.86309172831949,0.4111630483147205,CA,2023-08-08,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1
186,2.50936310134388,0.4125524567871635,CA,2023-08-09,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0
187,3.98675020832086,0.4185346343699955,CA,2023-08-10,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
188,3.57391049182448,0.401169792092716,CA,2023-08-11,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
189,2.38997589937064,0.40693285407142,CA,2023-08-12,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
190,1.53302510677206,0.41326816007488,CA,2023-08-13,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1
191,2.50660874415862,0.409383103457056,CA,2023-08-14,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
192,3.76056312119659,0.4101668074838505,CA,2023-08-15,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0
193,6.7294448302699,0.4273609871694945,CA,2023-08-16,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0
194,5.29263542887268,0.425045645762012,CA,2023-08-17,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
195,8.74977302484609,0.407154619307684,CA,2023-08-18,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0
196,2.81704565295481,0.419085082556784,CA,2023-08-19,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1
197,2.31521880263155,0.4259734720700975,CA,2023-08-20,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
198,5.87153738863396,0.3984045871501375,CA,2023-08-21,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
199,5.49800376480775,0.429290945658949,CA,2023-08-22,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
200,4.11439003050382,0.403931947277568,CA,2023-08-23,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0
201,4.23706571871028,0.4070363547912735,CA,2023-08-24,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
202,4.60376445361246,0.407904468299829,CA,2023-08-25,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
203,2.71559720982273,0.4001155304488145,CA,2023-08-26,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1
204,3.12755274729378,0.395167266144209,CA,2023-08-27,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
205,5.02581800687149,0.414245812155288,CA,2023-08-28,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0
206,7.06576463754446,0.397542161592452,CA,2023-08-29,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
207,14.9576927465588,0.3969775309918,CA,2023-08-30,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
208,4.76561793366608,0.4002530504656415,CA,2023-08-31,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
209,3.62404976110838,0.3948878903832145,CA,2023-09-01,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
210,1.53882711249482,0.4085114224307905,CA,2023-09-02,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0
211,0.676823232166839,0.3880901473880275,CO,2023-07-23,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
212,NA,NA,CO,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.703532982561919,0.3821056689711245,CO,2023-07-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214,0.664735076224776,0.4673183593333215,CO,2023-07-26,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
215,1.31353963484518,0.4255054181099695,CO,2023-07-27,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
216,0.793811379014938,0.426630284209169,CO,2023-07-28,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
217,NA,NA,CO,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
