...1,es_score,brier_score,location,target_date,X22F_50_CI,X24A_50_CI,recombinant_50_CI,X23H_50_CI,other_50_CI,X22F_95_CI,X24A_95_CI,recombinant_95_CI,X23H_95_CI,other_95_CI
36,NA,NA,AK,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.641288900050567,0.355709539535714,AL,2024-02-05,1,1,1,1,1,1,1,1,1,1
45,NA,NA,AL,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1.04976313292081,0.726973600270905,AL,2024-02-07,0,1,1,1,1,0,0,1,1,1
47,0.140396843261966,0.1559446221103435,AL,2024-02-08,1,1,1,1,1,0,0,1,1,1
48,NA,NA,AL,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.115692894071177,0.1462032141880305,AL,2024-02-15,1,1,1,1,1,1,1,1,1,1
55,NA,NA,AL,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.102193292240703,0.1464158433728,AL,2024-02-20,1,1,1,1,1,1,1,1,1,1
60,NA,NA,AL,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.271306844905886,0.153465333989379,AL,2024-02-26,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.0931312097245607,0.159011911654674,AL,2024-02-29,1,1,1,1,1,1,1,1,1,1
69,NA,NA,AL,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.096725277926675,0.1672981950608595,AL,2024-03-04,1,1,1,1,1,1,1,1,1,1
73,0.238933152275316,0.1693668587982415,AL,2024-03-05,1,1,1,1,1,1,1,1,1,1
74,NA,NA,AL,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.491864073894498,0.2318583512303475,AL,2024-03-13,1,1,1,1,1,1,0,1,1,0
82,NA,NA,AL,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.0273775057524514,0.00919252745569215,AR,2024-02-05,1,1,1,1,1,1,0,1,1,0
87,0.0251319184657542,0.00825363649253415,AR,2024-02-06,1,1,1,1,1,1,1,1,1,1
88,0.0225251268935002,0.00740966126353925,AR,2024-02-07,1,1,1,1,1,1,1,1,1,1
89,0.0766060396733351,0.0066515988202359,AR,2024-02-08,1,1,1,1,1,1,1,1,1,1
90,0.072250646963506,0.0059711990967649,AR,2024-02-09,1,1,1,1,1,1,0,1,1,0
91,NA,NA,AR,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.0163133069665437,0.00432379403224352,AR,2024-02-12,1,1,1,1,1,1,1,1,1,1
94,0.911744482270481,0.442695129924733,AR,2024-02-13,1,0,1,1,0,1,0,1,1,0
95,0.050284186937152,0.003492264773814115,AR,2024-02-14,1,1,1,1,1,1,1,1,1,1
96,NA,NA,AR,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.0438006686727995,0.002070968392924465,AR,2024-02-19,1,1,1,1,1,1,1,1,1,1
101,0.0374547403681399,0.00187080383049754,AR,2024-02-20,1,1,1,1,1,1,1,1,1,1
102,NA,NA,AR,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.0329534531556377,0.00104907005991074,AR,2024-02-26,1,1,1,1,1,1,1,1,1,1
108,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,1.20292875506266,0.945294217659525,AR,2024-02-29,1,0,1,1,0,1,0,1,1,0
111,0.00868501074062203,7.44124281691115e-4,AR,2024-03-01,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.053690156845637,5.93252472682575e-4,AR,2024-03-04,1,1,1,1,1,1,1,1,1,1
115,NA,NA,AR,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.00915112138596906,4.62172486942505e-4,AR,2024-03-08,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.0931040073535439,0.004804621770919535,AZ,2024-02-04,1,1,1,1,1,1,1,1,1,1
128,1.95830046542983,0.1577735833818535,AZ,2024-02-05,1,0,1,1,0,1,0,1,1,0
129,1.19214765782335,0.0427863533847045,AZ,2024-02-06,0,1,1,1,1,0,0,1,1,0
130,0.761268455982404,0.004085164652689685,AZ,2024-02-07,1,1,1,1,1,1,1,1,1,1
131,0.00521653885030425,0.00390628792935237,AZ,2024-02-08,1,1,1,1,1,1,1,1,1,1
132,1.15880972566321,0.312001625056515,AZ,2024-02-09,1,0,1,0,1,1,0,1,0,1
133,0.0158689987984975,0.003626813524975155,AZ,2024-02-10,1,1,1,1,1,1,1,1,1,1
134,0.637753252303419,0.114257151605808,AZ,2024-02-11,1,1,1,1,1,1,1,1,1,1
135,0.207732802533514,0.00344230060204337,AZ,2024-02-12,1,1,1,1,1,1,1,1,1,1
136,0.783209809733773,0.0643858815379385,AZ,2024-02-13,1,1,0,1,1,1,1,1,1,1
137,0.487110910528444,0.00334657549436131,AZ,2024-02-14,1,1,1,1,1,1,0,0,1,1
138,0.00346520506435088,0.00333171423729107,AZ,2024-02-15,1,1,1,1,1,1,1,1,1,1
139,0.0244462917574438,0.00333951381952211,AZ,2024-02-16,1,1,1,1,1,1,1,1,1,1
140,0.133448761120474,0.0033710543287842,AZ,2024-02-17,1,1,1,1,1,1,1,1,1,1
141,0.444143606366487,0.050358655744933,AZ,2024-02-18,1,1,1,1,1,1,1,0,1,0
142,0.396517416848323,0.003512516413154885,AZ,2024-02-19,1,1,1,1,1,1,1,1,1,1
143,0.764816915746772,0.06544845266773,AZ,2024-02-20,1,1,1,1,1,1,0,0,1,0
144,0.722521944371858,0.0358831447084533,AZ,2024-02-21,1,1,1,1,1,1,1,0,1,0
145,1.10598376832814,0.2277058005350215,AZ,2024-02-22,1,0,0,1,1,1,0,0,1,1
146,0.0201799621592073,0.004203396567785305,AZ,2024-02-23,1,1,1,1,1,1,0,1,1,0
147,0.0101312916581567,0.00449415874050812,AZ,2024-02-24,1,1,1,1,1,1,1,1,1,1
148,1.59429380772608,0.200303696953095,AZ,2024-02-25,1,0,0,1,0,1,0,0,1,1
149,0.0897036576458219,0.00528505905819745,AZ,2024-02-26,1,1,1,1,1,1,1,1,1,1
150,0.774878870432278,0.084365268003707,AZ,2024-02-27,1,1,0,1,1,1,0,1,1,0
151,0.0499747877596529,0.0064632342141367,AZ,2024-02-28,1,1,1,1,1,1,1,1,1,1
152,0.0227905509767031,0.00725476565718975,AZ,2024-02-29,1,1,1,1,1,1,1,1,1,1
153,0.00278000445361654,0.00822353566948565,AZ,2024-03-01,1,1,1,1,1,1,1,1,1,1
154,0.0389229090568725,0.0094105624483616,AZ,2024-03-02,1,1,1,1,1,1,1,1,1,1
155,0.0391203153458407,0.01086549024759355,AZ,2024-03-03,1,1,1,1,1,1,1,1,1,1
156,0.129031510816443,0.0126470288011108,AZ,2024-03-04,1,1,1,1,1,1,1,1,1,1
157,0.0830949644752049,0.01482238627674395,AZ,2024-03-05,1,1,1,1,1,1,1,1,1,1
158,0.0277953270204241,0.0174650430959319,AZ,2024-03-06,1,1,1,1,1,1,1,1,1,1
159,0.00469523144794849,0.02065015407124775,AZ,2024-03-07,1,1,1,1,1,1,1,1,1,1
160,NA,NA,AZ,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,0.0368283841209853,0.0289088335077914,AZ,2024-03-09,1,1,1,1,1,1,1,1,1,1
162,1.03170297032365,0.246480780825435,AZ,2024-03-10,1,0,0,1,1,1,0,0,1,1
163,0.0664768620334832,0.03988604306950845,AZ,2024-03-11,1,1,1,1,1,1,1,1,1,1
164,1.07674801753033,0.290205325818603,AZ,2024-03-12,1,0,1,1,0,1,0,1,1,0
165,0.2315415812153,0.053261132203304,AZ,2024-03-13,1,1,1,1,1,1,1,1,1,1
166,0.0835121442634781,0.060550034339607,AZ,2024-03-14,1,1,1,1,1,1,1,1,1,1
167,NA,NA,AZ,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,NA,NA,AZ,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,0.834789648651774,0.0356143500309229,CA,2024-02-04,1,1,1,1,1,1,1,0,1,0
170,1.14181725977445,0.063704118731933,CA,2024-02-05,1,1,1,1,1,1,0,0,1,0
171,2.81071210604993,0.1050657997966415,CA,2024-02-06,1,0,1,1,0,1,0,0,1,0
172,1.41364395342893,0.0838212596244315,CA,2024-02-07,1,1,1,1,1,1,0,0,1,1
173,2.64309544547196,0.0341357352200802,CA,2024-02-08,1,0,0,1,1,1,0,0,1,1
174,3.90793022079457,0.1148077614949735,CA,2024-02-09,1,0,0,1,1,1,0,0,1,0
175,2.77524709046395,0.142405916773548,CA,2024-02-10,1,0,0,1,0,1,0,0,1,0
176,0.0744783215538728,0.00282119342001949,CA,2024-02-11,1,1,1,1,1,1,1,1,1,1
177,2.43534667909623,0.1065185242811175,CA,2024-02-12,1,0,0,1,1,1,0,0,1,0
178,1.26569204060767,0.0859942122143005,CA,2024-02-13,1,1,1,0,1,1,0,0,0,1
179,1.72984914715597,0.0386015261279926,CA,2024-02-14,1,1,1,1,1,1,0,0,1,1
180,3.03009858174611,0.1136436458047595,CA,2024-02-15,1,0,1,0,0,1,0,0,0,0
181,1.59642546048389,0.0363541808343273,CA,2024-02-16,1,1,1,1,0,1,0,0,1,0
182,0.875036700870403,0.03289510616589695,CA,2024-02-17,1,1,1,1,1,1,0,0,1,1
183,0.653128478378805,0.053254394064201,CA,2024-02-18,1,1,1,1,1,1,0,0,1,0
184,1.08993138100938,0.03819008242709315,CA,2024-02-19,1,1,1,1,1,1,1,0,1,0
185,0.622540211578003,0.001971574482962235,CA,2024-02-20,1,1,1,1,1,1,1,1,1,1
186,1.64388038263287,0.083782230067285,CA,2024-02-21,1,1,1,0,1,1,0,0,0,1
187,1.91805970539475,0.062879436176662,CA,2024-02-22,1,1,0,0,1,1,0,1,0,0
188,1.11795298772101,0.0625479090559235,CA,2024-02-23,1,1,1,1,1,1,0,0,1,1
189,1.01962521087489,0.056288482301529,CA,2024-02-24,1,1,1,1,1,1,0,0,1,1
190,1.45433586104841,0.00177265213548928,CA,2024-02-25,1,0,1,1,1,1,0,0,1,0
191,2.13622519332063,0.0754081405121925,CA,2024-02-26,1,1,1,1,0,1,1,0,1,0
192,3.11858677220107,0.1109391407066135,CA,2024-02-27,1,1,1,1,0,1,0,0,1,0
193,1.69738391109654,0.07418437123913,CA,2024-02-28,1,1,1,1,1,1,1,1,0,0
194,0.24477786474654,0.001708608720761145,CA,2024-02-29,1,1,1,1,1,1,1,1,1,1
195,0.346131473003569,0.00170433170730933,CA,2024-03-01,1,1,1,1,1,1,0,0,1,1
196,1.52888746669985,0.00170462029523426,CA,2024-03-02,1,0,1,1,1,1,1,1,1,1
197,0.750870337084053,0.0438309508692112,CA,2024-03-03,1,1,1,1,1,1,0,0,1,1
198,1.45817385924531,0.0861116386806635,CA,2024-03-04,1,1,1,1,1,1,0,1,1,0
199,2.64428769376646,0.1109926411341245,CA,2024-03-05,1,1,1,1,0,1,0,1,1,0
200,1.82605854488536,0.0574523859602685,CA,2024-03-06,1,1,1,1,1,1,0,0,1,0
201,2.77619615474621,0.117829471231383,CA,2024-03-07,1,1,1,1,0,1,0,0,1,0
202,1.99916605255277,0.0512044776004365,CA,2024-03-08,1,1,1,0,1,1,0,0,0,0
203,1.5289755215428,0.1344096927297295,CA,2024-03-09,1,1,1,1,0,1,0,1,1,0
204,1.53537494790577,0.1109557846497555,CA,2024-03-10,1,1,1,1,0,1,0,0,1,0
205,1.60684493622794,0.18715621885451,CA,2024-03-11,1,1,1,1,0,1,0,1,1,0
206,1.6085090998022,0.104613172264202,CA,2024-03-12,1,1,1,1,0,1,1,0,1,0
207,3.19346598009004,0.1076081423811595,CA,2024-03-13,1,1,1,1,0,1,0,0,1,0
208,2.39590018233138,0.1137931036817985,CA,2024-03-14,1,1,1,1,0,1,0,0,1,0
209,1.76191056834912,0.03495887570896255,CA,2024-03-15,1,1,1,1,1,1,0,1,1,0
210,1.00793292709678,0.143419126252828,CA,2024-03-16,1,1,1,1,1,1,0,0,1,0
211,NA,NA,CO,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.00756332725483833,0.00528917857525965,CO,2024-02-05,1,1,1,1,1,1,1,1,1,1
213,0.00729660657775022,0.00516150343823525,CO,2024-02-06,1,1,1,1,1,1,1,1,1,1
214,0.00780932970344939,0.00509244505301995,CO,2024-02-07,1,1,1,1,1,1,1,1,1,1
215,0.0246888295541323,0.0050838063045903,CO,2024-02-08,1,1,1,1,1,1,1,1,1,1
216,0.0244888875439414,0.00513858704798835,CO,2024-02-09,1,1,1,1,1,1,1,1,1,1
217,1.17624836235428,0.4387091250868675,CO,2024-02-10,1,0,0,1,1,1,0,0,1,1
218,NA,NA,CO,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.0212933227007944,0.0057337984422744,CO,2024-02-12,1,1,1,1,1,1,1,1,1,1
220,1.18059031961095,0.4316951970266905,CO,2024-02-13,1,0,0,1,1,1,0,0,1,1
221,NA,NA,CO,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,0.00533208009680169,0.00714560595918205,CO,2024-02-15,1,1,1,1,1,1,1,1,1,1
223,NA,NA,CO,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,0.00619776264117254,0.0122306004067089,CO,2024-02-20,1,1,1,1,1,1,1,1,1,1
228,0.0582480263453518,0.0137873835758549,CO,2024-02-21,1,1,1,1,1,1,0,1,1,0
229,NA,NA,CO,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,1.14168228453736,0.3856595727527995,CO,2024-02-23,1,0,0,1,1,1,0,0,1,1
231,NA,NA,CO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.0390637243911892,0.02460461481911095,CO,2024-02-26,1,1,1,1,1,1,0,1,1,0
234,0.00603239865030392,0.0272880027496589,CO,2024-02-27,1,1,1,1,1,1,1,1,1,1
235,0.00746460100502175,0.0300779022633444,CO,2024-02-28,1,1,1,1,1,1,1,1,1,1
236,0.0223748995825344,0.032931645951044,CO,2024-02-29,1,1,1,1,1,1,0,0,1,1
237,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.0296456383677797,0.0440608422355124,CO,2024-03-04,1,1,1,1,1,1,1,1,1,1
241,NA,NA,CO,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,NA,CO,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,CO,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,0.0130109627385714,0.05293448489904,CO,2024-03-08,1,1,1,1,1,1,1,1,1,1
245,NA,NA,CO,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,0.0440200450776285,0.0586200029126025,CO,2024-03-12,1,1,1,1,1,1,0,0,1,1
249,0.0191962944448901,0.0595918631967665,CO,2024-03-13,1,1,1,1,1,1,1,1,1,1
250,NA,NA,CO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,0.0206621692273436,0.061103980019389,CO,2024-03-15,1,1,1,1,1,1,1,1,1,1
252,NA,NA,CO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,0.00195379260877777,8.36611929432335e-4,CT,2024-02-04,1,1,1,1,1,1,1,1,1,1
254,0.0173369310181954,7.6355904059962e-4,CT,2024-02-05,1,1,1,1,1,1,1,1,1,1
255,0.978273704473711,0.1901938668573805,CT,2024-02-06,1,0,1,1,0,1,0,1,1,0
256,0.0278528652897518,6.4354415270466e-4,CT,2024-02-07,1,1,1,1,1,1,1,1,1,1
257,1.22181496148045,0.4764124042040595,CT,2024-02-08,1,0,1,1,0,1,0,1,1,0
258,0.0144394273899891,5.5171617736685e-4,CT,2024-02-09,1,1,1,1,1,1,1,1,1,1
259,NA,NA,CT,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,0.00197394515218399,4.82027032657705e-4,CT,2024-02-11,1,1,1,1,1,1,1,1,1,1
261,0.0420485088735471,4.5407213513777e-4,CT,2024-02-12,1,1,1,1,1,1,1,1,1,1
262,NA,NA,CT,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,0.00137430445865217,4.09898281474395e-4,CT,2024-02-14,1,1,1,1,1,1,1,1,1,1
264,0.00146809510228698,3.9309577890102e-4,CT,2024-02-15,1,1,1,1,1,1,1,1,1,1
265,NA,NA,CT,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,0.00165175901801812,3.69146999942475e-4,CT,2024-02-17,1,1,1,1,1,1,1,1,1,1
267,NA,NA,CT,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,0.00512548458395939,3.57729577685495e-4,CT,2024-02-19,1,1,1,1,1,1,1,1,1,1
269,NA,NA,CT,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,0.011936486819104,3.59658681686195e-4,CT,2024-02-21,1,1,1,1,1,1,1,1,1,1
271,1.24983203719093,0.482133145473152,CT,2024-02-22,1,0,1,1,0,1,0,1,1,0
272,0.00534047698684348,3.77634448234735e-4,CT,2024-02-23,1,1,1,1,1,1,1,1,1,1
273,NA,NA,CT,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,0.013323446862763,4.17290109826665e-4,CT,2024-02-25,1,1,1,1,1,1,1,1,1,1
275,0.00175014585587464,4.48277298252815e-4,CT,2024-02-26,1,1,1,1,1,1,1,1,1,1
276,0.00593091044687218,4.8921798918402e-4,CT,2024-02-27,1,1,1,1,1,1,1,1,1,1
277,0.00220679541580909,5.4283354002245e-4,CT,2024-02-28,1,1,1,1,1,1,1,1,1,1
278,0.0150583532312216,6.12794862881905e-4,CT,2024-02-29,1,1,1,1,1,1,1,1,1,1
279,NA,NA,CT,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,NA,NA,CT,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
