...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,recombinant_50_CI,X24G_50_CI,X24E_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,recombinant_95_CI,X24G_95_CI,X24E_95_CI,other_95_CI
28,NA,NA,AK,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.787423080573079,0.51061746588246,AK,2024-07-02,1,1,1,1,0,1,1,0,1,1,1,0,1,1
32,NA,NA,AK,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.542172498105179,0.461642009414332,AL,2024-06-30,1,0,1,1,1,1,1,1,0,1,1,0,1,1
72,NA,NA,AL,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.545655974821073,0.4562355523673385,AL,2024-07-09,1,0,1,1,1,1,1,0,0,1,1,1,1,1
81,NA,NA,AL,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.211379163473142,0.056732833978379,AR,2024-06-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,NA,NA,AR,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.261499570955164,0.0635273603121125,AR,2024-07-08,1,1,1,1,1,1,1,0,0,1,1,1,1,1
122,0.630907808805167,0.601250731086765,AR,2024-07-09,1,0,1,1,1,1,1,0,0,1,1,1,1,1
123,0.632475294836891,0.601903920118065,AR,2024-07-10,1,0,1,1,1,1,1,1,0,0,1,1,1,1
124,NA,NA,AR,2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.89619517555764,0.361503637949632,AZ,2024-06-02,0,1,0,1,1,1,1,0,0,0,0,1,1,1
128,1.92549828710547,0.3840422615574305,AZ,2024-06-03,0,0,1,1,1,1,1,0,0,0,1,0,1,1
129,1.11006686007569,0.358046444116243,AZ,2024-06-04,1,1,1,1,1,1,0,0,0,0,1,1,1,0
130,1.35245959313773,0.3644219975746635,AZ,2024-06-05,1,0,1,1,1,1,1,0,0,0,1,1,1,1
131,1.27101941976795,0.3034890268099915,AZ,2024-06-06,0,1,1,1,1,1,1,0,0,0,1,1,1,1
132,1.1499768133832,0.34194282411437,AZ,2024-06-07,1,1,0,1,1,1,1,0,1,0,1,1,1,1
133,1.56380153359505,0.3305293322850325,AZ,2024-06-08,0,1,1,0,1,1,1,0,1,0,0,1,1,1
134,1.76228723019129,0.437925466767266,AZ,2024-06-09,0,1,1,1,1,0,1,0,0,0,1,1,0,1
135,2.56426793143351,0.3318960361564485,AZ,2024-06-10,1,0,1,1,0,1,1,0,0,0,1,0,1,1
136,2.93102094079572,0.379215043458558,AZ,2024-06-11,1,1,1,1,0,1,1,0,0,0,1,0,0,1
137,2.25702946774288,0.357634173265526,AZ,2024-06-12,1,1,1,1,1,0,1,0,1,0,0,1,0,1
138,1.8534757152028,0.367455342048017,AZ,2024-06-13,1,0,1,1,0,1,1,0,0,0,1,0,1,1
139,1.98834505222405,0.316037386431697,AZ,2024-06-14,1,1,0,1,1,1,1,0,1,0,1,1,1,1
140,0.378749457663407,0.279802672326473,AZ,2024-06-15,1,1,1,1,1,1,1,0,1,1,1,0,1,1
141,1.26135745002956,0.347939808221893,AZ,2024-06-16,1,1,1,1,1,1,1,0,0,1,0,1,1,1
142,4.67766986860475,0.361583414350012,AZ,2024-06-17,0,1,0,1,0,1,1,0,0,0,0,0,1,0
143,3.5622178936498,0.376041937206102,AZ,2024-06-18,1,1,1,0,0,1,1,0,1,0,1,0,0,1
144,1.21822360245015,0.326928839238791,AZ,2024-06-19,1,1,1,1,1,1,1,0,0,0,1,1,0,1
145,1.28896659906308,0.350942890188596,AZ,2024-06-20,1,0,1,1,1,1,1,0,0,0,1,1,1,1
146,0.888820982290159,0.3230507283527065,AZ,2024-06-21,1,1,1,1,1,1,1,1,0,0,0,1,1,1
147,0.43506982167885,0.3132255868182315,AZ,2024-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,1.59045053909435,0.3383272226354085,AZ,2024-06-23,1,1,0,1,1,1,1,0,1,0,0,1,1,1
149,0.908979680225421,0.361588431117199,AZ,2024-06-24,1,1,1,1,1,1,1,0,0,0,1,1,0,1
150,3.03358136194889,0.3589056247887115,AZ,2024-06-25,1,1,0,1,1,1,1,0,0,0,1,1,0,1
151,2.36945924438631,0.3891391330845335,AZ,2024-06-26,1,0,0,1,0,1,1,1,0,0,1,0,1,1
152,NA,NA,AZ,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,0.450153667634536,0.324292046817396,AZ,2024-06-28,1,1,1,1,1,1,1,0,0,0,1,0,1,1
154,0.970422713595995,0.32200884602651503,AZ,2024-06-29,0,1,1,1,1,1,1,0,1,0,1,1,1,1
155,2.89516042190508,0.4115354904238695,AZ,2024-06-30,1,1,1,0,0,1,1,1,0,0,0,0,0,1
156,5.70500222362004,0.40863066628294,AZ,2024-07-01,1,0,0,1,1,0,0,0,0,0,0,1,0,0
157,1.65882387086485,0.335435268894591,AZ,2024-07-02,1,1,1,1,1,1,1,0,0,0,1,1,1,1
158,NA,NA,AZ,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,1.0551273587176,0.3414041566134225,AZ,2024-07-04,1,1,0,1,1,1,1,0,1,0,0,1,1,1
160,0.801553879100724,0.419152247178347,AZ,2024-07-05,1,1,1,1,1,0,1,0,1,1,1,1,0,1
161,2.21724682027517,0.4838496373795305,AZ,2024-07-06,1,1,1,1,1,0,1,0,0,0,1,1,0,1
162,0.900319446995806,0.3838283419916595,AZ,2024-07-07,1,1,1,1,0,1,1,0,0,0,0,0,1,1
163,5.76440024500667,0.398832463492443,AZ,2024-07-08,1,1,1,1,0,0,1,0,0,0,0,0,0,1
164,3.41351779132055,0.364575197662978,AZ,2024-07-09,1,1,1,1,1,1,1,0,0,0,0,1,0,1
165,2.24637079950346,0.381201695513415,AZ,2024-07-10,1,1,1,1,1,0,1,0,0,0,0,1,0,1
166,1.1115929508044,0.426516591592049,AZ,2024-07-11,1,1,1,1,0,1,1,0,0,0,1,0,0,1
167,0.743162170405621,0.3986518644726775,AZ,2024-07-12,1,1,1,1,1,0,1,0,1,1,1,1,0,1
168,NA,NA,AZ,2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,8.29285371800052,0.4187826419408725,CA,2024-06-02,0,1,1,1,0,0,0,0,0,0,0,0,0,0
170,5.59029575589797,0.3957598294864525,CA,2024-06-03,0,0,1,1,0,1,0,0,0,0,0,0,0,0
171,9.7548909707442,0.4123038689351255,CA,2024-06-04,0,0,0,1,0,1,0,0,0,0,0,0,0,0
172,10.6680911157982,0.3910090474685695,CA,2024-06-05,1,0,0,1,0,0,0,0,0,0,0,0,0,0
173,5.49464221553724,0.3679712873585715,CA,2024-06-06,1,1,0,1,0,1,1,0,0,0,1,0,0,1
174,9.25995781808262,0.356287807791174,CA,2024-06-07,0,0,0,0,1,0,1,0,0,0,0,0,0,1
175,4.46610889929388,0.415320783283381,CA,2024-06-08,1,0,1,1,1,0,1,1,0,0,0,1,0,1
176,5.40383114976923,0.4032323952682585,CA,2024-06-09,1,0,0,1,0,1,1,0,0,0,0,0,0,1
177,5.4292973009818,0.376638832896141,CA,2024-06-10,1,1,0,0,1,0,0,0,0,0,0,0,0,0
178,10.4446185995999,0.408210961894711,CA,2024-06-11,1,0,0,1,0,1,1,0,0,0,0,0,1,0
179,5.92357884064704,0.3923863323540455,CA,2024-06-12,1,0,1,1,0,1,1,0,0,0,0,0,0,1
180,7.18422343097471,0.389066905402468,CA,2024-06-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0
181,5.95916482776298,0.43452523550006,CA,2024-06-14,1,0,1,1,0,1,0,0,0,0,1,0,0,0
182,3.27485323901274,0.418963607316,CA,2024-06-15,1,1,1,1,0,1,0,0,0,0,0,0,0,0
183,4.11551597878368,0.3741740090865675,CA,2024-06-16,0,0,0,1,1,1,1,0,0,0,0,1,0,1
184,5.16162529073454,0.4077398928644835,CA,2024-06-17,1,0,0,1,0,1,0,0,0,0,0,0,0,0
185,7.7971899097755,0.3878081609090345,CA,2024-06-18,1,0,0,1,1,0,1,0,0,0,0,0,0,1
186,8.32377386052377,0.402384658756113,CA,2024-06-19,1,0,1,0,0,1,1,0,0,0,0,0,0,0
187,3.9340357277451,0.3814581360162755,CA,2024-06-20,1,1,1,1,1,1,0,0,0,0,0,0,0,0
188,4.38628143626136,0.36154795371578,CA,2024-06-21,1,1,1,1,0,0,1,0,0,0,0,0,0,1
189,4.58214705514549,0.405668983755375,CA,2024-06-22,1,1,0,1,0,0,1,0,0,0,0,0,0,1
190,4.70804883883903,0.4035973232689035,CA,2024-06-23,1,1,0,1,0,1,1,0,0,0,0,0,0,1
191,9.26611976695579,0.4439678623877165,CA,2024-06-24,0,0,0,1,0,1,1,0,0,0,0,0,0,0
192,11.1418805295555,0.42077839112026,CA,2024-06-25,1,0,0,1,0,1,1,0,0,0,0,0,0,0
193,25.1065753542239,0.398726276997619,CA,2024-06-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0
194,17.293477905742,0.395652945916723,CA,2024-06-27,1,1,0,1,0,0,0,0,0,0,0,0,0,0
195,17.7694743653524,0.4151365806232105,CA,2024-06-28,1,0,0,1,0,1,0,0,0,0,0,0,0,0
196,13.8080965851679,0.4152933719476285,CA,2024-06-29,1,0,0,1,0,0,0,0,0,0,0,0,0,0
197,5.71932945192979,0.375494594787138,CA,2024-06-30,1,1,1,1,0,1,1,0,0,0,0,0,0,0
198,16.9970672775939,0.384328383745121,CA,2024-07-01,1,1,0,1,0,0,1,0,0,0,0,0,0,0
199,12.3481429649397,0.4191182901610895,CA,2024-07-02,1,0,0,1,0,1,0,0,0,0,0,0,0,0
200,15.6581213950861,0.4334566427974065,CA,2024-07-03,1,0,0,1,0,1,0,0,0,0,0,0,0,0
201,4.32118033569007,0.411411701003365,CA,2024-07-04,1,1,0,1,0,1,1,0,0,0,0,0,0,1
202,8.72042119693424,0.426672420983307,CA,2024-07-05,1,0,0,1,0,1,0,0,0,0,0,0,0,0
203,5.87111395650001,0.4044802319376435,CA,2024-07-06,1,1,0,1,0,1,0,1,1,0,0,0,0,1
204,8.94374134368909,0.413294871583414,CA,2024-07-07,1,0,0,1,0,1,0,0,0,0,0,0,0,0
205,8.37409326760844,0.42005430466585453,CA,2024-07-08,1,0,1,1,0,1,0,0,0,0,0,0,0,0
206,8.85818505787447,0.4012390914389235,CA,2024-07-09,0,1,1,1,0,1,1,0,1,0,0,0,0,0
207,11.0184896752863,0.4247950869845835,CA,2024-07-10,1,1,1,1,0,1,1,0,0,0,0,0,0,1
208,12.1107220199155,0.4456201638635725,CA,2024-07-11,1,0,1,1,0,1,1,0,0,0,0,0,0,1
209,14.8412922318542,0.411657791603633,CA,2024-07-12,1,1,0,1,0,1,1,0,0,0,0,0,0,0
210,4.54605955784298,0.4092794674987495,CA,2024-07-13,1,1,1,0,0,1,1,0,0,0,0,0,0,1
211,NA,NA,CO,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.478495467570562,0.4020285275613055,CO,2024-06-04,1,1,1,1,1,1,1,0,0,1,1,1,1,1
214,1.08903417336065,0.4007580004813275,CO,2024-06-05,1,0,1,1,1,1,1,0,0,1,1,1,1,1
215,0.336841855051246,0.183189444865096,CO,2024-06-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,NA,NA,CO,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1.98897720166679,0.480630085831341,CO,2024-06-10,0,1,0,1,1,1,1,0,1,0,1,1,1,1
220,0.648375906040782,0.50850352325156,CO,2024-06-11,1,1,0,1,1,1,1,1,0,0,1,1,1,1
221,0.483963566786067,0.3929881588103845,CO,2024-06-12,1,1,1,1,1,1,1,0,0,1,1,1,1,1
222,0.344369982584731,0.1908782225109155,CO,2024-06-13,1,1,1,1,1,1,1,0,1,0,1,1,1,1
223,0.363522196049629,0.1918363961368655,CO,2024-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.495194869095589,0.38850142418818,CO,2024-06-17,1,1,1,1,1,1,1,0,0,1,1,1,1,1
227,NA,NA,CO,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.354145903575209,0.1961388307386965,CO,2024-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,NA,NA,CO,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,0.796066584186135,0.59099732302881,CO,2024-06-21,1,1,1,1,0,1,1,0,1,1,1,0,1,1
231,NA,NA,CO,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
