...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,recombinant_50_CI,X24D_50_CI,X24G_50_CI,X24E_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,recombinant_95_CI,X24D_95_CI,X24G_95_CI,X24E_95_CI,other_95_CI
35,NA,NA,AK,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.76109615167872,0.611232116999875,AK,2024-07-02,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
39,NA,NA,AK,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.617683229244172,0.3880826108939695,AL,2024-06-30,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
79,NA,NA,AL,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.266451354894993,0.1866557870912165,AR,2024-06-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,NA,NA,AR,2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.84595098367078,0.3520232090286225,AZ,2024-05-26,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
128,1.74105427396449,0.4229110066142695,AZ,2024-05-27,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1
129,1.17840042878599,0.29199235792669,AZ,2024-05-28,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
130,1.00838505753772,0.43391765459486,AZ,2024-05-29,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1
131,0.671402470633904,0.4813909931863585,AZ,2024-05-30,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
132,NA,NA,AZ,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,0.554117062824581,0.3417353812255965,AZ,2024-06-01,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
134,1.83662896134906,0.369951669826758,AZ,2024-06-02,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
135,1.89572673367545,0.3880340801829525,AZ,2024-06-03,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
136,1.01203411338721,0.357962557202764,AZ,2024-06-04,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
137,1.37967026040465,0.365079488582794,AZ,2024-06-05,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
138,1.34570187847815,0.301087555438172,AZ,2024-06-06,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
139,1.13367889943488,0.3528451481113255,AZ,2024-06-07,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
140,1.57229520837319,0.32481504354025,AZ,2024-06-08,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1
141,1.75838630032994,0.4446719749250145,AZ,2024-06-09,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1
142,2.52098207314019,0.33081986004839,AZ,2024-06-10,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1
143,3.03700804801404,0.3779197543185475,AZ,2024-06-11,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1
144,2.49591420766036,0.356375047105938,AZ,2024-06-12,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1
145,1.86016241104952,0.3652161253223695,AZ,2024-06-13,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1
146,1.94451615631028,0.323195864978092,AZ,2024-06-14,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
147,0.370692089032861,0.2680170962986515,AZ,2024-06-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,1.31101182315364,0.345727378563503,AZ,2024-06-16,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
149,4.67078182220515,0.36416613717054,AZ,2024-06-17,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
150,3.74392224633299,0.377476546463702,AZ,2024-06-18,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
151,1.22188776336302,0.3267680802889865,AZ,2024-06-19,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
152,1.26255789312955,0.350445905026347,AZ,2024-06-20,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
153,0.896786975592595,0.3234492719550995,AZ,2024-06-21,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
154,0.44118909000035,0.3134632391563365,AZ,2024-06-22,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
155,1.56400598880922,0.342881831730452,AZ,2024-06-23,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
156,0.997719116944574,0.3630132613101985,AZ,2024-06-24,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1
157,3.25648603995398,0.3610368853172785,AZ,2024-06-25,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1
158,2.28496994206372,0.3854185005938125,AZ,2024-06-26,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1
159,NA,NA,AZ,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,0.464228940826666,0.325939945163629,AZ,2024-06-28,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
161,0.989056715349679,0.318583823953735,AZ,2024-06-29,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
162,3.01641715204438,0.409771279951232,AZ,2024-06-30,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
163,6.55260048635298,0.409587869546054,AZ,2024-07-01,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1
164,1.72343865321186,0.3369364788716785,AZ,2024-07-02,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
165,NA,NA,AZ,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,1.04848261589021,0.347065944782316,AZ,2024-07-04,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
167,0.876304384242993,0.4260927543044125,AZ,2024-07-05,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
168,2.34822052181187,0.49231832800624,AZ,2024-07-06,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1
169,7.09593717725163,0.4093040442718365,CA,2024-05-26,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
170,1.94986187817636,0.3480254381080025,CA,2024-05-27,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1
171,2.88608374985555,0.3517222936947635,CA,2024-05-28,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
172,2.74204226364493,0.3504568626554025,CA,2024-05-29,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1
173,9.7342230529461,0.411677645893405,CA,2024-05-30,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1
174,7.79896201028119,0.365539321423153,CA,2024-05-31,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1
175,5.66788254674825,0.405794299305582,CA,2024-06-01,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1
176,8.19543758851827,0.40972432852171,CA,2024-06-02,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
177,5.07981179433645,0.386998730611537,CA,2024-06-03,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
178,8.99728300642553,0.399476726999549,CA,2024-06-04,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
179,9.20802557931223,0.3799196947880815,CA,2024-06-05,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
180,6.17327895967304,0.365568378377998,CA,2024-06-06,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
181,10.6505211020101,0.3668859690198465,CA,2024-06-07,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
182,3.39749229245501,0.3897784172077545,CA,2024-06-08,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
183,4.94847097667711,0.390817020050803,CA,2024-06-09,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1
184,6.33372947468385,0.378914811212529,CA,2024-06-10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
185,10.2071938799706,0.3994006360451565,CA,2024-06-11,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
186,5.98821509824707,0.3863352724115925,CA,2024-06-12,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
187,7.36640206336675,0.3873680920123215,CA,2024-06-13,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1
188,5.17826192840649,0.409963615415957,CA,2024-06-14,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1
189,3.31204444152836,0.415221301374958,CA,2024-06-15,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1
190,4.54400677237672,0.37305282481871,CA,2024-06-16,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
191,5.74504633478884,0.4057587463623255,CA,2024-06-17,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
192,9.7472558093858,0.3963400152000265,CA,2024-06-18,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1
193,9.77499722454233,0.393623195099485,CA,2024-06-19,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
194,6.93493918038054,0.3954244624210455,CA,2024-06-20,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
195,7.39911459893018,0.387252645866592,CA,2024-06-21,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1
196,5.27328429007902,0.412949784023471,CA,2024-06-22,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
197,6.04310283270607,0.403855627838466,CA,2024-06-23,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0
198,9.5568584223144,0.426070933776466,CA,2024-06-24,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0
199,12.5532379826182,0.4127226987790335,CA,2024-06-25,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
200,31.7491940406881,0.4104040743924095,CA,2024-06-26,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
201,26.0921087487968,0.4136624163846475,CA,2024-06-27,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
202,23.3696740813444,0.4152270358200525,CA,2024-06-28,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
203,17.341744448408,0.4192106082149355,CA,2024-06-29,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
204,11.1979058704372,0.399249510612322,CA,2024-06-30,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
205,24.5316752693057,0.4071320986324915,CA,2024-07-01,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
206,15.6763663135685,0.4138655134388695,CA,2024-07-02,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
207,17.7414518112233,0.4160469469805175,CA,2024-07-03,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
208,5.69381623550933,0.411408271863717,CA,2024-07-04,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
209,10.5781541730842,0.426665586158027,CA,2024-07-05,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
210,8.87034956257833,0.420358079004903,CA,2024-07-06,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1
211,NA,NA,CO,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,NA,NA,CO,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,0.311358532765115,0.1907999589740795,CO,2024-05-29,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
