...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23H_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23H_95_CI,X23G_95_CI,other_95_CI
33,NA,NA,AK,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2023-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1.8738578768386,0.300503485481079,AL,2023-10-17,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
53,1.04859218132871,0.301508999857653,AL,2023-10-18,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,1.4091297413382,0.382210268311227,AL,2023-10-19,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1
55,2.28716670040122,0.325893724879702,AL,2023-10-20,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
56,0.447826606097239,0.30057878981634,AL,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
57,1.10452531815554,0.358926682747645,AL,2023-10-22,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
58,1.39679587154062,0.3245947852349445,AL,2023-10-23,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1
59,0.778764756062473,0.54456453194585,AL,2023-10-24,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
60,1.64450345971242,0.2997360342994075,AL,2023-10-25,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1
61,0.840106267591331,0.438817424298358,AL,2023-10-26,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
62,NA,NA,AL,2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.773319892439234,0.545425782561745,AL,2023-10-30,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,0.43831579362424,0.299305399790019,AL,2023-10-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,0.442901480090969,0.2993298705314215,AL,2023-11-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
68,NA,NA,AL,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.397721201661981,0.297469263779894,AL,2023-11-03,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
70,NA,NA,AL,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.441672033548373,0.299864303533932,AL,2023-11-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
73,NA,NA,AL,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.435312258594326,0.3005166684516645,AL,2023-11-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,NA,NA,AL,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.425699778301684,0.3017794122503535,AL,2023-11-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.261604731860285,0.1821232089899715,AR,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,1.16545740491147,0.1801407954420425,AR,2023-10-09,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
87,1.13687683584882,0.1781525371352505,AR,2023-10-10,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
88,1.13586095974504,0.223824144615772,AR,2023-10-11,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1
89,1.58365587871077,0.3963189270001465,AR,2023-10-12,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0
90,1.40329309841852,0.2491201970902665,AR,2023-10-13,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
91,NA,NA,AR,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,2.18521892805919,0.2224329372759285,AR,2023-10-16,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1
94,0.802866122894348,0.577990815410785,AR,2023-10-17,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
95,NA,NA,AR,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,1.52598387129859,0.160279056952936,AR,2023-10-19,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
97,0.246991875245812,0.158329284335031,AR,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,0.245948595759078,0.156393912785191,AR,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99,NA,NA,AR,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2.47367073164058,0.396964713940651,AR,2023-10-23,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1
101,0.597003537679862,0.452683882927016,AR,2023-10-24,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
102,1.17868888351943,0.57748020049319,AR,2023-10-25,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
103,NA,NA,AR,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.414595502780263,0.303703362933699,AR,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,NA,NA,AR,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.819893438037778,0.590452463468295,AR,2023-10-30,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
108,NA,NA,AR,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.928720311218627,0.663241410824135,AR,2023-11-01,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
110,NA,NA,AR,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.82314516756821,0.59331581451742,AR,2023-11-03,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
112,NA,NA,AR,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,2.88698734651295,0.56066631220479,AR,2023-11-06,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
115,0.821634900620532,0.59548435948816,AR,2023-11-07,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
116,0.212430362549839,0.126350055132974,AR,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,NA,NA,AR,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.648513424124201,0.52007940814672,AR,2023-11-15,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
124,NA,NA,AR,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.40478353878955,0.3570146182859445,AZ,2023-10-08,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1
128,3.64687394384834,0.359300700050487,AZ,2023-10-09,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1
129,3.16953476271355,0.367222189217219,AZ,2023-10-10,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1
130,1.2804169109355,0.3529061832949825,AZ,2023-10-11,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1
131,0.509288695225732,0.357608326304924,AZ,2023-10-12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
132,1.2153278120898099,0.57924220278662,AZ,2023-10-13,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1
133,1.25395806239032,0.388040112029845,AZ,2023-10-14,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1
134,1.72425142494974,0.406601170995547,AZ,2023-10-15,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1
135,4.30505051250242,0.357541527939369,AZ,2023-10-16,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
136,5.74169347709028,0.369465623762557,AZ,2023-10-17,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1
137,4.78013139563522,0.360741561132036,AZ,2023-10-18,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1
138,2.11192631633595,0.3767059487778665,AZ,2023-10-19,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1
139,1.76344105418718,0.339127514594116,AZ,2023-10-20,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1
140,2.77729788394709,0.3467647317691235,AZ,2023-10-21,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1
141,3.33545883407783,0.3550494711001015,AZ,2023-10-22,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1
142,4.21899407581357,0.382463942398917,AZ,2023-10-23,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
143,3.61694193172706,0.327389292916665,AZ,2023-10-24,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
144,1.83233410159298,0.3497099987956595,AZ,2023-10-25,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
145,0.38865032452021,0.2939019111082265,AZ,2023-10-26,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
146,1.35966864657288,0.325085282204853,AZ,2023-10-27,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
147,2.10696420176491,0.47600384629225,AZ,2023-10-28,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1
148,4.07680244264312,0.371597792319016,AZ,2023-10-29,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
149,5.73037449320419,0.3891245457761325,AZ,2023-10-30,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1
150,2.7207022240902,0.374166625631582,AZ,2023-10-31,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
151,1.42981483590414,0.338050845534394,AZ,2023-11-01,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
152,3.90700135464149,0.3966442010324245,AZ,2023-11-02,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0
153,2.23414746675071,0.4302124490675585,AZ,2023-11-03,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1
154,0.759834666128444,0.381539071766314,AZ,2023-11-04,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
155,4.05805219899042,0.39676545545941,AZ,2023-11-05,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
156,8.26219708186623,0.3862282339152785,AZ,2023-11-06,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1
157,4.18156896306361,0.368820219203186,AZ,2023-11-07,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0
158,3.55872275017945,0.4044025290762065,AZ,2023-11-08,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1
159,2.42155866066627,0.416820762232673,AZ,2023-11-09,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0
160,1.10733059089476,0.3641346940533725,AZ,2023-11-10,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1
161,1.49189895515791,0.3679239392871815,AZ,2023-11-11,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
162,7.65563156931594,0.37514377656473,AZ,2023-11-12,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1
163,9.50272217432186,0.384104640043436,AZ,2023-11-13,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
164,3.55989587225208,0.409971607232422,AZ,2023-11-14,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0
165,5.05384174816714,0.3970457098731845,AZ,2023-11-15,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0
166,2.15579044199342,0.3558088655463675,AZ,2023-11-16,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1
167,0.48572437589813,0.310610569199693,AZ,2023-11-17,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
168,0.738242622160688,0.3365315897354225,AZ,2023-11-18,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
169,0.742416914974174,0.3003329608552,CA,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
170,1.8855521206235,0.340733905917679,CA,2023-10-09,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1
171,2.77413853224446,0.3867638349479695,CA,2023-10-10,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
172,3.09122108542989,0.376800195143428,CA,2023-10-11,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
173,1.65152995307555,0.3328555279840915,CA,2023-10-12,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1
174,2.39794659897932,0.380535844471033,CA,2023-10-13,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1
175,1.58838124798156,0.369055993928934,CA,2023-10-14,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1
176,1.81511368104814,0.4187698257698245,CA,2023-10-15,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
177,3.50683748665751,0.354322102620386,CA,2023-10-16,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
178,1.66490824450393,0.350061988365604,CA,2023-10-17,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0
179,4.61726718884695,0.408390710690024,CA,2023-10-18,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
180,2.08728795278748,0.38174125032218,CA,2023-10-19,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1
181,1.40929813914256,0.387710717537351,CA,2023-10-20,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0
182,0.619177119418273,0.446525126713658,CA,2023-10-21,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
183,0.647863456682174,0.380609367388782,CA,2023-10-22,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
184,2.00609354882591,0.3444210111790455,CA,2023-10-23,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
185,1.47373440761138,0.327164873489917,CA,2023-10-24,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0
186,2.10219706493117,0.426985946562708,CA,2023-10-25,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0
