...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,other_95_CI
21,0.370413192153266,0.214764131694445,AK,2023-07-01,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
22,0.359330863128903,0.213366325514506,AK,2023-07-02,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
23,0.819848367226004,0.59587607163848,AK,2023-07-03,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
24,NA,NA,AK,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.770241602145213,0.57375531068833,AK,2023-07-16,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
37,NA,NA,AK,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.10641541266281,0.087770077566621,AL,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,NA,NA,AL,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1.02699979584161,0.711893211852215,AL,2023-06-26,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
59,0.973494142935637,0.66487364487577,AL,2023-06-27,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
60,0.821280824010327,0.52429753343412,AL,2023-06-28,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,NA,NA,AL,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.119249485588979,0.0990997412956225,AL,2023-07-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,NA,NA,AL,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,1.31266409161082,0.49476265766837,AL,2023-07-05,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1
68,0.904482713118474,0.624414846729435,AL,2023-07-06,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
69,0.782365612422548,0.50847015408558,AL,2023-07-07,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
70,NA,NA,AL,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.957638192600897,0.647782375871415,AL,2023-07-09,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
72,NA,NA,AL,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.127965708033535,0.1091188515143985,AL,2023-07-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,0.766065146483837,0.500697506563025,AL,2023-07-13,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
76,0.947959470540406,0.64048724271303,AL,2023-07-14,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
77,NA,NA,AL,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.13318151149718,0.1130864567990595,AL,2023-07-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,0.950069533743458,0.636084538440125,AL,2023-07-17,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
80,NA,NA,AL,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.73522308615555,0.494784122662485,AL,2023-07-19,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
82,NA,NA,AL,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.734269057687209,0.4922122413240935,AL,2023-07-22,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
85,NA,NA,AR,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.400530917289146,0.0841623862405615,AR,2023-06-12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
87,0.703014598550066,0.5211806044559,AR,2023-06-13,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
88,0.682320057937231,0.513382796418705,AR,2023-06-14,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
89,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.680946050464367,0.4977588385905185,AR,2023-06-16,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
91,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.178132360278585,0.1098892434730695,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
94,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,0.191723122313676,0.122603604094358,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
97,0.20077387697874,0.1270843877596805,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
98,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1.71009000127215,0.1412845378775545,AR,2023-06-26,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
101,0.571200829408617,0.4117792788178725,AR,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
102,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.94369305172356,0.61592011707105,AR,2023-07-10,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
115,NA,NA,AR,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.313212566724825,0.243150909348899,AR,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
118,NA,NA,AR,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.332136540258698,0.271040801346654,AR,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
122,NA,NA,AR,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.811877951529125,0.4290180551525835,AR,2023-07-19,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
124,NA,NA,AR,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.442769915729204,0.2483619010788715,AR,2023-07-21,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
126,NA,NA,AR,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.21237358442371,0.23843061399343,AZ,2023-06-11,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
128,1.10665042210602,0.345745129333351,AZ,2023-06-12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1
129,1.94606287616084,0.436211845824639,AZ,2023-06-13,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
130,2.23586011701072,0.292541932553384,AZ,2023-06-14,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1
131,1.31287312668937,0.61889088394986,AZ,2023-06-15,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1
132,1.19385353702844,0.267855586406923,AZ,2023-06-16,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
133,0.50362058470646,0.3175169667058595,AZ,2023-06-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,6.00144173499482,0.4095618944398665,AZ,2023-06-18,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1
135,3.03845865301936,0.3996616053881295,AZ,2023-06-19,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1
136,2.95800470666727,0.4353544706689135,AZ,2023-06-20,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1
137,2.16802781504817,0.3777817909328485,AZ,2023-06-21,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
138,1.77453587322418,0.4115991234982905,AZ,2023-06-22,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0
139,0.351799511189008,0.26951260574512,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
140,1.14569075446052,0.3890047565210905,AZ,2023-06-24,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1
141,1.22122558781738,0.347975667507202,AZ,2023-06-25,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
142,2.48303379915669,0.3746542547553075,AZ,2023-06-26,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
143,4.76144205537228,0.384116689136352,AZ,2023-06-27,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1
144,2.46112599048494,0.3839852938529215,AZ,2023-06-28,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0
145,2.51181121680407,0.379015644823064,AZ,2023-06-29,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1
146,1.10038688036436,0.3701474513662505,AZ,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
147,1.51646490732648,0.376354623272436,AZ,2023-07-01,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
148,2.47727104239533,0.3609820523415945,AZ,2023-07-02,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
149,5.28202523667929,0.3849434124701405,AZ,2023-07-03,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1
150,3.67372942750981,0.4028192745998355,AZ,2023-07-04,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0
151,1.56528095615345,0.390933779324118,AZ,2023-07-05,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1
152,1.07871232594217,0.430004349431091,AZ,2023-07-06,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1
153,0.558539912986123,0.4377571823541625,AZ,2023-07-07,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
154,1.6577701380556,0.3549638712616715,AZ,2023-07-08,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0
155,3.25320552726849,0.3650245623187775,AZ,2023-07-09,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0
156,4.5225658667058,0.4188736773945775,AZ,2023-07-10,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
157,5.85835182549632,0.452435992878422,AZ,2023-07-11,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1
158,5.18202164007413,0.4493776134531805,AZ,2023-07-12,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1
159,4.88224320647401,0.4869733782772745,AZ,2023-07-13,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0
160,1.22983052399751,0.4107962305258345,AZ,2023-07-14,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
161,2.750359381639,0.50901767081602,AZ,2023-07-15,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1
162,3.53488199740753,0.405302192389658,AZ,2023-07-16,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
163,8.74045037236688,0.479051802756944,AZ,2023-07-17,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1
164,4.96570556308494,0.469356186719227,AZ,2023-07-18,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
165,5.216013955454,0.4810785058483935,AZ,2023-07-19,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1
166,1.11877407368607,0.3793990688691115,AZ,2023-07-20,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
167,1.45247153836771,0.2805639772907725,AZ,2023-07-21,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1
168,2.36728640194962,0.5061797909275,AZ,2023-07-22,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1
169,0.822886406983275,0.3465014039360405,CA,2023-06-11,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
170,1.49060300893187,0.367753148181477,CA,2023-06-12,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1
171,1.73999609790753,0.3279183969639745,CA,2023-06-13,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
172,1.99392311465405,0.3839925375791355,CA,2023-06-14,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1
173,1.22185707066511,0.3507843452473845,CA,2023-06-15,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
174,1.46142136012317,0.3894461180560505,CA,2023-06-16,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0
175,1.32090429063135,0.4796876408466225,CA,2023-06-17,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1
176,0.571119427426752,0.4027173406345965,CA,2023-06-18,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
177,2.19007877863745,0.365452297451712,CA,2023-06-19,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1
178,2.78557169282455,0.394565344760436,CA,2023-06-20,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1
179,3.02031305454236,0.4388396997612375,CA,2023-06-21,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0
180,2.17685877304988,0.4174570686155725,CA,2023-06-22,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
181,2.68604199065237,0.40053665632306,CA,2023-06-23,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
182,1.49415988693554,0.412642203882968,CA,2023-06-24,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1
183,1.19829168784939,0.3523237849844465,CA,2023-06-25,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
184,1.91753178849228,0.398465542224816,CA,2023-06-26,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
185,1.52823012738958,0.3744706811341905,CA,2023-06-27,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
186,2.63652167142641,0.430280013920675,CA,2023-06-28,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
187,3.15281841345057,0.4027723929821045,CA,2023-06-29,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1
188,1.7267609318428,0.383981541219332,CA,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
189,1.16490919137764,0.4088856778244395,CA,2023-07-01,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
190,1.6650568826327,0.382173432821665,CA,2023-07-02,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1
191,2.35260460676608,0.3873884933214365,CA,2023-07-03,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1
192,1.71137621267434,0.3834773594656625,CA,2023-07-04,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
193,5.35558342222961,0.431205242538022,CA,2023-07-05,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
194,3.36241023309513,0.382066232696805,CA,2023-07-06,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
195,1.96619135054047,0.445095746036779,CA,2023-07-07,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
196,1.98117922047063,0.343530631652877,CA,2023-07-08,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1
197,0.731778367115602,0.4010098388126465,CA,2023-07-09,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
198,3.73382190749544,0.436250589662015,CA,2023-07-10,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0
199,2.20981157828118,0.428675059373907,CA,2023-07-11,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1
200,2.29528082268324,0.4216576904774815,CA,2023-07-12,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1
