...1,es_score,brier_score,location,target_date,X24A_50_CI,recombinant_50_CI,X24B_50_CI,X24C_50_CI,other_50_CI,X24A_95_CI,recombinant_95_CI,X24B_95_CI,X24C_95_CI,other_95_CI
100,NA,NA,AR,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.00693575584294712,0.01393165050739315,AR,2024-03-27,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.13955869249876,0.315425934148976,AZ,2024-03-10,0,0,1,1,1,0,0,1,1,1
128,0.0376399203530118,0.001177208796361415,AZ,2024-03-11,1,1,1,1,1,1,1,1,1,1
129,1.1715974810057,0.316974812957614,AZ,2024-03-12,0,1,0,1,1,0,1,0,1,1
130,0.152685153997974,0.001162650878605465,AZ,2024-03-13,1,1,1,1,1,1,1,1,1,1
131,0.0387362161223235,0.001157450221650125,AZ,2024-03-14,1,1,1,1,1,0,1,1,1,0
132,NA,NA,AZ,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,NA,NA,AZ,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,NA,NA,AZ,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,0.00294331783388491,0.00114905080963987,AZ,2024-03-18,1,1,1,1,1,1,1,1,1,1
136,0.0641780892551474,0.001149834698146295,AZ,2024-03-19,1,1,1,1,1,1,1,1,1,1
137,0.926759133557472,0.095622733659989,AZ,2024-03-20,1,1,1,1,1,0,0,0,1,1
138,0.157343903084287,0.00115468346974499,AZ,2024-03-21,1,1,1,1,1,1,1,1,1,1
139,0.0484020324736514,0.001158732284354505,AZ,2024-03-22,1,1,1,1,1,1,1,1,1,1
140,0.0271595470569451,0.00116386845902727,AZ,2024-03-23,1,1,1,1,1,1,1,1,1,1
141,0.0150020090610949,0.001170107155578225,AZ,2024-03-24,1,1,1,1,1,1,1,1,1,1
142,0.0179851475715525,0.00117747360302296,AZ,2024-03-25,1,1,1,1,1,1,1,1,1,1
143,0.0177843628309693,0.001186003729583435,AZ,2024-03-26,1,1,1,1,1,1,1,1,1,1
144,0.0374432780140512,0.001195744927396915,AZ,2024-03-27,1,1,1,1,1,1,1,1,1,1
145,0.0421358234700676,0.001206756957905345,AZ,2024-03-28,1,1,1,1,1,1,1,1,1,1
146,1.02991844329915,0.3165538646384305,AZ,2024-03-29,0,1,0,1,1,0,1,0,1,1
147,2.03991620951524,0.314353901127845,AZ,2024-03-30,0,0,1,1,1,0,0,1,1,1
148,NA,NA,AZ,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,0.639917675256243,0.1062733203891095,AZ,2024-04-01,1,1,1,1,1,0,0,0,1,0
150,0.905915136420526,0.1075393577579935,AZ,2024-04-02,1,1,1,0,1,0,1,1,0,1
151,0.100760001133169,0.00130472409161622,AZ,2024-04-03,1,1,1,1,1,1,1,1,1,1
152,0.976019806558797,0.19243945106493,AZ,2024-04-04,1,1,1,0,1,0,1,1,0,1
153,0.899731608551985,0.3158007278380765,AZ,2024-04-05,1,1,0,1,1,0,1,0,1,1
154,0.128313399339289,0.001380704912965895,AZ,2024-04-06,1,1,1,1,1,1,1,1,1,1
155,0.987253337122136,0.2399540307150885,AZ,2024-04-07,1,1,1,0,1,0,1,1,0,1
156,0.886260821105925,0.189078315653966,AZ,2024-04-08,1,1,1,1,0,1,1,0,1,0
157,0.0184889048170361,0.00148279736910283,AZ,2024-04-09,1,1,1,1,1,1,1,1,1,1
158,NA,NA,AZ,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,NA,NA,AZ,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,0.0782229240999687,0.001620654866063225,AZ,2024-04-12,1,1,1,1,1,1,1,1,1,1
161,0.154481762002376,0.00167680456968273,AZ,2024-04-13,1,1,1,1,1,1,1,1,1,1
162,NA,NA,AZ,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,1.25954992345489,0.269014720765385,AZ,2024-04-15,1,1,0,1,1,0,1,0,1,1
164,0.619510072813748,0.1575478374114645,AZ,2024-04-16,1,1,1,1,1,0,1,0,1,1
165,1.17920727311776,0.1727426452279285,AZ,2024-04-17,1,1,1,0,1,0,1,0,0,1
166,0.048795246868345,0.00206524718306972,AZ,2024-04-18,1,1,1,1,1,1,1,1,1,1
167,0.0596395778777158,0.0021709915453978,AZ,2024-04-19,1,1,1,1,1,1,1,1,1,1
168,NA,NA,AZ,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1.58750930916205,0.106748315899653,CA,2024-03-10,1,1,0,1,1,0,1,0,1,1
170,3.20087350881973,0.2895500345697835,CA,2024-03-11,0,0,0,1,0,0,0,0,1,0
171,1.68276638952618,0.1025788813252055,CA,2024-03-12,0,1,0,1,1,0,0,0,1,0
172,4.59833045655646,0.139831816861451,CA,2024-03-13,0,1,0,1,1,0,0,0,1,0
173,2.43383982811391,0.1064085544398025,CA,2024-03-14,0,1,0,1,1,0,0,0,1,1
174,0.742123766186148,0.0326820956788701,CA,2024-03-15,1,1,1,1,1,0,0,1,1,1
175,1.33207000791184,0.1460794402419265,CA,2024-03-16,0,0,0,1,1,0,0,0,1,0
176,2.68155359983994,0.1510200839990635,CA,2024-03-17,0,1,0,1,1,0,1,0,1,1
177,1.9230199859376,0.118728895526911,CA,2024-03-18,0,0,1,0,1,0,0,1,0,1
178,0.713118344793522,0.086089501914176,CA,2024-03-19,1,1,1,1,0,1,1,1,1,1
179,1.14032071004798,0.1118001109875875,CA,2024-03-20,1,1,0,1,1,0,0,0,1,1
180,1.3426993950746,0.157439721684146,CA,2024-03-21,0,0,0,1,1,0,0,0,1,1
181,1.99246608909541,0.177605552190567,CA,2024-03-22,0,0,0,0,1,0,0,0,0,1
182,0.746093468766358,0.093946870445052,CA,2024-03-23,1,0,1,1,1,0,0,1,1,1
183,0.181238309247888,0.002276282157669185,CA,2024-03-24,1,1,1,1,1,1,1,1,1,1
184,1.74060976411989,0.1543742612233155,CA,2024-03-25,0,0,1,1,1,0,0,1,1,1
185,0.737291884174696,0.0745884434515155,CA,2024-03-26,1,1,0,1,1,0,1,0,1,1
186,1.32739132157885,0.1559399136818285,CA,2024-03-27,0,0,0,1,1,1,0,0,1,0
187,0.848904719396855,0.133190595633095,CA,2024-03-28,1,1,1,1,0,0,1,1,1,0
188,0.110380180984193,0.003319553410749735,CA,2024-03-29,1,1,1,1,1,1,1,1,1,1
189,0.0804507348799322,0.003638548452945955,CA,2024-03-30,1,1,1,1,1,1,1,1,1,1
190,1.17257277599428,0.4654356957953405,CA,2024-03-31,0,1,0,1,1,0,1,0,1,1
191,1.28255215235945,0.154014497192425,CA,2024-04-01,0,0,0,1,1,0,0,0,1,1
192,0.12368997652539,0.004941809003902995,CA,2024-04-02,1,1,1,1,1,1,1,1,1,1
193,0.164614054531051,0.0055252569853669,CA,2024-04-03,1,1,1,1,1,1,1,1,1,1
194,3.46953577830021,0.456787400857773,CA,2024-04-04,0,1,0,0,0,0,1,0,0,0
195,2.15495178906177,0.2056853460655045,CA,2024-04-05,0,0,0,1,1,0,0,0,1,1
196,0.111949154725053,0.00790875733457825,CA,2024-04-06,1,1,1,1,1,1,1,1,1,1
197,0.0527551995546945,0.0089702152246928,CA,2024-04-07,1,1,1,1,1,1,1,1,1,1
198,0.189367135767835,0.01019723064833165,CA,2024-04-08,1,1,1,1,1,1,1,1,1,1
199,0.961399744316209,0.230528631341697,CA,2024-04-09,1,1,0,1,1,0,1,0,1,1
200,1.68906982557889,0.361025355806907,CA,2024-04-10,0,1,0,0,1,0,1,0,0,1
201,3.66309213633049,0.4453154405993085,CA,2024-04-11,0,1,0,0,1,0,1,0,0,1
202,1.58681199088601,0.3013329307569985,CA,2024-04-12,0,1,0,0,1,0,1,0,0,1
203,0.877798408722898,0.1878915589675205,CA,2024-04-13,1,1,0,1,1,0,1,0,1,1
204,0.990901389162843,0.2995205923977515,CA,2024-04-14,1,1,0,1,1,0,1,0,1,1
205,2.80772254755074,0.2990795093387115,CA,2024-04-15,0,1,0,1,1,0,1,0,1,1
206,0.310613656968936,0.0284015707384967,CA,2024-04-16,1,1,1,1,1,1,1,1,1,1
207,3.71058234135555,0.229722801318071,CA,2024-04-17,0,0,1,1,1,0,0,1,1,0
208,3.29843805366075,0.3687526433572555,CA,2024-04-18,0,0,0,1,1,0,1,0,1,1
209,0.104300973484294,0.0398210042156691,CA,2024-04-19,1,1,1,1,1,1,1,1,1,1
210,0.0249212006321354,0.04413164305346605,CA,2024-04-20,1,1,1,1,1,1,1,1,1,1
211,NA,NA,CO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,NA,NA,CO,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,0.0118037136614191,0.002084861103309685,CO,2024-03-12,1,1,1,1,1,1,1,1,1,1
214,0.00357336411533563,0.00206843575052435,CO,2024-03-13,1,1,1,1,1,1,1,1,1,1
215,NA,NA,CO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,0.00382513655456916,0.002041819207173595,CO,2024-03-15,1,1,1,1,1,1,1,1,1,1
217,NA,NA,CO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.00451019574334285,0.00201570940671006,CO,2024-03-18,1,1,1,1,1,1,1,1,1,1
220,NA,NA,CO,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,NA,NA,CO,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,NA,NA,CO,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,1.279117757111,0.933749954750625,CO,2024-03-25,0,1,1,1,0,0,1,1,1,0
227,NA,NA,CO,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,NA,CO,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,0.00967616230735249,0.00203087128481308,CO,2024-03-28,1,1,1,1,1,1,1,1,1,1
230,NA,NA,CO,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,0.0353799317866068,0.00210066378184821,CO,2024-04-02,1,1,1,1,1,1,1,1,1,1
235,NA,NA,CO,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,1.12997358332613,0.4665360450124915,CO,2024-04-04,0,1,0,1,1,0,1,0,1,1
237,NA,NA,CO,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,0.0156152228611873,0.00219486147152623,CO,2024-04-06,1,1,1,1,1,1,1,1,1,1
239,NA,NA,CO,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,NA,NA,CO,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,NA,NA,CO,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,CO,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,1.07700685105246,0.4658335778919535,CO,2024-04-15,0,1,0,1,1,0,1,0,1,1
248,NA,NA,CO,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,1.03065268543044,0.471739363096517,CO,2024-04-17,0,1,1,0,1,0,1,1,0,1
250,NA,NA,CO,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,NA,CO,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,CT,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,NA,NA,CT,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,0.00138614142660143,0.001296242439260855,CT,2024-03-13,1,1,1,1,1,1,1,1,1,1
257,NA,NA,CT,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,0.00133542772814434,0.00144519763966555,CT,2024-03-15,1,1,1,1,1,1,1,1,1,1
259,NA,NA,CT,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,CT,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,NA,NA,CT,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,NA,NA,CT,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,0.00185549062458734,0.00227775946187639,CT,2024-03-21,1,1,1,1,1,1,1,1,1,1
265,0.00209638776267702,0.00250554227443037,CT,2024-03-22,1,1,1,1,1,1,1,1,1,1
266,0.00207482100567763,0.002771552716897165,CT,2024-03-23,1,1,1,1,1,1,1,1,1,1
267,0.00247751831524741,0.003082793838011545,CT,2024-03-24,1,1,1,1,1,1,1,1,1,1
268,NA,NA,CT,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,0.00940452843897716,0.00387607741358866,CT,2024-03-26,1,1,1,1,1,1,1,1,1,1
270,NA,NA,CT,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,NA,NA,CT,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,NA,NA,CT,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,NA,NA,CT,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,NA,NA,CT,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,CT,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,NA,NA,CT,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,NA,NA,CT,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,NA,NA,CT,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,NA,NA,CT,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,CT,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,NA,NA,CT,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
