...1,es_score,brier_score,location,target_date,X24A_50_CI,recombinant_50_CI,X23H_50_CI,other_50_CI,X24A_95_CI,recombinant_95_CI,X23H_95_CI,other_95_CI
82,NA,NA,AL,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
86,0.0147435582006399,0.0374264077307156,AR,2024-02-12,1,1,1,1,0,1,1,0
87,0.960749868152959,0.3473990486860545,AR,2024-02-13,0,1,1,0,1,1,1,1
88,0.0400464689795884,0.0344548098379874,AR,2024-02-14,1,1,1,1,1,1,1,1
89,NA,NA,AR,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
93,0.0339751242883958,0.02817550935169975,AR,2024-02-19,1,1,1,1,1,1,1,1
94,0.0301008234294633,0.027087858905589,AR,2024-02-20,1,1,1,1,1,1,1,1
95,NA,NA,AR,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
100,0.0239856183361068,0.0215154581280326,AR,2024-02-26,1,1,1,1,1,1,1,1
101,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
103,1.22597572680494,0.74250463430623,AR,2024-02-29,0,1,1,0,0,1,1,0
104,0.00668768864857783,0.01857896432076785,AR,2024-03-01,1,1,1,1,1,1,1,1
105,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
107,0.0425723976974038,0.0167332298618637,AR,2024-03-04,1,1,1,1,1,1,1,1
108,NA,NA,AR,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
111,0.00640430853522402,0.0147193222726611,AR,2024-03-08,1,1,1,1,1,1,1,1
112,NA,NA,AR,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
124,0.0251077179609766,0.01171526451566465,AR,2024-03-21,1,1,1,1,0,1,1,0
125,NA,NA,AR,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
127,0.629611132205283,0.11458743129947,AZ,2024-02-11,1,1,1,1,1,1,1,1
128,0.215585624839488,0.00329236684297619,AZ,2024-02-12,1,1,1,1,1,1,1,1
129,0.698067745470281,0.063959413023475,AZ,2024-02-13,1,0,1,1,0,0,1,1
130,0.53091695434989306,0.002984510897218015,AZ,2024-02-14,1,1,1,1,0,0,1,0
131,0.00351805422464788,0.002860592280968395,AZ,2024-02-15,1,1,1,1,1,1,1,1
132,0.0249667434145402,0.002754557038856515,AZ,2024-02-16,1,1,1,1,1,1,1,1
133,0.141794112357867,0.00266506302108432,AZ,2024-02-17,1,1,1,1,1,1,1,1
134,0.472756394293392,0.0504774998417755,AZ,2024-02-18,1,1,1,1,0,1,1,0
135,0.441076050886456,0.00253120811133133,AZ,2024-02-19,1,1,1,1,1,1,1,1
136,0.63058760983936,0.065499814976172,AZ,2024-02-20,1,1,1,1,0,0,1,0
137,0.608408589682813,0.03506459513503225,AZ,2024-02-21,1,1,1,1,0,0,1,0
138,1.06310349402628,0.230563335138516,AZ,2024-02-22,0,0,1,1,0,0,1,1
139,0.0222607599429517,0.00242101875897389,AZ,2024-02-23,1,1,1,1,1,1,1,1
140,0.0100612918342354,0.002423010546001615,AZ,2024-02-24,1,1,1,1,1,1,1,1
141,1.54544424156216,0.2057783859958705,AZ,2024-02-25,0,0,1,0,0,1,1,0
142,0.106788562120931,0.0024602783423896,AZ,2024-02-26,1,1,1,1,1,1,1,1
143,0.650534365424112,0.084957721903168,AZ,2024-02-27,1,1,1,1,0,0,1,1
144,0.0612693963506711,0.00254133958260228,AZ,2024-02-28,1,1,1,1,0,0,1,1
145,0.0250598965798994,0.00259840878487633,AZ,2024-02-29,1,1,1,1,1,1,1,1
146,0.00330247151065435,0.00266673679340458,AZ,2024-03-01,1,1,1,1,1,1,1,1
147,0.0454893895789801,0.002746602369529875,AZ,2024-03-02,1,1,1,1,1,1,1,1
148,0.050925822358663,0.00283836651076418,AZ,2024-03-03,1,1,1,1,1,1,1,1
149,0.166080057731291,0.002942472498469215,AZ,2024-03-04,1,1,1,1,1,1,1,1
150,0.112065200473877,0.00305944663561206,AZ,2024-03-05,1,1,1,1,1,1,1,1
151,0.035729416530533,0.003189899683137625,AZ,2024-03-06,1,1,1,1,1,1,1,1
152,0.00547770166858455,0.003334529020649475,AZ,2024-03-07,1,1,1,1,1,1,1,1
153,NA,NA,AZ,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA
154,0.0478161646230717,0.003669557597307705,AZ,2024-03-09,1,1,1,1,0,0,1,1
155,0.953964384235979,0.296533399985529,AZ,2024-03-10,0,0,1,1,0,0,1,1
156,0.0942296120897022,0.004071976858967265,AZ,2024-03-11,1,1,1,1,0,0,1,0
157,1.10022121682005,0.3096276423372375,AZ,2024-03-12,0,1,1,0,0,1,1,0
158,0.352659029706365,0.004550901464178065,AZ,2024-03-13,1,1,1,1,1,1,1,1
159,0.119754707588972,0.004822417595889585,AZ,2024-03-14,1,1,1,1,1,1,1,1
160,NA,NA,AZ,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA
161,NA,NA,AZ,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
162,NA,NA,AZ,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
163,0.0192147075088299,0.0061610631973391,AZ,2024-03-18,1,1,1,1,1,1,1,1
164,0.249659141472693,0.00656894896973965,AZ,2024-03-19,1,1,1,1,1,1,1,1
165,1.17249118594727,0.0937325792354755,AZ,2024-03-20,1,1,1,0,0,1,1,0
166,0.53093252545716,0.00748977670762465,AZ,2024-03-21,1,1,1,1,0,0,1,1
167,0.246089961690471,0.008008729330575,AZ,2024-03-22,1,1,1,1,1,1,1,1
168,0.177997149946417,0.00857129422891075,AZ,2024-03-23,1,1,1,1,1,1,1,1
169,0.0994860286226403,0.004838676399941755,CA,2024-02-11,1,1,1,1,1,1,1,1
170,2.35062158990356,0.1066967277880185,CA,2024-02-12,1,0,1,1,1,0,1,0
171,1.16257333042536,0.085871174334933,CA,2024-02-13,1,1,0,1,1,0,0,0
172,2.69549974926725,0.0397264945626028,CA,2024-02-14,0,1,1,0,0,1,1,0
173,2.10659417730929,0.1120167239927345,CA,2024-02-15,0,1,0,0,0,0,0,0
174,2.30598104177065,0.037836189228914,CA,2024-02-16,0,1,1,0,0,0,1,1
175,1.22221415765082,0.03439401502772315,CA,2024-02-17,1,1,1,0,1,0,1,0
176,0.81167896214501,0.0536803086424865,CA,2024-02-18,1,1,1,1,0,0,1,1
177,1.5529662057003,0.03899835752480765,CA,2024-02-19,0,1,1,1,0,1,1,0
178,0.838025088395344,0.003742875957720685,CA,2024-02-20,1,1,1,1,0,0,1,1
179,1.24070013566988,0.0832133816328215,CA,2024-02-21,1,1,0,1,0,0,0,1
180,1.76881625294098,0.06230775838262,CA,2024-02-22,1,0,0,1,0,1,0,0
181,1.1588073758458,0.062637262227875,CA,2024-02-23,1,1,1,1,0,0,1,0
182,1.25781766134394,0.0575551931513475,CA,2024-02-24,1,1,1,0,0,0,1,1
183,1.91844781242742,0.003604753417430305,CA,2024-02-25,0,1,1,1,0,1,1,0
184,1.6209638586367,0.0742455435770375,CA,2024-02-26,1,1,1,1,0,1,1,0
185,2.06614997036495,0.109003370315574,CA,2024-02-27,1,1,1,0,0,0,1,0
186,1.79230391007062,0.0747609498431375,CA,2024-02-28,1,1,1,1,0,0,1,0
187,0.2892095062027,0.00373018898915568,CA,2024-02-29,1,1,1,1,1,1,1,1
188,0.449903818577198,0.00379867436223929,CA,2024-03-01,1,1,1,1,1,1,1,1
189,1.97414209856198,0.0038839042616228,CA,2024-03-02,0,1,1,1,0,0,1,0
190,0.962343071769521,0.0455341899828368,CA,2024-03-03,1,1,1,1,0,0,1,1
191,1.16876395495483,0.0853778600331555,CA,2024-03-04,1,1,1,1,0,0,1,0
192,1.8647843375506299,0.108454206600396,CA,2024-03-05,1,1,1,1,0,1,1,0
193,1.88289950646968,0.0574312366042465,CA,2024-03-06,1,1,1,1,1,0,1,0
194,2.03611247792631,0.111389576805397,CA,2024-03-07,1,1,1,0,0,1,1,0
195,2.20511740461587,0.0518210149767775,CA,2024-03-08,1,1,0,1,0,1,0,1
196,1.21763756628211,0.128034601977841,CA,2024-03-09,1,1,1,0,0,1,1,0
197,1.22623141543546,0.106161907953985,CA,2024-03-10,1,1,1,0,0,1,1,0
198,1.33942828723028,0.176165064063235,CA,2024-03-11,1,1,1,0,0,1,1,0
199,1.29941783059976,0.102029062810515,CA,2024-03-12,1,1,1,1,0,0,1,1
200,2.62682750005814,0.1027557767889615,CA,2024-03-13,1,1,1,0,1,1,1,1
201,1.90546821659144,0.1099498162669295,CA,2024-03-14,1,1,1,1,1,0,1,0
202,2.22646151742383,0.0391144817996688,CA,2024-03-15,0,1,1,1,1,0,1,0
203,0.824327135348742,0.1391749697327445,CA,2024-03-16,1,1,1,1,1,0,0,1
204,1.97322377309384,0.152809656268361,CA,2024-03-17,1,1,1,0,1,1,1,1
205,1.47126411847817,0.1157911467773655,CA,2024-03-18,1,1,1,1,0,0,1,0
206,1.15534626975792,0.0104966379149882,CA,2024-03-19,1,1,1,1,0,1,1,0
207,1.12098245039421,0.077540768161768,CA,2024-03-20,1,1,1,1,0,0,1,0
208,0.957113313394977,0.148592217280665,CA,2024-03-21,1,1,1,1,1,0,1,0
209,1.46687790142137,0.162792849463263,CA,2024-03-22,1,1,1,1,1,0,1,0
210,0.80031031465892,0.120016118140119,CA,2024-03-23,1,1,1,1,1,0,1,0
211,NA,NA,CO,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
212,0.0278856243718281,0.00257007766555815,CO,2024-02-12,1,1,1,1,1,1,1,1
213,1.18072877739467,0.474684553570049,CO,2024-02-13,0,0,1,1,0,0,1,1
214,NA,NA,CO,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
215,0.00620204770991646,0.002068326670911855,CO,2024-02-15,1,1,1,1,1,1,1,1
216,NA,NA,CO,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,CO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
220,0.00542205236367482,0.001479131713476,CO,2024-02-20,1,1,1,1,1,1,1,1
221,0.0566885546971448,0.001389141315157155,CO,2024-02-21,1,1,1,1,0,1,1,0
222,NA,NA,CO,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
223,1.19284502820107,0.481164487857779,CO,2024-02-23,0,0,1,1,0,0,1,1
224,NA,NA,CO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
226,0.0303810227327909,0.001038679005049485,CO,2024-02-26,1,1,1,1,1,1,1,1
227,0.0042823093727804,9.84751964239185e-4,CO,2024-02-27,1,1,1,1,1,1,1,1
228,0.00511948137249192,9.35194867411e-4,CO,2024-02-28,1,1,1,1,1,1,1,1
229,0.0153544904185687,8.8965192841731e-4,CO,2024-02-29,1,1,1,1,1,1,1,1
230,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
233,0.0163165120044385,7.4162245535436e-4,CO,2024-03-04,1,1,1,1,0,0,1,1
234,NA,NA,CO,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA
235,NA,NA,CO,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,NA,CO,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA
237,0.00602317797864285,6.3695334705734e-4,CO,2024-03-08,1,1,1,1,1,1,1,1
238,NA,NA,CO,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
241,0.0197323545446882,5.6488594398403e-4,CO,2024-03-12,1,1,1,1,1,1,1,1
242,0.0082674783279202,5.5110249295206e-4,CO,2024-03-13,1,1,1,1,0,0,1,1
243,NA,NA,CO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
244,0.00805482303534262,5.2807287564392e-4,CO,2024-03-15,1,1,1,1,1,1,1,1
245,NA,NA,CO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
247,0.010591257480369,5.04169956933725e-4,CO,2024-03-18,1,1,1,1,1,1,1,1
248,NA,NA,CO,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
249,NA,NA,CO,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
250,NA,NA,CO,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,NA,CO,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA
253,0.0014681375286794,9.7895169131348e-4,CT,2024-02-11,1,1,1,1,1,1,1,1
254,0.0363334677649946,9.3200797476333e-4,CT,2024-02-12,1,1,1,1,0,1,1,0
255,NA,NA,CT,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
256,0.00119180019812874,8.54239681490125e-4,CT,2024-02-14,1,1,1,1,1,1,1,1
257,0.00121637922995585,8.22504941094665e-4,CT,2024-02-15,1,1,1,1,1,1,1,1
258,NA,NA,CT,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
259,9.5302437981977e-4,7.71528837173245e-4,CT,2024-02-17,1,1,1,1,1,1,1,1
260,NA,NA,CT,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
261,0.00335964474385803,7.3542629241119e-4,CT,2024-02-19,1,1,1,1,1,1,1,1
262,NA,NA,CT,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
263,0.00861388683255257,7.12698163098125e-4,CT,2024-02-21,1,1,1,1,1,1,1,1
264,1.27252084469811,0.4742123682611535,CT,2024-02-22,0,1,1,0,0,1,1,0
265,0.00451977281133047,7.0250243246068e-4,CT,2024-02-23,1,1,1,1,1,1,1,1
266,NA,NA,CT,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
267,0.00884437029478971,7.04613639499015e-4,CT,2024-02-25,1,1,1,1,0,1,1,0
268,0.00110605642986527,7.103832105404e-4,CT,2024-02-26,1,1,1,1,1,1,1,1
269,0.00444328441414857,7.19430008100135e-4,CT,2024-02-27,1,1,1,1,1,1,1,1
270,0.00158376362998951,7.3191082871049e-4,CT,2024-02-28,1,1,1,1,1,1,1,1
271,0.0105515418558541,7.4803197500883e-4,CT,2024-02-29,1,1,1,1,1,1,1,1
272,NA,NA,CT,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
273,NA,NA,CT,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA
275,0.00244634904969415,8.55119951509815e-4,CT,2024-03-04,1,1,1,1,1,1,1,1
276,0.00200160716985125,8.94730015922835e-4,CT,2024-03-05,1,1,1,1,1,1,1,1
277,NA,NA,CT,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA
278,0.00243876886499689,9.9373795658706e-4,CT,2024-03-07,1,1,1,1,1,1,1,1
279,0.00289683263571991,0.001054883632227925,CT,2024-03-08,1,1,1,1,1,1,1,1
280,NA,NA,CT,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,CT,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA
283,NA,NA,CT,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA
284,0.00515957432628653,0.001529233527584815,CT,2024-03-13,1,1,1,1,1,1,1,1
285,NA,NA,CT,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA
286,0.00610919044622119,0.00183527309569755,CT,2024-03-15,1,1,1,1,1,1,1,1
287,NA,NA,CT,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,CT,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA
289,NA,NA,CT,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA
290,NA,NA,CT,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA
291,NA,NA,CT,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA
292,0.0143960293541945,0.003551761768251645,CT,2024-03-21,1,1,1,1,1,1,1,1
293,0.0156148410266013,0.00402788897876886,CT,2024-03-22,1,1,1,1,1,1,1,1
294,0.0178571473364594,0.004587176789608865,CT,2024-03-23,1,1,1,1,1,1,1,1
295,NA,NA,DC,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
296,0.0090868248623678,0.0055205333504402,DC,2024-02-12,1,1,1,1,1,1,1,1
297,0.00257071499167885,0.00554078643174365,DC,2024-02-13,1,1,1,1,1,1,1,1
298,NA,NA,DC,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
299,NA,NA,DC,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,DC,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
305,NA,NA,DC,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
306,NA,NA,DC,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
307,0.00277727502440697,0.0071233425350014,DC,2024-02-23,1,1,1,1,1,1,1,1
308,NA,NA,DC,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,DC,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
312,NA,NA,DC,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
313,NA,NA,DC,2024-02-29,NA,NA,NA,NA,NA,NA,NA,NA
314,NA,NA,DC,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
315,NA,NA,DC,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
