...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23G_95_CI,other_95_CI
63,NA,NA,AL,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.729717360103947,0.3871661738505025,AL,2023-07-31,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
66,0.993739465496726,0.444494291000562,AL,2023-08-01,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
67,0.690485003951482,0.371841659144681,AL,2023-08-02,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
68,0.464642510579648,0.29624412904216,AL,2023-08-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
69,0.767077228631434,0.55717761970274,AL,2023-08-04,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
70,NA,NA,AL,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.766386074184177,0.55508407646209,AL,2023-08-08,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
74,0.480676213420923,0.297311861957875,AL,2023-08-09,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
75,0.492610832385781,0.2973773787053545,AL,2023-08-10,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
76,NA,NA,AL,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.447491423483067,0.33139661569312,AL,2023-08-14,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
80,NA,NA,AL,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.926963064604114,0.4999447615091405,AL,2023-08-16,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
82,0.557525761137617,0.3146798647139315,AL,2023-08-17,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
83,1.06058737284429,0.39145404474767,AL,2023-08-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
84,1.01762157266354,0.333052432927,AL,2023-08-19,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
85,NA,NA,AR,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1.95547237682308,0.60380060061404,AR,2023-07-10,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1
87,NA,NA,AR,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0.206536570961828,0.128790001557381,AR,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,NA,NA,AR,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.229149379128469,0.1384579239861115,AR,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
94,NA,NA,AR,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.752072626952992,0.3797807407350975,AR,2023-07-19,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
96,NA,NA,AR,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.603538250853499,0.459129282677921,AR,2023-07-21,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.996335060085016,0.51719203469818,AR,2023-07-26,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1
103,NA,NA,AR,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,1.64803467664146,0.501479894122575,AR,2023-07-28,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
105,NA,NA,AR,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.578400887659983,0.4331478219685575,AR,2023-07-31,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
108,1.88937499332428,0.470130633409211,AR,2023-08-01,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
109,1.60673094632535,0.398036989547616,AR,2023-08-02,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
110,NA,NA,AR,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.766619263627029,0.52329775311559,AR,2023-08-04,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.798818276014724,0.570575841474565,AR,2023-08-07,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
115,2.36135736855081,0.4557363885965975,AR,2023-08-08,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1
116,1.68254083670557,0.4750677665444445,AR,2023-08-09,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1
117,0.277975243840381,0.1930279729908205,AR,2023-08-10,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
118,0.453743769828795,0.303087696747257,AR,2023-08-11,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
119,NA,NA,AR,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.461916425133294,0.303474527523276,AR,2023-08-14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
122,0.948824661391924,0.484053705697991,AR,2023-08-15,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
123,1.04890219669875,0.3891758599339365,AR,2023-08-16,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1
124,1.55955618224492,0.352711435994765,AR,2023-08-17,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
125,0.808597625487801,0.3498758566500665,AR,2023-08-18,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
126,0.805131721401672,0.582202727620695,AR,2023-08-19,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
127,4.19256303650976,0.4015243627327785,AZ,2023-07-09,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0
128,1.79429088157829,0.38132758217269,AZ,2023-07-10,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1
129,2.45128243755287,0.3873814139743235,AZ,2023-07-11,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
130,1.80655652092568,0.3726355112403195,AZ,2023-07-12,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1
131,2.57713203104957,0.3545764267944375,AZ,2023-07-13,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0
132,1.02878864346505,0.387653790352354,AZ,2023-07-14,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1
133,1.96264203055872,0.4218098229730725,AZ,2023-07-15,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1
134,1.6304893076492,0.350767338858615,AZ,2023-07-16,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1
135,3.02707676038932,0.3829703357890275,AZ,2023-07-17,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1
136,1.88482868876314,0.397455775040692,AZ,2023-07-18,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1
137,1.78315345578107,0.353071315498942,AZ,2023-07-19,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1
138,1.36333856518449,0.41034206052968353,AZ,2023-07-20,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1
139,1.72840245435224,0.3876149629025805,AZ,2023-07-21,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
140,1.10141949081257,0.331485142687275,AZ,2023-07-22,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
141,0.793099637299408,0.423978788370337,AZ,2023-07-23,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
142,3.24851657962291,0.398705537480956,AZ,2023-07-24,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1
143,3.76832829791085,0.424394496321942,AZ,2023-07-25,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1
144,2.30953506549068,0.4309358490127465,AZ,2023-07-26,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1
145,1.61120540421388,0.445314418341447,AZ,2023-07-27,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1
146,0.748806757675366,0.3452758625475075,AZ,2023-07-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
147,0.607941335742116,0.3708912429858315,AZ,2023-07-29,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
148,7.52402825762865,0.440632933454991,AZ,2023-07-30,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
149,3.25396989907131,0.4353211491006955,AZ,2023-07-31,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
150,1.58776245095618,0.377734263112037,AZ,2023-08-01,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
151,3.19413170578822,0.4004346218337595,AZ,2023-08-02,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
152,2.30105686253088,0.394046996195322,AZ,2023-08-03,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0
153,0.751428958124393,0.40704847251198,AZ,2023-08-04,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
154,2.05599504270432,0.4063530732546005,AZ,2023-08-05,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
155,0.757660216549965,0.37172187831871,AZ,2023-08-06,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
156,2.84806216113832,0.396494298073577,AZ,2023-08-07,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
157,9.40005224974364,0.4403326725896625,AZ,2023-08-08,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
158,4.20085425942322,0.4569839575769895,AZ,2023-08-09,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1
159,1.13243070680152,0.489726382810824,AZ,2023-08-10,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
160,0.946484452915127,0.4865369719205675,AZ,2023-08-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
161,0.454502146676383,0.357273108916395,AZ,2023-08-12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
162,2.00896659543459,0.395136861635954,AZ,2023-08-13,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1
163,6.59088435966179,0.4357826905889265,AZ,2023-08-14,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
164,4.65623239035865,0.4157824915495715,AZ,2023-08-15,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
165,5.68210741252253,0.4748670960187595,AZ,2023-08-16,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1
166,1.90312052684641,0.4750036237815105,AZ,2023-08-17,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1
167,1.40409473164837,0.430619966200298,AZ,2023-08-18,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1
168,0.729958254260943,0.332433255231169,AZ,2023-08-19,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
169,0.708567319269995,0.396831000715586,CA,2023-07-09,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
170,2.5195261533057,0.38928654365764,CA,2023-07-10,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1
171,1.48890735641007,0.4030041271516545,CA,2023-07-11,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
172,1.35933887339525,0.392972904262864,CA,2023-07-12,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
173,1.66331454732922,0.385775500913909,CA,2023-07-13,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0
174,1.82915573257865,0.400035562391148,CA,2023-07-14,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1
175,1.22966594132193,0.4130540720419365,CA,2023-07-15,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1
176,1.76795281487816,0.3871610081702245,CA,2023-07-16,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1
177,1.6977856651126,0.420111479354109,CA,2023-07-17,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0
178,1.79404520595002,0.405216707561946,CA,2023-07-18,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0
179,2.41601639826581,0.3957273720492625,CA,2023-07-19,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1
180,2.0820577116176,0.4085771092987495,CA,2023-07-20,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1
181,3.35569151617502,0.410162163845019,CA,2023-07-21,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
182,2.02068905396786,0.400012775856636,CA,2023-07-22,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
183,1.72912507937995,0.4110273774286125,CA,2023-07-23,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
184,5.00816217066541,0.477298534406985,CA,2023-07-24,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
185,3.14016031349265,0.4092905139792595,CA,2023-07-25,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1
186,2.70955217868188,0.4001886338161365,CA,2023-07-26,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1
187,3.46467683041808,0.4177420761263455,CA,2023-07-27,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1
