...1,es_score,brier_score,location,target_date,X21L_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23F_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X21L_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23F_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI
27,NA,NA,AK,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2024-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.591432441593235,0.4114457949163805,AK,2024-01-04,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
34,1.42856471800181,0.4349339271939145,AK,2024-01-05,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1
35,NA,NA,AK,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.579437421576346,0.4014993749620345,AK,2024-01-08,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
38,1.88120132879539,0.398535104363149,AK,2024-01-09,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
39,1.19362318836631,0.395365339316041,AK,2024-01-10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1
40,0.575871934640773,0.3919887380699875,AK,2024-01-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
41,NA,NA,AK,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.673400796818304,0.4796593589998375,AL,2023-12-03,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
44,NA,NA,AL,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.672201246729849,0.490013387282395,AL,2023-12-07,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
48,NA,NA,AL,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.19944734464221,0.130768798539206,AL,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
52,NA,NA,AL,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.770101794494557,0.3817679945170425,AL,2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
56,NA,NA,AL,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.848421349993628,0.62242999780556,AL,2023-12-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
59,NA,NA,AL,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.230833212562313,0.129356070725015,AL,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
69,NA,NA,AL,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.777800191669148,0.553202486106065,AL,2024-01-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
74,0.694757796285827,0.369271556492817,AL,2024-01-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
75,0.786736974859216,0.544729496150905,AL,2024-01-04,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
76,NA,NA,AL,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,1.76985666609701,0.543720388091265,AL,2024-01-07,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1
79,NA,NA,AL,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0.439040366026886,0.3104686873975735,AR,2023-12-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
88,NA,NA,AR,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1.61614465944246,0.565095041983925,AR,2023-12-07,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0
90,NA,NA,AR,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.439055384978866,0.310871089166895,AR,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
93,NA,NA,AR,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,0.908657423068583,0.464714096776506,AR,2023-12-12,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
95,0.797442599955886,0.56333119668033,AR,2023-12-13,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
96,1.77464333667973,0.349686057807231,AR,2023-12-14,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1
97,0.472951170785192,0.3549691115681895,AR,2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1.67118567947549,0.4722659980033845,AR,2023-12-18,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
101,0.996856981720508,0.349596153683808,AR,2023-12-19,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
102,NA,NA,AR,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,1.57868586044914,0.3561858613670455,AR,2023-12-21,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1
104,1.0128018778087,0.3120782905990095,AR,2023-12-22,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
105,NA,NA,AR,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.862598826703712,0.443412700528429,AR,2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
110,1.29263725214437,0.315234555044607,AR,2023-12-28,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
111,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,0.405640601449688,0.316175811149267,AR,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,1.48279060129057,0.314932596955826,AR,2024-01-03,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
117,1.56121782518234,0.3963056069781925,AR,2024-01-04,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1
118,0.4172913594678,0.3126040629393285,AR,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.788433776689686,0.53945031479305,AR,2024-01-10,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
124,0.882798747677685,0.306496610364861,AR,2024-01-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
125,0.826638827718035,0.422754262808594,AR,2024-01-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
126,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.51152261345567,0.3250095925571145,AZ,2023-12-03,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0
128,2.70501389668627,0.368695492583808,AZ,2023-12-04,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1
129,4.07559085574658,0.3011272460558315,AZ,2023-12-05,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1
130,2.35348662849113,0.401709082714107,AZ,2023-12-06,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0
131,1.66858216954199,0.29868935280891,AZ,2023-12-07,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0
132,0.688421964777542,0.2821434696487435,AZ,2023-12-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
133,1.03612920318504,0.1635962136724195,AZ,2023-12-09,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
134,1.05819023745539,0.4554132234375755,AZ,2023-12-10,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1
135,1.60894937937847,0.3922881645007935,AZ,2023-12-11,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0
136,3.42572896232784,0.471248385795077,AZ,2023-12-12,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0
137,2.43762068917815,0.4114080335921345,AZ,2023-12-13,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0
138,1.83537257116561,0.3570766282172845,AZ,2023-12-14,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
139,0.975043315225838,0.3552310834460665,AZ,2023-12-15,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1
140,2.93341313975574,0.418809094948273,AZ,2023-12-16,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0
141,1.76401163806922,0.244157547035193,AZ,2023-12-17,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
142,5.18421811851591,0.410118316057824,AZ,2023-12-18,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
143,7.39659459543464,0.435980338965242,AZ,2023-12-19,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
144,1.91413624044605,0.3786039489727855,AZ,2023-12-20,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1
145,1.49890378399568,0.37871387818807,AZ,2023-12-21,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
146,1.26244382626113,0.4030110850071655,AZ,2023-12-22,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1
147,0.800618205668334,0.303848116500931,AZ,2023-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
148,4.32947352734609,0.400597591874392,AZ,2023-12-24,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0
149,4.11877630168529,0.451560676241659,AZ,2023-12-25,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0
150,13.0752547627748,0.4158541000343355,AZ,2023-12-26,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
151,5.53502098784564,0.415588999967491,AZ,2023-12-27,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
152,1.85495149741,0.353847619361724,AZ,2023-12-28,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0
153,1.16344893697084,0.402307417231202,AZ,2023-12-29,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1
154,1.29677345704543,0.42006505432819,AZ,2023-12-30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1
155,3.08079631599052,0.3799159270598075,AZ,2023-12-31,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0
156,11.7262217851947,0.4087731281480925,AZ,2024-01-01,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
157,17.3931562901419,0.4036808915892895,AZ,2024-01-02,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
158,2.6074639713798,0.394226320395792,AZ,2024-01-03,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0
159,2.05950324262225,0.4455611106703445,AZ,2024-01-04,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0
160,0.936604593096188,0.3382009360444425,AZ,2024-01-05,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1
161,4.44959482737801,0.3831766081283645,AZ,2024-01-06,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0
162,4.14857691477753,0.4094394343355015,AZ,2024-01-07,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1
163,8.3513406381657,0.393217813883096,AZ,2024-01-08,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1
164,11.4699223129277,0.3948156678286095,AZ,2024-01-09,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
165,1.2118791417871,0.406757451435041,AZ,2024-01-10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
166,2.27796991190722,0.3569218233978495,AZ,2024-01-11,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0
167,2.50738359758588,0.345655416417463,AZ,2024-01-12,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1
168,3.27369726055263,0.430092110740298,AZ,2024-01-13,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1
169,1.43411147488611,0.287277685555561,CA,2023-12-03,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1
170,4.14293422333292,0.37615331358069,CA,2023-12-04,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0
171,2.11898302283135,0.3364431440445285,CA,2023-12-05,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0
172,2.94815818577043,0.409745827743379,CA,2023-12-06,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
173,2.63565773087634,0.540484011745505,CA,2023-12-07,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
174,1.03861449638957,0.3774235273150305,CA,2023-12-08,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
175,1.10309925191033,0.3886779282498015,CA,2023-12-09,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0
176,1.94052163981399,0.3862311157731495,CA,2023-12-10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
177,2.3016096779133,0.3373032669635315,CA,2023-12-11,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0
178,3.20739894185696,0.3541849851344435,CA,2023-12-12,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0
179,3.98918142382706,0.3374035201533895,CA,2023-12-13,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0
180,4.30898274221905,0.3934145543051455,CA,2023-12-14,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
181,2.07327174166051,0.3889024712059415,CA,2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
182,3.67212093104282,0.353105945990223,CA,2023-12-16,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1
183,1.08617539338881,0.3086183820250155,CA,2023-12-17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
184,4.36643776645076,0.355327939542397,CA,2023-12-18,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0
185,3.16681880238047,0.3626561040162785,CA,2023-12-19,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0
