...1,es_score,brier_score,location,target_date,X22F_50_CI,X24A_50_CI,recombinant_50_CI,X23I_50_CI,X24B_50_CI,other_50_CI,X22F_95_CI,X24A_95_CI,recombinant_95_CI,X23I_95_CI,X24B_95_CI,other_95_CI
26,NA,NA,AK,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.0293180471665955,0.03264324643223015,AL,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
45,0.0876743943787645,0.0327251504629479,AL,2024-03-05,1,1,1,1,1,1,0,0,1,1,1,1
46,NA,NA,AL,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.912679397901113,0.2713636888568495,AL,2024-03-13,1,1,1,1,0,1,1,1,1,1,0,0
54,NA,NA,AL,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.0712371235474699,0.0395769171519925,AL,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
59,NA,NA,AL,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.0265440106960833,0.0497838088287787,AL,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
67,NA,NA,AL,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.0291783370047595,0.060365549838219,AL,2024-04-01,1,1,1,1,1,1,1,1,1,1,1,1
73,NA,NA,AL,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.0699630584257423,0.0058343781445214,AR,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
87,NA,NA,AR,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.00982352336302586,0.00574240897696905,AR,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,0.00969874729932557,0.00590851853103665,AR,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
95,NA,NA,AR,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,0.04194961998063,0.0074994863403836,AR,2024-03-21,1,1,1,1,1,1,1,0,1,1,1,0
104,NA,NA,AR,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.0156899357637165,0.0099546298398611,AR,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
110,NA,NA,AR,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.0554525097462304,0.001911878246503185,AZ,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
128,0.191943766950953,0.00195938208715048,AZ,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
129,0.131845177954146,0.002012836218382195,AZ,2024-03-05,1,1,1,1,1,1,1,0,0,1,1,1
130,0.0421524615753378,0.00207226239790034,AZ,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
131,0.00532449991276374,0.002137708382770995,AZ,2024-03-07,1,1,1,1,1,1,1,0,0,1,1,1
132,NA,NA,AZ,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,0.0509952643245519,0.00228697329585569,AZ,2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
134,0.928010326151269,0.3042553820420095,AZ,2024-03-10,1,0,0,1,1,1,1,0,0,1,1,1
135,0.0960211194586177,0.002461492089513165,AZ,2024-03-11,1,1,1,1,1,1,1,1,1,1,1,1
136,1.12100549154316,0.3156441317119525,AZ,2024-03-12,1,0,1,1,0,1,1,0,1,1,0,1
137,0.380585834803033,0.00266249428343673,AZ,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
138,0.120147748739533,0.002773412897617555,AZ,2024-03-14,1,1,1,1,1,1,1,1,1,1,1,1
139,NA,NA,AZ,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,NA,NA,AZ,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,NA,NA,AZ,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,0.0142480601939946,0.003292399512729155,AZ,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
143,0.267962879396715,0.00344251258879124,AZ,2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
144,1.10959516789526,0.094164774164983,AZ,2024-03-20,1,1,1,1,0,1,1,0,0,1,0,1
145,0.551476179165673,0.003769787554669425,AZ,2024-03-21,1,1,1,1,1,1,1,0,0,1,1,1
146,0.236296889851149,0.00394784485594316,AZ,2024-03-22,1,1,1,1,1,1,1,0,1,1,1,0
147,0.170833140405508,0.0041361847526639,AZ,2024-03-23,1,1,1,1,1,1,1,0,0,1,1,1
148,0.100641844851449,0.004335369470619885,AZ,2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
149,0.112249441508127,0.00454601458497206,AZ,2024-03-25,1,1,1,1,1,1,1,1,1,1,1,1
150,0.129693953097692,0.004768793799709045,AZ,2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
151,0.238914858192676,0.00500444413187605,AZ,2024-03-27,1,1,1,1,1,1,1,1,1,1,1,1
152,0.250945123256052,0.0052537715245006,AZ,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
153,1.00298195954563,0.309914403079623,AZ,2024-03-29,1,1,1,1,0,1,1,0,0,1,0,0
154,0.975872931067638,0.289025035226117,AZ,2024-03-30,1,1,1,1,1,1,1,0,0,1,1,1
155,NA,NA,AZ,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,1.4193155147927,0.1071197762185525,AZ,2024-04-01,1,1,1,1,0,1,1,0,1,1,0,1
157,1.44070210394331,0.106543978139383,AZ,2024-04-02,1,1,1,1,1,0,1,1,1,1,1,1
158,0.55945184325446,0.00709241099055645,AZ,2024-04-03,1,1,1,1,1,1,1,1,1,1,1,1
159,1.11250326148874,0.1860304848032705,AZ,2024-04-04,1,1,1,1,1,0,1,1,0,1,1,0
160,1.01750344079593,0.3065180456869265,AZ,2024-04-05,1,1,1,1,0,1,1,0,1,1,0,1
161,0.658145894841393,0.00828903311895555,AZ,2024-04-06,1,1,1,1,1,1,1,1,1,1,1,1
162,1.08726509691092,0.2296427048450215,AZ,2024-04-07,1,1,1,1,1,0,1,0,1,1,1,0
163,1.21484788713734,0.1852645027428555,AZ,2024-04-08,1,1,1,1,1,0,1,1,0,1,1,0
164,0.154010515566119,0.0097310548862921,AZ,2024-04-09,1,1,1,1,1,1,1,1,1,1,1,1
165,NA,NA,AZ,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,NA,NA,AZ,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,0.18602913085658,0.0114808059627648,AZ,2024-04-12,1,1,1,1,1,1,1,1,1,1,1,1
168,0.42297517009696,0.0121457595281415,AZ,2024-04-13,1,1,1,1,1,1,1,1,1,1,1,1
169,0.624948646234261,0.0451081095053455,CA,2024-03-03,1,1,1,1,1,1,1,0,1,0,1,1
170,1.81817818008483,0.0818440582481645,CA,2024-03-04,1,0,0,1,1,0,1,0,0,0,1,0
171,3.05626589359883,0.1088623293538805,CA,2024-03-05,1,0,0,1,1,0,1,0,0,1,0,1
172,1.40457523509452,0.0721362118755525,CA,2024-03-06,1,1,1,1,0,1,1,1,0,1,0,1
173,3.49869118194363,0.112473121077415,CA,2024-03-07,1,0,1,1,0,1,1,0,1,1,1,0
174,1.03272840540399,0.073573090766026,CA,2024-03-08,1,1,1,1,1,1,1,0,0,1,1,1
175,1.96690414088317,0.1344534890489185,CA,2024-03-09,1,0,1,0,1,1,1,1,0,0,1,0
176,1.59878533608832,0.103294287504205,CA,2024-03-10,1,1,1,1,0,1,1,0,0,1,0,0
177,2.60620069167858,0.222060245731374,CA,2024-03-11,1,0,1,1,0,0,1,1,1,0,0,0
178,1.75637238281626,0.102826964242587,CA,2024-03-12,1,0,1,1,0,1,1,0,1,1,0,0
179,4.27772480385544,0.11775352023048,CA,2024-03-13,1,0,1,1,0,1,1,0,1,0,0,0
180,2.51346853085903,0.1058064561456495,CA,2024-03-14,1,0,1,1,0,1,1,1,0,1,0,0
181,0.689774786966755,0.0406292897456529,CA,2024-03-15,1,1,1,1,1,1,1,0,0,1,0,0
182,1.35486514215587,0.13728554716384,CA,2024-03-16,1,0,0,1,0,1,1,0,0,1,1,1
183,2.68883944807165,0.142045776057473,CA,2024-03-17,1,0,1,1,0,1,1,0,0,0,0,0
184,1.81322861771066,0.114846153908625,CA,2024-03-18,1,0,0,1,1,1,1,0,0,1,1,1
185,0.802685359899209,0.091558920798748,CA,2024-03-19,1,1,1,1,1,0,1,1,1,1,1,1
186,1.16400246235352,0.110181150792764,CA,2024-03-20,1,1,1,1,0,1,1,0,0,1,1,1
187,1.36650758783673,0.1472279813071435,CA,2024-03-21,1,0,0,1,0,1,1,0,0,1,0,0
188,1.88141299877445,0.16482672239675,CA,2024-03-22,1,0,0,1,0,0,1,1,1,1,1,1
189,0.789904234173829,0.106879855972267,CA,2024-03-23,1,1,0,1,1,1,1,0,0,1,0,1
190,0.177712507668536,0.0337016680919171,CA,2024-03-24,1,1,1,1,1,1,1,0,1,1,0,1
191,1.68740888473317,0.146541370887624,CA,2024-03-25,1,0,0,1,1,1,1,0,0,1,1,0
192,0.728713671566385,0.094190109783096,CA,2024-03-26,1,1,1,1,0,1,1,0,0,1,1,1
193,1.34286019665469,0.162421973453108,CA,2024-03-27,1,0,0,1,0,1,1,0,0,1,0,1
194,0.988333160277795,0.154777946048183,CA,2024-03-28,1,1,1,0,1,1,1,1,0,0,1,1
195,0.11847350231811,0.0595103419389865,CA,2024-03-29,1,1,1,1,1,1,1,0,0,1,0,1
196,0.0967921270441414,0.0665118498003635,CA,2024-03-30,1,1,1,1,1,1,1,0,1,1,1,0
197,1.15424383423078,0.359546844842962,CA,2024-03-31,1,0,1,1,0,1,1,1,0,1,0,1
198,1.24044876149165,0.168217040049948,CA,2024-04-01,1,1,0,1,0,1,1,0,0,1,0,1
199,0.148974232848363,0.091537560375841,CA,2024-04-02,1,1,1,1,1,1,1,0,0,1,1,0
200,0.188664869011585,0.101159618221058,CA,2024-04-03,1,1,1,1,1,1,1,0,1,0,0,1
201,3.5623678979113,0.362966080579221,CA,2024-04-04,1,0,1,1,0,0,1,0,0,0,0,0
202,1.99572434265568,0.212920692727379,CA,2024-04-05,1,0,0,1,0,1,1,0,0,0,0,0
203,0.144324553841908,0.133043291108598,CA,2024-04-06,1,1,1,1,1,1,1,0,1,1,1,0
204,0.070304565633016,0.1443511351274465,CA,2024-04-07,1,1,1,1,1,1,1,0,0,1,1,0
205,0.249110986876559,0.155801485432494,CA,2024-04-08,1,1,1,1,1,1,0,0,0,1,1,0
206,0.914982227912464,0.256200200361656,CA,2024-04-09,1,1,1,1,0,1,1,0,0,1,0,1
207,1.58208698207174,0.328958612989972,CA,2024-04-10,1,0,1,1,0,0,1,0,0,1,0,0
208,3.46480116442309,0.3570569514160085,CA,2024-04-11,1,0,1,1,0,0,1,1,0,1,0,0
209,1.45770377475701,0.3137113780537235,CA,2024-04-12,1,0,1,1,0,0,1,0,0,1,0,0
210,0.837346369331836,0.2653655409532335,CA,2024-04-13,1,1,1,1,0,1,1,0,0,1,0,0
211,NA,NA,CO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.00539996069270421,0.00282865460168789,CO,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
213,NA,NA,CO,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,NA,CO,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,0.0015779370704454,0.00253952220325487,CO,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
217,NA,NA,CO,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,CO,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,0.00463237646630402,0.002306498940016725,CO,2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
221,0.00150226250261497,0.00225655367113816,CO,2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
222,NA,NA,CO,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.00132617877163517,0.00216649011427188,CO,2024-03-15,1,1,1,1,1,1,1,0,1,1,0,1
224,NA,NA,CO,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.001559439157037,0.002056050695513125,CO,2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
227,NA,NA,CO,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,NA,CO,2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,NA,NA,CO,2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,NA,NA,CO,2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,1.34669285508053,0.944529935418005,CO,2024-03-25,1,0,1,0,1,1,1,0,1,0,1,1
234,NA,NA,CO,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,NA,NA,CO,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,0.00246156598614776,0.00191633577463411,CO,2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
237,NA,NA,CO,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,0.0104750675119637,0.002003970023682675,CO,2024-04-02,1,1,1,1,1,1,1,1,1,1,1,1
242,NA,NA,CO,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,1.2276383184801,0.466807471489118,CO,2024-04-04,1,0,1,1,0,1,1,0,1,0,1,1
244,NA,NA,CO,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,0.00574962664839757,0.002177868275500695,CO,2024-04-06,1,1,1,1,1,1,1,1,1,1,1,1
246,NA,NA,CO,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,NA,NA,CO,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,NA,NA,CO,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,NA,NA,CO,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,NA,CO,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,0.00101557504624056,2.67436032981915e-4,CT,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
255,9.1069696817675e-4,2.64343080217775e-4,CT,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
