...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI
48,NA,NA,AL,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.209471799487482,0.1833363792406715,AL,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,NA,NA,AL,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.203186949564448,0.1831615590729085,AL,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
56,NA,NA,AL,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.667938269651088,0.42098260155234,AL,2023-12-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
58,NA,NA,AL,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.677354952076831,0.4249482406687615,AL,2023-12-07,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
62,NA,NA,AL,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.206496265866602,0.1868326405875065,AL,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
66,NA,NA,AL,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2023-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.770290559810588,0.3989183740942305,AL,2023-12-15,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
70,NA,NA,AL,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.865651633072933,0.605306391188645,AL,2023-12-18,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
73,NA,NA,AL,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.234915509720299,0.2081512745753425,AL,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
83,NA,NA,AL,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.499650122686446,0.3566193092714955,AR,2023-11-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
87,0.586063701604415,0.3670407571281985,AR,2023-11-21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
88,NA,NA,AR,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.385372644205703,0.291565982995929,AR,2023-11-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,1.15224207310701,0.4690441658698075,AR,2023-11-28,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0
95,0.949500689778169,0.3057126365198255,AR,2023-11-29,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
96,NA,NA,AR,2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.613629810325524,0.4205628643716955,AR,2023-12-01,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0.461446783864755,0.326164927787415,AR,2023-12-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
102,NA,NA,AR,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,1.6323396121905,0.54333480458752,AR,2023-12-07,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
104,NA,NA,AR,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.444659729479978,0.320621798006353,AR,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,NA,NA,AR,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.964051137328727,0.447428246956054,AR,2023-12-12,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
109,0.806413564703145,0.5397028333952,AR,2023-12-13,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
110,1.78873478876804,0.350089210489935,AR,2023-12-14,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
111,0.52238237543099,0.3411257444615415,AR,2023-12-15,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.59935345508325,0.4707930128869255,AR,2023-12-18,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1
115,0.918133181812225,0.364161582861651,AR,2023-12-19,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0
116,NA,NA,AR,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,1.47269788446357,0.35682446615291,AR,2023-12-21,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,0.966190465149031,0.315965054681361,AR,2023-12-22,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
119,NA,NA,AR,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.927142292413205,0.4217723375719105,AR,2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
124,1.24041290908002,0.313753047382916,AR,2023-12-28,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0
125,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.38808859402657,0.3970087143553615,AZ,2023-11-19,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0
128,3.799393922248,0.304013481358005,AZ,2023-11-20,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
129,2.07622436008545,0.3827344613838815,AZ,2023-11-21,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
130,1.83372623106595,0.3956973712393455,AZ,2023-11-22,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1
131,0.92058495369229,0.424498561353893,AZ,2023-11-23,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1
132,2.3229705908499,0.337414332762836,AZ,2023-11-24,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0
133,1.74524681435554,0.3806886460073695,AZ,2023-11-25,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0
134,3.70090211328543,0.4587185078054345,AZ,2023-11-26,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0
135,2.23701355887583,0.325453283226472,AZ,2023-11-27,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0
136,3.09511258627096,0.348497376619623,AZ,2023-11-28,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0
137,2.59516643585666,0.3378328712005185,AZ,2023-11-29,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0
138,0.85405032359828,0.356288608139798,AZ,2023-11-30,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
139,1.17451777343048,0.335768958769529,AZ,2023-12-01,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1
140,1.20570331380551,0.31712241491347,AZ,2023-12-02,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0
141,2.60377011718652,0.331499872367795,AZ,2023-12-03,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1
142,2.23672462711791,0.363539065233079,AZ,2023-12-04,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1
143,4.38194220993075,0.302620227486704,AZ,2023-12-05,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1
144,2.76838341622058,0.405999077694051,AZ,2023-12-06,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
145,1.78996860205272,0.300582162184969,AZ,2023-12-07,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0
146,0.853509467446585,0.3110245592534285,AZ,2023-12-08,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,1.20954225330558,0.1934047601952945,AZ,2023-12-09,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
148,1.16085845366043,0.466230191851956,AZ,2023-12-10,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0
149,2.0305207968774,0.401772309662478,AZ,2023-12-11,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
150,4.28921888903925,0.490868129599474,AZ,2023-12-12,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
151,3.71340448642885,0.4320824290716605,AZ,2023-12-13,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1
152,2.43896344009268,0.388732764072671,AZ,2023-12-14,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0
153,1.24220382811822,0.370116033698949,AZ,2023-12-15,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0
154,1.70556977581148,0.3890035489995815,AZ,2023-12-16,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0
155,2.18796365763173,0.2584759462172185,AZ,2023-12-17,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1
156,5.82330002229994,0.4092097071566525,AZ,2023-12-18,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1
157,3.28294948221071,0.38055425120751,AZ,2023-12-19,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1
158,0.966939852057974,0.3441113060241675,AZ,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1
159,2.34359536870316,0.3986390102124505,AZ,2023-12-21,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1
160,1.12822646695254,0.384539918865444,AZ,2023-12-22,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1
161,1.45212352500448,0.3424135432062,AZ,2023-12-23,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1
162,2.09966054361183,0.3416754440044315,AZ,2023-12-24,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
163,1.78037205225431,0.360058864767869,AZ,2023-12-25,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1
164,3.26943175801253,0.327125138511476,AZ,2023-12-26,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0
165,1.92767872286787,0.335636506414187,AZ,2023-12-27,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1
166,1.04532286569201,0.3046810466326105,AZ,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
167,0.766762853865768,0.3399057295933895,AZ,2023-12-29,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
168,0.448479510181437,0.2015850404491,AZ,2023-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169,0.662691805767046,0.357032597911218,CA,2023-11-19,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
170,2.01616664796489,0.290365217892416,CA,2023-11-20,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0
171,1.73419078334508,0.34612509838327,CA,2023-11-21,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1
172,1.79589296463958,0.307080851609815,CA,2023-11-22,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0
173,0.979556277943564,0.4337813053890645,CA,2023-11-23,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
174,1.37203951262107,0.3415488402697885,CA,2023-11-24,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
175,1.9129077060902,0.3171534673190915,CA,2023-11-25,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0
176,1.11192455353204,0.25558610862648,CA,2023-11-26,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
177,2.06518039331393,0.370851343179502,CA,2023-11-27,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
178,2.56029846182388,0.3517294502454995,CA,2023-11-28,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1
179,2.1165673939983,0.327810077737891,CA,2023-11-29,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
180,3.35831947613842,0.2979100920004305,CA,2023-11-30,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
181,1.68971221878006,0.320034958482244,CA,2023-12-01,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0
182,1.20465266678758,0.380643591517836,CA,2023-12-02,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0
183,1.21745769151401,0.280037829206847,CA,2023-12-03,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
184,3.69745837424872,0.3757917381101325,CA,2023-12-04,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
185,2.65821025559417,0.341271246466293,CA,2023-12-05,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1
