...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24G_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24G_95_CI,other_95_CI
43,NA,NA,AL,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1.77140779975298,0.3845135092957355,AL,2024-05-06,0,1,0,1,1,1,0,1,0,1,1,1
52,NA,NA,AL,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.0640674522438969,0.079609906612485,AR,2024-05-08,1,1,1,1,1,1,1,1,1,1,1,1
96,NA,NA,AR,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.316877377270979,0.03536104411454735,AZ,2024-04-28,1,1,1,1,1,1,1,1,1,1,1,1
128,0.810439073085065,0.3058079011806335,AZ,2024-04-29,1,1,1,1,1,1,0,1,0,1,1,1
129,1.24294154780079,0.2960534171131175,AZ,2024-04-30,1,1,0,1,1,1,0,1,0,1,1,1
130,0.180985024191791,0.0399071583392533,AZ,2024-05-01,1,1,1,1,1,1,0,0,1,1,1,1
131,0.195058404715237,0.0414342460928114,AZ,2024-05-02,1,1,1,1,1,1,1,1,1,1,1,1
132,0.371963665828504,0.04296301421758775,AZ,2024-05-03,1,1,1,1,1,1,1,1,1,1,1,1
133,NA,NA,AZ,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,NA,NA,AZ,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,0.802095159492544,0.04754057676258015,AZ,2024-05-06,0,1,1,1,1,1,0,0,1,1,1,1
136,0.610615007395233,0.0490592609790458,AZ,2024-05-07,1,1,1,1,1,1,0,1,0,1,1,1
137,1.08196226652109,0.123040074824809,AZ,2024-05-08,1,1,1,1,1,1,0,1,0,1,1,1
138,0.572950639697935,0.2682013750355125,AZ,2024-05-09,1,1,1,1,1,1,0,0,1,1,1,1
139,2.44889988393731,0.4709713259845865,AZ,2024-05-10,0,0,1,1,1,1,0,0,1,1,1,1
140,1.39469089941355,0.65742895314204,AZ,2024-05-11,0,0,0,1,1,1,0,0,0,1,1,1
141,0.0840415217465354,0.056598772279044,AZ,2024-05-12,1,1,1,1,1,1,1,1,1,1,1,1
142,1.57908094624776,0.44622826441364,AZ,2024-05-13,0,1,1,0,0,1,0,1,1,0,0,1
143,0.504915467819173,0.2409209603959465,AZ,2024-05-14,1,1,1,1,1,1,0,1,0,1,1,1
144,0.519467902840706,0.2402796437595115,AZ,2024-05-15,1,1,1,1,1,1,1,0,0,1,1,1
145,0.858607887913247,0.59360282949006,AZ,2024-05-16,1,1,0,1,1,1,0,1,0,1,1,1
146,0.899607494721988,0.684702437996735,AZ,2024-05-17,1,0,1,1,1,1,0,0,1,1,1,1
147,0.0963326073733513,0.065849055847396,AZ,2024-05-18,1,1,1,1,1,1,0,0,1,1,1,1
148,0.0978794600249663,0.0674818024146445,AZ,2024-05-19,1,1,1,1,1,1,1,1,1,1,1,1
149,0.859094151103351,0.573825741421615,AZ,2024-05-20,1,1,0,1,1,1,0,1,0,1,1,1
150,0.307256277019808,0.0708979868837915,AZ,2024-05-21,1,1,1,1,1,1,1,1,1,1,1,1
151,0.581923495721816,0.3181857084824135,AZ,2024-05-22,1,1,1,1,1,1,0,1,0,1,1,1
152,NA,NA,AZ,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,0.1149340129087,0.076565061616367,AZ,2024-05-24,1,1,1,1,1,1,0,0,1,1,1,1
154,NA,NA,AZ,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1.29422406946494,0.4076452333808405,AZ,2024-05-26,1,0,1,1,1,1,0,0,0,1,1,1
156,1.65940595074486,0.397642812822803,AZ,2024-05-27,1,1,1,0,1,1,0,1,0,0,1,1
157,1.69388720234857,0.3079297485100165,AZ,2024-05-28,1,1,0,1,1,1,0,1,0,1,1,1
158,1.37274907353306,0.4978205366989925,AZ,2024-05-29,0,1,1,1,1,0,0,0,0,1,1,0
159,0.811513713598149,0.656535607556315,AZ,2024-05-30,1,0,1,1,1,1,0,0,1,1,1,1
160,NA,NA,AZ,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,0.585235776260479,0.3738343000595675,AZ,2024-06-01,1,1,1,1,1,1,1,0,0,1,1,1
162,2.44364914106671,0.496514572174909,AZ,2024-06-02,0,1,0,1,1,1,0,1,0,1,1,1
163,3.1313457170046,0.4999734536354595,AZ,2024-06-03,0,0,0,1,1,1,0,0,0,1,1,1
164,1.94956984173478,0.3873089799768605,AZ,2024-06-04,1,1,0,0,1,1,0,1,0,0,1,1
165,1.85955417795606,0.433873212511795,AZ,2024-06-05,1,0,1,1,1,1,0,0,0,1,1,1
166,1.1773933696548,0.2900686326698615,AZ,2024-06-06,1,1,1,1,1,1,1,0,0,1,1,1
167,1.58271293377395,0.4567248803513205,AZ,2024-06-07,0,1,0,1,1,1,1,0,0,1,1,1
168,1.04263400982182,0.2752817020022295,AZ,2024-06-08,1,1,1,1,1,0,0,1,1,1,1,0
169,5.55727876665604,0.515799554861355,CA,2024-04-28,0,1,0,0,1,1,0,1,0,0,1,1
170,0.74607779136191,0.2117536000908455,CA,2024-04-29,1,1,1,1,1,0,0,0,1,1,0,1
171,2.28060740339953,0.318272428108396,CA,2024-04-30,0,1,1,1,0,0,0,0,0,1,0,0
172,1.66284222424054,0.322690440475176,CA,2024-05-01,1,1,1,0,1,1,0,0,1,0,1,1
173,1.40947721628741,0.277016126319516,CA,2024-05-02,1,1,1,1,0,1,0,0,1,1,0,0
174,1.85513065999317,0.2185569425580635,CA,2024-05-03,1,1,1,0,1,1,0,0,1,0,1,0
175,1.07530872160515,0.1834307614614075,CA,2024-05-04,1,1,0,1,1,1,0,0,0,1,1,1
176,0.914378332260394,0.1382459205543935,CA,2024-05-05,1,1,1,1,1,1,0,1,1,1,1,0
177,1.64650270489254,0.2281855164169615,CA,2024-05-06,1,1,1,0,1,1,0,0,0,0,0,0
178,13.0426050713943,0.50677163785654,CA,2024-05-07,0,0,0,1,0,1,0,0,0,0,0,0
179,1.4819299594263,0.26073467859837,CA,2024-05-08,1,1,1,0,1,1,0,0,0,0,1,1
180,4.22524301240081,0.31736063569618,CA,2024-05-09,0,1,0,1,0,1,0,0,0,0,0,0
181,4.00051916322989,0.3594176358439785,CA,2024-05-10,0,0,1,1,0,1,0,0,1,1,0,1
182,6.20439449752791,0.4334351906598045,CA,2024-05-11,0,1,0,1,1,1,0,0,0,0,0,0
183,8.71158454111089,0.453420453042423,CA,2024-05-12,0,0,0,1,1,1,0,0,0,1,1,0
184,4.14438456888235,0.428460883007437,CA,2024-05-13,0,1,0,1,0,0,0,1,0,0,0,0
185,9.90788873016288,0.405781755767216,CA,2024-05-14,0,0,0,0,0,1,0,0,0,0,0,1
186,6.95091795318793,0.374807425920932,CA,2024-05-15,0,0,0,1,1,1,0,0,0,0,0,0
187,3.59451416969727,0.297124807624875,CA,2024-05-16,1,1,0,1,1,1,0,0,0,0,1,0
188,1.45426880181398,0.2701599633967825,CA,2024-05-17,1,1,1,1,0,1,0,0,0,0,0,1
189,1.93544470579752,0.16475333065745,CA,2024-05-18,0,0,0,1,1,1,0,0,1,1,1,1
190,7.74399749933576,0.437204951743624,CA,2024-05-19,0,1,0,1,0,1,0,0,0,0,0,0
191,3.97814643900372,0.2635331587978555,CA,2024-05-20,1,0,1,1,1,1,0,0,0,0,0,1
192,4.1035293931313,0.2958601986834365,CA,2024-05-21,1,1,0,1,1,0,0,0,0,1,0,0
193,4.45740056737856,0.3063195795813675,CA,2024-05-22,1,1,0,1,0,1,0,0,0,0,0,0
194,7.92452308276397,0.35307548464284,CA,2024-05-23,0,0,0,1,1,1,0,0,0,0,0,0
195,6.50782554783686,0.3813667986645745,CA,2024-05-24,0,1,0,1,0,0,1,0,0,0,1,0
196,4.61701338310778,0.364073855938009,CA,2024-05-25,0,0,0,1,1,1,1,0,0,0,0,1
197,11.743969994536,0.437269582085698,CA,2024-05-26,0,1,0,0,0,0,0,0,0,0,0,0
198,7.03079361074963,0.3700929303797885,CA,2024-05-27,0,1,0,1,0,1,0,1,0,0,0,0
199,11.4275729384259,0.387697285701061,CA,2024-05-28,0,1,0,1,1,0,1,0,0,0,0,0
200,8.40956078114325,0.396555667843674,CA,2024-05-29,0,1,0,1,0,1,0,0,0,1,0,0
201,19.1327348341588,0.497286868061153,CA,2024-05-30,0,1,0,1,0,0,0,0,0,0,0,1
202,14.448163136756,0.378734239645154,CA,2024-05-31,0,1,0,1,0,0,0,0,0,0,0,0
203,10.0034342010277,0.5168921867672,CA,2024-06-01,0,0,0,1,0,1,0,0,0,0,0,1
204,17.3067882319945,0.491139529677723,CA,2024-06-02,0,1,0,1,0,0,0,0,0,0,0,0
205,15.6438673626904,0.439810981533769,CA,2024-06-03,0,1,0,1,0,0,0,0,0,0,0,0
206,22.1043665097148,0.4700715709819025,CA,2024-06-04,0,1,0,1,0,1,0,0,0,0,0,0
207,21.4877491011394,0.417334103003993,CA,2024-06-05,0,1,0,1,0,0,0,0,0,1,0,0
208,22.8930115529143,0.405904942610814,CA,2024-06-06,0,1,0,1,0,0,0,0,0,0,0,0
209,20.2991076561575,0.438654138234529,CA,2024-06-07,0,0,0,1,0,1,0,0,0,0,1,0
210,8.93943098267551,0.4481458791758745,CA,2024-06-08,0,1,0,1,1,0,1,0,0,0,0,0
211,NA,NA,CO,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.132668972223531,0.1914829866829155,CO,2024-04-29,1,1,1,1,1,1,1,1,1,1,1,1
213,NA,NA,CO,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,NA,CO,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,CO,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.716312590094094,0.3203152825288185,CO,2024-05-06,1,0,1,1,1,1,0,0,1,1,1,1
220,NA,NA,CO,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,NA,NA,CO,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,CO,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,0.174363565988629,0.2735293167730965,CO,2024-05-10,1,1,1,1,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.190486873386831,0.290377027327739,CO,2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1
227,NA,NA,CO,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,0.193769857033487,0.300139820591108,CO,2024-05-15,1,1,1,1,1,1,1,1,1,1,1,1
229,NA,NA,CO,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,NA,NA,CO,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,0.900900679848103,0.62342061165267,CO,2024-05-20,1,1,1,1,0,1,0,1,1,1,0,1
234,NA,NA,CO,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,0.61230795389321,0.384705273102701,CO,2024-05-22,1,1,1,1,1,1,0,1,0,1,1,1
236,NA,NA,CO,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,0.220798136924903,0.3302118552470905,CO,2024-05-24,1,1,1,1,1,1,0,1,0,1,1,1
238,NA,NA,CO,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,NA,NA,CO,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,0.222266415870852,0.3380745041863045,CO,2024-05-29,1,1,1,1,1,1,1,1,1,1,1,1
243,NA,NA,CO,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,NA,CO,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,0.644653681760228,0.2436391804521795,CO,2024-06-04,1,0,1,1,1,1,0,0,1,1,1,1
249,1.34190853124791,0.24281968492081,CO,2024-06-05,1,0,1,1,1,1,0,0,0,1,1,1
250,0.235175668390905,0.3396257445842375,CO,2024-06-06,1,1,1,1,1,1,1,1,1,1,1,1
251,NA,NA,CO,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,CT,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,CT,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,NA,NA,CT,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,0.79330813230885,0.601117156997705,CT,2024-05-01,1,0,1,1,1,1,0,0,1,1,1,1
