...1,es_score,brier_score,location,target_date,X24A_50_CI,X24B_50_CI,recombinant_50_CI,X24C_50_CI,other_50_CI,X24A_95_CI,X24B_95_CI,recombinant_95_CI,X24C_95_CI,other_95_CI
45,0.0246655532501559,0.0301428447782041,AL,2024-03-26,1,1,1,1,1,1,1,1,1,1
46,NA,NA,AL,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.0271981127517231,0.03392807869083865,AL,2024-04-01,1,1,1,1,1,1,1,1,1,1
52,NA,NA,AL,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.00825279878701722,0.0081880742680627,AR,2024-03-27,1,1,1,1,1,0,0,1,1,1
89,NA,NA,AR,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.0106155210920469,0.00165278156810662,AZ,2024-03-24,1,1,1,1,1,1,1,1,1,1
128,0.0118966542760418,0.001641248633296635,AZ,2024-03-25,1,1,1,1,1,1,1,1,1,1
129,0.0133625967493243,0.001630145425948575,AZ,2024-03-26,1,1,1,1,1,1,1,1,1,1
130,0.026869014917978,0.001619535881114725,AZ,2024-03-27,1,1,1,1,1,0,1,0,1,1
131,0.027949988984549,0.00160950340519065,AZ,2024-03-28,1,1,1,1,1,1,1,1,1,1
132,1.11261424899656,0.3141952751277575,AZ,2024-03-29,0,0,1,1,1,0,0,1,1,1
133,2.18778942780582,0.3119428706329925,AZ,2024-03-30,0,1,0,1,1,0,1,0,1,1
134,NA,NA,AZ,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,0.72324723671858,0.105767030177857,AZ,2024-04-01,1,0,1,1,1,1,0,1,1,0
136,0.908810140364159,0.1067703588746665,AZ,2024-04-02,1,1,1,0,1,1,1,0,0,1
137,0.0573951402668001,0.00156905146298769,AZ,2024-04-03,1,1,1,1,1,1,1,1,1,1
138,1.04266980940282,0.1907279106194125,AZ,2024-04-04,1,1,1,0,1,0,1,1,0,1
139,1.0525738314715,0.3140245957350455,AZ,2024-04-05,0,0,1,1,1,0,0,1,1,1
140,0.0603598661219045,0.001571479696283045,AZ,2024-04-06,1,1,1,1,1,1,1,1,1,1
141,1.06630645711717,0.2374983469043195,AZ,2024-04-07,1,1,1,0,1,1,0,1,0,1
142,0.957887294688729,0.1891231047098345,AZ,2024-04-08,1,1,1,1,0,0,1,1,1,0
143,0.00587656645604734,0.00160239095912715,AZ,2024-04-09,1,1,1,1,1,1,1,1,1,1
144,NA,NA,AZ,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,NA,NA,AZ,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,0.0250000948732151,0.00167981020341955,AZ,2024-04-12,1,1,1,1,1,0,0,1,1,1
147,0.0539500398667424,0.001720684832222955,AZ,2024-04-13,1,1,1,1,1,0,0,1,1,1
148,NA,NA,AZ,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,1.72540422937031,0.2684015150186615,AZ,2024-04-15,0,0,1,1,1,0,0,1,1,1
150,0.70400777169101,0.157241278973959,AZ,2024-04-16,1,0,1,1,1,0,0,1,1,1
151,1.17265705827765,0.170773303626201,AZ,2024-04-17,1,1,1,0,1,0,1,1,0,1
152,0.0126621752429887,0.0021185257719077,AZ,2024-04-18,1,1,1,1,1,1,1,1,1,1
153,0.0124857096747721,0.00225700824759727,AZ,2024-04-19,1,1,1,1,1,1,1,1,1,1
154,NA,NA,AZ,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1.02449232940537,0.3056273847540505,AZ,2024-04-21,1,1,1,0,1,1,0,1,0,1
156,1.1855829011605,0.233163127983685,AZ,2024-04-22,0,1,0,1,1,0,0,0,1,1
157,0.152606717583434,0.003176198840970295,AZ,2024-04-23,1,1,1,1,1,0,0,1,1,1
158,NA,NA,AZ,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,0.0636422768594258,0.00398101087813344,AZ,2024-04-25,1,1,1,1,1,0,0,1,1,1
160,NA,NA,AZ,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,1.04867728973587,0.4365974538252755,AZ,2024-04-27,1,1,1,0,1,1,0,1,0,1
162,0.141075656093626,0.0059412774014737,AZ,2024-04-28,1,1,1,1,1,1,1,1,1,1
163,1.34098273768302,0.35331521897093,AZ,2024-04-29,0,1,1,0,1,0,1,1,0,1
164,1.89540989781155,0.338289531620521,AZ,2024-04-30,0,1,1,0,1,0,1,1,0,0
165,0.0916388501719396,0.00933562304784515,AZ,2024-05-01,1,1,1,1,1,1,1,1,1,1
166,0.0985240675996589,0.01091017155480265,AZ,2024-05-02,1,1,1,1,1,0,0,1,1,1
167,0.188409484722463,0.0127498945463102,AZ,2024-05-03,1,1,1,1,1,0,0,1,1,1
168,NA,NA,AZ,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,0.432535692503668,0.0071690709537819,CA,2024-03-24,1,1,1,1,1,0,1,0,1,1
170,2.03074700475773,0.1802142453572965,CA,2024-03-25,0,0,0,1,1,0,0,0,1,1
171,2.37078335793332,0.1630660215805055,CA,2024-03-26,1,0,1,1,1,0,0,0,1,1
172,3.88303919580804,0.263557466560432,CA,2024-03-27,0,0,1,1,1,0,0,1,1,1
173,3.72512794321323,0.226597755378169,CA,2024-03-28,0,0,1,1,1,0,0,1,1,1
174,0.738779848858788,0.1055615794685515,CA,2024-03-29,1,1,1,1,0,1,1,1,1,1
175,1.22042106315912,0.2016282422604875,CA,2024-03-30,1,0,1,1,0,0,0,0,1,0
176,0.896293612152849,0.226037936752641,CA,2024-03-31,1,0,1,1,1,0,0,1,1,1
177,1.67846463870661,0.19220766634559,CA,2024-04-01,1,0,1,1,1,0,0,0,1,1
178,0.76501227135355,0.1336679969176835,CA,2024-04-02,1,1,1,1,0,0,1,1,1,0
179,2.75329644342837,0.294599262145995,CA,2024-04-03,0,0,1,1,0,0,0,1,1,0
180,2.62755921743052,0.344743832978866,CA,2024-04-04,0,0,1,1,0,0,0,1,0,1
181,3.32145532237592,0.2072217324173585,CA,2024-04-05,0,1,0,1,1,0,0,0,0,0
182,0.815250326056366,0.0999197321622845,CA,2024-04-06,1,1,1,1,0,0,1,1,1,0
183,1.73471312558018,0.1725994535878585,CA,2024-04-07,1,0,1,1,0,0,0,0,1,0
184,0.957427545675686,0.178233231190492,CA,2024-04-08,1,1,1,1,0,0,1,0,1,0
185,1.0633180739863901,0.215211637167388,CA,2024-04-09,1,0,1,1,1,0,0,1,0,1
186,3.05862875886476,0.373133980126668,CA,2024-04-10,0,0,1,1,1,0,0,1,0,1
187,2.62042929410958,0.264869043209359,CA,2024-04-11,0,0,1,1,1,0,0,1,0,1
188,1.88684926451475,0.2817494798946935,CA,2024-04-12,0,0,1,1,1,0,0,0,0,1
189,1.19238304145508,0.14891226399671,CA,2024-04-13,1,0,1,1,0,0,0,1,1,0
190,0.813136618790738,0.1603154135702035,CA,2024-04-14,1,0,1,1,1,1,0,1,1,0
191,2.60631039887827,0.2387833224040775,CA,2024-04-15,1,0,1,1,1,0,0,1,1,0
192,1.16247836167793,0.1517128790180305,CA,2024-04-16,1,1,0,1,1,0,1,0,1,1
193,3.21747473250911,0.2299045379871845,CA,2024-04-17,1,1,0,1,1,0,1,0,1,0
194,3.36267488059115,0.2389764410533425,CA,2024-04-18,1,0,1,1,1,0,0,0,1,1
195,1.40131030750272,0.1812521905277455,CA,2024-04-19,1,0,1,1,1,0,0,0,1,1
196,0.0420436074745971,0.04037851006668025,CA,2024-04-20,1,1,1,1,1,1,1,1,1,1
197,2.76242775356752,0.3134247674501345,CA,2024-04-21,1,0,1,1,0,0,0,0,1,0
198,6.11976351987741,0.4037082840957805,CA,2024-04-22,0,0,0,1,0,0,0,0,1,0
199,1.91186275754596,0.291065011408964,CA,2024-04-23,1,0,1,1,0,0,0,1,1,0
200,6.33623642562102,0.3948056206555825,CA,2024-04-24,0,0,0,1,1,0,0,0,1,1
201,5.66620355212512,0.321133891872154,CA,2024-04-25,0,0,1,1,0,0,0,1,1,0
202,2.42714883878573,0.292804673674359,CA,2024-04-26,1,0,1,1,1,0,0,1,1,1
203,7.545445727763,0.4802286845251255,CA,2024-04-27,0,0,1,1,0,0,0,1,0,0
204,4.42875200965192,0.489024718992135,CA,2024-04-28,0,0,1,0,0,0,0,1,0,0
205,1.04475894216452,0.2254969112764475,CA,2024-04-29,1,0,1,1,1,0,0,0,1,1
206,4.30046830396569,0.3439407042453055,CA,2024-04-30,0,0,1,1,0,0,0,0,0,0
207,2.51475019260375,0.3701555909796635,CA,2024-05-01,1,0,1,1,0,0,0,1,1,0
208,3.34975550439921,0.29927583645691,CA,2024-05-02,1,0,1,1,1,0,0,1,0,0
209,2.40240040875431,0.2599492935655635,CA,2024-05-03,1,0,1,1,0,0,0,1,0,0
210,0.751588760895071,0.1579828032298705,CA,2024-05-04,1,1,1,1,1,0,1,1,0,1
211,NA,NA,CO,2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,1.26992589221388,0.92233643652485,CO,2024-03-25,0,1,1,1,0,0,1,1,1,0
213,NA,NA,CO,2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,NA,NA,CO,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,0.00705396995384767,0.002601997341692925,CO,2024-03-28,1,1,1,1,1,1,1,1,1,1
216,NA,NA,CO,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,NA,NA,CO,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,CO,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,0.0260140175498152,0.00346631982313766,CO,2024-04-02,1,1,1,1,1,1,1,1,1,1
221,NA,NA,CO,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,1.13383054120399,0.4575796105446025,CO,2024-04-04,0,0,1,1,1,1,0,1,1,0
223,NA,NA,CO,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,0.00930083002874157,0.004662403233484395,CO,2024-04-06,1,1,1,1,1,0,1,0,1,1
225,NA,NA,CO,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,NA,NA,CO,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,CO,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,NA,CO,2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,NA,NA,CO,2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,NA,NA,CO,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,1.07298835984752,0.4362943107320135,CO,2024-04-15,0,0,1,1,1,0,0,1,1,1
234,NA,NA,CO,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,1.06261716432143,0.436555867108422,CO,2024-04-17,0,1,1,0,1,0,1,1,0,0
236,NA,NA,CO,2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,CO,2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.0194988230008777,0.03323433419540175,CO,2024-04-22,1,1,1,1,1,1,1,1,1,1
241,0.0208224844668396,0.03904487611508515,CO,2024-04-23,1,1,1,1,1,1,1,1,1,1
242,NA,NA,CO,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,CO,2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,CO,2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.0302104583445588,0.100914872770381,CO,2024-04-29,1,1,1,1,1,1,1,1,1,1
248,NA,NA,CO,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,NA,NA,CO,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,NA,NA,CO,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,NA,CO,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,0.0021669570180933,0.00165734364419419,CT,2024-03-24,1,1,1,1,1,1,1,1,1,1
254,NA,NA,CT,2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,0.00855431010736454,0.001864467490465405,CT,2024-03-26,1,1,1,1,1,1,1,1,1,1
256,NA,NA,CT,2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,NA,NA,CT,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,NA,NA,CT,2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,NA,NA,CT,2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,CT,2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,NA,NA,CT,2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,NA,NA,CT,2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,NA,NA,CT,2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,NA,NA,CT,2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,NA,NA,CT,2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,CT,2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,NA,NA,CT,2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,NA,NA,CT,2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,0.00657892147631098,0.00548574479851585,CT,2024-04-10,1,1,1,1,1,1,1,1,1,1
271,0.0069800065835179,0.00593933905244285,CT,2024-04-11,1,1,1,1,1,1,1,1,1,1
272,0.00733549744551144,0.00644997579689365,CT,2024-04-12,1,1,1,1,1,1,1,1,1,1
273,NA,NA,CT,2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,CT,2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,NA,NA,CT,2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,CT,2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,NA,NA,CT,2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,0.0102458782383195,0.0129131806529091,CT,2024-04-18,1,1,1,1,1,1,1,1,1,1
279,0.0118607404171003,0.01552296873440195,CT,2024-04-19,1,1,1,1,1,1,1,1,1,1
280,NA,NA,CT,2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,NA,NA,CT,2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,0.955935262479403,0.2898705373102155,CT,2024-04-22,1,0,1,1,1,1,0,1,1,0
283,1.19518487512772,0.79463660215032506,CT,2024-04-23,0,0,1,1,1,0,0,1,1,1
284,NA,NA,CT,2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
