...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,other_95_CI
16,NA,NA,AK,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,AK,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,AK,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,AK,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1.82991678719322,0.63302390723416,AK,2023-06-06,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
25,NA,NA,AK,2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.898107593950348,0.62786149234179,AK,2023-06-08,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
27,NA,NA,AK,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.918099892659815,0.52738947984316,AK,2023-06-19,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
38,NA,NA,AK,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.897486160205578,0.51796453955128,AK,2023-06-21,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
40,NA,NA,AK,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.603382701899154,0.3508235697180935,AL,2023-05-19,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
49,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.111789593899739,0.081741264402338,AL,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,NA,NA,AL,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.366813219658296,0.093109940701933,AL,2023-05-31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
61,NA,NA,AL,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.791706280859631,0.57953522428908,AL,2023-06-07,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
68,0.137032938281001,0.1036160387159755,AL,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,NA,NA,AL,2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.160643007421082,0.1194968768912645,AL,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,NA,NA,AL,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,0.376746278121692,0.063467697862904,AR,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.0800518980010346,0.0786985936996495,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.871975784024312,0.62851145036512,AR,2023-05-29,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
101,0.842221961031653,0.621623645394255,AR,2023-05-30,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
102,0.124471129747659,0.1100939974365695,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.196276691980176,0.164969991735823,AR,2023-06-07,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
110,0.209726230650522,0.17354945970284,AR,2023-06-08,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
111,0.21785964154685,0.182241499958546,AR,2023-06-09,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
112,NA,NA,AR,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.626560875634827,0.2087297328198765,AR,2023-06-12,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
115,0.654234017068153,0.548253726216565,AR,2023-06-13,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
116,0.639726830526863,0.54423178340727,AR,2023-06-14,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
117,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.631947383175122,0.53633274866685,AR,2023-06-16,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
119,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.378548766825045,0.269944870856126,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,0.415913957939343,0.294758966228712,AR,2023-06-22,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
125,0.427863496860223,0.3027472257893085,AR,2023-06-23,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
126,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.67232825606811,0.3934375564501135,AZ,2023-05-14,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1
128,1.53723682727413,0.2107384973524345,AZ,2023-05-15,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
129,1.32712761529174,0.1932349133127265,AZ,2023-05-16,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
130,1.04448148201844,0.1798530172544705,AZ,2023-05-17,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0
131,1.36677180512265,0.2717215615373195,AZ,2023-05-18,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
132,0.929966940543777,0.654622387321545,AZ,2023-05-19,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
133,1.86176058137105,0.64843906545561,AZ,2023-05-20,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
134,1.05088397169826,0.195315508028067,AZ,2023-05-21,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0
135,1.31168698950648,0.2037593097328475,AZ,2023-05-22,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
136,1.04065479359329,0.168313718000701,AZ,2023-05-23,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
137,1.21383786066027,0.276849294074719,AZ,2023-05-24,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
138,0.441954458205874,0.057376986446079,AZ,2023-05-25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
139,0.975403165310901,0.279993429370882,AZ,2023-05-26,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
140,0.481204159543448,0.0623996439467725,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,1.92246807884423,0.298439302339015,AZ,2023-05-28,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1
142,1.35312176583751,0.2954907902189805,AZ,2023-05-29,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1
143,1.83565793720252,0.3623761263641545,AZ,2023-05-30,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1
144,1.56373476742656,0.219867817346944,AZ,2023-05-31,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1
145,2.19176372987244,0.447035172006142,AZ,2023-06-01,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
146,0.803484057132674,0.2894611129241305,AZ,2023-06-02,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
147,0.862646765652499,0.2187820425914385,AZ,2023-06-03,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
148,0.813291064284002,0.1949811396508385,AZ,2023-06-04,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
149,0.658518265453215,0.231000530926139,AZ,2023-06-05,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
150,1.32596522529809,0.3903488423409935,AZ,2023-06-06,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1
151,1.08512352748132,0.2834497861875215,AZ,2023-06-07,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
152,1.71767154146708,0.37318539985869,AZ,2023-06-08,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1
153,1.15403824140821,0.3940192943019435,AZ,2023-06-09,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1
154,0.995537721428782,0.43385682036489,AZ,2023-06-10,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
155,1.00759447820169,0.222372868196168,AZ,2023-06-11,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
156,1.33573177155171,0.3517084340311715,AZ,2023-06-12,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1
157,2.30829530770531,0.4574160243125775,AZ,2023-06-13,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
158,2.50050316209209,0.301875755912287,AZ,2023-06-14,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0
159,1.38352068433838,0.65781897399398,AZ,2023-06-15,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1
160,0.990783806210362,0.246871066225645,AZ,2023-06-16,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
161,0.604529203374545,0.3425247285112135,AZ,2023-06-17,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1
162,6.8426492475081,0.46948927583587,AZ,2023-06-18,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1
163,3.45432558953407,0.404297793880305,AZ,2023-06-19,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
164,3.72263897603186,0.4760189719722635,AZ,2023-06-20,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1
165,2.5001007750377,0.3741574083038895,AZ,2023-06-21,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1
166,2.13899378708834,0.415753154489544,AZ,2023-06-22,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1
167,0.269952509268345,0.190539266751953,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
168,1.46699857538455,0.4441290128542505,AZ,2023-06-24,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1
169,4.69001970401592,0.53255821151143,CA,2023-05-14,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
170,4.71740049268159,0.354677799389426,CA,2023-05-15,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0
171,1.72657914321577,0.2378900846610795,CA,2023-05-16,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0
172,1.64234205063341,0.3165583441531755,CA,2023-05-17,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0
173,1.66559493398791,0.3229431835753175,CA,2023-05-18,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1
174,1.99790959794531,0.2392209512796445,CA,2023-05-19,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1
175,1.14340759225266,0.115505660914966,CA,2023-05-20,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
176,0.97731332468276,0.439551227462164,CA,2023-05-21,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
177,1.64573599176213,0.2898430697838435,CA,2023-05-22,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
178,1.38913295773826,0.2820978273218685,CA,2023-05-23,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
179,1.50315531036688,0.278943752820605,CA,2023-05-24,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
180,2.11995834884941,0.27550197242326,CA,2023-05-25,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1
181,1.47259374836445,0.325204017465105,CA,2023-05-26,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0
182,1.16010507807506,0.31603166570768,CA,2023-05-27,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
183,1.42550049347126,0.412509707436031,CA,2023-05-28,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
184,1.6922517278975,0.471958774291742,CA,2023-05-29,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1
185,2.10022754842927,0.2883473024862555,CA,2023-05-30,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1
186,1.66259803503148,0.3193140092815985,CA,2023-05-31,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
187,1.79786585113861,0.3178681160080385,CA,2023-06-01,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
188,1.51459257064442,0.37343848427989,CA,2023-06-02,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1
189,1.37987387678651,0.3021450458211085,CA,2023-06-03,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1
190,2.40413062368255,0.4395415461635145,CA,2023-06-04,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0
191,1.57379025109795,0.2945686833218275,CA,2023-06-05,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
192,2.193106011966,0.410545597198125,CA,2023-06-06,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1
193,2.07821614021846,0.403067448594042,CA,2023-06-07,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0
194,1.16953811543998,0.358742511389183,CA,2023-06-08,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
195,3.12482887234544,0.46984970788662,CA,2023-06-09,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0
196,1.23295568379424,0.59767231879311,CA,2023-06-10,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0
197,0.885689228084977,0.3450233090618405,CA,2023-06-11,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1
198,1.37725569092573,0.3657667291847295,CA,2023-06-12,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
199,1.8533244735203,0.324633052733644,CA,2023-06-13,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
200,2.34388093575642,0.3870063465995445,CA,2023-06-14,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0
201,1.26777623474676,0.349300704952836,CA,2023-06-15,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
202,1.67110313261521,0.386580290952231,CA,2023-06-16,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1
203,1.30208608775319,0.4941141133049965,CA,2023-06-17,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1
204,0.611623946332763,0.431988764855923,CA,2023-06-18,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
205,2.16516081653697,0.3581376135372875,CA,2023-06-19,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0
206,2.92229925322664,0.3986446445925995,CA,2023-06-20,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1
207,3.00159862384597,0.447862023847701,CA,2023-06-21,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0
208,2.4693990997417,0.4331100430794495,CA,2023-06-22,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1
209,2.70788657859445,0.4093235264216495,CA,2023-06-23,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
210,1.32904225898144,0.405475973456118,CA,2023-06-24,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0
211,0.105334048404771,0.057501113328237,CO,2023-05-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,0.978281858059476,0.1646520748821365,CO,2023-05-15,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
213,0.705154031337704,0.3697033726534105,CO,2023-05-16,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
214,0.127037955652206,0.0687779717297725,CO,2023-05-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.960687870728376,0.4495805787803935,CO,2023-05-18,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1
216,0.958218896967578,0.693723830824585,CO,2023-05-19,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
