"","es_score","brier_score","location","target_date","X23F_50_CI","X24A_50_CI","recombinant_50_CI","X23I_50_CI","X24B_50_CI","other_50_CI","X23F_95_CI","X24A_95_CI","recombinant_95_CI","X23I_95_CI","X24B_95_CI","other_95_CI"
"45",NA,NA,"AL",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",0.0398773151405062,0.073776672934394,"AL",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"48",NA,NA,"AL",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0.036001281038876,0.0688783465210206,"AL",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"52",0.115217437783683,0.0679178922965458,"AL",2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"53",NA,NA,"AL",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",0.896444849396132,0.578239536520724,"AL",2024-03-13,1,1,1,1,0,1,0,0,1,1,0,0
"61",NA,NA,"AL",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.10785378254961,0.0647068735265232,"AL",2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
"66",NA,NA,"AL",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",0.0425072291015443,0.0740512366415069,"AL",2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
"74",NA,NA,"AL",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",0.0495368745908418,0.0941135431920799,"AL",2024-04-01,1,1,1,1,1,1,1,0,1,1,1,0
"80",NA,NA,"AL",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.0241107070083993,0.00183089210620286,"AR",2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
"87",NA,NA,"AR",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",1.29324860731248,1.92687583790102,"AR",2024-02-29,1,0,1,0,1,1,1,0,1,0,1,1
"90",0.00590630736639652,0.00146948906928556,"AR",2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
"91",NA,NA,"AR",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.0453549491746255,0.00129512812729207,"AR",2024-03-04,1,1,1,1,1,1,0,0,1,1,1,1
"94",NA,NA,"AR",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",0.00495270316415948,0.00116341552041853,"AR",2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"98",NA,NA,"AR",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",0.0285856583472437,0.00151022072616221,"AR",2024-03-21,1,1,1,1,1,1,1,1,1,1,1,1
"111",NA,NA,"AR",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.5381713704735,0.416610121689336,"AZ",2024-02-25,0,0,0,1,1,1,0,0,0,1,1,1
"128",0.118082052509139,0.00377914835835108,"AZ",2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
"129",0.583045024173947,0.170654752314264,"AZ",2024-02-27,1,1,1,1,1,1,0,0,0,1,1,1
"130",0.0761713569529648,0.00398589940164877,"AZ",2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
"131",0.0287233081333963,0.00412334702120481,"AZ",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"132",0.00402298503229673,0.00428547370083339,"AZ",2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
"133",0.0549344670772873,0.00447408747627834,"AZ",2024-03-02,1,1,1,1,1,1,1,1,1,1,1,1
"134",0.0555247210028372,0.00469128573375241,"AZ",2024-03-03,1,1,1,1,1,1,1,0,0,1,1,1
"135",0.194258512975088,0.00493947580960003,"AZ",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"136",0.12290161761457,0.00522139773679996,"AZ",2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"137",0.0424917928905386,0.00554014896292935,"AZ",2024-03-06,1,1,1,1,1,1,1,0,0,1,1,1
"138",0.00591327944272309,0.00589921080163638,"AZ",2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
"139",NA,NA,"AZ",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",0.0528145643091571,0.00675427912974756,"AZ",2024-03-09,1,1,1,1,1,1,1,1,1,1,1,1
"141",0.936464445222102,0.594773035041078,"AZ",2024-03-10,1,0,0,1,1,1,1,1,1,1,1,1
"142",0.0960222678995715,0.00782321059346769,"AZ",2024-03-11,1,1,1,1,1,1,1,1,1,1,1,1
"143",1.12538020949426,0.625869340104388,"AZ",2024-03-12,1,0,1,1,0,1,1,1,0,1,0,1
"144",0.378574432047855,0.00915059296706893,"AZ",2024-03-13,1,1,1,1,1,1,1,0,0,1,1,0
"145",0.114555359682994,0.00992753389954939,"AZ",2024-03-14,1,1,1,1,1,1,1,0,0,1,1,1
"146",NA,NA,"AZ",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",NA,NA,"AZ",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",NA,NA,"AZ",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",0.0158044870695638,0.0139738692528634,"AZ",2024-03-18,1,1,1,1,1,1,1,0,0,1,1,1
"150",0.253121045845145,0.0152655557197197,"AZ",2024-03-19,1,1,1,1,1,1,1,1,1,1,1,1
"151",1.09183307532311,0.188567822901222,"AZ",2024-03-20,1,1,1,1,0,1,1,0,0,1,0,1
"152",0.528371963109872,0.0182570450347323,"AZ",2024-03-21,1,1,1,1,1,1,1,0,0,1,1,1
"153",0.241522965452116,0.0199795921100745,"AZ",2024-03-22,1,1,1,1,1,1,1,0,0,1,1,1
"154",0.160889660384987,0.0218692509681282,"AZ",2024-03-23,1,1,1,1,1,1,1,0,0,1,1,1
"155",0.101489273083441,0.0239383954617223,"AZ",2024-03-24,1,1,1,1,1,1,1,0,0,1,1,1
"156",0.107568827616324,0.0261996334072491,"AZ",2024-03-25,1,1,1,1,1,1,1,0,0,1,1,1
"157",0.120962250844304,0.0286656880616904,"AZ",2024-03-26,1,1,1,1,1,1,1,1,1,1,1,1
"158",0.223618081078805,0.0313492641496692,"AZ",2024-03-27,1,1,1,1,1,1,1,0,0,1,1,1
"159",0.246019145584995,0.0342629002682137,"AZ",2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
"160",0.982004886479614,0.60790850098307,"AZ",2024-03-29,1,1,1,1,0,1,1,1,0,1,0,1
"161",0.979966080171934,0.517250694450537,"AZ",2024-03-30,1,1,1,1,1,1,1,0,0,1,1,1
"162",NA,NA,"AZ",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",1.37615192511613,0.234416390878051,"AZ",2024-04-01,1,1,1,1,0,1,1,0,0,1,0,1
"164",1.44128799213831,0.236554448951301,"AZ",2024-04-02,1,1,1,1,1,0,1,0,0,1,1,0
"165",0.547580775355087,0.0572161387660413,"AZ",2024-04-03,1,1,1,1,1,1,1,0,0,1,1,1
"166",1.11091063275838,0.387466557604083,"AZ",2024-04-04,1,1,1,1,1,0,1,0,0,1,1,0
"167",0.987437191771328,0.606502388539314,"AZ",2024-04-05,1,1,1,1,0,1,1,0,0,1,1,1
"168",0.639426153660484,0.0726152199374586,"AZ",2024-04-06,1,1,1,1,1,1,1,0,0,1,1,1
"169",0.986695542442301,0.00442067625188941,"CA",2024-02-25,1,0,1,1,1,1,1,0,0,1,1,1
"170",1.57145659217242,0.151434585969487,"CA",2024-02-26,1,1,1,1,1,0,0,1,0,1,0,1
"171",3.63730999092484,0.222310197556883,"CA",2024-02-27,1,0,0,1,0,1,1,0,0,1,0,0
"172",2.30721327130539,0.149141055321875,"CA",2024-02-28,1,1,0,1,1,1,1,0,0,1,0,0
"173",0.10746164907349,0.00420845893448288,"CA",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"174",0.155605567678665,0.00418211237599244,"CA",2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
"175",0.873119323808013,0.00416704648755529,"CA",2024-03-02,1,0,1,1,1,1,1,1,1,1,1,1
"176",0.557763117930264,0.0885843126066058,"CA",2024-03-03,1,1,1,1,1,1,1,1,0,1,1,0
"177",1.58815906881457,0.173145009307904,"CA",2024-03-04,1,1,1,1,1,1,0,0,1,1,0,0
"178",2.6492883221114,0.222672363395355,"CA",2024-03-05,1,0,1,1,1,0,0,0,1,1,0,0
"179",0.898909911420892,0.115490401972099,"CA",2024-03-06,1,1,1,1,1,1,0,0,0,1,1,0
"180",3.26775780428028,0.229343211968399,"CA",2024-03-07,1,0,1,1,0,1,1,1,0,0,0,0
"181",0.964013996610029,0.101703511064059,"CA",2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"182",1.90517301504972,0.272135009533281,"CA",2024-03-09,1,0,1,0,1,1,1,0,1,0,1,1
"183",1.56630650827228,0.220292795343531,"CA",2024-03-10,1,1,1,1,0,1,1,0,1,1,0,1
"184",1.54730050488953,0.373308266535158,"CA",2024-03-11,1,0,1,1,0,0,1,0,1,0,0,0
"185",1.56382575857033,0.20877442440264,"CA",2024-03-12,1,1,1,1,0,1,1,0,0,1,0,0
"186",3.00544729398882,0.213178572881108,"CA",2024-03-13,1,0,1,1,0,1,1,0,1,1,0,0
"187",2.29154190694919,0.226432375554242,"CA",2024-03-14,1,0,1,1,0,1,1,1,1,1,1,1
"188",0.690532816462637,0.0715359570077923,"CA",2024-03-15,1,1,1,1,1,1,1,0,0,1,1,0
"189",1.16617439442835,0.286555339335012,"CA",2024-03-16,1,0,1,1,0,1,1,0,1,1,0,1
"190",2.5768976238177,0.323169507567444,"CA",2024-03-17,1,0,1,1,0,1,1,0,1,1,0,1
"191",1.57044666289943,0.23642451176538,"CA",2024-03-18,1,1,0,1,1,0,1,0,0,1,1,0
"192",0.271720928356171,0.00707172874547815,"CA",2024-03-19,1,1,1,1,1,1,1,0,0,1,1,1
"193",0.600381282274886,0.148486994635951,"CA",2024-03-20,1,1,1,1,1,1,1,0,0,1,1,0
"194",1.15808967067842,0.306981383982064,"CA",2024-03-21,1,1,1,1,0,1,1,0,0,1,0,1
"195",1.64627048779649,0.345443671875653,"CA",2024-03-22,1,0,1,1,1,0,1,0,0,1,0,0
"196",0.693024368376773,0.236689096090902,"CA",2024-03-23,1,1,0,1,1,1,1,1,0,1,1,0
"197",0.243351809428477,0.0108895159915294,"CA",2024-03-24,1,1,1,1,1,1,1,1,1,1,1,1
"198",1.46611473327034,0.339307087652075,"CA",2024-03-25,1,1,0,1,1,1,1,0,0,1,1,1
"199",0.726520555513793,0.143023599913273,"CA",2024-03-26,1,1,1,1,0,1,1,0,1,1,0,1
"200",0.737147512586811,0.311987510801254,"CA",2024-03-27,1,1,0,1,1,1,1,0,0,0,1,0
"201",0.926491540683979,0.270832741769077,"CA",2024-03-28,1,1,1,0,1,1,1,0,1,0,1,1
"202",0.165650096422738,0.0186103535122856,"CA",2024-03-29,1,1,1,1,1,1,1,1,1,1,1,1
"203",0.180037550667504,0.0208556790432722,"CA",2024-03-30,1,1,1,1,1,1,1,1,1,1,1,1
"204",1.03722921552664,0.81235055749732,"CA",2024-03-31,1,0,1,1,0,1,1,0,1,1,0,1
"205",0.759332043772449,0.22024436414781,"CA",2024-04-01,1,1,1,1,0,1,1,1,1,1,0,0
"206",0.268221830711567,0.0293681308438179,"CA",2024-04-02,1,1,1,1,1,1,1,1,1,1,1,1
"207",0.160080254006036,0.0328398625949708,"CA",2024-04-03,1,1,1,1,1,1,1,0,0,1,1,1
"208",1.44082137904136,0.559470103693933,"CA",2024-04-04,1,0,1,1,0,0,1,0,1,1,0,0
"209",1.07170851840346,0.385904343393918,"CA",2024-04-05,1,1,1,1,0,1,1,0,0,1,0,1
"210",0.137236071797191,0.0451407600694154,"CA",2024-04-06,1,1,1,1,1,1,1,1,1,1,1,1
"211",NA,NA,"CO",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.0119144781149309,0.00137848074675353,"CO",2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
"213",0.00127224066635732,0.0012978512080433,"CO",2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
"214",0.00154386866581799,0.00122447474249139,"CO",2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
"215",0.00496433637316925,0.00115780664367648,"CO",2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
"216",NA,NA,"CO",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.00416600589196743,0.0009491009439289,"CO",2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
"220",NA,NA,"CO",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",NA,NA,"CO",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",NA,NA,"CO",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",0.00117068599020809,0.000816424394573006,"CO",2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
"224",NA,NA,"CO",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",NA,NA,"CO",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",0.00395429303460092,0.00074510353554397,"CO",2024-03-12,1,1,1,1,1,1,1,1,1,1,1,1
"228",0.00119394980329231,0.000735952560188153,"CO",2024-03-13,1,1,1,1,1,1,1,1,1,1,1,1
"229",NA,NA,"CO",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",0.00129397712873654,0.0007278580274895,"CO",2024-03-15,1,1,1,1,1,1,1,1,1,1,1,1
"231",NA,NA,"CO",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",0.0019010141592855,0.000742183729348902,"CO",2024-03-18,1,1,1,1,1,1,1,1,1,1,1,1
"234",NA,NA,"CO",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",NA,NA,"CO",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",NA,NA,"CO",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",NA,NA,"CO",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",NA,NA,"CO",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",1.34858995186391,1.94274757998267,"CO",2024-03-25,1,0,1,0,1,1,1,0,1,0,1,1
"241",NA,NA,"CO",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,"CO",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",0.00271152823300971,0.00111137137305287,"CO",2024-03-28,1,1,1,1,1,1,1,1,1,1,1,1
"244",NA,NA,"CO",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",NA,NA,"CO",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
