...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,recombinant_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,recombinant_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
85,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0.636364383325942,0.090866421268946,AR,2023-05-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
88,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.153148849346446,0.108932696057785,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.67382525889452,0.4841638553081495,AR,2023-05-29,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
94,0.652318577856931,0.4728663768762955,AR,2023-05-30,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
95,0.186833210216987,0.14553299783502,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
96,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.268671260039463,0.209347930188048,AR,2023-06-07,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
103,0.270568356826667,0.219373189973733,AR,2023-06-08,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
104,0.307368640351478,0.2295430771784115,AR,2023-06-09,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
105,NA,NA,AR,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.780346519950725,0.260569526448277,AR,2023-06-12,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
108,0.484150243002154,0.330857440348169,AR,2023-06-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,0.452754815067058,0.3226142231630725,AR,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.452835510115648,0.3070607857223025,AR,2023-06-16,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
112,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.415637493236483,0.3312104372114315,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
115,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.454482149719689,0.3585801949469925,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
118,0.478089715713383,0.367143445936557,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
119,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2.98244126440741,0.391006645583836,AR,2023-06-26,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
122,0.365344820451269,0.2423991640270385,AR,2023-06-27,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
123,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.00426496013994,0.195229181719252,AZ,2023-05-21,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0
128,1.35369256108227,0.2035834626483075,AZ,2023-05-22,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
129,0.997634028949006,0.1679045114219575,AZ,2023-05-23,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
130,1.29503465527878,0.276948455848023,AZ,2023-05-24,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
131,0.44448961847063,0.0569988641874425,AZ,2023-05-25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
132,0.959152849487758,0.281242923662732,AZ,2023-05-26,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,0.480375800049986,0.062296702496484,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
134,2.11484229073011,0.2979917414984285,AZ,2023-05-28,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0
135,1.27587306860604,0.2932225271186305,AZ,2023-05-29,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0
136,1.84577308259803,0.361641833488759,AZ,2023-05-30,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
137,1.48878726523789,0.217776912721209,AZ,2023-05-31,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0
138,2.19670314498488,0.448866521922528,AZ,2023-06-01,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
139,0.784997957268897,0.2872756300017345,AZ,2023-06-02,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
140,0.79785523081715,0.220665446137889,AZ,2023-06-03,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
141,0.860869744734392,0.19618333640999,AZ,2023-06-04,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
142,0.686528801091137,0.232622739929959,AZ,2023-06-05,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
143,1.30293523853791,0.388982850227711,AZ,2023-06-06,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
144,1.10957031101855,0.2832250800081245,AZ,2023-06-07,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1
145,1.79824724790499,0.370053676407433,AZ,2023-06-08,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0
146,1.17887422433737,0.388866152318049,AZ,2023-06-09,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1
147,0.985590800333973,0.430082694234458,AZ,2023-06-10,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0
148,1.02979611711996,0.2275844493509905,AZ,2023-06-11,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
149,1.43705166736001,0.350229581398473,AZ,2023-06-12,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
150,2.39884016715699,0.4459955448051605,AZ,2023-06-13,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1
151,2.76647576248193,0.3047577488172885,AZ,2023-06-14,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
152,1.35149469920546,0.626790599473635,AZ,2023-06-15,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0
153,1.04705325623578,0.257024165720784,AZ,2023-06-16,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
154,0.671322322411405,0.3447688069412695,AZ,2023-06-17,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
155,7.39448602109701,0.454954814676999,AZ,2023-06-18,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1
156,3.45754065464061,0.3973617055644405,AZ,2023-06-19,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0
157,3.8113541105714,0.460553622715093,AZ,2023-06-20,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0
158,2.36924955347209,0.377920274028682,AZ,2023-06-21,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1
159,2.19333208031461,0.414068135984777,AZ,2023-06-22,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0
160,0.287847798021228,0.230335632018232,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,1.56044463042566,0.4390015743742575,AZ,2023-06-24,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1
162,2.00291176800392,0.396350063160179,AZ,2023-06-25,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
163,4.07499153235552,0.3892766461571945,AZ,2023-06-26,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1
164,3.06417977252724,0.353624665458849,AZ,2023-06-27,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1
165,2.25623526481546,0.3800147794583125,AZ,2023-06-28,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
166,4.01969962491631,0.4246511851216005,AZ,2023-06-29,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0
167,1.59318417627363,0.4240057424511885,AZ,2023-06-30,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
168,1.36578160126678,0.3656619461268255,AZ,2023-07-01,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169,1.03559685858868,0.442931259834519,CA,2023-05-21,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
170,1.60239125552691,0.2878970017318815,CA,2023-05-22,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
171,1.21721188464439,0.2811857841921045,CA,2023-05-23,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
172,1.40945496930029,0.2730267523478915,CA,2023-05-24,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1
173,1.86750710635688,0.2724197492123675,CA,2023-05-25,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1
174,1.53538615915686,0.3242816960664045,CA,2023-05-26,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
175,1.13528750150656,0.311521363260433,CA,2023-05-27,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
176,1.59439937584255,0.422506231140449,CA,2023-05-28,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
177,1.83360827103589,0.48433819444317,CA,2023-05-29,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
178,1.71435364140044,0.2841813616123435,CA,2023-05-30,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
179,1.57649854835866,0.3194659544041975,CA,2023-05-31,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0
180,1.71987427657866,0.31490957364287,CA,2023-06-01,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
181,1.43917441545146,0.3709641227680995,CA,2023-06-02,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1
182,1.37272282062127,0.2972723958423785,CA,2023-06-03,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1
183,2.45980439362767,0.4428637591527015,CA,2023-06-04,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1
184,1.42149334056345,0.292473460349667,CA,2023-06-05,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
185,2.08571851720494,0.4072362201814855,CA,2023-06-06,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0
186,2.34478482529922,0.40925189009672,CA,2023-06-07,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0
187,1.10817206211226,0.36011862110924,CA,2023-06-08,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
188,3.64954072168553,0.4803063972963185,CA,2023-06-09,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1
189,1.25834979466574,0.59815240517771,CA,2023-06-10,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1
190,0.849393866232481,0.3488980513877145,CA,2023-06-11,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
191,1.31357103831287,0.364044044943422,CA,2023-06-12,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
192,1.6481920371162,0.3249236430462125,CA,2023-06-13,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
193,2.16443062648125,0.3824742354658835,CA,2023-06-14,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
194,1.25771444068594,0.3505978731307995,CA,2023-06-15,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
195,1.49688209099738,0.3887807028331925,CA,2023-06-16,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1
196,1.4220943921316,0.507465964402505,CA,2023-06-17,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1
197,0.615841357406999,0.4349805566072875,CA,2023-06-18,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
198,2.03030706563558,0.3459186507831145,CA,2023-06-19,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0
199,2.58283924411823,0.38232876884379,CA,2023-06-20,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0
