"","es_score","brier_score","location","target_date","X22F_50_CI","X24A_50_CI","recombinant_50_CI","X23H_50_CI","other_50_CI","X22F_95_CI","X24A_95_CI","recombinant_95_CI","X23H_95_CI","other_95_CI"
"35",NA,NA,"AK",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",1.04282641545073,0.719533864608085,"AL",2024-02-05,1,0,1,1,0,1,0,1,1,0
"45",NA,NA,"AL",2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",1.17629653977875,0.860245669988042,"AL",2024-02-07,0,0,1,1,1,0,0,1,1,1
"47",0.0253046505090662,0.017070785620838,"AL",2024-02-08,1,1,1,1,1,1,1,1,1,1
"48",NA,NA,"AL",2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",0.0117097307006512,0.00797179043210938,"AL",2024-02-15,1,1,1,1,1,1,1,1,1,1
"55",NA,NA,"AL",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",0.00608654888850729,0.00453331139923312,"AL",2024-02-20,1,1,1,1,1,1,1,1,1,1
"60",NA,NA,"AL",2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.0116383052706345,0.00226531796480224,"AL",2024-02-26,1,1,1,1,1,1,1,1,1,1
"66",NA,NA,"AL",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",0.00293541238259551,0.00159328182836542,"AL",2024-02-29,1,1,1,1,1,1,1,1,1,1
"69",NA,NA,"AL",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",0.00130481000427649,0.000992693586497058,"AL",2024-03-04,1,1,1,1,1,1,1,1,1,1
"73",0.00414267501464913,0.000881450516410208,"AL",2024-03-05,1,1,1,1,1,1,1,1,1,1
"74",NA,NA,"AL",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",1.2683903187369,0.321570168575895,"AL",2024-03-13,1,0,1,1,0,1,0,1,1,0
"82",NA,NA,"AL",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.00864199036447746,0.0053237385290527,"AR",2024-02-05,1,1,1,1,1,1,1,1,1,1
"87",0.00536262711212333,0.0047010759594982,"AR",2024-02-06,1,1,1,1,1,1,1,1,1,1
"88",0.00704127032110731,0.00414894534662074,"AR",2024-02-07,1,1,1,1,1,1,1,1,1,1
"89",0.01776330021435,0.00365978171645379,"AR",2024-02-08,1,1,1,1,1,1,1,1,1,1
"90",0.0166743890882871,0.00322675650543086,"AR",2024-02-09,1,1,1,1,1,1,1,1,1,1
"91",NA,NA,"AR",2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.00379205810312341,0.00220605668853454,"AR",2024-02-12,1,1,1,1,1,1,1,1,1,1
"94",1.19708442620475,0.458484267489438,"AR",2024-02-13,1,0,1,1,0,1,0,1,1,0
"95",0.0115052786342881,0.00170907402943285,"AR",2024-02-14,1,1,1,1,1,1,1,1,1,1
"96",NA,NA,"AR",2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",0.00532678090261145,0.000898958171470867,"AR",2024-02-19,1,1,1,1,1,1,1,1,1,1
"101",0.00520011688301922,0.000790144259460487,"AR",2024-02-20,1,1,1,1,1,1,1,1,1,1
"102",NA,NA,"AR",2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",0.00109045051084945,0.000363716104028455,"AR",2024-02-26,1,1,1,1,1,1,1,1,1,1
"108",NA,NA,"AR",2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",1.37045004486387,0.969586512523703,"AR",2024-02-29,1,0,1,1,0,1,0,1,1,0
"111",0.000258178828325004,0.000216802095868507,"AR",2024-03-01,1,1,1,1,1,1,1,1,1,1
"112",NA,NA,"AR",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.00187577388451517,0.000147181130604215,"AR",2024-03-04,1,1,1,1,1,1,1,1,1,1
"115",NA,NA,"AR",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.000168107566084257,8.79689754987603e-05,"AR",2024-03-08,1,1,1,1,1,1,1,1,1,1
"119",NA,NA,"AR",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.0664890340743356,0.00351515415793286,"AZ",2024-02-04,1,1,1,1,1,1,1,1,1,1
"128",2.30985859976428,0.160193600359551,"AZ",2024-02-05,1,0,1,1,0,1,0,1,1,0
"129",1.03994470156788,0.0419327005001132,"AZ",2024-02-06,0,1,1,1,1,0,1,1,1,0
"130",0.532823162103761,0.00235923791936375,"AZ",2024-02-07,1,1,1,1,1,1,0,1,1,0
"131",0.00291718317053863,0.00206381778715314,"AZ",2024-02-08,1,1,1,1,1,1,1,1,1,1
"132",1.23620628892785,0.317643118680823,"AZ",2024-02-09,1,0,1,0,1,1,0,1,0,1
"133",0.00876756742487453,0.0015775758008206,"AZ",2024-02-10,1,1,1,1,1,1,1,1,1,1
"134",0.87485436548924,0.117220654475607,"AZ",2024-02-11,1,0,1,1,0,1,0,1,1,0
"135",0.0978843764944459,0.00120434909569122,"AZ",2024-02-12,1,1,1,1,1,1,0,1,1,0
"136",0.950120293126921,0.0651428141222478,"AZ",2024-02-13,1,1,0,1,1,1,0,0,1,1
"137",0.250904725803487,0.000918436504582343,"AZ",2024-02-14,1,1,1,1,1,1,1,1,1,1
"138",0.00110157337280077,0.000801768292005975,"AZ",2024-02-15,1,1,1,1,1,1,1,1,1,1
"139",0.00699661988613508,0.000699781129559275,"AZ",2024-02-16,1,1,1,1,1,1,1,1,1,1
"140",0.0404410133204667,0.000610658023349079,"AZ",2024-02-17,1,1,1,1,1,1,1,1,1,1
"141",0.684264936647409,0.0507730681822556,"AZ",2024-02-18,1,1,1,1,1,1,1,1,1,1
"142",0.0793827429326836,0.000464804540110932,"AZ",2024-02-19,1,1,1,1,1,1,1,1,1,1
"143",1.52350737861914,0.0671633152017602,"AZ",2024-02-20,1,0,0,1,1,1,0,0,0,0
"144",0.945186180981733,0.0352512467422029,"AZ",2024-02-21,1,1,0,1,1,1,1,0,0,1
"145",1.30840961596602,0.244955323663432,"AZ",2024-02-22,1,0,0,1,1,1,0,0,1,1
"146",0.00211306264262287,0.000268921406810392,"AZ",2024-02-23,1,1,1,1,1,1,1,1,1,1
"147",0.00138615449376513,0.000234493139070586,"AZ",2024-02-24,1,1,1,1,1,1,1,1,1,1
"148",2.12608246696194,0.217355063897985,"AZ",2024-02-25,1,0,0,1,0,1,0,0,1,0
"149",0.00883257074398835,0.000178270775196221,"AZ",2024-02-26,1,1,1,1,1,1,1,1,1,1
"150",1.26339418018414,0.0896628344456765,"AZ",2024-02-27,1,0,0,1,1,1,0,0,1,0
"151",0.00315859261098844,0.000135514478962303,"AZ",2024-02-28,1,1,1,1,1,1,1,1,1,1
"152",0.000852807009688067,0.000118150053083073,"AZ",2024-02-29,1,1,1,1,1,1,1,1,1,1
"153",8.17839701546079e-05,0.000103011356878694,"AZ",2024-03-01,1,1,1,1,1,1,1,1,1,1
"154",0.00141988047566139,8.98138877421981e-05,"AZ",2024-03-02,1,1,1,1,1,1,1,1,1,1
"155",0.000825698360602568,7.83092614997524e-05,"AZ",2024-03-03,1,1,1,1,1,1,1,1,1,1
"156",0.00506173736089083,6.82806847717884e-05,"AZ",2024-03-04,1,1,1,1,1,1,1,1,1,1
"157",0.0027730020632958,5.95389827824443e-05,"AZ",2024-03-05,1,1,1,1,1,1,1,1,1,1
"158",0.000532123821344734,5.19191169115663e-05,"AZ",2024-03-06,1,1,1,1,1,1,1,1,1,1
"159",7.49250343798549e-05,4.52771335731834e-05,"AZ",2024-03-07,1,1,1,1,1,1,1,1,1,1
"160",NA,NA,"AZ",2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",0.000441480980900497,3.44407290824442e-05,"AZ",2024-03-09,1,1,1,1,1,1,1,1,1,1
"162",1.3819395009559,0.331016839013512,"AZ",2024-03-10,1,0,0,1,1,1,0,0,1,1
"163",0.000477905407306221,2.62063380890514e-05,"AZ",2024-03-11,1,1,1,1,1,1,1,1,1,1
"164",1.37780812417,0.330257446086065,"AZ",2024-03-12,1,0,1,1,0,1,0,1,1,0
"165",0.00201208646105631,1.9948210621151e-05,"AZ",2024-03-13,1,1,1,1,1,1,1,1,1,1
"166",0.000436518047703609,1.74068783224106e-05,"AZ",2024-03-14,1,1,1,1,1,1,1,1,1,1
"167",NA,NA,"AZ",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",NA,NA,"AZ",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",0.47395635989657,0.0345506367498849,"CA",2024-02-04,1,1,1,1,1,1,0,0,1,1
"170",1.57632005939206,0.0641418558737141,"CA",2024-02-05,1,1,0,1,1,1,0,0,1,1
"171",6.37736753860669,0.107746565722272,"CA",2024-02-06,1,0,0,1,0,1,0,0,1,0
"172",3.20429441446678,0.0855370195962445,"CA",2024-02-07,1,0,0,1,0,1,0,0,0,0
"173",1.15333777383842,0.0333829632703574,"CA",2024-02-08,1,1,1,1,1,1,0,1,1,0
"174",6.42876531788151,0.11838016128903,"CA",2024-02-09,1,0,0,1,1,1,1,0,0,0
"175",4.95271829234991,0.147551010375912,"CA",2024-02-10,1,0,0,1,0,1,0,0,1,0
"176",0.013344509867871,0.000657296601752848,"CA",2024-02-11,1,1,1,1,1,1,1,1,1,1
"177",4.29527140128469,0.110016528830738,"CA",2024-02-12,1,0,0,1,1,1,0,0,1,0
"178",3.36567792520583,0.0881546836638879,"CA",2024-02-13,1,0,0,0,0,1,0,0,0,0
"179",1.60452296153439,0.0385782635850806,"CA",2024-02-14,1,1,0,1,1,1,0,0,1,1
"180",6.77916163780477,0.117500682229916,"CA",2024-02-15,1,0,0,0,0,1,0,1,0,0
"181",1.58260754398473,0.0363640961158122,"CA",2024-02-16,1,1,0,1,1,1,0,0,1,1
"182",0.779472187028411,0.0327720930419829,"CA",2024-02-17,1,1,0,1,1,1,0,0,1,1
"183",1.37218864497725,0.0542881645282442,"CA",2024-02-18,1,0,0,1,1,1,0,0,1,0
"184",1.10901798210357,0.0384329207653438,"CA",2024-02-19,1,1,1,1,1,1,0,0,1,0
"185",0.053540350386148,0.000205228471069907,"CA",2024-02-20,1,1,1,1,1,1,1,1,1,1
"186",5.07631623487636,0.0864520628603588,"CA",2024-02-21,1,0,0,0,0,1,0,0,0,0
"187",3.30943718787015,0.0643138575075229,"CA",2024-02-22,1,0,1,0,0,1,0,1,0,1
"188",3.32420047869034,0.0643900436745765,"CA",2024-02-23,1,0,0,1,0,1,0,0,1,0
"189",2.09121918233116,0.0579280230594376,"CA",2024-02-24,1,0,0,1,1,1,0,0,1,1
"190",0.116280581753508,0.000108895860398951,"CA",2024-02-25,1,1,1,1,1,1,1,1,1,1
"191",4.7642598062065,0.0780677181404519,"CA",2024-02-26,1,0,0,1,0,1,0,0,1,0
"192",8.32429910949548,0.115841864426118,"CA",2024-02-27,1,0,0,1,0,1,0,0,1,0
"193",5.04930095067356,0.0770876640681187,"CA",2024-02-28,1,0,0,1,0,1,0,0,1,0
"194",0.00261637860788362,6.61649983021818e-05,"CA",2024-02-29,1,1,1,1,1,1,1,1,1,1
"195",0.00646465694680667,5.84947526285236e-05,"CA",2024-03-01,1,1,1,1,1,1,1,1,1,1
"196",0.0267789153293637,5.17429404829228e-05,"CA",2024-03-02,1,1,1,1,1,1,0,1,0,1
"197",1.14165558322027,0.0449964786571161,"CA",2024-03-03,1,0,0,1,1,1,0,0,1,1
"198",4.17967604476155,0.0899525091537776,"CA",2024-03-04,1,0,0,1,0,1,0,1,0,0
"199",6.74934663399854,0.116452008356185,"CA",2024-03-05,1,0,0,1,0,1,0,0,1,0
"200",3.06570807279849,0.0594413559191969,"CA",2024-03-06,1,0,0,1,0,1,0,0,1,0
"201",5.85358163004689,0.1238622692875,"CA",2024-03-07,1,0,0,1,0,1,0,0,1,0
"202",2.03888027249108,0.0522563023675003,"CA",2024-03-08,1,0,1,0,0,1,0,1,0,0
"203",2.65377884009543,0.141693942180525,"CA",2024-03-09,1,0,1,1,0,1,0,1,1,0
"204",2.64356800837805,0.116750804472858,"CA",2024-03-10,1,0,1,1,0,1,0,1,1,0
"205",2.70051216568695,0.198556051620318,"CA",2024-03-11,1,0,1,1,0,1,0,1,1,0
"206",3.41368198443118,0.110365819824475,"CA",2024-03-12,1,0,0,1,0,1,0,0,1,0
"207",5.32166593636344,0.113563571584878,"CA",2024-03-13,1,0,1,1,0,1,0,1,1,0
"208",4.88921832840708,0.120488463027584,"CA",2024-03-14,1,0,0,1,0,1,0,1,1,0
"209",1.23494833817838,0.0355171086871845,"CA",2024-03-15,1,0,0,1,1,1,0,0,1,1
"210",2.31313663327207,0.153019532739382,"CA",2024-03-16,1,0,0,1,0,1,0,0,1,0
"211",NA,NA,"CO",2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.00222082441419009,0.00245283268867788,"CO",2024-02-05,1,1,1,1,1,1,1,1,1,1
"213",0.00217211889904915,0.00216130122742755,"CO",2024-02-06,1,1,1,1,1,1,1,1,1,1
"214",0.00160493440679937,0.00190412512812485,"CO",2024-02-07,1,1,1,1,1,1,1,1,1,1
"215",0.00531032236885187,0.00167734716485543,"CO",2024-02-08,1,1,1,1,1,1,1,1,1,1
"216",0.00421791998778996,0.00147744606881712,"CO",2024-02-09,1,1,1,1,1,1,1,1,1,1
"217",1.29247407568841,0.476698301182933,"CO",2024-02-10,1,0,0,1,1,1,0,0,1,1
"218",NA,NA,"CO",2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.00228164279948642,0.00100942958781554,"CO",2024-02-12,1,1,1,1,1,1,1,1,1,1
"220",1.34288971141179,0.480212088745903,"CO",2024-02-13,1,0,0,1,1,1,0,0,1,1
"221",NA,NA,"CO",2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",0.000524503527346506,0.000689831232846812,"CO",2024-02-15,1,1,1,1,1,1,1,1,1,1
"223",NA,NA,"CO",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,"CO",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",NA,NA,"CO",2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",0.000415368666402523,0.000366615464968289,"CO",2024-02-20,1,1,1,1,1,1,1,1,1,1
"228",0.00427678421313948,0.000323255044719693,"CO",2024-02-21,1,1,1,1,1,1,1,1,1,1
"229",NA,NA,"CO",2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",1.36805063960524,0.488599602289637,"CO",2024-02-23,1,0,0,1,1,1,0,0,1,1
"231",NA,NA,"CO",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",0.000639824431507563,0.000172940022303257,"CO",2024-02-26,1,1,1,1,1,1,1,1,1,1
"234",0.000156298882796297,0.000152740895686411,"CO",2024-02-27,1,1,1,1,1,1,1,1,1,1
"235",9.41866230852861e-05,0.000134946610782938,"CO",2024-02-28,1,1,1,1,1,1,1,1,1,1
"236",0.000448804198853923,0.000119267526902691,"CO",2024-02-29,1,1,1,1,1,1,1,1,1,1
"237",NA,NA,"CO",2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",NA,NA,"CO",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",0.000244454194145118,7.30509839042357e-05,"CO",2024-03-04,1,1,1,1,1,1,1,1,1,1
"241",NA,NA,"CO",2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,"CO",2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",NA,NA,"CO",2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",1.00409162990802e-05,4.50472922964363e-05,"CO",2024-03-08,1,1,1,1,1,1,1,1,1,1
"245",NA,NA,"CO",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",NA,NA,"CO",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",4.45901535242703e-05,2.79881823814164e-05,"CO",2024-03-12,1,1,1,1,1,1,1,1,1,1
"249",1.62210295464984e-05,2.4879617342963e-05,"CO",2024-03-13,1,1,1,1,1,1,1,1,1,1
"250",NA,NA,"CO",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",6.71751443468305e-06,1.9690590278192e-05,"CO",2024-03-15,1,1,1,1,1,1,1,1,1,1
"252",NA,NA,"CO",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",0.00150776379272194,0.0014007569176529,"CT",2024-02-04,1,1,1,1,1,1,1,1,1,1
"254",0.012216667534178,0.00122933567332668,"CT",2024-02-05,1,1,1,1,1,1,1,1,1,1
"255",1.05945997963136,0.188152556809592,"CT",2024-02-06,1,0,1,1,0,1,0,1,1,0
"256",0.016478350293901,0.000946551808639093,"CT",2024-02-07,1,1,1,1,1,1,1,1,1,1
"257",1.30036937637554,0.472514229350461,"CT",2024-02-08,1,0,1,1,0,0,1,1,1,0
"258",0.00776647101011693,0.000728622574644187,"CT",2024-02-09,1,1,1,1,1,1,1,1,1,1
"259",NA,NA,"CT",2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",0.000383350871122463,0.000560823901365805,"CT",2024-02-11,1,1,1,1,1,1,1,1,1,1
"261",0.0189806970566159,0.000492038643919704,"CT",2024-02-12,1,1,1,1,1,1,1,1,1,1
"262",NA,NA,"CT",2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",0.00027875563569878,0.000378800184312084,"CT",2024-02-14,1,1,1,1,1,1,1,1,1,1
"264",0.000371528045669981,0.000332403117049898,"CT",2024-02-15,1,1,1,1,1,1,1,1,1,1
"265",NA,NA,"CT",2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",0.000231365338997296,0.00025604311278602,"CT",2024-02-17,1,1,1,1,1,1,1,1,1,1
"267",NA,NA,"CT",2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",0.000563200196432523,0.000197330726305139,"CT",2024-02-19,1,1,1,1,1,1,1,1,1,1
"269",NA,NA,"CT",2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",0.000901427705086,0.000152182880147499,"CT",2024-02-21,1,1,1,1,1,1,1,1,1,1
