"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","recombinant_50_CI","X24D_50_CI","X24G_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","recombinant_95_CI","X24D_95_CI","X24G_95_CI","other_95_CI"
"31",NA,NA,"AK",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",0.656863704729166,0.476445529650289,"AK",2024-06-13,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"34",NA,NA,"AK",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",0.695218237183809,0.636035594371553,"AK",2024-06-20,1,1,1,1,1,0,1,1,1,0,1,1,0,1
"41",NA,NA,"AK",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.574128887957941,0.361031999005231,"AR",2024-06-10,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"115",NA,NA,"AR",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.17090485216915,0.131485891364978,"AZ",2024-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"128",1.3427063592915,0.423515353633228,"AZ",2024-05-13,1,1,1,1,0,0,1,0,1,0,1,0,0,1
"129",0.471150348319915,0.255432516523318,"AZ",2024-05-14,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"130",0.481854000198151,0.257012455011216,"AZ",2024-05-15,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"131",0.643714134850618,0.434439082149415,"AZ",2024-05-16,1,1,0,1,1,1,1,1,1,0,1,1,0,1
"132",0.697654403862772,0.473672799131774,"AZ",2024-05-17,1,0,1,1,1,1,1,0,0,1,1,1,1,1
"133",0.250541551302212,0.193631593976547,"AZ",2024-05-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"134",0.253672125152643,0.205498623939885,"AZ",2024-05-19,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"135",0.546280661092831,0.37387924994094,"AZ",2024-05-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"136",0.764027867626199,0.23039506864324,"AZ",2024-05-21,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"137",0.394926366329284,0.294133030028082,"AZ",2024-05-22,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"138",NA,NA,"AZ",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",0.351648161924558,0.270293052655014,"AZ",2024-05-24,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"140",NA,NA,"AZ",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",0.907626033266189,0.351371070905018,"AZ",2024-05-26,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"142",1.90916960899427,0.473176907477882,"AZ",2024-05-27,1,1,0,1,0,1,1,0,1,1,1,0,1,1
"143",1.19952803436118,0.296326377909362,"AZ",2024-05-28,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"144",0.946157382259013,0.420765815316383,"AZ",2024-05-29,1,1,1,1,1,1,0,0,0,0,1,1,1,0
"145",0.631443569437676,0.433885088666239,"AZ",2024-05-30,1,0,1,1,1,1,1,0,0,1,1,1,1,1
"146",NA,NA,"AZ",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",0.717083888022582,0.411333672391841,"AZ",2024-06-01,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"148",1.26181250089167,0.210358393057248,"AZ",2024-06-02,1,1,0,1,1,1,1,0,0,0,1,1,1,1
"149",1.16699808202266,0.334734951542957,"AZ",2024-06-03,1,0,1,1,1,1,1,0,0,0,1,1,1,1
"150",1.21189929107969,0.368688849885396,"AZ",2024-06-04,1,1,1,1,0,1,1,1,0,0,1,0,1,1
"151",1.7341542437656,0.40302752871321,"AZ",2024-06-05,1,0,0,1,1,1,1,1,0,0,1,1,1,1
"152",3.29807639353925,0.400471931001891,"AZ",2024-06-06,0,1,0,1,1,1,1,0,0,0,1,1,0,1
"153",0.669957929591434,0.165404430779498,"AZ",2024-06-07,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"154",2.74184460573259,0.462275415492509,"AZ",2024-06-08,0,1,0,0,1,1,1,0,0,0,0,1,1,1
"155",1.3012681858623,0.383684144660339,"AZ",2024-06-09,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"156",6.00123366166197,0.392645138642865,"AZ",2024-06-10,0,0,0,1,1,1,1,0,0,1,1,0,0,1
"157",6.88267575470828,0.453794339486375,"AZ",2024-06-11,0,1,0,1,1,0,1,0,1,0,1,0,0,1
"158",9.32464065544859,0.443676885987263,"AZ",2024-06-12,0,1,0,1,1,1,0,0,0,0,0,0,0,0
"159",2.84522627898284,0.432073229268352,"AZ",2024-06-13,0,0,0,1,1,0,1,0,0,0,1,0,0,1
"160",0.993708808307448,0.207398067627672,"AZ",2024-06-14,1,1,1,1,1,1,1,0,0,0,1,1,0,1
"161",0.780016433973824,0.576494751958709,"AZ",2024-06-15,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"162",4.46141525707288,0.465529327979987,"AZ",2024-06-16,0,1,0,1,1,1,1,0,1,0,1,0,1,1
"163",4.70627942637934,0.367634511635248,"AZ",2024-06-17,0,1,1,1,1,1,0,0,1,1,1,0,0,0
"164",6.73992711788074,0.410952066195146,"AZ",2024-06-18,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"165",4.07765233899129,0.413747990695998,"AZ",2024-06-19,0,1,0,1,1,1,1,0,0,0,1,1,1,1
"166",2.48735127093116,0.495407237974367,"AZ",2024-06-20,0,0,0,1,1,1,1,0,0,1,1,0,0,1
"167",1.92680718016563,0.389547149274175,"AZ",2024-06-21,0,1,1,1,1,1,1,0,0,0,1,1,0,1
"168",0.670887781242383,0.366163778275293,"AZ",2024-06-22,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"169",3.76394544916962,0.37092206838474,"CA",2024-05-12,0,1,0,1,1,1,1,1,0,0,0,1,1,0
"170",2.7788245591048,0.404501768795212,"CA",2024-05-13,1,0,1,0,1,0,1,0,0,0,0,1,0,1
"171",7.80489209871548,0.383221470168231,"CA",2024-05-14,1,0,0,1,1,0,1,0,0,0,1,0,0,1
"172",2.07922264948476,0.336968215828765,"CA",2024-05-15,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"173",4.03956528200273,0.301207413674676,"CA",2024-05-16,0,1,1,1,1,1,1,0,0,0,1,1,1,1
"174",4.6734193103599,0.310288964902063,"CA",2024-05-17,0,1,0,1,1,0,1,0,0,0,0,0,0,1
"175",4.18867258640566,0.276676394698928,"CA",2024-05-18,0,0,1,1,1,1,1,0,0,1,1,1,1,1
"176",4.86089141625963,0.39720794870242,"CA",2024-05-19,1,0,1,1,1,0,1,0,0,0,1,0,0,1
"177",6.91111205540444,0.293472959919575,"CA",2024-05-20,0,1,0,1,1,1,1,0,0,0,0,1,1,1
"178",9.7193823892588,0.339078679517494,"CA",2024-05-21,0,0,1,0,1,1,1,0,0,0,0,1,0,1
"179",10.9070435809486,0.345111282964151,"CA",2024-05-22,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"180",3.72823643632952,0.323054754633109,"CA",2024-05-23,0,1,1,1,1,1,1,1,0,0,0,0,1,1
"181",6.65186738938031,0.385239030680916,"CA",2024-05-24,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"182",2.66875243095885,0.339823509017443,"CA",2024-05-25,0,1,1,1,1,1,0,0,0,0,1,0,1,0
"183",9.36061849421085,0.426931989845853,"CA",2024-05-26,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"184",7.0412985187144,0.371021387887641,"CA",2024-05-27,0,0,0,0,1,0,1,0,0,0,0,1,1,1
"185",6.23816957569369,0.363960657168749,"CA",2024-05-28,0,1,1,0,1,1,1,0,0,0,0,0,0,1
"186",4.13667508452845,0.357583658858801,"CA",2024-05-29,0,1,1,1,0,0,1,0,0,0,1,1,0,1
"187",5.10154284127403,0.392139504906189,"CA",2024-05-30,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"188",20.8621189313701,0.412393078962851,"CA",2024-05-31,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"189",1.9023746878287,0.359972357896894,"CA",2024-06-01,1,1,1,1,1,0,1,0,0,0,1,0,0,1
"190",4.98034414422032,0.399172502716633,"CA",2024-06-02,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"191",10.1423231582757,0.405309962863997,"CA",2024-06-03,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"192",10.5657108140214,0.405838505263444,"CA",2024-06-04,0,0,1,1,1,0,0,0,0,0,1,0,0,0
"193",21.1657309436141,0.415570521831802,"CA",2024-06-05,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"194",20.7250520911025,0.395310719788971,"CA",2024-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195",7.37058438176273,0.354871835113742,"CA",2024-06-07,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"196",8.12396750453294,0.445072598955302,"CA",2024-06-08,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"197",10.6023677615552,0.423941110277789,"CA",2024-06-09,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"198",12.2072769317782,0.397071049726118,"CA",2024-06-10,0,0,1,1,1,1,1,0,0,0,0,0,0,1
"199",18.1217198032946,0.433573369706968,"CA",2024-06-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"200",18.2815494925262,0.457082020132062,"CA",2024-06-12,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"201",14.3024377016949,0.43580894832863,"CA",2024-06-13,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"202",11.5139638460352,0.487811139876007,"CA",2024-06-14,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"203",5.54281774360419,0.441023983599508,"CA",2024-06-15,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"204",7.44592529503267,0.407600904266324,"CA",2024-06-16,0,0,1,1,0,1,0,0,0,0,1,0,1,0
"205",10.6700630291701,0.450610552275884,"CA",2024-06-17,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"206",13.5716215431702,0.403529586961078,"CA",2024-06-18,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"207",25.5517734548375,0.472045540489208,"CA",2024-06-19,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"208",12.8802535595473,0.432438933139647,"CA",2024-06-20,0,1,0,1,1,1,0,0,0,0,1,0,0,0
"209",15.3496009501268,0.440300926242651,"CA",2024-06-21,0,1,0,1,0,1,0,0,0,0,1,0,0,0
"210",3.62010035265616,0.370886964595848,"CA",2024-06-22,0,0,1,1,1,0,1,0,1,0,1,0,1,1
"211",NA,NA,"CO",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.353762043497028,0.18819944939761,"CO",2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"213",NA,NA,"CO",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",0.373400506004131,0.208956671480885,"CO",2024-05-15,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"215",NA,NA,"CO",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,"CO",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.807972268296586,0.60344855471952,"CO",2024-05-20,1,1,1,1,1,0,1,0,1,1,1,1,0,1
"220",NA,NA,"CO",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",0.700611189245824,0.342888899288911,"CO",2024-05-22,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"222",NA,NA,"CO",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",0.525428619580266,0.312085928800733,"CO",2024-05-24,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"224",NA,NA,"CO",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",NA,NA,"CO",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
