"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","X24D_50_CI","X24G_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","X24D_95_CI","X24G_95_CI","other_95_CI"
"42",NA,NA,"AK",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",1.54752566839391,0.481007944240151,"AL",2024-05-06,1,1,0,1,1,1,0,1,0,1,1,1
"52",NA,NA,"AL",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",0.148363956763447,0.151986335160791,"AR",2024-05-08,1,1,1,1,1,1,0,1,1,1,0,1
"96",NA,NA,"AR",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.444911597943283,0.0757110185827804,"AZ",2024-04-28,1,1,1,1,1,1,1,1,1,1,1,1
"128",0.654126998852732,0.283829364535205,"AZ",2024-04-29,1,1,1,1,1,1,0,0,0,1,1,1
"129",1.11494238159463,0.282400640554764,"AZ",2024-04-30,1,1,0,1,1,1,0,0,0,1,1,1
"130",0.306209749511509,0.097576392127579,"AZ",2024-05-01,1,1,1,1,1,1,0,1,0,1,1,1
"131",0.289736835488105,0.105857124399536,"AZ",2024-05-02,1,1,1,1,1,1,0,1,0,1,1,1
"132",0.589516883179117,0.11464625839414,"AZ",2024-05-03,1,1,1,1,1,1,0,0,0,1,1,1
"133",NA,NA,"AZ",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",NA,NA,"AZ",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",1.32691979623486,0.14406221548309,"AZ",2024-05-06,0,1,1,1,1,1,0,1,0,1,1,1
"136",1.10140119121518,0.154861464166014,"AZ",2024-05-07,0,1,1,1,1,1,0,0,0,1,1,1
"137",1.9669119551442,0.201707337803472,"AZ",2024-05-08,0,1,0,1,1,1,0,1,0,1,1,1
"138",0.549880780528765,0.277756675301552,"AZ",2024-05-09,1,1,1,1,1,1,0,0,1,1,1,1
"139",1.73145223267665,0.366118892421857,"AZ",2024-05-10,1,0,1,1,1,1,0,1,0,1,1,1
"140",0.970740893531966,0.427593927713132,"AZ",2024-05-11,0,1,1,1,1,1,0,1,0,1,1,1
"141",0.222554604324004,0.215491110349495,"AZ",2024-05-12,1,1,1,1,1,1,1,1,1,1,1,1
"142",1.3086847070022,0.416739972877259,"AZ",2024-05-13,1,1,1,0,0,1,0,0,0,0,0,1
"143",0.490979021473521,0.278310507505398,"AZ",2024-05-14,1,1,1,1,1,1,0,0,1,1,1,1
"144",0.499896305583877,0.283019230846686,"AZ",2024-05-15,1,1,1,1,1,1,1,0,0,1,1,1
"145",0.521049252666494,0.324056483833782,"AZ",2024-05-16,1,1,1,1,1,1,1,1,1,1,1,1
"146",0.650542424609227,0.429000198879432,"AZ",2024-05-17,1,0,1,1,1,1,1,1,1,1,1,1
"147",0.336804321819684,0.298344010628686,"AZ",2024-05-18,1,1,1,1,1,1,1,1,1,1,1,1
"148",0.342235198883737,0.312610138765541,"AZ",2024-05-19,1,1,1,1,1,1,0,0,1,1,1,1
"149",0.455701696636089,0.277704685887936,"AZ",2024-05-20,1,1,1,1,1,1,1,0,0,1,1,1
"150",0.925727777062487,0.341098278568448,"AZ",2024-05-21,0,1,1,1,1,1,0,0,1,1,1,1
"151",0.398244665237891,0.306511629636342,"AZ",2024-05-22,1,1,1,1,1,1,0,1,0,1,1,1
"152",NA,NA,"AZ",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",0.42433431254059,0.383026312490339,"AZ",2024-05-24,1,1,1,1,1,1,0,1,0,1,1,1
"154",NA,NA,"AZ",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",1.01960846044411,0.376105329885348,"AZ",2024-05-26,1,1,1,1,1,1,0,0,1,1,1,1
"156",2.11813155873952,0.500777415252125,"AZ",2024-05-27,1,1,0,0,1,1,0,0,0,0,1,1
"157",1.25963135500091,0.323162566652823,"AZ",2024-05-28,1,1,1,1,1,1,0,0,0,1,1,1
"158",0.986071733976717,0.430737230684332,"AZ",2024-05-29,1,1,1,1,1,0,1,0,1,1,1,0
"159",0.639868874019543,0.424110604701576,"AZ",2024-05-30,1,0,1,1,1,1,1,0,0,1,1,1
"160",NA,NA,"AZ",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",0.834015283817545,0.455837918110988,"AZ",2024-06-01,1,1,1,1,1,1,0,0,0,1,1,1
"162",1.01418225019355,0.183868562507203,"AZ",2024-06-02,1,1,0,1,1,1,1,1,1,1,1,1
"163",1.24211551914606,0.335061916824054,"AZ",2024-06-03,1,0,1,1,1,1,0,0,0,1,1,1
"164",1.47833884481619,0.384121316611058,"AZ",2024-06-04,0,1,1,0,1,1,0,1,0,0,1,1
"165",2.00817468642865,0.423282729452773,"AZ",2024-06-05,1,0,0,1,1,1,0,0,0,1,0,1
"166",3.82534969053894,0.442091562915825,"AZ",2024-06-06,0,1,0,1,1,1,0,1,0,1,1,1
"167",0.501179491969714,0.166286214289718,"AZ",2024-06-07,1,1,1,1,1,1,1,1,1,1,1,1
"168",3.10236083695161,0.503545021570488,"AZ",2024-06-08,0,1,0,1,1,0,0,1,0,1,1,0
"169",4.3629441596209,0.47698836200601,"CA",2024-04-28,0,1,0,0,1,1,1,0,0,1,1,1
"170",1.34908411216329,0.239513891861881,"CA",2024-04-29,1,1,1,1,1,0,0,0,0,1,1,0
"171",2.32161559814823,0.320573284831351,"CA",2024-04-30,1,1,1,1,0,0,0,0,0,0,0,0
"172",1.50318547947838,0.319323339345281,"CA",2024-05-01,1,1,1,0,1,1,0,0,1,0,1,1
"173",1.8426564898261,0.283919943930649,"CA",2024-05-02,1,1,1,1,0,1,0,0,0,0,0,1
"174",4.25170053068302,0.259206597931771,"CA",2024-05-03,0,0,1,0,1,1,0,0,0,0,1,1
"175",1.80742440747597,0.250035467239784,"CA",2024-05-04,0,0,1,1,1,1,0,0,1,1,1,1
"176",2.31271935594576,0.209666710816702,"CA",2024-05-05,0,0,1,1,1,1,0,0,0,1,1,1
"177",4.75606932716205,0.275728651899089,"CA",2024-05-06,0,0,1,1,1,1,0,0,0,0,1,1
"178",6.24667123796366,0.39980699848564,"CA",2024-05-07,0,1,0,1,0,1,0,1,1,1,0,0
"179",3.35191399895658,0.301542792766489,"CA",2024-05-08,0,0,1,0,1,1,0,0,1,0,1,1
"180",4.05748379513015,0.326310048588536,"CA",2024-05-09,0,0,1,1,0,1,0,0,0,1,0,1
"181",2.10102597185813,0.329143212068435,"CA",2024-05-10,1,1,0,1,0,0,0,0,0,1,0,0
"182",3.50022099529245,0.395509836236145,"CA",2024-05-11,1,0,0,1,1,0,0,0,0,0,1,0
"183",3.71328086865759,0.365310123049937,"CA",2024-05-12,1,1,0,1,1,1,0,0,1,0,1,1
"184",3.36628005803889,0.421734620271531,"CA",2024-05-13,1,0,1,1,0,0,0,0,1,1,0,0
"185",9.65467660603225,0.422132791964516,"CA",2024-05-14,0,0,0,1,1,0,0,0,0,0,0,0
"186",3.22561376986302,0.347574439606934,"CA",2024-05-15,1,1,1,1,1,0,0,0,0,1,1,0
"187",6.66262557255569,0.339519112277119,"CA",2024-05-16,0,0,1,1,1,1,0,0,0,0,1,1
"188",5.94109303423942,0.347037079154497,"CA",2024-05-17,0,0,1,1,1,0,0,0,0,0,0,0
"189",4.88213316183578,0.365246696922726,"CA",2024-05-18,0,0,1,1,1,1,0,0,0,0,0,1
"190",5.51476492288228,0.412723622850714,"CA",2024-05-19,1,0,0,1,0,1,0,0,0,1,0,1
"191",7.29884508355011,0.315739199163758,"CA",2024-05-20,0,1,0,0,1,1,0,0,0,1,1,1
"192",11.7375858453253,0.393927511184259,"CA",2024-05-21,0,0,1,0,1,0,0,0,1,1,1,0
"193",12.6221759033119,0.385581053818136,"CA",2024-05-22,0,0,1,0,1,0,0,0,0,0,0,0
"194",5.78350367943269,0.347831618020879,"CA",2024-05-23,0,1,1,0,1,1,0,0,0,0,0,1
"195",8.45859856380477,0.414403944266172,"CA",2024-05-24,0,0,1,1,1,0,0,0,0,0,0,0
"196",3.6653050880655,0.362778723030399,"CA",2024-05-25,0,1,1,0,1,0,0,0,0,0,1,0
"197",10.2122661849497,0.430288530251852,"CA",2024-05-26,0,0,1,1,0,0,0,0,0,0,0,0
"198",8.32768079552682,0.398946349605195,"CA",2024-05-27,0,0,1,0,1,0,0,0,0,1,0,0
"199",9.96139155757676,0.397488409832262,"CA",2024-05-28,0,1,1,0,1,0,0,0,0,1,1,0
"200",6.64046223227903,0.391639874386195,"CA",2024-05-29,0,1,1,0,1,1,0,0,0,0,0,1
"201",7.6315103699469,0.404744737330516,"CA",2024-05-30,1,1,0,0,1,0,0,0,0,1,0,0
"202",23.5403341190834,0.443227938676128,"CA",2024-05-31,0,0,1,0,1,0,0,0,0,0,0,0
"203",2.63025565666823,0.374826080096694,"CA",2024-06-01,1,1,0,1,1,1,0,0,0,0,0,1
"204",6.34915451663093,0.4080035797115,"CA",2024-06-02,0,1,1,0,1,0,0,0,0,0,0,0
"205",11.9767655421928,0.42839887219183,"CA",2024-06-03,0,0,1,0,1,0,0,0,0,0,0,0
"206",13.6430348485332,0.426837149660745,"CA",2024-06-04,0,0,1,0,1,0,0,0,0,0,0,0
"207",24.3279307292498,0.45344964855294,"CA",2024-06-05,0,0,1,0,1,0,0,0,0,0,0,0
"208",25.3491222364216,0.44045399651334,"CA",2024-06-06,0,0,1,0,1,0,0,0,0,0,0,0
"209",10.5796428347897,0.391305075786215,"CA",2024-06-07,0,1,1,0,1,1,0,0,0,0,0,1
"210",9.61131601862283,0.490981909740239,"CA",2024-06-08,0,0,1,0,1,0,0,0,0,1,0,0
"211",NA,NA,"CO",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.163413465949855,0.107169165498827,"CO",2024-04-29,1,1,1,1,1,1,1,1,1,1,1,1
"213",NA,NA,"CO",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",NA,NA,"CO",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",NA,NA,"CO",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,"CO",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.579440744732765,0.372222114671162,"CO",2024-05-06,1,1,1,1,1,1,0,0,1,1,1,1
"220",NA,NA,"CO",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",NA,NA,"CO",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",NA,NA,"CO",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",0.316784106514419,0.198636308010369,"CO",2024-05-10,1,1,1,1,1,1,0,1,0,1,1,1
"224",NA,NA,"CO",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.36065766397609,0.228337241597302,"CO",2024-05-13,1,1,1,1,1,1,0,1,1,1,0,1
"227",NA,NA,"CO",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",0.392443471443214,0.248902353443564,"CO",2024-05-15,1,1,1,1,1,1,0,0,1,1,1,1
"229",NA,NA,"CO",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",NA,NA,"CO",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",0.797195352845569,0.616527773920055,"CO",2024-05-20,1,1,1,1,0,1,1,0,1,1,0,1
"234",NA,NA,"CO",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",0.619219742693781,0.421466261223999,"CO",2024-05-22,1,1,1,1,1,1,0,1,0,1,0,1
"236",NA,NA,"CO",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",0.542825313168867,0.344447896471374,"CO",2024-05-24,0,1,1,1,1,1,0,1,1,1,0,1
"238",NA,NA,"CO",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",NA,NA,"CO",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",NA,NA,"CO",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",0.649353170070351,0.395669034474771,"CO",2024-05-29,0,1,1,1,1,1,0,1,1,1,0,1
"243",NA,NA,"CO",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",NA,NA,"CO",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",NA,NA,"CO",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",NA,NA,"CO",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",0.4432935142037,0.202686034847515,"CO",2024-06-04,1,1,1,1,1,1,1,0,0,1,1,1
