"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","recombinant_50_CI","X24D_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","recombinant_95_CI","X24D_95_CI","other_95_CI"
"42",NA,NA,"AK",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",1.94347729205854,0.565573071517364,"AL",2024-05-06,1,1,1,1,0,1,0,1,1,0
"73",NA,NA,"AL",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",0.132989404758777,0.107497836690434,"AR",2024-05-08,1,1,1,1,1,1,1,1,1,1
"117",NA,NA,"AR",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.08086931428884,0.233105307299911,"AZ",2024-04-07,1,1,1,1,0,1,1,0,1,0
"128",1.02168426402598,0.188118223306263,"AZ",2024-04-08,1,1,1,1,0,0,1,1,1,0
"129",0.0102774010661073,0.00991704085649906,"AZ",2024-04-09,1,1,1,1,1,1,1,1,1,1
"130",NA,NA,"AZ",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",NA,NA,"AZ",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",0.0479842914972833,0.0129133518601598,"AZ",2024-04-12,1,1,1,1,1,1,1,1,1,1
"133",0.102388425205661,0.0141072502496737,"AZ",2024-04-13,1,1,1,1,1,1,1,1,1,1
"134",NA,NA,"AZ",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",1.32744091537576,0.22888570732034,"AZ",2024-04-15,0,0,1,1,1,1,1,1,1,1
"136",0.44359082014581,0.140117199989276,"AZ",2024-04-16,1,1,1,1,1,1,1,1,1,1
"137",1.01424032673821,0.16260504799771,"AZ",2024-04-17,1,1,1,1,0,1,0,1,1,0
"138",0.0225998115131313,0.0219431694863519,"AZ",2024-04-18,1,1,1,1,1,1,1,1,1,1
"139",0.0289208087287383,0.0239561493021804,"AZ",2024-04-19,1,1,1,1,1,1,1,1,1,1
"140",NA,NA,"AZ",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",1.03644225229565,0.302821268217149,"AZ",2024-04-21,1,1,1,1,0,1,0,1,1,0
"142",0.924426009325255,0.212183151784358,"AZ",2024-04-22,1,1,0,1,1,0,1,0,1,1
"143",0.376096849733409,0.033889764907184,"AZ",2024-04-23,1,1,1,1,1,1,1,1,1,1
"144",NA,NA,"AZ",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",0.154392162175195,0.0401724345157234,"AZ",2024-04-25,1,1,1,1,1,1,1,1,1,1
"146",NA,NA,"AZ",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",1.05993245778674,0.434727753376495,"AZ",2024-04-27,1,1,1,1,0,1,0,1,1,0
"148",0.339886759508115,0.0515614405835594,"AZ",2024-04-28,1,1,1,1,1,1,1,1,1,1
"149",1.11746861324605,0.312687595974526,"AZ",2024-04-29,1,1,1,1,0,1,0,1,1,0
"150",1.97997245372421,0.35922546523767,"AZ",2024-04-30,1,1,1,1,0,1,0,1,1,0
"151",0.210799925107531,0.0656611027800741,"AZ",2024-05-01,1,1,1,1,1,0,0,1,1,1
"152",0.243155559797837,0.0710307901862761,"AZ",2024-05-02,1,1,1,1,1,0,0,1,1,1
"153",0.449224723316388,0.0767582704746472,"AZ",2024-05-03,1,1,1,1,1,0,0,1,1,1
"154",NA,NA,"AZ",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",NA,NA,"AZ",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",0.962934055376545,0.0962114882057309,"AZ",2024-05-06,1,1,1,1,1,0,0,1,1,1
"157",0.868642448218011,0.103489472598042,"AZ",2024-05-07,1,1,1,1,1,0,0,1,1,1
"158",1.17964854584359,0.148234030948302,"AZ",2024-05-08,1,1,1,1,1,0,0,1,1,1
"159",0.283948776920165,0.222479474088939,"AZ",2024-05-09,1,1,1,1,1,0,0,1,1,1
"160",1.87714461787419,0.376513557015948,"AZ",2024-05-10,0,1,1,1,0,0,0,0,1,0
"161",1.37403855298347,0.579158181807423,"AZ",2024-05-11,0,1,1,1,0,1,0,1,1,0
"162",0.149299261075153,0.146183512862897,"AZ",2024-05-12,1,1,1,1,1,1,1,1,1,1
"163",2.48556183458719,0.515588028360788,"AZ",2024-05-13,1,0,1,0,0,1,0,1,0,0
"164",1.10141472067883,0.361803089525571,"AZ",2024-05-14,1,1,1,1,0,0,0,1,1,0
"165",1.14526965349742,0.368228980123495,"AZ",2024-05-15,1,1,1,1,0,0,0,1,1,0
"166",1.0695168396728,0.749018205535779,"AZ",2024-05-16,1,1,1,1,0,0,1,1,1,0
"167",0.489675914777784,0.306291779246082,"AZ",2024-05-17,1,1,1,1,1,0,0,1,1,1
"168",0.22710059385098,0.211485956838743,"AZ",2024-05-18,1,1,1,1,1,1,1,1,1,1
"169",1.96180280636482,0.174897884749285,"CA",2024-04-07,1,1,1,1,0,0,1,0,0,0
"170",1.53144605235438,0.19081238622092,"CA",2024-04-08,1,0,1,0,1,0,0,1,0,1
"171",0.927422221551246,0.213458699846119,"CA",2024-04-09,1,1,1,1,0,1,0,0,0,0
"172",1.64567292771726,0.318414481342344,"CA",2024-04-10,0,1,1,1,0,0,0,0,1,0
"173",1.14498428988136,0.236106521815887,"CA",2024-04-11,1,1,1,1,0,0,0,1,0,0
"174",1.00976977979954,0.255770441625573,"CA",2024-04-12,1,1,1,1,0,0,0,1,1,0
"175",1.84639447024685,0.160666894722281,"CA",2024-04-13,1,0,1,1,0,0,0,1,0,0
"176",0.493519639871316,0.153235760371612,"CA",2024-04-14,1,1,1,1,1,0,0,1,1,1
"177",1.03709962010017,0.21176257569957,"CA",2024-04-15,1,1,1,0,1,0,0,1,0,1
"178",2.75555336244122,0.194539987835648,"CA",2024-04-16,0,0,0,1,1,1,0,0,1,1
"179",5.77058906047215,0.255370718063182,"CA",2024-04-17,1,0,0,1,1,0,0,0,0,1
"180",2.01383249275994,0.228907972904914,"CA",2024-04-18,1,1,0,1,1,0,0,0,0,1
"181",3.05393866241056,0.217240056420114,"CA",2024-04-19,0,0,0,1,1,0,0,0,0,1
"182",0.165779162410166,0.127993026729793,"CA",2024-04-20,1,1,1,1,1,0,1,1,0,1
"183",1.20260179554694,0.260392208551259,"CA",2024-04-21,1,1,1,1,0,0,0,1,0,0
"184",2.7596068185107,0.344710069629,"CA",2024-04-22,1,1,0,1,0,0,1,0,0,0
"185",1.78265564776327,0.279824252605421,"CA",2024-04-23,1,0,1,1,0,0,0,1,0,0
"186",4.16824520706465,0.369425145023635,"CA",2024-04-24,1,1,0,1,0,0,0,0,0,0
"187",4.51355120082038,0.305588101966746,"CA",2024-04-25,1,0,1,1,0,0,0,1,0,0
"188",1.01209892113256,0.26357074240732,"CA",2024-04-26,1,1,1,1,1,0,1,1,0,1
"189",3.57255889250569,0.351258888461094,"CA",2024-04-27,1,1,1,0,0,0,0,1,0,0
"190",4.78815208365238,0.473678190904462,"CA",2024-04-28,0,0,1,1,0,0,1,0,0,0
"191",2.14897937553911,0.314252985094496,"CA",2024-04-29,0,0,0,1,1,0,0,0,0,1
"192",4.23808498154551,0.363392832298559,"CA",2024-04-30,1,0,0,1,0,0,0,0,0,0
"193",1.62418186134275,0.318605729497051,"CA",2024-05-01,1,1,1,0,1,0,0,1,0,1
"194",4.06111189916586,0.350570042944346,"CA",2024-05-02,0,0,1,1,0,0,0,1,0,0
"195",6.84505732814195,0.339025762459899,"CA",2024-05-03,0,0,1,1,0,0,0,1,0,0
"196",2.86467124518656,0.387511516854419,"CA",2024-05-04,0,0,1,1,0,0,1,1,0,0
"197",3.21209737111579,0.347037847818544,"CA",2024-05-05,0,0,1,1,1,0,0,1,0,1
"198",7.19379049483186,0.36864981941954,"CA",2024-05-06,0,0,1,1,0,0,0,1,0,0
"199",8.29362905243263,0.454911596995163,"CA",2024-05-07,0,1,1,1,0,0,0,1,0,0
"200",5.66901805021347,0.387165319673928,"CA",2024-05-08,0,0,1,1,0,0,0,1,0,0
"201",10.7013647296931,0.448228793407419,"CA",2024-05-09,0,0,1,1,0,0,0,1,0,0
"202",3.12658163213368,0.426123880976571,"CA",2024-05-10,1,1,0,1,0,0,0,0,0,0
"203",6.57095985780645,0.490284634807423,"CA",2024-05-11,1,0,0,1,0,0,0,0,0,0
"204",6.42323967859753,0.4768208148079,"CA",2024-05-12,1,1,1,1,0,0,0,1,0,0
"205",6.4234786257139,0.543242791849147,"CA",2024-05-13,1,0,0,1,0,0,0,0,0,0
"206",15.959885502481,0.544266985305878,"CA",2024-05-14,0,0,0,1,0,0,1,0,0,0
"207",8.05478909060407,0.47315946140035,"CA",2024-05-15,0,1,0,1,0,0,0,0,0,0
"208",11.769234825596,0.490945323901706,"CA",2024-05-16,0,0,1,1,0,0,0,1,0,0
"209",9.25496530437266,0.494434547539066,"CA",2024-05-17,0,0,0,1,0,0,0,0,0,0
"210",6.27615137706561,0.546178460027579,"CA",2024-05-18,0,0,1,1,0,0,1,1,0,0
"211",NA,NA,"CO",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,"CO",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",NA,NA,"CO",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",NA,NA,"CO",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",NA,NA,"CO",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,"CO",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.748458953424511,0.358855432349465,"CO",2024-04-15,1,0,1,1,1,0,0,1,1,1
"220",NA,NA,"CO",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",1.062132020418,0.431932390009863,"CO",2024-04-17,1,1,1,1,0,0,1,1,1,0
"222",NA,NA,"CO",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",NA,NA,"CO",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,"CO",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.065791958422466,0.0517413735130897,"CO",2024-04-22,1,1,1,1,1,1,1,1,1,1
"227",0.0722322021293759,0.0556332807758602,"CO",2024-04-23,1,1,1,1,1,1,1,1,1,1
"228",NA,NA,"CO",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",NA,NA,"CO",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",NA,NA,"CO",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",0.112490690305378,0.0852453959233092,"CO",2024-04-29,1,1,1,1,1,0,0,1,1,1
"234",NA,NA,"CO",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",NA,NA,"CO",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",NA,NA,"CO",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",NA,NA,"CO",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",NA,NA,"CO",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",0.588304101999689,0.400779690411494,"CO",2024-05-06,1,1,1,1,1,1,1,1,1,1
"241",NA,NA,"CO",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,"CO",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",NA,NA,"CO",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",0.240939536224338,0.174306406984958,"CO",2024-05-10,1,1,1,1,1,1,1,1,1,1
"245",NA,NA,"CO",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",0.275975390295024,0.207401838011196,"CO",2024-05-13,1,1,1,1,1,1,1,1,1,1
"248",NA,NA,"CO",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",0.284653980522111,0.231512452330546,"CO",2024-05-15,1,1,1,1,1,1,1,1,1,1
"250",NA,NA,"CO",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",NA,NA,"CO",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",NA,NA,"CO",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",NA,NA,"CT",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",NA,NA,"CT",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",NA,NA,"CT",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",0.00541612681175811,0.00264155291517964,"CT",2024-04-10,1,1,1,1,1,1,1,1,1,1
"257",0.00736928301637499,0.00288384683187479,"CT",2024-04-11,1,1,1,1,1,0,0,1,1,1
"258",0.00707276485896668,0.00315010576588734,"CT",2024-04-12,1,1,1,1,1,1,1,1,1,1
"259",NA,NA,"CT",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",NA,NA,"CT",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",NA,NA,"CT",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",NA,NA,"CT",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",NA,NA,"CT",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",0.0108850320670357,0.00539381695149888,"CT",2024-04-18,1,1,1,1,1,1,1,1,1,1
"265",0.0144786760023918,0.00590414877703929,"CT",2024-04-19,1,1,1,1,1,1,1,1,1,1
"266",NA,NA,"CT",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",NA,NA,"CT",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",0.694109395812789,0.282610989445293,"CT",2024-04-22,1,1,1,1,1,0,0,1,1,1
"269",1.08791920887218,0.824902779203312,"CT",2024-04-23,0,0,1,1,1,0,0,1,1,1
"270",NA,NA,"CT",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",1.25089127061078,0.905424158645867,"CT",2024-04-25,0,1,1,0,1,0,1,1,0,1
"272",NA,NA,"CT",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",NA,NA,"CT",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",NA,NA,"CT",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
