"","es_score","brier_score","location","target_date","X22D_50_CI","X22F_50_CI","X23A_50_CI","X23D_50_CI","X23B_50_CI","X23E_50_CI","X23G_50_CI","other_50_CI","X22D_95_CI","X22F_95_CI","X23A_95_CI","X23D_95_CI","X23B_95_CI","X23E_95_CI","X23G_95_CI","other_95_CI"
"31",NA,NA,"AK",2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",0.0483656936353022,0.0304335633068049,"AL",2023-04-27,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"48",NA,NA,"AL",2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",0.646081360030829,0.362152303697554,"AL",2023-05-03,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"54",NA,NA,"AL",2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",0.549775165445797,0.312398637418476,"AL",2023-05-19,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"70",NA,NA,"AL",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",0.18757137313373,0.138864671694822,"AL",2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"74",NA,NA,"AL",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",0.669918330522395,0.205462651493668,"AL",2023-05-31,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
"82",NA,NA,"AL",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",0.00615054204865829,0.00309982584197298,"AR",2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"86",0.00471729317639838,0.0032636428873256,"AR",2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"87",NA,NA,"AR",2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",0.056163199353183,0.00464636531003078,"AR",2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"93",NA,NA,"AR",2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",1.27036311047142,0.91177887672017,"AR",2023-05-02,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0
"95",0.00992998535762582,0.00566110546224561,"AR",2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"96",NA,NA,"AR",2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1.16939632312371,0.841954025782555,"AR",2023-05-08,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
"101",0.0502814341059883,0.00861571293035775,"AR",2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"102",2.29119193494785,0.599022221559727,"AR",2023-05-10,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"103",NA,NA,"AR",2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",0.249096712117869,0.0240480566261029,"AR",2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"116",NA,NA,"AR",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.0555332390906041,0.0299051603050435,"AR",2023-05-26,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"119",NA,NA,"AR",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",0.92123902254739,0.666129730811478,"AR",2023-05-29,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"122",0.89611626814058,0.655066770879205,"AR",2023-05-30,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"123",0.0713249275453255,0.0426853271999858,"AR",2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"124",NA,NA,"AR",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.74817186334881,0.0750660707556637,"AZ",2023-04-23,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1
"128",1.17024963718699,0.0456303682729706,"AZ",2023-04-24,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
"129",1.42242895144492,0.133042347461704,"AZ",2023-04-25,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1
"130",1.20430891861029,0.0968461217144049,"AZ",2023-04-26,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
"131",0.624250536432542,0.0734592439776718,"AZ",2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"132",0.685212653282049,0.012580694107633,"AZ",2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"133",0.338152739819198,0.013275109946209,"AZ",2023-04-29,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"134",1.64090131078814,0.210017060605469,"AZ",2023-04-30,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"135",1.66169938961391,0.0899026297185564,"AZ",2023-05-01,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"136",3.57100710673957,0.212417446124945,"AZ",2023-05-02,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0
"137",1.47846834166652,0.142105271674911,"AZ",2023-05-03,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"138",1.29879124658766,0.0738510094716124,"AZ",2023-05-04,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"139",1.38403262378009,0.252094649777746,"AZ",2023-05-05,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
"140",0.784078903587892,0.0196833257368294,"AZ",2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"141",3.59197924978608,0.312683428151237,"AZ",2023-05-07,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0
"142",6.30382349557818,0.316039012440846,"AZ",2023-05-08,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0
"143",2.74502388004882,0.100760348758489,"AZ",2023-05-09,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0
"144",1.85040839162083,0.143494862236456,"AZ",2023-05-10,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1
"145",0.14552927163977,0.0264323004826452,"AZ",2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"146",1.02621068380332,0.14113659727166,"AZ",2023-05-12,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"147",NA,NA,"AZ",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",1.53342198195969,0.383630401317945,"AZ",2023-05-14,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"149",1.93439526688166,0.213145153099353,"AZ",2023-05-15,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0
"150",1.6301726802386,0.195705581991494,"AZ",2023-05-16,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
"151",1.04829004287189,0.178131462769176,"AZ",2023-05-17,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
"152",1.25321066543233,0.26059098432467,"AZ",2023-05-18,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
"153",0.90644121508322,0.683270699428599,"AZ",2023-05-19,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"154",1.83209193208926,0.67608029149628,"AZ",2023-05-20,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1
"155",1.37468647046119,0.20019494441473,"AZ",2023-05-21,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
"156",1.30179208511164,0.200099905284938,"AZ",2023-05-22,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"157",1.38926858564557,0.173971425927519,"AZ",2023-05-23,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
"158",1.15177327874955,0.275947695374068,"AZ",2023-05-24,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"159",0.540751220873316,0.0620417300568107,"AZ",2023-05-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"160",0.983558148588498,0.292187805593306,"AZ",2023-05-26,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
"161",0.581805496655272,0.0701570584248593,"AZ",2023-05-27,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"162",1.83838117532469,0.295892994072646,"AZ",2023-05-28,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
"163",1.61451422036115,0.302439104236327,"AZ",2023-05-29,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0
"164",1.48289177114602,0.358308594335294,"AZ",2023-05-30,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1
"165",2.27031219335743,0.230019578582844,"AZ",2023-05-31,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
"166",2.03625518090539,0.463775315328483,"AZ",2023-06-01,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1
"167",0.769937590313507,0.290835012070037,"AZ",2023-06-02,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
"168",1.18042711775823,0.240138501375734,"AZ",2023-06-03,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"169",2.01365648883623,0.269694207483489,"CA",2023-04-23,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
"170",2.417252545506,0.157547167166636,"CA",2023-04-24,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0
"171",5.9139452691458,0.242805078994949,"CA",2023-04-25,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
"172",5.12960774618703,0.14134143368857,"CA",2023-04-26,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0
"173",2.81981452923629,0.168360121871704,"CA",2023-04-27,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
"174",2.52769442670374,0.178137617621013,"CA",2023-04-28,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
"175",5.69120265099891,0.280896449042316,"CA",2023-04-29,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
"176",2.99248755853271,0.189067140113011,"CA",2023-04-30,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0
"177",5.31763527017234,0.250053893998845,"CA",2023-05-01,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0
"178",5.96683652573779,0.278961591826206,"CA",2023-05-02,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0
"179",2.70996026029281,0.191873482360531,"CA",2023-05-03,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
"180",1.76415055200388,0.233204105124997,"CA",2023-05-04,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"181",4.778494660458,0.206815142443773,"CA",2023-05-05,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1
"182",2.39343343037298,0.19321273183226,"CA",2023-05-06,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0
"183",1.25178594054485,0.269831187169589,"CA",2023-05-07,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0
"184",9.42535529224465,0.365168053921595,"CA",2023-05-08,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0
"185",5.97556115219036,0.197633429117791,"CA",2023-05-09,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"186",3.94326150726258,0.28661500016144,"CA",2023-05-10,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
"187",3.73596895255062,0.287507169934945,"CA",2023-05-11,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0
"188",1.86632255912586,0.225625755894276,"CA",2023-05-12,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0
"189",1.48095426672319,0.412044490683322,"CA",2023-05-13,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1
"190",4.90075759585919,0.548948941985033,"CA",2023-05-14,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0
"191",4.01767052487971,0.343534434251111,"CA",2023-05-15,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
"192",1.50026987279849,0.234745128892128,"CA",2023-05-16,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"193",2.18932567765117,0.32394684334212,"CA",2023-05-17,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0
"194",1.60054745493214,0.32137726738556,"CA",2023-05-18,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"195",2.49216102212998,0.250017746454586,"CA",2023-05-19,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1
"196",1.22577113938568,0.120871989009792,"CA",2023-05-20,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
"197",0.992319918160645,0.434683749757528,"CA",2023-05-21,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
"198",1.53691234541272,0.285837811640099,"CA",2023-05-22,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
"199",1.88034783130697,0.28652334118896,"CA",2023-05-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"200",1.4181071092685,0.274022968530939,"CA",2023-05-24,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
"201",3.0379973728914,0.292710553502693,"CA",2023-05-25,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0
"202",2.24950473608196,0.332838221480543,"CA",2023-05-26,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1
"203",0.973540925709593,0.303003996413627,"CA",2023-05-27,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
"204",1.43775228576971,0.409772011491387,"CA",2023-05-28,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
"205",1.79440081128545,0.480689317615572,"CA",2023-05-29,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1
"206",3.36779788454651,0.304752830286002,"CA",2023-05-30,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1
"207",3.31870961451968,0.334446681516722,"CA",2023-05-31,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1
"208",3.1661289271177,0.330109218831379,"CA",2023-06-01,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1
"209",1.65359691034388,0.378146972758672,"CA",2023-06-02,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0
