"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","X24E_50_CI","recombinant_50_CI","X24G_50_CI","X24D_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","X24E_95_CI","recombinant_95_CI","X24G_95_CI","X24D_95_CI","other_95_CI"
"40",NA,NA,"AK",2024-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",0.273181243659451,0.168937186561791,"AK",2024-08-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"42",NA,NA,"AK",2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",0.444343709288434,0.349602958653766,"AL",2024-07-09,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"46",NA,NA,"AL",2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",0.594409841889571,0.392484579284634,"AL",2024-07-16,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
"53",0.485558290704977,0.381689130063252,"AL",2024-07-17,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"54",NA,NA,"AL",2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",0.49630720471405,0.326445405204775,"AL",2024-07-24,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"61",NA,NA,"AL",2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",0.534192557676398,0.428510193595368,"AL",2024-07-26,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"63",NA,NA,"AL",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",0.814569928168151,0.57643990210525,"AL",2024-08-02,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"70",0.583882478486848,0.478897611047519,"AL",2024-08-03,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"71",NA,NA,"AL",2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",0.943769586739733,0.506568523796661,"AL",2024-08-08,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1
"76",NA,NA,"AL",2024-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",1.31399708847901,0.445866566427666,"AL",2024-08-13,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"81",NA,NA,"AL",2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",0.892957353382993,0.643229044514159,"AL",2024-08-15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"83",NA,NA,"AL",2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.461417990473725,0.269232951218973,"AR",2024-07-08,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"87",0.569229882573124,0.422209486085113,"AR",2024-07-09,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"88",0.573436220403231,0.421355548693505,"AR",2024-07-10,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"89",NA,NA,"AR",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",0.492417636633688,0.343544412903903,"AR",2024-07-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"96",NA,NA,"AR",2024-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",0.606206971066911,0.498265632744378,"AR",2024-07-19,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"98",NA,NA,"AR",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1.13240205274468,0.410513399495822,"AR",2024-07-22,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"101",0.479541405999562,0.333447279196399,"AR",2024-07-23,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"102",1.25674288256868,0.42179317769661,"AR",2024-07-24,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
"103",NA,NA,"AR",2024-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",0.639011733521121,0.436022427220125,"AR",2024-07-26,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"105",NA,NA,"AR",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",2.85499052579676,0.44479084023229,"AR",2024-07-29,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1
"108",0.622397340460058,0.448129387298433,"AR",2024-07-30,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"109",NA,NA,"AR",2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.698085922979964,0.474858136714628,"AR",2024-08-05,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"115",0.675972103350697,0.379322350152141,"AR",2024-08-06,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"116",0.521171978229953,0.356265870108187,"AR",2024-08-07,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"117",NA,NA,"AR",2024-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.721097262107645,0.380636458061009,"AR",2024-08-09,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"119",NA,NA,"AR",2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",1.39996262439285,0.51533917607426,"AR",2024-08-12,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
"122",4.25902777725248,0.417764708832082,"AR",2024-08-13,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1
"123",NA,NA,"AR",2024-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",0.617746251943204,0.36689467484091,"AR",2024-08-15,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"125",NA,NA,"AR",2024-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.868096892258644,0.381459788894721,"AZ",2024-07-07,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
"128",7.37799631275821,0.406554866256582,"AZ",2024-07-08,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
"129",3.92444992803085,0.371757450455778,"AZ",2024-07-09,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
"130",2.74999587532726,0.395170064034098,"AZ",2024-07-10,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
"131",0.785213956918862,0.395810076013337,"AZ",2024-07-11,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
"132",0.73429433622896,0.399719141248789,"AZ",2024-07-12,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"133",NA,NA,"AZ",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",1.02043655670578,0.499821964172674,"AZ",2024-07-14,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1
"135",2.00967615359083,0.401254465928759,"AZ",2024-07-15,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
"136",2.27402885427877,0.406141238439805,"AZ",2024-07-16,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
"137",3.42719738709518,0.408356165414486,"AZ",2024-07-17,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1
"138",5.01629226019405,0.479012702080682,"AZ",2024-07-18,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
"139",1.04836381944077,0.464452582991177,"AZ",2024-07-19,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
"140",1.27749042511154,0.41480511862539,"AZ",2024-07-20,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
"141",4.14475253327452,0.514243310537324,"AZ",2024-07-21,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1
"142",4.68474055234129,0.418577309113863,"AZ",2024-07-22,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1
"143",2.05041767704359,0.415071636500711,"AZ",2024-07-23,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1
"144",5.67755895822292,0.469585698658992,"AZ",2024-07-24,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1
"145",1.31169198732174,0.400260707582847,"AZ",2024-07-25,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"146",1.36836087037306,0.446413143058077,"AZ",2024-07-26,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
"147",2.52877263575955,0.545705240378522,"AZ",2024-07-27,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
"148",2.39891129703553,0.424680788805662,"AZ",2024-07-28,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0
"149",5.14391411535613,0.443273440941049,"AZ",2024-07-29,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1
"150",2.23402893648211,0.447510733954784,"AZ",2024-07-30,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1
"151",1.36423905629976,0.344151336501702,"AZ",2024-07-31,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"152",0.617445794599887,0.272026976758655,"AZ",2024-08-01,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
"153",0.782797781906795,0.523114364256553,"AZ",2024-08-02,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"154",2.09856630560103,0.396768414007462,"AZ",2024-08-03,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
"155",2.29943737941412,0.508421735685186,"AZ",2024-08-04,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1
"156",5.07750901047992,0.502316174519741,"AZ",2024-08-05,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"157",6.19903482754383,0.443263806947915,"AZ",2024-08-06,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1
"158",7.91240902782905,0.453298166932354,"AZ",2024-08-07,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1
"159",1.30189810710774,0.398171622273446,"AZ",2024-08-08,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
"160",2.02263188936311,0.396427831603168,"AZ",2024-08-09,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
"161",1.32995148089932,0.470368461815175,"AZ",2024-08-10,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1
"162",1.49513835800006,0.444557411067992,"AZ",2024-08-11,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"163",1.39239108536747,0.387818072488008,"AZ",2024-08-12,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"164",6.82411916065681,0.427958870868508,"AZ",2024-08-13,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0
"165",3.21783802352653,0.505197842986568,"AZ",2024-08-14,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1
"166",3.84571182441031,0.501149655540837,"AZ",2024-08-15,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1
"167",2.48323535492257,0.541329602959315,"AZ",2024-08-16,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1
"168",1.70377927032953,0.420178827342448,"AZ",2024-08-17,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"169",6.68756475943351,0.386900608921264,"CA",2024-07-07,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1
"170",9.22827444207085,0.402860271015343,"CA",2024-07-08,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1
"171",13.3690110329999,0.405771882854091,"CA",2024-07-09,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
"172",8.27067967496014,0.408631232455562,"CA",2024-07-10,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
"173",9.57959476604232,0.41021553121408,"CA",2024-07-11,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1
"174",10.3896841539231,0.400111369901911,"CA",2024-07-12,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
"175",4.25435142159125,0.406803403162199,"CA",2024-07-13,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1
"176",10.739273197216,0.399240756088526,"CA",2024-07-14,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0
"177",9.63118253309118,0.40727630578721,"CA",2024-07-15,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"178",14.3114208757965,0.419373663056417,"CA",2024-07-16,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
"179",6.17489972102896,0.406563501382213,"CA",2024-07-17,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1
"180",8.16007022121983,0.396263548648747,"CA",2024-07-18,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
"181",3.6164748274107,0.408229939349885,"CA",2024-07-19,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
"182",4.75886145575874,0.401002178076697,"CA",2024-07-20,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
"183",12.3610537707134,0.427767479651269,"CA",2024-07-21,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1
"184",15.5665365712018,0.413069244444616,"CA",2024-07-22,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
"185",12.5690711777814,0.417278143052664,"CA",2024-07-23,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1
"186",14.6903148642347,0.433890074260833,"CA",2024-07-24,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
"187",10.0894142594925,0.423497153454585,"CA",2024-07-25,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
"188",12.5180928373332,0.437157699176815,"CA",2024-07-26,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
"189",7.16261631559796,0.420749868176315,"CA",2024-07-27,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
"190",3.39677954122672,0.381410902194514,"CA",2024-07-28,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1
"191",11.2105288873751,0.442762854842904,"CA",2024-07-29,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
"192",13.142366170147,0.431096425325682,"CA",2024-07-30,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1
"193",8.15107680605712,0.414955252646841,"CA",2024-07-31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"194",11.2123709734407,0.418387512075076,"CA",2024-08-01,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
"195",8.349278263014,0.42699565703142,"CA",2024-08-02,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
"196",4.1721273583857,0.40018219293643,"CA",2024-08-03,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1
"197",16.7960345306726,0.43173010719569,"CA",2024-08-04,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
"198",33.1335052615879,0.451922937329076,"CA",2024-08-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"199",17.0555171581177,0.437661852847499,"CA",2024-08-06,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"200",18.9042407261346,0.445190387658384,"CA",2024-08-07,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1
"201",10.8592235899311,0.437305113406602,"CA",2024-08-08,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1
"202",15.5238606869338,0.42922473308396,"CA",2024-08-09,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
"203",19.1561528666842,0.477304027856996,"CA",2024-08-10,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
"204",19.1955438835448,0.480913762017353,"CA",2024-08-11,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"205",22.919638129878,0.464606295531683,"CA",2024-08-12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"206",16.287681120527,0.487308273084435,"CA",2024-08-13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"207",10.587161946358,0.432440301008946,"CA",2024-08-14,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"208",19.4473005871475,0.487548832474434,"CA",2024-08-15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"209",8.24599427681623,0.499077553600383,"CA",2024-08-16,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1
"210",11.0122309668913,0.487021326912321,"CA",2024-08-17,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
"211",NA,NA,"CO",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
