"","es_score","brier_score","location","target_date","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23C_50_CI","X23D_50_CI","X23E_50_CI","X23F_50_CI","X23G_50_CI","other_50_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23C_95_CI","X23D_95_CI","X23E_95_CI","X23F_95_CI","X23G_95_CI","other_95_CI"
"36",NA,NA,"AK",2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",0.438451770290291,0.274659077224385,"AL",2023-06-21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"47",NA,NA,"AL",2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0.864669207344476,0.608660469999349,"AL",2023-06-26,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
"52",0.698422746251939,0.493483349432552,"AL",2023-06-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"53",0.408017031772861,0.299131267232513,"AL",2023-06-28,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"54",NA,NA,"AL",2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",0.522192630353974,0.355135725571676,"AL",2023-07-02,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"58",NA,NA,"AL",2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",1.22026127261742,0.489230597431576,"AL",2023-07-05,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1
"61",0.635190401162858,0.462535617058773,"AL",2023-07-06,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"62",0.36322573456663,0.265219738155227,"AL",2023-07-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"63",NA,NA,"AL",2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",0.673742485138345,0.474076684091844,"AL",2023-07-09,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"65",NA,NA,"AL",2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",0.638738111445521,0.423417675912558,"AL",2023-07-12,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"68",0.342865867596056,0.251344362896622,"AL",2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"69",0.668183918720081,0.470664010649529,"AL",2023-07-14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
"70",NA,NA,"AL",2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",0.674959995705008,0.44817594857306,"AL",2023-07-16,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"72",0.66257220617434,0.469809311049129,"AL",2023-07-17,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
"73",NA,NA,"AL",2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",0.305609344624498,0.244436471297826,"AL",2023-07-19,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"75",NA,NA,"AL",2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",0.316182118359504,0.243558120652234,"AL",2023-07-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"78",0.611176064904646,0.426216067706641,"AL",2023-07-23,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
"79",0.318385986344906,0.243911655287656,"AL",2023-07-24,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"80",1.02489753382346,0.443783354460265,"AL",2023-07-25,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
"81",0.900830099693034,0.452270115165661,"AL",2023-07-26,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"82",NA,NA,"AL",2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.17307022525794,0.143834093778868,"AR",2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"87",NA,NA,"AR",2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",0.206271250361004,0.162540430101004,"AR",2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"90",0.226847435436622,0.169098658189389,"AR",2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"91",NA,NA,"AR",2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",1.92581365333258,0.189690806127649,"AR",2023-06-26,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"94",0.558077705356671,0.366811475587712,"AR",2023-06-27,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"95",NA,NA,"AR",2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",1.73330081295316,0.53505013480615,"AR",2023-07-10,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1
"108",NA,NA,"AR",2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",0.434595676547794,0.324551562322183,"AR",2023-07-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"111",NA,NA,"AR",2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.460442621451304,0.357827672667309,"AR",2023-07-17,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"115",NA,NA,"AR",2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",0.97481838313105,0.494010434532398,"AR",2023-07-19,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
"117",NA,NA,"AR",2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.351352464111378,0.219600422731848,"AR",2023-07-21,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"119",NA,NA,"AR",2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",0.575389654010562,0.343433801615854,"AR",2023-07-26,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"124",NA,NA,"AR",2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",0.839012234511056,0.352717628703316,"AR",2023-07-28,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
"126",NA,NA,"AR",2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",6.07847218846225,0.41904815608062,"AZ",2023-06-18,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1
"128",3.9171577878466,0.408808386261592,"AZ",2023-06-19,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0
"129",3.05643418923835,0.444653505303911,"AZ",2023-06-20,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1
"130",1.69216668354146,0.36575779441082,"AZ",2023-06-21,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1
"131",1.77328981186455,0.406665701323008,"AZ",2023-06-22,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0
"132",0.312122505135463,0.21819691873857,"AZ",2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"133",1.10785308873122,0.39039793857191,"AZ",2023-06-24,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
"134",1.34733231747025,0.362326673169471,"AZ",2023-06-25,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
"135",1.87039822001812,0.362843000023933,"AZ",2023-06-26,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1
"136",4.38286634056561,0.359278487760909,"AZ",2023-06-27,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
"137",1.8741890540384,0.352639710478528,"AZ",2023-06-28,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"138",2.1372626297797,0.367759068390127,"AZ",2023-06-29,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1
"139",0.954216286692106,0.355342584112602,"AZ",2023-06-30,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"140",1.30509902271382,0.320327435972337,"AZ",2023-07-01,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
"141",2.06770723851104,0.355092209283289,"AZ",2023-07-02,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"142",4.30811033915015,0.34309510602634,"AZ",2023-07-03,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
"143",3.28997415879991,0.359124380838685,"AZ",2023-07-04,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0
"144",1.28096515455882,0.381253975326628,"AZ",2023-07-05,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1
"145",1.22077960085036,0.432603930601551,"AZ",2023-07-06,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
"146",0.460044449692261,0.325321801664252,"AZ",2023-07-07,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"147",1.83198830386813,0.382606371336976,"AZ",2023-07-08,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0
"148",3.06754867260007,0.375724824664584,"AZ",2023-07-09,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1
"149",2.28742925562949,0.384531848395619,"AZ",2023-07-10,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
"150",3.16843328995807,0.397148587929215,"AZ",2023-07-11,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
"151",3.46714379751916,0.398274146038134,"AZ",2023-07-12,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
"152",3.78525615681894,0.404591537707263,"AZ",2023-07-13,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0
"153",1.25009020803572,0.402520408227621,"AZ",2023-07-14,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"154",1.803865343936,0.415712727155504,"AZ",2023-07-15,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
"155",2.75610569348592,0.379725883049697,"AZ",2023-07-16,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1
"156",5.59249491124967,0.414437955396081,"AZ",2023-07-17,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1
"157",2.38169748558174,0.408528087330209,"AZ",2023-07-18,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
"158",3.352089086396,0.397365779851886,"AZ",2023-07-19,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
"159",1.06779897966178,0.38559188214932,"AZ",2023-07-20,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1
"160",1.49670048319336,0.33224582965699,"AZ",2023-07-21,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1
"161",1.67557346216996,0.39929542115512,"AZ",2023-07-22,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
"162",0.560904325123623,0.332911677488841,"AZ",2023-07-23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
"163",4.06427373532159,0.407034892312388,"AZ",2023-07-24,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
"164",4.62026753069889,0.440733908862779,"AZ",2023-07-25,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1
"165",2.07509513350632,0.426711457805917,"AZ",2023-07-26,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1
"166",1.89697561272432,0.468502981918433,"AZ",2023-07-27,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"167",1.29956946846152,0.430135849958222,"AZ",2023-07-28,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"168",0.807309386674713,0.416241389746022,"AZ",2023-07-29,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
"169",0.594729086436501,0.412683827655826,"CA",2023-06-18,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"170",2.23587017979262,0.368715231222262,"CA",2023-06-19,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1
"171",2.54322855954834,0.384287521972788,"CA",2023-06-20,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1
"172",2.92449657216903,0.434240323666223,"CA",2023-06-21,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0
"173",2.48814764928466,0.420906660581461,"CA",2023-06-22,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
"174",3.59937147434807,0.409313061910775,"CA",2023-06-23,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1
"175",1.55085479696342,0.412095940766408,"CA",2023-06-24,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
"176",1.3052792487676,0.360180862652046,"CA",2023-06-25,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"177",1.67555812178088,0.395639263218874,"CA",2023-06-26,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
"178",1.73244177622238,0.37838833989036,"CA",2023-06-27,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
"179",3.23219822426398,0.445198639094816,"CA",2023-06-28,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
"180",2.68895560356333,0.396612944845096,"CA",2023-06-29,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
"181",2.00321151766768,0.387706401754804,"CA",2023-06-30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
