"","es_score","brier_score","location","target_date","X24A_50_CI","recombinant_50_CI","X24B_50_CI","X24C_50_CI","other_50_CI","X24A_95_CI","recombinant_95_CI","X24B_95_CI","X24C_95_CI","other_95_CI"
"96",0.0114926009746528,0.000853303695176007,"AR",2024-03-21,1,1,1,1,1,1,1,1,1,1
"97",NA,NA,"AR",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",0.00698840701664183,0.00130064485431087,"AR",2024-03-27,1,1,1,1,1,1,1,1,1,1
"103",NA,NA,"AR",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.21388467887516,0.322451928533402,"AZ",2024-03-10,0,0,1,1,1,0,0,1,1,1
"128",0.0163436927688856,0.000519294788704682,"AZ",2024-03-11,1,1,1,1,1,1,1,1,1,1
"129",1.20920042521837,0.319392067102185,"AZ",2024-03-12,0,1,0,1,1,0,1,0,1,1
"130",0.0823258738802397,0.000563169733870261,"AZ",2024-03-13,1,1,1,1,1,1,1,1,1,1
"131",0.0202486436560172,0.000590508695711834,"AZ",2024-03-14,1,1,1,1,1,1,1,1,1,1
"132",NA,NA,"AZ",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",NA,NA,"AZ",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",NA,NA,"AZ",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",0.00191546742164588,0.000742218492104905,"AZ",2024-03-18,1,1,1,1,1,1,1,1,1,1
"136",0.034230688493899,0.000792508226636228,"AZ",2024-03-19,1,1,1,1,1,1,1,1,1,1
"137",1.20070176864657,0.0960550212044921,"AZ",2024-03-20,0,0,1,1,1,0,0,0,1,1
"138",0.081722779047059,0.000911068201402305,"AZ",2024-03-21,1,1,1,1,1,1,1,1,1,1
"139",0.0262766180042135,0.000980453221039622,"AZ",2024-03-22,1,1,1,1,1,1,1,1,1,1
"140",0.0167359841269241,0.0010574214897946,"AZ",2024-03-23,1,1,1,1,1,1,1,1,1,1
"141",0.0120678066549536,0.00114269335187054,"AZ",2024-03-24,1,1,1,1,1,1,1,1,1,1
"142",0.014248514418626,0.0012370645287153,"AZ",2024-03-25,1,1,1,1,1,1,1,1,1,1
"143",0.0152848680951986,0.00134141262144944,"AZ",2024-03-26,1,1,1,1,1,1,1,1,1,1
"144",0.0292420120951148,0.00145670418880754,"AZ",2024-03-27,1,1,1,1,1,1,1,1,1,1
"145",0.0331199911386344,0.0015840024265434,"AZ",2024-03-28,1,1,1,1,1,1,1,1,1,1
"146",1.00371525742201,0.307590386899079,"AZ",2024-03-29,0,1,0,1,1,0,1,0,1,1
"147",2.27510952254862,0.317986336645594,"AZ",2024-03-30,0,0,1,1,1,0,0,1,1,1
"148",NA,NA,"AZ",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",0.600284852465658,0.10289135364729,"AZ",2024-04-01,1,1,1,1,1,0,1,0,1,1
"150",0.986351149143738,0.107748864464575,"AZ",2024-04-02,1,1,1,0,1,1,0,1,0,1
"151",0.0950476439237997,0.00267387963537426,"AZ",2024-04-03,1,1,1,1,1,1,1,1,1,1
"152",1.05397937934144,0.191566174568858,"AZ",2024-04-04,1,1,1,0,1,0,1,1,0,1
"153",0.879318952457963,0.29893202849417,"AZ",2024-04-05,0,1,0,1,1,0,1,0,1,1
"154",0.0990666030658806,0.00350509079882486,"AZ",2024-04-06,1,1,1,1,1,1,1,1,1,1
"155",1.05539724904755,0.237708472786574,"AZ",2024-04-07,1,1,1,0,1,0,1,1,0,1
"156",1.0356708331811,0.190613051589525,"AZ",2024-04-08,1,1,1,1,0,0,1,1,1,0
"157",0.0127495170790065,0.00460871600653433,"AZ",2024-04-09,1,1,1,1,1,1,1,1,1,1
"158",NA,NA,"AZ",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",NA,NA,"AZ",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",0.055553126500802,0.00606800882527368,"AZ",2024-04-12,1,1,1,1,1,1,1,1,1,1
"161",0.133028823132061,0.00665099905208883,"AZ",2024-04-13,1,1,1,1,1,1,1,1,1,1
"162",NA,NA,"AZ",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",1.20564147642773,0.242671726861732,"AZ",2024-04-15,1,1,0,1,1,0,1,0,1,1
"164",0.441163696403004,0.144256408296462,"AZ",2024-04-16,1,1,1,1,1,0,1,0,1,1
"165",0.990885516602919,0.164512423439049,"AZ",2024-04-17,1,1,1,0,1,0,1,0,0,1
"166",0.0335267891556555,0.0105022235067651,"AZ",2024-04-18,1,1,1,1,1,1,1,1,1,1
"167",0.0283473026996552,0.0114990592490317,"AZ",2024-04-19,1,1,1,1,1,1,1,1,1,1
"168",NA,NA,"AZ",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",1.46605049244209,0.102758354749389,"CA",2024-03-10,0,1,0,1,1,0,1,0,1,1
"170",3.68526462747044,0.286441174579198,"CA",2024-03-11,0,0,1,1,0,0,0,1,1,0
"171",1.75378375343633,0.099686621003373,"CA",2024-03-12,0,0,0,1,1,0,0,0,1,1
"172",4.38253523913549,0.133938394037056,"CA",2024-03-13,0,1,0,1,1,0,1,0,1,0
"173",2.32913095549049,0.102615084280674,"CA",2024-03-14,0,1,0,1,1,0,0,0,1,1
"174",0.862641337622148,0.0344836894808338,"CA",2024-03-15,1,0,1,1,1,0,0,1,1,1
"175",1.38686605049168,0.141413139526034,"CA",2024-03-16,0,0,1,1,1,1,0,0,1,1
"176",2.3128100825661,0.141280267268713,"CA",2024-03-17,0,1,0,1,1,0,1,0,1,1
"177",2.26189939664291,0.119032542646578,"CA",2024-03-18,0,0,1,0,1,0,0,1,0,1
"178",0.947997937603419,0.088921345570737,"CA",2024-03-19,1,1,1,1,0,1,1,1,1,1
"179",1.05791894652209,0.108808749513975,"CA",2024-03-20,1,0,1,1,1,0,0,0,1,1
"180",1.19899029725483,0.151236845226904,"CA",2024-03-21,0,0,1,1,1,0,0,0,1,1
"181",1.85981779764142,0.171740742405136,"CA",2024-03-22,0,0,1,0,1,0,0,0,0,1
"182",0.925232056835177,0.0970963772587659,"CA",2024-03-23,1,0,1,1,1,0,0,1,1,1
"183",0.302560318075576,0.00899913303683483,"CA",2024-03-24,1,1,1,1,1,0,1,0,1,1
"184",1.90559333081721,0.156680965931953,"CA",2024-03-25,1,0,1,1,1,0,0,1,1,1
"185",0.424886347486601,0.0718450321447345,"CA",2024-03-26,1,1,1,1,1,0,1,0,1,1
"186",1.09900590615927,0.149805179987539,"CA",2024-03-27,1,0,1,1,1,1,0,0,1,1
"187",1.00740664012199,0.13856074191564,"CA",2024-03-28,1,1,1,1,0,0,1,1,1,0
"188",0.217808759573487,0.0143266256652995,"CA",2024-03-29,1,1,1,1,1,1,1,1,1,1
"189",0.185391452724488,0.0157167623266588,"CA",2024-03-30,1,1,1,1,1,1,1,1,1,1
"190",0.941702096793522,0.386370283643024,"CA",2024-03-31,0,1,0,1,1,0,1,0,1,1
"191",0.996341181345016,0.149818218715904,"CA",2024-04-01,1,0,1,1,1,0,0,1,1,1
"192",0.333503991452728,0.0206910459698404,"CA",2024-04-02,1,1,1,1,1,1,1,1,1,1
"193",0.410226525528724,0.0226480396238442,"CA",2024-04-03,1,1,1,1,1,1,1,1,1,1
"194",2.85176272884202,0.405444833127697,"CA",2024-04-04,0,1,0,0,0,0,1,0,0,0
"195",1.91943872268631,0.204809705124399,"CA",2024-04-05,0,0,1,1,1,0,0,1,1,1
"196",0.308921267446056,0.0295496450478644,"CA",2024-04-06,1,1,1,1,1,1,1,1,1,1
"197",0.145919040071624,0.0322257012335182,"CA",2024-04-07,1,1,1,1,1,1,1,1,1,1
"198",0.606188260005578,0.0351051656546975,"CA",2024-04-08,1,1,1,1,1,0,1,0,1,1
"199",0.49368250654908,0.190569242260815,"CA",2024-04-09,1,1,1,1,1,0,1,0,1,1
"200",1.17534692482385,0.318362867876837,"CA",2024-04-10,0,1,1,0,1,0,1,1,0,1
"201",2.51320631468693,0.358849535922853,"CA",2024-04-11,0,1,0,0,1,0,1,0,0,1
"202",1.0276405970611,0.270941578810967,"CA",2024-04-12,1,1,1,0,1,0,1,0,0,1
"203",0.377721640916154,0.160945477657196,"CA",2024-04-13,1,1,1,1,1,0,1,0,1,1
"204",0.474029745500373,0.231199566131901,"CA",2024-04-14,1,1,1,1,1,0,1,0,1,1
"205",1.2876425842363,0.229527384053012,"CA",2024-04-15,1,1,0,1,1,0,1,0,1,1
"206",1.30274882176529,0.0664295465106643,"CA",2024-04-16,0,1,1,1,1,1,1,1,1,1
"207",4.11224608559813,0.283880772911838,"CA",2024-04-17,1,0,0,1,0,0,0,0,1,0
"208",1.7543350947638,0.304461830385279,"CA",2024-04-18,0,0,1,1,1,0,0,0,1,1
"209",0.451867900849672,0.0823483100497627,"CA",2024-04-19,1,1,1,1,1,1,1,1,1,1
"210",0.0901818956230824,0.0881795373815932,"CA",2024-04-20,1,1,1,1,1,1,1,1,1,1
"211",NA,NA,"CO",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,"CO",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",0.00615058155932613,0.00318906877972131,"CO",2024-03-12,1,1,1,1,1,1,1,1,1,1
"214",0.00131711366244124,0.00362880019029592,"CO",2024-03-13,1,1,1,1,1,1,1,1,1,1
"215",NA,NA,"CO",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",0.00242000225085208,0.00495561879504173,"CO",2024-03-15,1,1,1,1,1,1,1,1,1,1
"217",NA,NA,"CO",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.00212824999446944,0.00886963670336775,"CO",2024-03-18,1,1,1,1,1,1,1,1,1,1
"220",NA,NA,"CO",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",NA,NA,"CO",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",NA,NA,"CO",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",NA,NA,"CO",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,"CO",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",1.32308503452084,0.820829093760635,"CO",2024-03-25,0,1,1,1,0,0,1,1,1,0
"227",NA,NA,"CO",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",NA,NA,"CO",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",0.00436662478463265,0.0573355130443341,"CO",2024-03-28,1,1,1,1,1,1,1,1,1,1
"230",NA,NA,"CO",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",NA,NA,"CO",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",0.0275945927443265,0.0917744485526637,"CO",2024-04-02,1,1,1,1,1,1,1,1,1,1
"235",NA,NA,"CO",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",1.01836475582778,0.40819008547366,"CO",2024-04-04,0,1,0,1,1,0,1,0,1,1
"237",NA,NA,"CO",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",0.0126837702877748,0.116196286580224,"CO",2024-04-06,1,1,1,1,1,1,1,1,1,1
"239",NA,NA,"CO",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",NA,NA,"CO",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",NA,NA,"CO",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,"CO",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",NA,NA,"CO",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",NA,NA,"CO",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",NA,NA,"CO",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",0.835797834235072,0.415305870172646,"CO",2024-04-15,1,1,0,1,1,0,1,0,1,1
"248",NA,NA,"CO",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",0.984679609470549,0.260114524086936,"CO",2024-04-17,1,1,1,0,1,0,1,1,0,1
"250",NA,NA,"CO",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",NA,NA,"CO",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",NA,NA,"CO",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",NA,NA,"CT",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",NA,NA,"CT",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",NA,NA,"CT",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",0.000628052244560688,0.000233285145003624,"CT",2024-03-13,1,1,1,1,1,1,1,1,1,1
"257",NA,NA,"CT",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",0.000458615317178824,0.00027390333548676,"CT",2024-03-15,1,1,1,1,1,1,1,1,1,1
"259",NA,NA,"CT",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",NA,NA,"CT",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",NA,NA,"CT",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",NA,NA,"CT",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",NA,NA,"CT",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",0.000674919282099624,0.000523092147105279,"CT",2024-03-21,1,1,1,1,1,0,0,1,1,1
"265",0.000903739037002742,0.00059891503492686,"CT",2024-03-22,1,1,1,1,1,1,1,1,1,1
"266",0.00120290177446222,0.000692067540423562,"CT",2024-03-23,1,1,1,1,1,1,1,1,1,1
"267",0.00149346609359336,0.000807545860565224,"CT",2024-03-24,1,1,1,1,1,1,1,1,1,1
"268",NA,NA,"CT",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",0.00626934473767202,0.00113418792877608,"CT",2024-03-26,1,1,1,1,1,1,1,1,1,1
"270",NA,NA,"CT",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",NA,NA,"CT",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",NA,NA,"CT",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",NA,NA,"CT",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
