"","es_score","brier_score","location","target_date","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23D_50_CI","X23E_50_CI","X23F_50_CI","other_50_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23D_95_CI","X23E_95_CI","X23F_95_CI","other_95_CI"
"15",NA,NA,"AK",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",NA,NA,"AK",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,NA,"AK",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,NA,"AK",2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",NA,NA,"AK",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,NA,"AK",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,"AK",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,NA,"AK",2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,NA,"AK",2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",1.90732980741293,0.649870534930742,"AK",2023-06-06,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
"25",NA,NA,"AK",2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",0.936541774959814,0.634930783925759,"AK",2023-06-08,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"27",NA,NA,"AK",2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",1.05543569907455,0.723203996460239,"AK",2023-06-19,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"38",NA,NA,"AK",2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",1.04598571191518,0.716697822234089,"AK",2023-06-21,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"40",NA,NA,"AK",2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",0.519573086017306,0.320558629700524,"AL",2023-05-19,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"49",NA,NA,"AL",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",0.211321760546712,0.175735166078425,"AL",2023-05-23,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"53",NA,NA,"AL",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",0.708053102026499,0.24296162474076,"AL",2023-05-31,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
"61",NA,NA,"AL",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",0.46980419188757,0.312359930476302,"AL",2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"68",0.398831417570336,0.318727203085381,"AL",2023-06-08,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"69",NA,NA,"AL",2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",0.563127169075821,0.441278598418529,"AL",2023-06-21,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"82",NA,NA,"AL",2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",0.29717778041847,0.0329069623588506,"AR",2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"95",NA,NA,"AR",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",0.0594983262211159,0.0390395732680726,"AR",2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"98",NA,NA,"AR",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",0.897805037123841,0.664277963975922,"AR",2023-05-29,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"101",0.875524979258329,0.655211154607164,"AR",2023-05-30,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"102",0.0766342812340142,0.0517385597340466,"AR",2023-05-31,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"103",NA,NA,"AR",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",0.105590105918354,0.0757614316869294,"AR",2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"110",0.11233591875019,0.0798682905518052,"AR",2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"111",0.121868411121679,0.084155879933674,"AR",2023-06-09,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"112",NA,NA,"AR",2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.384701625670909,0.0981339208935625,"AR",2023-06-12,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"115",0.682308404821531,0.516854721140018,"AR",2023-06-13,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"116",0.692231517124102,0.506568998748238,"AR",2023-06-14,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
"117",NA,NA,"AR",2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",0.647443175606923,0.486043211340861,"AR",2023-06-16,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"119",NA,NA,"AR",2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",0.199678738286973,0.137483889842859,"AR",2023-06-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"122",NA,NA,"AR",2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",0.219469836840874,0.157230069097069,"AR",2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"125",0.223903396360581,0.164180469572676,"AR",2023-06-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"126",NA,NA,"AR",2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.61998228984895,0.390641539783559,"AZ",2023-05-14,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
"128",2.00604592546902,0.211121453141698,"AZ",2023-05-15,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
"129",1.39889892562999,0.193810732204342,"AZ",2023-05-16,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
"130",0.982276568027054,0.179234362336956,"AZ",2023-05-17,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"131",1.32433949694423,0.268566930236583,"AZ",2023-05-18,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1
"132",0.911742564333959,0.649441775483481,"AZ",2023-05-19,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"133",1.84594666199034,0.641479160704529,"AZ",2023-05-20,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"134",1.11315851532407,0.196169078696183,"AZ",2023-05-21,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1
"135",1.31545011604891,0.203471201729086,"AZ",2023-05-22,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"136",1.15944499640109,0.172329114638626,"AZ",2023-05-23,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
"137",1.24670388370972,0.275839382011297,"AZ",2023-05-24,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"138",0.489911034247842,0.0645461253487594,"AZ",2023-05-25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"139",0.921592914203479,0.277768075558028,"AZ",2023-05-26,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1
"140",0.540041853475591,0.0718020518136262,"AZ",2023-05-27,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"141",2.10534757940024,0.297879553173905,"AZ",2023-05-28,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1
"142",1.56125148628491,0.299985512603497,"AZ",2023-05-29,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1
"143",1.75668013776361,0.356249873939969,"AZ",2023-05-30,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1
"144",1.71523688470449,0.22770367329479,"AZ",2023-05-31,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1
"145",2.11183920312322,0.429994590636655,"AZ",2023-06-01,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
"146",0.803204382990586,0.293983766188594,"AZ",2023-06-02,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1
"147",0.868180120910602,0.223727944674015,"AZ",2023-06-03,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
"148",0.843194321041248,0.201316725106113,"AZ",2023-06-04,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"149",0.633592560119075,0.234630668257577,"AZ",2023-06-05,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"150",1.26111814078352,0.381381079765597,"AZ",2023-06-06,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1
"151",1.04323086677146,0.283859775326482,"AZ",2023-06-07,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
"152",1.49250344407428,0.362996786577538,"AZ",2023-06-08,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1
"153",1.2145887154036,0.392739240282143,"AZ",2023-06-09,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1
"154",1.02594735477349,0.431933280019193,"AZ",2023-06-10,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
"155",1.14916786039462,0.234465711398897,"AZ",2023-06-11,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
"156",1.2848333260798,0.348214918052126,"AZ",2023-06-12,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"157",2.44375285007096,0.450389207767206,"AZ",2023-06-13,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1
"158",2.2388805133434,0.296535671698865,"AZ",2023-06-14,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1
"159",1.37345852858641,0.641703542002789,"AZ",2023-06-15,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1
"160",1.04392514300174,0.261199189292735,"AZ",2023-06-16,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"161",0.526654732700504,0.326574788387463,"AZ",2023-06-17,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"162",6.43299763065234,0.436158019478184,"AZ",2023-06-18,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
"163",4.25387104599103,0.409071317639391,"AZ",2023-06-19,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
"164",3.49147692782248,0.454076841431927,"AZ",2023-06-20,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
"165",2.11221276234845,0.37342196662689,"AZ",2023-06-21,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1
"166",2.11019908278847,0.414020360887025,"AZ",2023-06-22,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"167",0.313617908620641,0.242292681948872,"AZ",2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"168",1.21882949610328,0.413616128591263,"AZ",2023-06-24,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1
"169",4.8870207208796,0.540647917634025,"CA",2023-05-14,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0
"170",4.573409867629,0.350978958525428,"CA",2023-05-15,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
"171",1.49988316251188,0.235750153139397,"CA",2023-05-16,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
"172",1.78748667478723,0.318651924479991,"CA",2023-05-17,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
"173",1.50777449105063,0.321484880102148,"CA",2023-05-18,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"174",2.12308787655721,0.242624925713087,"CA",2023-05-19,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
"175",1.1006145356509,0.117190026850367,"CA",2023-05-20,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
"176",1.0398890351583,0.439731963724654,"CA",2023-05-21,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"177",1.52579082445039,0.288047641190457,"CA",2023-05-22,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1
"178",1.33370020121073,0.282571490240831,"CA",2023-05-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"179",1.51957000133376,0.278127755643123,"CA",2023-05-24,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1
"180",2.46947528602768,0.282423714235159,"CA",2023-05-25,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
"181",1.94744708152738,0.32942784083558,"CA",2023-05-26,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0
"182",1.05493893525277,0.309210320451371,"CA",2023-05-27,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"183",1.45499878385989,0.408890771377845,"CA",2023-05-28,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
"184",1.75977424887745,0.470913615745908,"CA",2023-05-29,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1
"185",2.49366629245273,0.295625914670612,"CA",2023-05-30,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
"186",2.10298020957039,0.325408687521651,"CA",2023-05-31,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0
"187",2.41127084797979,0.324072568298401,"CA",2023-06-01,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1
"188",1.42632510704875,0.371174744593772,"CA",2023-06-02,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1
"189",1.56298782701487,0.310018861369028,"CA",2023-06-03,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1
"190",2.1709230874977,0.426033255206289,"CA",2023-06-04,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1
"191",1.8823610412426,0.311755484989576,"CA",2023-06-05,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0
"192",2.24192339329463,0.412616783308404,"CA",2023-06-06,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1
"193",1.76971967990682,0.391544982504803,"CA",2023-06-07,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0
"194",1.09993184906703,0.361363059049045,"CA",2023-06-08,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"195",3.44817820270839,0.46941331852747,"CA",2023-06-09,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0
"196",1.25439078807769,0.595940137422526,"CA",2023-06-10,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0
"197",0.896574785630527,0.354137681592289,"CA",2023-06-11,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
"198",1.81105699141511,0.379052219452676,"CA",2023-06-12,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0
"199",2.22072262866544,0.341141677366144,"CA",2023-06-13,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
"200",3.47584714111729,0.41183516257005,"CA",2023-06-14,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
"201",1.86956351445449,0.374401757894674,"CA",2023-06-15,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1
"202",2.54151487184126,0.414866648111833,"CA",2023-06-16,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0
"203",1.35839679762853,0.484379612440214,"CA",2023-06-17,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1
"204",0.629620181519324,0.443849119354695,"CA",2023-06-18,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"205",2.72696966700073,0.402178671811671,"CA",2023-06-19,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
"206",2.88217855642166,0.39681891673944,"CA",2023-06-20,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1
"207",3.45036527650755,0.453894596331923,"CA",2023-06-21,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"208",3.53899619010364,0.447429523300264,"CA",2023-06-22,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1
"209",5.60121245298946,0.442078104706556,"CA",2023-06-23,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1
"210",1.93355011170159,0.433155385600057,"CA",2023-06-24,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0
