"","es_score","brier_score","location","target_date","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23C_50_CI","X23D_50_CI","X23E_50_CI","X23F_50_CI","recombinant_50_CI","X23G_50_CI","other_50_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23C_95_CI","X23D_95_CI","X23E_95_CI","X23F_95_CI","recombinant_95_CI","X23G_95_CI","other_95_CI"
"61",NA,NA,"AL",2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.927948592046934,0.468983219640135,"AL",2023-07-31,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
"66",1.19700947038587,0.500583836863519,"AL",2023-08-01,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1
"67",0.890967610919878,0.412560271373037,"AL",2023-08-02,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
"68",0.704630012459486,0.493232696176127,"AL",2023-08-03,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"69",0.779388056653306,0.561744333315437,"AL",2023-08-04,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"70",NA,NA,"AL",2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",0.787321398745872,0.566642849285025,"AL",2023-08-08,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"74",0.738124557561796,0.520910064788206,"AL",2023-08-09,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
"75",0.743473396101999,0.525271946644986,"AL",2023-08-10,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"76",NA,NA,"AL",2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",0.422188342615276,0.276060007414697,"AL",2023-08-14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"80",NA,NA,"AL",2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",0.774082088549115,0.424865916299073,"AL",2023-08-16,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1
"82",0.857408762573677,0.419047123971868,"AL",2023-08-17,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"83",0.746293582326454,0.295343890310698,"AL",2023-08-18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"84",1.00981586498291,0.290030513726816,"AL",2023-08-19,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
"85",NA,NA,"AR",2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",1.63626165109499,0.526346233771909,"AR",2023-07-10,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
"87",NA,NA,"AR",2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",0.351860081937164,0.271228786156468,"AR",2023-07-13,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
"90",NA,NA,"AR",2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.376733156971166,0.297755769047765,"AR",2023-07-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
"94",NA,NA,"AR",2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",0.854980642127078,0.437302218440064,"AR",2023-07-19,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
"96",NA,NA,"AR",2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",0.45506969891525,0.281946007492495,"AR",2023-07-21,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"98",NA,NA,"AR",2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",0.685406066372687,0.383544359770644,"AR",2023-07-26,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"103",NA,NA,"AR",2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",1.00191379625763,0.376142125949621,"AR",2023-07-28,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
"105",NA,NA,"AR",2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",0.402620449415476,0.250974273295825,"AR",2023-07-31,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"108",1.60513073953241,0.420447060587242,"AR",2023-08-01,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1
"109",1.12997500937364,0.327939486154146,"AR",2023-08-02,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
"110",NA,NA,"AR",2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",0.683423158831242,0.498637994447657,"AR",2023-08-04,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"112",NA,NA,"AR",2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.539122704195829,0.446886083185811,"AR",2023-08-07,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
"115",1.67151664958047,0.344416645044815,"AR",2023-08-08,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
"116",1.21583724791243,0.432581531547995,"AR",2023-08-09,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1
"117",0.613130578811643,0.450263640643364,"AR",2023-08-10,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
"118",0.628594078315337,0.346261695586674,"AR",2023-08-11,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
"119",NA,NA,"AR",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",0.652707491870263,0.354343865970936,"AR",2023-08-14,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
"122",0.485127300039898,0.32093756259354,"AR",2023-08-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"123",1.43733849021671,0.468951272064371,"AR",2023-08-16,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
"124",1.41272397249829,0.300111560332864,"AR",2023-08-17,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
"125",1.39724881626905,0.433946472286413,"AR",2023-08-18,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
"126",0.737816287278054,0.511618280854655,"AR",2023-08-19,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"127",4.12645447290623,0.39812090754955,"AZ",2023-07-09,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1
"128",2.03283611572311,0.382808737579128,"AZ",2023-07-10,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1
"129",2.27189764253873,0.386195104218087,"AZ",2023-07-11,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
"130",2.21463543634393,0.378460671035121,"AZ",2023-07-12,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1
"131",2.79533329830643,0.366226548171645,"AZ",2023-07-13,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0
"132",1.09913606054791,0.392729158684624,"AZ",2023-07-14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"133",1.87392217134221,0.418691612080408,"AZ",2023-07-15,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1
"134",2.09050235032755,0.361845470242588,"AZ",2023-07-16,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1
"135",3.53562722960378,0.389921685408175,"AZ",2023-07-17,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1
"136",1.8518223753201,0.394973114883425,"AZ",2023-07-18,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1
"137",2.35602434423012,0.370482600084792,"AZ",2023-07-19,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1
"138",1.16715356529945,0.396042730879191,"AZ",2023-07-20,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1
"139",1.6269288269306,0.365362794228697,"AZ",2023-07-21,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
"140",1.33469770014596,0.36515138502103,"AZ",2023-07-22,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1
"141",0.695005971355803,0.380038971875642,"AZ",2023-07-23,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
"142",2.92067873536098,0.397815091973957,"AZ",2023-07-24,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0
"143",3.29469547881784,0.421880091668227,"AZ",2023-07-25,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1
"144",1.88048098156015,0.415970306526024,"AZ",2023-07-26,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1
"145",1.56036855368969,0.443891717229631,"AZ",2023-07-27,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
"146",1.04367903179956,0.38564384627572,"AZ",2023-07-28,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"147",0.699710147166678,0.38571399075466,"AZ",2023-07-29,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"148",5.09827215242637,0.389838919645235,"AZ",2023-07-30,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
"149",1.7137774192037,0.407155501797764,"AZ",2023-07-31,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1
"150",2.06230537443335,0.391898012177301,"AZ",2023-08-01,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
"151",2.06439629227995,0.383056163831557,"AZ",2023-08-02,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1
"152",2.40870539599968,0.389370150581165,"AZ",2023-08-03,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
"153",0.672622867417132,0.393121017677421,"AZ",2023-08-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"154",2.00833639900412,0.393480644276673,"AZ",2023-08-05,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
"155",1.01929339255513,0.388877752968583,"AZ",2023-08-06,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"156",3.47087928395069,0.395114457208468,"AZ",2023-08-07,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1
"157",4.45269901291088,0.404273963095782,"AZ",2023-08-08,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1
"158",2.63217649010189,0.419817698184244,"AZ",2023-08-09,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1
"159",1.05368720990939,0.452744309143796,"AZ",2023-08-10,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1
"160",0.924550382418612,0.452227174774501,"AZ",2023-08-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
"161",0.461761997905047,0.314032379981803,"AZ",2023-08-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"162",2.46838145385403,0.396278210849116,"AZ",2023-08-13,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1
"163",9.72903198517273,0.453441659702965,"AZ",2023-08-14,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
"164",2.5601310873291,0.37140521863767,"AZ",2023-08-15,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1
"165",3.45951869220353,0.382795215526324,"AZ",2023-08-16,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1
"166",2.23969867501,0.486700810124465,"AZ",2023-08-17,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1
"167",2.03468199946648,0.444707309915259,"AZ",2023-08-18,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
"168",1.26383980356056,0.414014484753792,"AZ",2023-08-19,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
"169",0.750868301547287,0.402949385463096,"CA",2023-07-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"170",3.00531054291248,0.399173191629796,"CA",2023-07-10,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1
"171",1.76579370350851,0.409900756726741,"CA",2023-07-11,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
"172",1.6192290122754,0.396533297298053,"CA",2023-07-12,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
"173",2.00378931676217,0.399954723458852,"CA",2023-07-13,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1
"174",1.58301814098164,0.39640846536248,"CA",2023-07-14,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
"175",1.18656459019217,0.406135600376869,"CA",2023-07-15,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
"176",1.69275797113789,0.386095608351711,"CA",2023-07-16,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1
"177",1.84473403065852,0.418992079895554,"CA",2023-07-17,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1
"178",2.39197559729955,0.408542704300182,"CA",2023-07-18,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
"179",2.83905330913362,0.398826094246047,"CA",2023-07-19,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1
"180",2.14469420503036,0.40739639814732,"CA",2023-07-20,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
"181",2.38782613865269,0.384427628495038,"CA",2023-07-21,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
"182",2.01807791855902,0.396825255476485,"CA",2023-07-22,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
