"","es_score","brier_score","location","target_date","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23D_50_CI","X23E_50_CI","X23F_50_CI","X23G_50_CI","other_50_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23D_95_CI","X23E_95_CI","X23F_95_CI","X23G_95_CI","other_95_CI"
"19",NA,NA,"AK",2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,NA,"AK",2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,"AK",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,NA,"AK",2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,NA,"AK",2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,NA,"AK",2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,NA,"AK",2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,NA,"AK",2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",0.799232386177173,0.560205894248317,"AK",2023-08-18,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"28",NA,NA,"AK",2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2023-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",0.374425414983469,0.234063832631246,"AK",2023-08-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"33",NA,NA,"AK",2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2023-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",0.427789618225449,0.338410953840487,"AK",2023-08-29,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"39",NA,NA,"AK",2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",0.670070507993941,0.500583410212857,"AL",2023-07-23,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
"44",0.453354696375414,0.302510390310456,"AL",2023-07-24,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"45",0.792044938623444,0.401309441975201,"AL",2023-07-25,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
"46",0.899028876731986,0.467909784620266,"AL",2023-07-26,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
"47",NA,NA,"AL",2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0.835424694258582,0.431366383969546,"AL",2023-07-31,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"52",1.03844075403036,0.463538323513937,"AL",2023-08-01,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"53",0.767954334915997,0.386129337440309,"AL",2023-08-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"54",0.600731150345421,0.425271684027712,"AL",2023-08-03,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"55",0.722232233752406,0.524311915185369,"AL",2023-08-04,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"56",NA,NA,"AL",2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",0.725463612742554,0.525749933597963,"AL",2023-08-08,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"60",0.655195894601296,0.45349041935296,"AL",2023-08-09,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"61",0.680877843165569,0.457986739862583,"AL",2023-08-10,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"62",NA,NA,"AL",2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.441509399115327,0.280289192555728,"AL",2023-08-14,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"66",NA,NA,"AL",2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",0.778768027195273,0.436874245779315,"AL",2023-08-16,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
"68",0.776170458502512,0.384566961045844,"AL",2023-08-17,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
"69",0.889070530230494,0.318900633482536,"AL",2023-08-18,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"70",0.988371226033952,0.282591345975461,"AL",2023-08-19,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1
"71",1.09874464843518,0.34859010330417,"AL",2023-08-20,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
"72",NA,NA,"AL",2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",0.448252029925109,0.285392659465275,"AL",2023-08-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"74",0.77281795811395,0.426734134441393,"AL",2023-08-23,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1
"75",1.64494532424462,0.483046042483939,"AL",2023-08-24,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1
"76",0.778919588002381,0.423857772062913,"AL",2023-08-25,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1
"77",0.707932441533254,0.491870301784982,"AL",2023-08-26,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"78",NA,NA,"AL",2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",0.934300692513371,0.356892996046752,"AL",2023-08-28,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"80",0.664547254401157,0.45514741956741,"AL",2023-08-29,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"81",1.05892060673274,0.471917494384719,"AL",2023-08-30,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1
"82",NA,NA,"AL",2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",0.462807685546049,0.312016203092176,"AL",2023-09-01,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"84",0.506014819138195,0.30479680652486,"AL",2023-09-02,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"85",NA,NA,"AR",2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",0.694849395019823,0.37596536338662,"AR",2023-07-26,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1
"89",NA,NA,"AR",2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",0.926149998907916,0.368507691917752,"AR",2023-07-28,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
"91",NA,NA,"AR",2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.36476704351991,0.234862088357656,"AR",2023-07-31,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"94",1.47736571919231,0.419845341618596,"AR",2023-08-01,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1
"95",1.07440656450742,0.324661615791866,"AR",2023-08-02,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"96",NA,NA,"AR",2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",0.686624188789444,0.500172705292213,"AR",2023-08-04,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"98",NA,NA,"AR",2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",0.619483070563873,0.460660497452206,"AR",2023-08-07,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
"101",1.52095507562857,0.336455463514829,"AR",2023-08-08,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1
"102",1.33631978000452,0.440583657741818,"AR",2023-08-09,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0
"103",0.626439417365966,0.475282249473491,"AR",2023-08-10,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"104",0.618143326272991,0.351042337313362,"AR",2023-08-11,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"105",NA,NA,"AR",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",0.62817098855216,0.357965561512535,"AR",2023-08-14,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"108",0.522260250455629,0.324018882334648,"AR",2023-08-15,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"109",1.55519524101061,0.481725682282335,"AR",2023-08-16,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1
"110",1.31949544625408,0.293390895012993,"AR",2023-08-17,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
"111",1.40215471161919,0.436302468085066,"AR",2023-08-18,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"112",0.728954909948361,0.497851425324635,"AR",2023-08-19,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
"113",NA,NA,"AR",2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2.16434449274293,0.411113887340434,"AR",2023-08-21,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1
"115",0.510418750911552,0.394409932350251,"AR",2023-08-22,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
"116",1.89824765247076,0.380834541586768,"AR",2023-08-23,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1
"117",2.16748897882982,0.506025763474614,"AR",2023-08-24,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1
"118",0.37238768881629,0.22893471280127,"AR",2023-08-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"119",NA,NA,"AR",2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",0.370614717534176,0.232017280337312,"AR",2023-08-27,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"121",1.86783728109494,0.345743914272618,"AR",2023-08-28,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0
"122",2.30412224459047,0.330138577805447,"AR",2023-08-29,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
"123",1.85735318658738,0.463577345117143,"AR",2023-08-30,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
"124",1.05935798327792,0.527930657970666,"AR",2023-08-31,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1
"125",NA,NA,"AR",2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.694263639992658,0.385312776331659,"AZ",2023-07-23,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
"128",2.87593301476254,0.396296824986013,"AZ",2023-07-24,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
"129",3.42745013028885,0.421273751294269,"AZ",2023-07-25,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0
"130",1.76241644834618,0.416967073099822,"AZ",2023-07-26,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1
"131",1.5753941431559,0.442107518711511,"AZ",2023-07-27,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0
"132",1.04346532799127,0.378764793499732,"AZ",2023-07-28,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
"133",0.673036639943305,0.381970881656815,"AZ",2023-07-29,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"134",5.45005527457246,0.393877439542399,"AZ",2023-07-30,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
"135",1.78242656266722,0.408341151942493,"AZ",2023-07-31,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
"136",2.01995206772603,0.387743396608989,"AZ",2023-08-01,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1
"137",2.01964277093035,0.382378663660976,"AZ",2023-08-02,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
"138",2.26971481235808,0.386449487129007,"AZ",2023-08-03,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"139",0.661722466482929,0.392788512581432,"AZ",2023-08-04,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"140",1.98636113475597,0.3900489571326,"AZ",2023-08-05,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1
"141",0.97619130443602,0.383955155531536,"AZ",2023-08-06,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
"142",2.96024766559233,0.39053210118631,"AZ",2023-08-07,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1
"143",4.77771674322046,0.406008014956613,"AZ",2023-08-08,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"144",2.59988023078596,0.418752429988026,"AZ",2023-08-09,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0
"145",1.02818690388127,0.446423895257771,"AZ",2023-08-10,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"146",0.889135382306415,0.445955337162616,"AZ",2023-08-11,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
"147",0.433629443498516,0.301261942186987,"AZ",2023-08-12,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"148",2.16944979086602,0.389816704067079,"AZ",2023-08-13,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0
"149",9.35888552050667,0.447981351402601,"AZ",2023-08-14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"150",2.31495571907035,0.36890447776415,"AZ",2023-08-15,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
"151",3.23887054947175,0.381348465537177,"AZ",2023-08-16,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
"152",2.12267240440519,0.47487289661018,"AZ",2023-08-17,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
"153",1.74515298008464,0.433928632563409,"AZ",2023-08-18,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1
"154",1.25094820841072,0.404903870986495,"AZ",2023-08-19,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1
"155",2.42221048295754,0.412252106019972,"AZ",2023-08-20,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1
"156",2.40985485427784,0.368926780612284,"AZ",2023-08-21,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
"157",2.55560528303697,0.337357207052327,"AZ",2023-08-22,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1
"158",2.43825855385323,0.315276052164784,"AZ",2023-08-23,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0
"159",2.90694523013369,0.435225320813451,"AZ",2023-08-24,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0
"160",0.994399380854054,0.441242863593131,"AZ",2023-08-25,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
"161",1.66013347521742,0.431396354232819,"AZ",2023-08-26,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0
"162",4.14519906988602,0.432036383778436,"AZ",2023-08-27,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0
"163",4.50354159124686,0.369693244646146,"AZ",2023-08-28,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"164",1.72765693878507,0.431192769344945,"AZ",2023-08-29,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1
"165",2.18723905714353,0.382631831325324,"AZ",2023-08-30,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1
"166",1.4334799582865,0.534188568464071,"AZ",2023-08-31,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0
"167",0.298024563611879,0.221563807909747,"AZ",2023-09-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"168",NA,NA,"AZ",2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",1.82736684960008,0.418298026989753,"CA",2023-07-23,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1
"170",4.26980414082408,0.465693416328149,"CA",2023-07-24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"171",3.51517364036879,0.419191363710235,"CA",2023-07-25,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0
"172",2.89980988022238,0.40448633398995,"CA",2023-07-26,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1
"173",2.86561286081435,0.412656014864876,"CA",2023-07-27,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1
"174",3.02587160773608,0.397852056520484,"CA",2023-07-28,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
"175",2.76767527395106,0.395015409550729,"CA",2023-07-29,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0
"176",3.8812816016034,0.428485498259305,"CA",2023-07-30,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0
"177",3.75908384201565,0.409918702328896,"CA",2023-07-31,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"178",5.25399050975161,0.415677557017448,"CA",2023-08-01,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"179",7.49597838596576,0.422811226218309,"CA",2023-08-02,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"180",3.67237623610039,0.4134509791025,"CA",2023-08-03,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0
"181",3.7423528615932,0.417516739079922,"CA",2023-08-04,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1
"182",4.18726338756712,0.426097698054832,"CA",2023-08-05,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
"183",0.934956136815259,0.430032483047748,"CA",2023-08-06,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"184",2.58071235161947,0.414353297313185,"CA",2023-08-07,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1
"185",2.75003513029906,0.408152783285855,"CA",2023-08-08,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1
"186",1.97485751445281,0.40837851726034,"CA",2023-08-09,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
"187",4.11637771399115,0.419435106067081,"CA",2023-08-10,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
"188",2.89978003702455,0.397445269706105,"CA",2023-08-11,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
"189",2.37919032780356,0.408293513580581,"CA",2023-08-12,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
"190",1.93638919715886,0.432199230479285,"CA",2023-08-13,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1
"191",3.52455219460329,0.411091789883486,"CA",2023-08-14,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
"192",4.10034802936827,0.41194809812945,"CA",2023-08-15,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1
"193",8.82754070899355,0.433827234915826,"CA",2023-08-16,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
"194",8.31513771639452,0.433962683686493,"CA",2023-08-17,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
"195",10.0460964004106,0.411436120500899,"CA",2023-08-18,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
"196",2.7014539460361,0.416039566588208,"CA",2023-08-19,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
"197",2.70504425100867,0.437544354760406,"CA",2023-08-20,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"198",7.92919727021147,0.407427453343354,"CA",2023-08-21,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
"199",6.00258809800296,0.43409728818628,"CA",2023-08-22,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"200",6.46173726582382,0.408414770983996,"CA",2023-08-23,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
"201",5.75614788722643,0.407113473266254,"CA",2023-08-24,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
"202",4.37086913705866,0.406045976464462,"CA",2023-08-25,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"203",3.00402695135591,0.404768716369564,"CA",2023-08-26,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1
"204",1.9401596774449,0.37946816086658,"CA",2023-08-27,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0
"205",7.73465729274901,0.421182112420586,"CA",2023-08-28,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
"206",5.91736249444388,0.393861192601894,"CA",2023-08-29,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
"207",17.0402850224662,0.414641496747268,"CA",2023-08-30,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"208",4.58564751272404,0.394403389443496,"CA",2023-08-31,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"209",3.54447742707623,0.388721462878064,"CA",2023-09-01,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1
"210",1.67908014818606,0.413346755211975,"CA",2023-09-02,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"211",0.653457303106627,0.365312774140613,"CO",2023-07-23,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
"212",NA,NA,"CO",2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",0.697739234263778,0.393299952173065,"CO",2023-07-25,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
