"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","recombinant_50_CI","X24D_50_CI","X24G_50_CI","X24E_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","recombinant_95_CI","X24D_95_CI","X24G_95_CI","X24E_95_CI","other_95_CI"
"24",NA,NA,"AK",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,NA,"AK",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",0.219334270317796,0.215923796149873,"AK",2024-06-13,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"27",NA,NA,"AK",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",0.849175380383165,0.614285872653305,"AK",2024-06-20,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
"34",NA,NA,"AK",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",0.224204454128414,0.15306864668593,"AR",2024-06-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"108",NA,NA,"AR",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.203099918883493,0.142153883144002,"AZ",2024-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"128",0.614383981965749,0.445954650199322,"AZ",2024-05-20,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"129",0.58148482688963,0.152105186571119,"AZ",2024-05-21,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
"130",0.389127593139132,0.293988215043566,"AZ",2024-05-22,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"131",NA,NA,"AZ",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",0.227680364807075,0.167215878775188,"AZ",2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"133",NA,NA,"AZ",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",0.94513973947522,0.355270645904183,"AZ",2024-05-26,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"135",1.76029104590553,0.418498290867991,"AZ",2024-05-27,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1
"136",1.08650871247522,0.288670082573486,"AZ",2024-05-28,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1
"137",1.0658688581536,0.43674386022089,"AZ",2024-05-29,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1
"138",0.707585563037389,0.495836530554771,"AZ",2024-05-30,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"139",NA,NA,"AZ",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",0.596474463730764,0.348878134093102,"AZ",2024-06-01,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"141",1.85655416863831,0.359765326784035,"AZ",2024-06-02,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1
"142",2.06624023248093,0.390247136483544,"AZ",2024-06-03,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
"143",0.999874942322463,0.355090053300241,"AZ",2024-06-04,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
"144",1.5476078668378,0.372458055023301,"AZ",2024-06-05,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"145",1.29637982430562,0.303185647738938,"AZ",2024-06-06,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"146",1.10810082895747,0.333162633155821,"AZ",2024-06-07,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"147",1.46365243268267,0.325940209643892,"AZ",2024-06-08,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1
"148",1.86848448051883,0.447842118642345,"AZ",2024-06-09,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1
"149",2.13891181732968,0.328436692077351,"AZ",2024-06-10,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1
"150",3.55694083633567,0.384187020354647,"AZ",2024-06-11,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1
"151",2.64926312829734,0.3603862286429,"AZ",2024-06-12,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0
"152",1.74452980830869,0.362748265077909,"AZ",2024-06-13,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1
"153",1.81013763901359,0.295835161041555,"AZ",2024-06-14,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"154",0.365288633565451,0.281821453786494,"AZ",2024-06-15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"155",1.43427951138293,0.352424499143476,"AZ",2024-06-16,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
"156",4.35389763007979,0.356519507117222,"AZ",2024-06-17,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
"157",3.58266033949469,0.374279148460312,"AZ",2024-06-18,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
"158",1.19812954888784,0.325153114373937,"AZ",2024-06-19,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
"159",1.49274210954725,0.369722342308856,"AZ",2024-06-20,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1
"160",0.794945663561252,0.314310934224239,"AZ",2024-06-21,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
"161",0.384680824931075,0.29434082759802,"AZ",2024-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"162",1.49873741090639,0.322635979827218,"AZ",2024-06-23,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
"163",1.0254796408208,0.366158973241872,"AZ",2024-06-24,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1
"164",2.7009669813844,0.350030997369414,"AZ",2024-06-25,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1
"165",2.66834043981732,0.433467121035066,"AZ",2024-06-26,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1
"166",NA,NA,"AZ",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",0.410775032566357,0.300541629665657,"AZ",2024-06-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"168",0.999730312856612,0.357584917984813,"AZ",2024-06-29,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"169",4.77957159697419,0.400792628642521,"CA",2024-05-19,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1
"170",5.05650081314728,0.269564238456139,"CA",2024-05-20,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1
"171",4.21871366067361,0.299326469234487,"CA",2024-05-21,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
"172",4.14172613067647,0.307866937366493,"CA",2024-05-22,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0
"173",3.84689599492678,0.32421391357062,"CA",2024-05-23,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1
"174",2.49133396773096,0.362858633786956,"CA",2024-05-24,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1
"175",2.42031396261888,0.337391645239916,"CA",2024-05-25,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1
"176",7.0890004891482,0.412467617934298,"CA",2024-05-26,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
"177",1.9301584805317,0.348458556077853,"CA",2024-05-27,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
"178",2.8923565626366,0.354441106640108,"CA",2024-05-28,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0
"179",2.94801935291525,0.355158695238621,"CA",2024-05-29,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
"180",9.76299568089064,0.425999482305345,"CA",2024-05-30,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
"181",7.93208332561722,0.362923905986637,"CA",2024-05-31,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1
"182",5.66378810835036,0.424973680060921,"CA",2024-06-01,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1
"183",7.88507202279118,0.423177246816593,"CA",2024-06-02,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1
"184",5.38785716471965,0.392220990281589,"CA",2024-06-03,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
"185",9.11324290154406,0.408362784632139,"CA",2024-06-04,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1
"186",10.1571960339626,0.379599778124801,"CA",2024-06-05,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"187",7.81339519686344,0.365377535203067,"CA",2024-06-06,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
"188",11.3871395089971,0.37410563560162,"CA",2024-06-07,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
"189",3.16775993964464,0.392757573300749,"CA",2024-06-08,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1
"190",5.73201964146602,0.391615530878599,"CA",2024-06-09,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
"191",8.3348263743466,0.377118187019582,"CA",2024-06-10,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"192",12.0390249344727,0.400597750138711,"CA",2024-06-11,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
"193",8.05264609436999,0.382800394171023,"CA",2024-06-12,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1
"194",9.41803949734903,0.38213782080655,"CA",2024-06-13,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
"195",5.99934645320106,0.410001946152891,"CA",2024-06-14,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1
"196",4.34508534318468,0.420019332695233,"CA",2024-06-15,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"197",5.75224044636191,0.371751795077507,"CA",2024-06-16,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1
"198",7.83956165168633,0.410666048844509,"CA",2024-06-17,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"199",13.5521019687879,0.407165861549963,"CA",2024-06-18,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
"200",14.2479285299358,0.398775428156632,"CA",2024-06-19,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
"201",11.0097321013598,0.410228767406724,"CA",2024-06-20,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
"202",12.0294643147106,0.40581616721223,"CA",2024-06-21,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
"203",6.50887626036165,0.444719971478483,"CA",2024-06-22,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1
"204",8.23617321052847,0.429743657504567,"CA",2024-06-23,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1
"205",11.3247063370102,0.453286682672848,"CA",2024-06-24,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1
"206",16.5523552124138,0.44605410742163,"CA",2024-06-25,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
"207",42.6791096060413,0.45690304578404,"CA",2024-06-26,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
