"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","recombinant_50_CI","X24D_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","recombinant_95_CI","X24D_95_CI","other_95_CI"
"42",NA,NA,"AK",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",1.9460308404802,0.501979206818004,"AL",2024-05-06,0,1,1,1,0,0,1,1,1,0
"73",NA,NA,"AL",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",0.0259498430095922,0.013455434614539,"AR",2024-05-08,1,1,1,1,1,1,1,1,1,1
"117",NA,NA,"AR",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.962615917476281,0.227925918766961,"AZ",2024-04-07,1,1,1,1,0,1,1,1,1,1
"128",0.895690680428296,0.18365089780367,"AZ",2024-04-08,1,1,1,1,0,0,1,1,1,0
"129",0.00823461200153182,0.00773440283336911,"AZ",2024-04-09,1,1,1,1,1,1,1,1,1,1
"130",NA,NA,"AZ",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",NA,NA,"AZ",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",0.0313210953633676,0.00891319727942809,"AZ",2024-04-12,1,1,1,1,1,1,1,1,1,1
"133",0.0757882949761062,0.00935675310819228,"AZ",2024-04-13,1,1,1,1,1,1,1,1,1,1
"134",NA,NA,"AZ",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",1.60898380297455,0.242242691227053,"AZ",2024-04-15,0,0,1,1,1,0,0,1,1,1
"136",0.610946449504136,0.145220207685633,"AZ",2024-04-16,1,1,1,1,1,0,0,1,1,1
"137",0.991822626179536,0.162206741137173,"AZ",2024-04-17,1,1,1,1,0,0,1,1,1,0
"138",0.0107202761800892,0.0120644827678978,"AZ",2024-04-18,1,1,1,1,1,1,1,1,1,1
"139",0.0122200638012549,0.0127253016872594,"AZ",2024-04-19,1,1,1,1,1,1,1,1,1,1
"140",NA,NA,"AZ",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",1.01343243399022,0.29583576574382,"AZ",2024-04-21,1,1,1,1,0,0,1,1,1,0
"142",1.08137293702815,0.213602022173724,"AZ",2024-04-22,0,1,0,1,1,0,0,0,1,1
"143",0.154518212903519,0.015891454227378,"AZ",2024-04-23,1,1,1,1,1,1,1,1,1,1
"144",NA,NA,"AZ",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",0.0478621858510846,0.0178520018560377,"AZ",2024-04-25,1,1,1,1,1,1,1,1,1,1
"146",NA,NA,"AZ",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",1.08282232777073,0.430539630384073,"AZ",2024-04-27,0,1,1,1,0,0,1,1,1,0
"148",0.107272834557576,0.0213800032097805,"AZ",2024-04-28,1,1,1,1,1,1,1,1,1,1
"149",1.42595846425954,0.326533345360819,"AZ",2024-04-29,0,1,1,1,0,0,0,1,1,0
"150",1.97405284169512,0.346821748342999,"AZ",2024-04-30,0,1,1,1,0,0,1,1,1,0
"151",0.0627522772597813,0.0257459702700085,"AZ",2024-05-01,1,1,1,1,1,0,0,1,1,1
"152",0.0613852370846776,0.0274134953360434,"AZ",2024-05-02,1,1,1,1,1,1,1,1,1,1
"153",0.12866230448785,0.0291959375275327,"AZ",2024-05-03,1,1,1,1,1,1,1,1,1,1
"154",NA,NA,"AZ",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",NA,NA,"AZ",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",0.282425077914031,0.0352790875266398,"AZ",2024-05-06,1,1,1,1,1,1,1,1,1,1
"157",0.218723980174786,0.0375650664756316,"AZ",2024-05-07,1,1,1,1,1,1,1,1,1,1
"158",0.550949291579753,0.107266482082089,"AZ",2024-05-08,1,1,1,1,1,1,0,1,1,0
"159",0.741496357122003,0.240081795824515,"AZ",2024-05-09,1,0,1,1,1,0,0,1,1,1
"160",3.30395849442208,0.45965819477146,"AZ",2024-05-10,0,0,1,1,0,0,0,1,1,0
"161",1.81404809383531,0.701858013182632,"AZ",2024-05-11,0,0,1,1,0,0,0,1,1,0
"162",0.0302384739165043,0.051032929216721,"AZ",2024-05-12,1,1,1,1,1,1,1,1,1,1
"163",2.51757926131036,0.49485792560069,"AZ",2024-05-13,0,1,1,0,0,0,1,1,0,0
"164",0.889556138422692,0.297686709320961,"AZ",2024-05-14,1,1,1,1,0,0,1,1,1,0
"165",0.892419145302428,0.298706612864536,"AZ",2024-05-15,1,1,1,1,0,0,1,1,1,0
"166",1.13674109956385,0.771018331283873,"AZ",2024-05-16,0,1,1,1,0,0,1,1,1,0
"167",1.0283520103319,0.550065262018653,"AZ",2024-05-17,0,0,1,1,1,0,0,1,1,1
"168",0.0361606346224866,0.0715870868602905,"AZ",2024-05-18,1,1,1,1,1,1,1,1,1,1
"169",1.53675691245739,0.168454107956026,"CA",2024-04-07,1,1,1,1,0,0,1,0,1,0
"170",1.10838486699889,0.182300494951079,"CA",2024-04-08,1,1,1,0,1,0,1,1,0,1
"171",0.937495409057065,0.215078129758887,"CA",2024-04-09,1,1,1,1,0,0,1,1,1,0
"172",2.54691574408855,0.357891658515358,"CA",2024-04-10,0,0,1,1,0,0,0,0,1,0
"173",1.85762598893381,0.253034306395772,"CA",2024-04-11,0,0,1,1,0,0,0,1,1,0
"174",1.46742419282132,0.274502136143421,"CA",2024-04-12,0,0,1,1,0,0,1,1,1,0
"175",0.905523096160003,0.139636086971638,"CA",2024-04-13,1,1,1,1,0,1,1,0,1,0
"176",0.433622035682973,0.141828275395928,"CA",2024-04-14,1,1,1,1,1,0,0,1,1,1
"177",1.55225094610342,0.221386734045018,"CA",2024-04-15,1,0,1,0,1,0,0,1,0,1
"178",1.32788299498113,0.152209233354356,"CA",2024-04-16,1,1,0,1,1,0,0,0,1,1
"179",3.58290787898723,0.22804086881981,"CA",2024-04-17,1,0,0,0,1,0,0,0,0,1
"180",1.72508779069012,0.22322997978223,"CA",2024-04-18,1,1,1,1,1,0,0,0,1,1
"181",1.12063642670128,0.174088069549625,"CA",2024-04-19,1,1,0,1,1,0,1,0,1,1
"182",0.0439753666316328,0.0236181644135436,"CA",2024-04-20,1,1,1,1,1,1,1,1,1,1
"183",1.71894144929253,0.267475769831276,"CA",2024-04-21,1,0,1,1,0,0,0,1,1,0
"184",4.82964647902697,0.396600928572369,"CA",2024-04-22,0,0,0,0,0,0,0,0,0,0
"185",1.55336244575406,0.27661555219801,"CA",2024-04-23,1,1,1,0,0,0,0,0,0,0
"186",5.85589060041059,0.411342102261154,"CA",2024-04-24,0,0,0,1,0,0,0,0,1,0
"187",3.71764786076599,0.298041472705135,"CA",2024-04-25,0,1,1,0,0,0,0,0,0,0
"188",1.50041487210559,0.255680272868894,"CA",2024-04-26,1,0,1,1,1,0,0,1,1,1
"189",6.77039059513103,0.486330932474928,"CA",2024-04-27,0,0,1,0,0,0,0,0,0,0
"190",5.97380598606116,0.586763781792611,"CA",2024-04-28,0,1,1,0,0,0,0,1,0,0
"191",0.706954409060878,0.207281488116331,"CA",2024-04-29,1,1,1,1,1,0,1,0,1,1
"192",3.39456387460862,0.342387463804081,"CA",2024-04-30,0,1,1,0,0,0,0,0,0,0
"193",2.03254093780089,0.35653751477227,"CA",2024-05-01,0,1,1,0,1,0,0,1,0,1
"194",2.6642847896051,0.295598514167368,"CA",2024-05-02,1,1,1,0,0,0,0,1,0,0
"195",2.02457205173554,0.216580911856282,"CA",2024-05-03,1,1,1,0,0,0,0,0,0,0
"196",0.997030988717683,0.162978103611632,"CA",2024-05-04,1,1,1,1,0,0,0,0,1,0
"197",0.746705136977471,0.114831434202414,"CA",2024-05-05,1,1,1,1,1,0,0,1,1,1
"198",2.20223630732544,0.238778638468115,"CA",2024-05-06,1,1,1,0,0,0,1,0,0,0
"199",14.6271944699577,0.600033323922587,"CA",2024-05-07,0,0,1,1,0,0,0,0,1,0
"200",2.24475778557178,0.272307360467631,"CA",2024-05-08,1,1,1,0,0,0,1,0,0,0
"201",6.89070667573975,0.34396015121064,"CA",2024-05-09,0,1,1,1,0,0,0,0,1,0
"202",4.82235883524169,0.407458826999837,"CA",2024-05-10,0,0,1,1,0,0,0,0,1,0
"203",6.69947251362792,0.489485723307484,"CA",2024-05-11,0,1,1,0,0,0,0,0,0,0
"204",9.3335863626102,0.529759361509295,"CA",2024-05-12,0,0,1,1,0,0,0,0,1,0
"205",5.17056878281791,0.468371769750703,"CA",2024-05-13,0,1,0,1,0,0,1,0,1,0
"206",11.0964505511317,0.438129613584415,"CA",2024-05-14,0,1,1,0,0,0,0,1,0,0
"207",8.37116784150641,0.423623583848104,"CA",2024-05-15,0,0,1,1,0,0,0,0,1,0
"208",5.24594422037418,0.318531798759891,"CA",2024-05-16,1,1,1,1,0,0,0,0,1,0
"209",2.86489833798308,0.279602440283849,"CA",2024-05-17,1,1,1,1,0,0,0,1,1,0
"210",1.55925341664778,0.12982088916986,"CA",2024-05-18,1,1,1,1,0,1,0,1,1,0
"211",NA,NA,"CO",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,"CO",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",NA,NA,"CO",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",NA,NA,"CO",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",NA,NA,"CO",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,"CO",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.904800784837107,0.431765297039699,"CO",2024-04-15,1,0,1,1,1,0,0,1,1,1
"220",NA,NA,"CO",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",1.06314886194074,0.449048244619804,"CO",2024-04-17,1,1,1,1,0,0,0,1,1,0
"222",NA,NA,"CO",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",NA,NA,"CO",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,"CO",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.0276125197534395,0.00895052936560167,"CO",2024-04-22,1,1,1,1,1,0,0,1,1,1
"227",0.0277089266920239,0.00942368671147891,"CO",2024-04-23,1,1,1,1,1,0,0,1,1,1
"228",NA,NA,"CO",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",NA,NA,"CO",2024-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",NA,NA,"CO",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",0.031657043257915,0.0133035482284255,"CO",2024-04-29,1,1,1,1,1,0,0,1,1,1
"234",NA,NA,"CO",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",NA,NA,"CO",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",NA,NA,"CO",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",NA,NA,"CO",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",NA,NA,"CO",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",1.00784273170036,0.741001799972736,"CO",2024-05-06,0,0,1,1,1,1,1,1,1,1
"241",NA,NA,"CO",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,"CO",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",NA,NA,"CO",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",0.0472858708738392,0.0292144105187792,"CO",2024-05-10,1,1,1,1,1,0,0,1,1,1
"245",NA,NA,"CO",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",0.0572669234971709,0.0372600947006303,"CO",2024-05-13,1,1,1,1,1,0,0,1,1,1
"248",NA,NA,"CO",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",0.0627006996944111,0.044019224714291,"CO",2024-05-15,1,1,1,1,1,0,0,1,1,1
"250",NA,NA,"CO",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",NA,NA,"CO",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",NA,NA,"CO",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",NA,NA,"CT",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",NA,NA,"CT",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",NA,NA,"CT",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",0.00290698668849733,0.0013168483402186,"CT",2024-04-10,1,1,1,1,1,1,1,1,1,1
"257",0.00353716024900388,0.00140476693957362,"CT",2024-04-11,1,1,1,1,1,1,1,1,1,1
"258",0.00357277014651827,0.00150123942005807,"CT",2024-04-12,1,1,1,1,1,1,1,1,1,1
"259",NA,NA,"CT",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",NA,NA,"CT",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",NA,NA,"CT",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",NA,NA,"CT",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",NA,NA,"CT",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",0.00432476406306026,0.00231316598740097,"CT",2024-04-18,1,1,1,1,1,1,1,1,1,1
"265",0.00443387063883537,0.00249827043014777,"CT",2024-04-19,1,1,1,1,1,1,1,1,1,1
"266",NA,NA,"CT",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",NA,NA,"CT",2024-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",1.04274208787198,0.301104405597493,"CT",2024-04-22,0,0,1,1,1,0,0,1,1,1
"269",1.25562626977517,0.892521536244421,"CT",2024-04-23,0,0,1,1,1,0,0,1,1,1
"270",NA,NA,"CT",2024-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",1.31290333326307,0.930657254382637,"CT",2024-04-25,0,1,1,0,1,0,1,1,0,1
"272",NA,NA,"CT",2024-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",NA,NA,"CT",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
