"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","X24D_50_CI","X24G_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","X24D_95_CI","X24G_95_CI","other_95_CI"
"42",NA,NA,"AK",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",1.70157251412581,0.508766645186705,"AL",2024-05-06,0,1,0,1,1,1,0,1,0,1,1,1
"52",NA,NA,"AL",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",0.0540358980558269,0.0485025914192332,"AR",2024-05-08,1,1,1,1,1,1,1,1,1,1,1,1
"96",NA,NA,"AR",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.320691644576006,0.0382759175991009,"AZ",2024-04-28,1,1,1,1,1,1,0,0,1,1,1,1
"128",0.797405742255194,0.304276614062181,"AZ",2024-04-29,1,1,1,1,1,1,0,1,0,1,1,1
"129",1.19253911273017,0.286133073874383,"AZ",2024-04-30,1,1,0,1,1,1,1,1,0,0,1,1
"130",0.191884534436533,0.0458178931848873,"AZ",2024-05-01,1,1,1,1,1,1,1,1,1,1,1,1
"131",0.200463663287802,0.0484861314254171,"AZ",2024-05-02,1,1,1,1,1,1,0,0,1,1,1,1
"132",0.384389297923826,0.0512234655399419,"AZ",2024-05-03,1,1,1,1,1,1,0,1,0,1,1,1
"133",NA,NA,"AZ",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",NA,NA,"AZ",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",0.848971270109529,0.0597968236470933,"AZ",2024-05-06,0,1,1,1,1,1,0,0,1,1,1,1
"136",0.639524273056438,0.0627567404677123,"AZ",2024-05-07,1,1,1,1,1,1,0,0,0,1,1,1
"137",1.19215675116123,0.135794504466282,"AZ",2024-05-08,1,1,1,1,1,1,0,1,0,0,1,1
"138",0.619896515120167,0.276472935030334,"AZ",2024-05-09,1,1,1,1,1,1,0,1,0,1,1,1
"139",2.46766615936787,0.460785292695178,"AZ",2024-05-10,0,0,1,1,1,1,0,0,1,1,1,1
"140",1.35850338185359,0.616634535971106,"AZ",2024-05-11,0,0,1,1,1,1,0,0,0,1,1,1
"141",0.0922568297499074,0.0780802544118296,"AZ",2024-05-12,1,1,1,1,1,1,0,1,1,1,1,0
"142",1.57355839995932,0.437337954741626,"AZ",2024-05-13,0,1,1,0,0,1,0,0,0,0,0,1
"143",0.461572029498565,0.231545630900764,"AZ",2024-05-14,1,1,1,1,1,1,1,1,1,1,1,1
"144",0.46485238383812,0.231143324117001,"AZ",2024-05-15,1,1,1,1,1,1,1,0,0,1,1,1
"145",0.837950371413026,0.511054555096554,"AZ",2024-05-16,1,1,0,1,1,1,0,1,0,1,1,1
"146",0.900156860120008,0.660991544787033,"AZ",2024-05-17,1,0,1,1,1,1,0,0,1,1,1,1
"147",0.104667925541047,0.0970325511665594,"AZ",2024-05-18,1,1,1,1,1,1,1,1,1,1,1,1
"148",0.114874474521548,0.100206311070989,"AZ",2024-05-19,1,1,1,1,1,1,1,1,1,1,1,1
"149",0.788481096142017,0.483627755596093,"AZ",2024-05-20,1,1,0,1,1,1,1,1,1,1,1,1
"150",0.33138415188045,0.106552411091496,"AZ",2024-05-21,1,1,1,1,1,1,0,0,1,1,1,1
"151",0.530834120715344,0.290352319483024,"AZ",2024-05-22,1,1,1,1,1,1,0,1,0,1,1,1
"152",NA,NA,"AZ",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",0.121283633814015,0.116065571238188,"AZ",2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1
"154",NA,NA,"AZ",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",1.32479964605933,0.390895939104406,"AZ",2024-05-26,1,0,1,1,1,1,0,0,0,1,1,1
"156",1.70117968173105,0.417414818642619,"AZ",2024-05-27,1,1,1,0,1,1,0,1,1,0,1,1
"157",1.46359841046709,0.282740616332732,"AZ",2024-05-28,1,1,0,1,1,1,0,1,0,1,1,1
"158",1.3459917759567,0.468903754277207,"AZ",2024-05-29,0,1,1,1,1,0,0,0,0,1,1,0
"159",0.824802088492637,0.618392529916332,"AZ",2024-05-30,1,0,1,1,1,1,0,0,1,1,1,1
"160",NA,NA,"AZ",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",0.631870690992447,0.376862660108721,"AZ",2024-06-01,1,0,1,1,1,1,0,0,1,1,1,1
"162",2.27128385759666,0.411532619421747,"AZ",2024-06-02,0,1,0,1,1,1,0,0,0,1,1,1
"163",2.99637416418364,0.455109238753356,"AZ",2024-06-03,0,0,0,1,1,1,0,0,0,1,1,0
"164",1.82486141459071,0.369317189214338,"AZ",2024-06-04,1,1,1,0,1,1,0,0,0,0,1,1
"165",1.89725606985705,0.417547711502357,"AZ",2024-06-05,1,0,1,1,1,1,0,0,1,1,1,1
"166",1.24369479823997,0.292810839557577,"AZ",2024-06-06,1,1,1,1,1,1,0,0,1,1,1,1
"167",1.4259222219891,0.38868912244039,"AZ",2024-06-07,0,1,0,1,1,1,0,1,0,1,1,1
"168",1.04512502724817,0.285694317198341,"AZ",2024-06-08,1,1,1,1,1,0,0,1,0,1,1,0
"169",5.62248928743982,0.507906371531205,"CA",2024-04-28,0,1,0,0,1,1,0,0,0,1,1,1
"170",0.737014046761114,0.212622092404228,"CA",2024-04-29,1,1,1,1,1,1,1,0,1,0,1,0
"171",2.37715364274026,0.318751133023083,"CA",2024-04-30,0,1,1,1,0,0,0,1,0,0,0,0
"172",1.70351513758477,0.325807508213529,"CA",2024-05-01,1,1,1,0,1,1,1,1,1,0,0,0
"173",1.49068291643613,0.277376189625124,"CA",2024-05-02,1,1,1,1,0,1,0,0,0,0,0,0
"174",1.7987245095672,0.219064325447071,"CA",2024-05-03,1,1,1,0,1,1,0,0,0,0,1,0
"175",1.04812786512443,0.180221746105601,"CA",2024-05-04,1,1,0,1,1,1,0,0,0,1,1,1
"176",0.898459471260242,0.136536954009291,"CA",2024-05-05,1,1,1,1,1,1,0,0,1,1,1,1
"177",1.63150815114346,0.228087117753876,"CA",2024-05-06,1,1,1,0,1,1,0,0,0,0,1,1
"178",13.3042123993927,0.510592271549889,"CA",2024-05-07,0,0,0,1,0,1,0,0,0,0,0,0
"179",1.49597715166879,0.261179577894703,"CA",2024-05-08,1,1,1,0,1,1,1,0,1,0,1,0
"180",4.40483719762599,0.316994557917091,"CA",2024-05-09,0,1,0,1,0,1,0,0,0,0,0,1
"181",4.18462992336971,0.364370112322569,"CA",2024-05-10,0,0,1,1,0,1,0,0,0,1,0,0
"182",6.3035441878844,0.435722168203908,"CA",2024-05-11,0,1,0,1,1,1,0,0,0,0,1,1
"183",9.00316853270656,0.457990315505913,"CA",2024-05-12,0,0,0,1,1,1,0,0,0,0,1,1
"184",4.21292515526724,0.432632703712591,"CA",2024-05-13,0,1,0,1,0,0,0,0,0,1,0,0
"185",9.91967946150478,0.40637308633858,"CA",2024-05-14,0,0,0,0,0,1,0,0,0,0,1,1
"186",7.34353014565747,0.380685863327232,"CA",2024-05-15,0,0,0,1,1,1,0,1,0,0,0,0
"187",3.7236834045545,0.296962461039244,"CA",2024-05-16,1,1,0,1,1,1,0,0,1,0,0,0
"188",1.48131851434274,0.27009575649136,"CA",2024-05-17,1,1,1,1,1,1,0,0,1,0,1,0
"189",1.78741556585572,0.150975189251118,"CA",2024-05-18,0,0,0,1,1,1,0,0,1,0,1,1
"190",7.8276153414912,0.444938442106797,"CA",2024-05-19,0,1,0,1,0,1,0,0,0,0,0,1
"191",4.45494127008111,0.269342238401209,"CA",2024-05-20,1,0,1,1,1,1,0,0,0,0,1,1
"192",3.902274790045,0.294392274994263,"CA",2024-05-21,1,1,0,1,1,0,0,0,0,0,0,0
"193",4.45312309296082,0.307715636637211,"CA",2024-05-22,1,1,0,1,0,1,0,0,0,0,0,0
"194",8.67460056875281,0.366375029334201,"CA",2024-05-23,0,0,0,1,1,1,0,0,0,1,1,0
"195",6.64561228836804,0.390436587032326,"CA",2024-05-24,0,1,0,1,0,0,0,0,0,1,0,0
"196",5.13080091751137,0.381309645794208,"CA",2024-05-25,0,0,0,1,1,1,0,0,0,0,1,0
"197",11.9988576548281,0.451110490374145,"CA",2024-05-26,0,1,0,0,0,0,0,0,0,1,0,0
"198",7.44173414184945,0.383523244784054,"CA",2024-05-27,0,1,0,1,0,1,0,0,0,1,1,0
"199",12.1234835566081,0.405166351013253,"CA",2024-05-28,0,0,0,1,1,1,0,0,0,0,0,0
"200",8.95725601233996,0.415371337109058,"CA",2024-05-29,0,1,0,1,0,1,0,0,0,0,0,0
"201",20.1502421223808,0.529201576008183,"CA",2024-05-30,0,0,0,1,0,0,0,0,0,0,0,0
"202",14.0594447471797,0.385261330272395,"CA",2024-05-31,0,1,0,1,0,1,0,0,0,0,0,0
"203",10.6018231850138,0.56080957463678,"CA",2024-06-01,0,0,0,1,0,1,0,1,0,0,0,1
"204",18.3067598801256,0.528158939619283,"CA",2024-06-02,0,0,0,1,0,0,0,1,0,0,0,0
"205",16.0804275804131,0.462385513405427,"CA",2024-06-03,0,1,0,1,0,1,0,0,0,1,0,0
"206",22.6491647616685,0.49618618442508,"CA",2024-06-04,0,1,0,1,0,1,0,0,0,0,0,0
"207",20.8084749156053,0.42776666980391,"CA",2024-06-05,0,1,0,1,0,1,0,0,0,0,0,0
"208",22.9881917518117,0.426492260202313,"CA",2024-06-06,0,1,0,1,0,1,0,0,0,0,0,0
"209",22.1562264302289,0.48893258687195,"CA",2024-06-07,0,0,0,1,0,1,1,0,0,0,0,0
"210",8.54920250465025,0.461745563684452,"CA",2024-06-08,0,1,0,1,1,0,0,0,0,0,0,0
"211",NA,NA,"CO",2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.131057744571301,0.056217851836586,"CO",2024-04-29,1,1,1,1,1,1,1,1,1,1,1,1
"213",NA,NA,"CO",2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",NA,NA,"CO",2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",NA,NA,"CO",2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,"CO",2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.721735816260856,0.627487904232689,"CO",2024-05-06,1,0,1,1,1,1,0,0,1,1,1,1
"220",NA,NA,"CO",2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",NA,NA,"CO",2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",NA,NA,"CO",2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",0.196185984337912,0.0808297987958194,"CO",2024-05-10,1,1,1,1,1,1,0,1,0,1,1,1
"224",NA,NA,"CO",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.207507541719422,0.0889966476061592,"CO",2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1
"227",NA,NA,"CO",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",0.21843304859368,0.0948907890044519,"CO",2024-05-15,1,1,1,1,1,1,0,1,0,1,1,1
"229",NA,NA,"CO",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",NA,NA,"CO",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",0.910014197307207,0.624661764113543,"CO",2024-05-20,1,1,1,1,0,1,1,1,0,1,0,1
"234",NA,NA,"CO",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",0.528355372546051,0.327500087689746,"CO",2024-05-22,1,1,1,1,1,1,0,1,0,1,1,1
"236",NA,NA,"CO",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",0.266538866412224,0.126501844669912,"CO",2024-05-24,1,1,1,1,1,1,0,1,0,1,1,1
"238",NA,NA,"CO",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,"CO",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",NA,NA,"CO",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",NA,NA,"CO",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",0.273094481663576,0.147764834624069,"CO",2024-05-29,1,1,1,1,1,1,0,1,0,1,1,1
"243",NA,NA,"CO",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",NA,NA,"CO",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",NA,NA,"CO",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",NA,NA,"CO",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
