"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","recombinant_50_CI","X24G_50_CI","X24E_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","recombinant_95_CI","X24G_95_CI","X24E_95_CI","other_95_CI"
"27",NA,NA,"AK",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",0.803430281000261,0.652229557410207,"AK",2024-07-02,1,1,1,1,0,1,1,0,1,1,1,0,1,1
"32",NA,NA,"AK",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",0.58271173600455,0.368343771873383,"AL",2024-06-30,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"72",NA,NA,"AL",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",0.583573091075449,0.358609067143803,"AL",2024-07-09,1,0,1,1,1,1,1,1,0,1,1,1,0,1
"81",NA,NA,"AL",2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.217949458257705,0.115307449427117,"AR",2024-06-10,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"94",NA,NA,"AR",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",0.295606640331455,0.150037817607737,"AR",2024-07-08,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"122",0.629998257403769,0.514093142237368,"AR",2024-07-09,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"123",0.641425810084124,0.513651310626927,"AR",2024-07-10,1,0,1,1,1,1,1,0,0,1,1,1,1,1
"124",NA,NA,"AR",2024-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.89760263852695,0.385819199848072,"AZ",2024-06-02,0,1,0,1,1,1,1,0,0,0,1,1,1,1
"128",1.93129114838279,0.377385452390013,"AZ",2024-06-03,0,0,1,1,1,1,1,0,0,0,1,0,1,1
"129",1.0787739423678,0.363225116849502,"AZ",2024-06-04,1,1,1,1,1,1,0,1,0,0,1,1,1,0
"130",1.40592578548357,0.350777396304063,"AZ",2024-06-05,1,0,1,1,1,1,1,1,0,0,1,1,0,0
"131",1.32233481250948,0.303567473030106,"AZ",2024-06-06,0,1,1,1,1,1,1,0,0,0,1,0,1,1
"132",1.12774373283246,0.359073506143561,"AZ",2024-06-07,1,1,0,1,1,1,1,1,0,0,1,0,1,1
"133",1.56873043396231,0.339001785402773,"AZ",2024-06-08,0,1,1,0,1,1,1,0,0,1,0,1,1,1
"134",1.72758541041992,0.431391137751984,"AZ",2024-06-09,0,1,1,1,1,0,1,0,0,0,1,1,0,1
"135",2.47207121651615,0.337245523206297,"AZ",2024-06-10,1,0,1,1,0,1,1,0,0,0,1,0,0,1
"136",3.04669489352112,0.377431999137806,"AZ",2024-06-11,1,1,0,1,0,1,1,0,0,0,0,0,1,1
"137",2.20589064488271,0.359427178387649,"AZ",2024-06-12,1,1,1,1,1,1,1,0,0,0,1,0,0,1
"138",1.82336913032551,0.374029672813486,"AZ",2024-06-13,1,0,1,1,0,1,1,0,0,0,1,0,1,1
"139",1.92628855820601,0.319677093824712,"AZ",2024-06-14,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"140",0.371588332730709,0.294022595960525,"AZ",2024-06-15,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"141",1.32496727192692,0.349882076435497,"AZ",2024-06-16,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"142",4.43360708741587,0.360314009237754,"AZ",2024-06-17,0,1,0,1,0,1,1,0,0,1,1,0,1,1
"143",3.26705066733216,0.376211959511957,"AZ",2024-06-18,1,1,1,1,0,1,1,1,0,1,0,0,1,0
"144",1.23490368468415,0.327919654856262,"AZ",2024-06-19,1,1,1,1,1,1,1,0,1,0,0,1,0,1
"145",1.34571105065964,0.350446150316265,"AZ",2024-06-20,1,0,1,1,1,1,1,0,0,1,1,1,0,0
"146",0.873701776912738,0.323026718404401,"AZ",2024-06-21,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"147",0.423278072652837,0.313451785808242,"AZ",2024-06-22,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"148",1.55583582812146,0.325065781951775,"AZ",2024-06-23,1,1,0,1,1,1,1,0,0,0,1,1,0,1
"149",0.844620072877724,0.363896230362389,"AZ",2024-06-24,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"150",2.74241646995383,0.354891363181731,"AZ",2024-06-25,1,1,0,1,1,1,1,0,0,0,1,0,0,1
"151",2.46591958206817,0.403915909170314,"AZ",2024-06-26,1,0,0,1,0,1,1,0,0,0,1,0,1,1
"152",NA,NA,"AZ",2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",0.441130768841085,0.318273818853413,"AZ",2024-06-28,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"154",0.988851042832333,0.363249811752495,"AZ",2024-06-29,0,1,1,1,1,1,1,0,1,0,1,0,1,1
"155",2.87742020807483,0.427021107061243,"AZ",2024-06-30,1,1,0,0,0,1,1,0,0,0,0,0,0,1
"156",5.38992806471752,0.427108358794666,"AZ",2024-07-01,1,0,0,1,1,0,0,0,0,0,0,0,0,1
"157",1.68254137451973,0.33208128583889,"AZ",2024-07-02,1,1,1,1,1,1,1,0,0,0,1,0,1,1
"158",NA,NA,"AZ",2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",1.02444965492152,0.260092625358566,"AZ",2024-07-04,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"160",0.742466583308042,0.424592698860504,"AZ",2024-07-05,1,1,1,1,1,0,1,1,0,0,1,1,0,1
"161",2.12252360020587,0.50559646129125,"AZ",2024-07-06,1,1,1,1,1,0,1,1,0,1,1,0,0,1
"162",0.877957452751022,0.382740745389666,"AZ",2024-07-07,1,1,1,1,0,1,1,1,0,1,1,0,1,1
"163",5.42255783967043,0.418696938142728,"AZ",2024-07-08,1,1,1,1,0,0,1,0,0,0,0,0,0,1
"164",3.18740143998282,0.363319702143999,"AZ",2024-07-09,1,1,1,1,1,1,1,0,0,0,0,1,0,1
"165",2.0474233153632,0.395516507958577,"AZ",2024-07-10,1,1,1,1,1,1,1,1,0,0,0,0,0,1
"166",1.00823465548162,0.420881165187947,"AZ",2024-07-11,1,1,1,1,0,1,1,1,0,0,1,0,1,1
"167",0.689950150930822,0.41587860216762,"AZ",2024-07-12,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"168",NA,NA,"AZ",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",8.77490346747292,0.424304181926352,"CA",2024-06-02,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"170",5.77600892333925,0.391696115070708,"CA",2024-06-03,0,1,0,1,0,1,0,0,0,0,1,0,0,0
"171",10.1870073352286,0.408215636143376,"CA",2024-06-04,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"172",10.5651687400093,0.377392444651286,"CA",2024-06-05,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"173",5.66269624153372,0.362433790281792,"CA",2024-06-06,1,1,0,1,0,1,1,0,0,0,0,1,0,1
"174",10.112575555254,0.37080230494055,"CA",2024-06-07,0,0,0,0,1,0,1,0,0,1,1,1,0,1
"175",4.50023267543731,0.400773224192508,"CA",2024-06-08,1,0,1,1,1,0,1,0,0,0,1,1,0,1
"176",5.42445932006431,0.389221034045683,"CA",2024-06-09,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"177",5.61949739829526,0.369554329464033,"CA",2024-06-10,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"178",10.5707348240667,0.394470417653284,"CA",2024-06-11,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"179",5.57126926659406,0.378360597120934,"CA",2024-06-12,1,0,1,1,0,1,1,0,0,0,0,0,0,1
"180",6.80579091125287,0.365222772640452,"CA",2024-06-13,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"181",5.80425282689736,0.412246357899357,"CA",2024-06-14,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"182",3.37509311575289,0.411542856921719,"CA",2024-06-15,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"183",3.97329444475407,0.348062145960474,"CA",2024-06-16,1,0,0,1,1,1,1,0,0,0,0,0,0,1
"184",5.00622141423691,0.388842629610266,"CA",2024-06-17,1,0,0,1,0,1,0,0,0,0,1,0,0,0
"185",8.04092096464859,0.377547527186254,"CA",2024-06-18,1,1,0,1,1,0,1,0,0,0,1,0,0,0
"186",7.99655986450595,0.384966937146707,"CA",2024-06-19,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"187",4.61052673453522,0.386263806242011,"CA",2024-06-20,1,1,0,0,1,1,0,1,0,0,0,0,0,0
"188",4.10680887706726,0.358205452973011,"CA",2024-06-21,1,1,1,1,0,0,1,0,0,0,1,0,0,1
"189",4.76962816625326,0.39618098590095,"CA",2024-06-22,1,1,0,1,0,0,1,1,1,0,0,0,0,1
"190",5.11763169045192,0.396775203140913,"CA",2024-06-23,1,1,0,1,0,1,1,0,0,0,0,0,0,1
"191",9.80669334740917,0.433481476206616,"CA",2024-06-24,0,0,0,1,0,1,1,0,0,0,0,0,0,1
"192",11.2927385851065,0.39995163104336,"CA",2024-06-25,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"193",27.7119127701755,0.399354070778046,"CA",2024-06-26,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"194",19.2448630101896,0.398785316991836,"CA",2024-06-27,1,1,0,1,0,0,0,0,0,0,1,0,0,0
"195",19.1639662742145,0.406571056149089,"CA",2024-06-28,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"196",14.4447315011469,0.404555993398178,"CA",2024-06-29,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"197",5.71865484244328,0.376971968072665,"CA",2024-06-30,1,1,1,0,0,1,1,0,0,0,0,0,0,1
"198",18.8999268348556,0.389707137997505,"CA",2024-07-01,1,1,0,1,0,0,1,0,0,0,0,0,0,1
"199",13.4151949251248,0.408172612769013,"CA",2024-07-02,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"200",16.2937629210476,0.410781119434017,"CA",2024-07-03,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"201",4.66530773851917,0.403074367711602,"CA",2024-07-04,1,1,0,1,0,1,1,0,0,0,0,0,0,1
"202",8.21281001723858,0.400989702116621,"CA",2024-07-05,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"203",5.89729214117003,0.397955176448836,"CA",2024-07-06,1,1,0,1,0,1,0,0,0,0,1,0,0,0
"204",8.68854393840559,0.393166841900679,"CA",2024-07-07,1,0,0,1,0,1,0,0,0,0,0,0,0,1
"205",7.52316768760509,0.393296605445112,"CA",2024-07-08,1,0,0,1,0,1,0,0,1,0,0,0,0,0
"206",7.43145085475871,0.385389869874686,"CA",2024-07-09,1,1,1,1,0,1,1,0,0,1,1,0,0,1
"207",12.2983829056796,0.416634249058265,"CA",2024-07-10,0,1,1,1,0,1,1,0,0,0,1,0,0,1
"208",11.407292864317,0.408740737565956,"CA",2024-07-11,1,0,1,1,0,1,1,0,0,0,0,0,0,1
"209",16.4188815121396,0.407788348713388,"CA",2024-07-12,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"210",5.44766590923963,0.41241355931418,"CA",2024-07-13,1,1,0,1,0,1,1,0,0,0,0,0,0,1
"211",NA,NA,"CO",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,"CO",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",0.532143475207841,0.375121433283693,"CO",2024-06-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"214",1.14865600667705,0.375010147301713,"CO",2024-06-05,1,0,1,1,1,1,1,1,0,1,1,0,1,1
"215",0.325502634127684,0.276225273554798,"CO",2024-06-06,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"216",NA,NA,"CO",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",2.00000005025821,0.369864938919096,"CO",2024-06-10,0,1,0,1,1,1,1,1,1,0,0,1,1,1
"220",0.652618164872735,0.367010985170754,"CO",2024-06-11,1,1,0,1,1,1,1,1,0,0,1,1,1,1
"221",0.514578094289575,0.374929075362605,"CO",2024-06-12,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"222",0.336348846101523,0.29345797798146,"CO",2024-06-13,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"223",0.346922680503199,0.29604915533354,"CO",2024-06-14,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"224",NA,NA,"CO",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.506730778823713,0.375152574174501,"CO",2024-06-17,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"227",NA,NA,"CO",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
