"","es_score","brier_score","location","target_date","X22F_50_CI","X23A_50_CI","X23C_50_CI","X23D_50_CI","recombinant_50_CI","X23B_50_CI","X23E_50_CI","other_50_CI","X22F_95_CI","X23A_95_CI","X23C_95_CI","X23D_95_CI","recombinant_95_CI","X23B_95_CI","X23E_95_CI","other_95_CI"
"25",NA,NA,"AK",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,NA,"AK",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,NA,"AK",2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,"AK",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"AK",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"AK",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,"AK",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"AK",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",1.8119191305744,0.630513326329808,"AK",2023-06-06,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
"39",NA,NA,"AK",2023-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",0.895740313579481,0.625573362318584,"AK",2023-06-08,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
"41",NA,NA,"AK",2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",0.711248132846789,0.360274208395795,"AL",2023-05-03,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
"47",NA,NA,"AL",2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",0.698390985833649,0.344504821454209,"AL",2023-05-19,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
"63",NA,NA,"AL",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",0.116163417033493,0.106486103064193,"AL",2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"67",NA,NA,"AL",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",0.364762080949755,0.138762365830293,"AL",2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"75",NA,NA,"AL",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",0.829686711409042,0.502618646509249,"AL",2023-06-07,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
"82",0.166764303544465,0.1807031215833,"AL",2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"83",NA,NA,"AL",2023-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",0.0423240037600478,0.00225176298315841,"AR",2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"86",NA,NA,"AR",2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",1.26692247030707,0.921264181346084,"AR",2023-05-02,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
"88",0.00560126150180816,0.00230564423866621,"AR",2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"89",NA,NA,"AR",2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",1.25783258434591,0.91700897903887,"AR",2023-05-08,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
"94",0.0252064892966565,0.00256439384155617,"AR",2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"95",2.40683048658194,0.625356939791575,"AR",2023-05-10,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"96",NA,NA,"AR",2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",0.0902642070082786,0.0049539737895348,"AR",2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"109",NA,NA,"AR",2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",0.0169237946653568,0.00618075103082092,"AR",2023-05-26,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"112",NA,NA,"AR",2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",1.14514084931777,0.854413779101258,"AR",2023-05-29,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
"115",1.13621726073167,0.848738623152613,"AR",2023-05-30,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
"116",0.0254207432873736,0.00925345973828147,"AR",2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"117",NA,NA,"AR",2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",0.0417039982240464,0.0160409245664425,"AR",2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"124",0.0455305772767767,0.0172198867037585,"AR",2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"125",0.0466524163262717,0.0184404737528198,"AR",2023-06-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"126",NA,NA,"AR",2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.60533489387308,0.206795629125594,"AZ",2023-04-30,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1
"128",1.65966126442061,0.0912822036757974,"AZ",2023-05-01,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1
"129",3.57118412321812,0.209951726611889,"AZ",2023-05-02,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1
"130",1.38887368063141,0.141208542052731,"AZ",2023-05-03,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0
"131",1.20291936742182,0.0753613818934458,"AZ",2023-05-04,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"132",1.32709840542466,0.249997081030332,"AZ",2023-05-05,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
"133",0.721559605853562,0.0185318543482229,"AZ",2023-05-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"134",3.88699110531499,0.31516480505528,"AZ",2023-05-07,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
"135",6.86407635477277,0.315087745901252,"AZ",2023-05-08,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
"136",2.3907506079412,0.0987861096864534,"AZ",2023-05-09,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0
"137",1.36386098927836,0.140887950801955,"AZ",2023-05-10,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
"138",0.120587999768854,0.0202925680545728,"AZ",2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"139",0.898618661129759,0.137372565937298,"AZ",2023-05-12,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1
"140",NA,NA,"AZ",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",1.80603572793867,0.417929891972445,"AZ",2023-05-14,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
"142",2.07086226192317,0.214943885423891,"AZ",2023-05-15,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1
"143",1.19122664619675,0.193534944720771,"AZ",2023-05-16,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0
"144",1.11621518800655,0.180712221817806,"AZ",2023-05-17,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
"145",1.55054923514942,0.285845498441706,"AZ",2023-05-18,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
"146",0.988718901518001,0.732844679858705,"AZ",2023-05-19,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"147",1.95847510247651,0.730884583776506,"AZ",2023-05-20,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
"148",0.915719285090911,0.194315010856561,"AZ",2023-05-21,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
"149",1.4487131923685,0.205120932392291,"AZ",2023-05-22,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1
"150",0.892342689765362,0.16122508224572,"AZ",2023-05-23,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
"151",1.74391759468568,0.294117732453274,"AZ",2023-05-24,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1
"152",0.323072648338181,0.0246634213477178,"AZ",2023-05-25,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"153",1.04463330488773,0.302927466719879,"AZ",2023-05-26,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
"154",0.351965562511268,0.025228398621759,"AZ",2023-05-27,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"155",2.87646521866935,0.322190794844275,"AZ",2023-05-28,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1
"156",1.56802108266453,0.307280850412778,"AZ",2023-05-29,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0
"157",2.35190068336039,0.401580467876889,"AZ",2023-05-30,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1
"158",1.74534016982077,0.204958385225983,"AZ",2023-05-31,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
"159",2.38693795153885,0.539102604040509,"AZ",2023-06-01,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
"160",0.849156449988254,0.292481377137024,"AZ",2023-06-02,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"161",0.739578630005634,0.221337699265238,"AZ",2023-06-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"162",0.824586397363624,0.183560833081075,"AZ",2023-06-04,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1
"163",0.717492900412903,0.235724541349429,"AZ",2023-06-05,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
"164",1.57971005919545,0.456334373085525,"AZ",2023-06-06,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1
"165",1.22532561723586,0.291403579601291,"AZ",2023-06-07,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
"166",2.3128057583544,0.422045326045467,"AZ",2023-06-08,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0
"167",1.80696129652775,0.461789909392999,"AZ",2023-06-09,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1
"168",1.22109516724277,0.518521504369261,"AZ",2023-06-10,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"169",2.69349352509619,0.188801171995599,"CA",2023-04-30,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0
"170",3.61208179513658,0.248483832501774,"CA",2023-05-01,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0
"171",4.86043365732969,0.276878826198631,"CA",2023-05-02,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
"172",3.32714731781704,0.192842415315708,"CA",2023-05-03,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1
"173",1.5616776124072,0.233020710958558,"CA",2023-05-04,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
"174",4.15672196101321,0.20429013599747,"CA",2023-05-05,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1
"175",2.35099919588996,0.192578665298027,"CA",2023-05-06,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
"176",1.09102040472566,0.270054212245493,"CA",2023-05-07,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0
"177",8.63487937575362,0.362559345609018,"CA",2023-05-08,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"178",5.18226558685453,0.193562231981328,"CA",2023-05-09,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0
"179",2.66803218963014,0.285194176531377,"CA",2023-05-10,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0
"180",3.82786254850017,0.288783055060588,"CA",2023-05-11,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0
"181",1.58589736446233,0.220185373780291,"CA",2023-05-12,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
"182",1.4121861500349,0.407518150243026,"CA",2023-05-13,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1
"183",4.76076866506024,0.555473394067663,"CA",2023-05-14,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
"184",5.37386085909964,0.366226507169868,"CA",2023-05-15,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1
"185",1.62743559669453,0.233439106447439,"CA",2023-05-16,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1
"186",1.50844461092894,0.317041991388851,"CA",2023-05-17,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0
"187",2.00257318613029,0.331063972331625,"CA",2023-05-18,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1
"188",1.6127550203026,0.228541361185667,"CA",2023-05-19,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
"189",1.00462055528171,0.0851257059373796,"CA",2023-05-20,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1
"190",1.09055219674352,0.46101864682928,"CA",2023-05-21,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"191",1.97298465531411,0.291305775475517,"CA",2023-05-22,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1
"192",1.2452235583096,0.28066702441475,"CA",2023-05-23,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1
"193",1.60481060954653,0.273725376237069,"CA",2023-05-24,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1
"194",1.66362229906747,0.265366579274628,"CA",2023-05-25,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0
"195",1.88914194369734,0.327617786188503,"CA",2023-05-26,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0
"196",1.30550617089174,0.317874127096867,"CA",2023-05-27,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1
"197",1.72703105541635,0.446611541134768,"CA",2023-05-28,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1
"198",1.8279987174937,0.512453487135246,"CA",2023-05-29,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"199",1.70440457232867,0.27834476665298,"CA",2023-05-30,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1
"200",1.81812232694241,0.321531795841384,"CA",2023-05-31,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"201",2.12130255784296,0.314980758677163,"CA",2023-06-01,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1
"202",1.62703571076404,0.380173958364121,"CA",2023-06-02,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0
"203",1.54932414011343,0.293814404749773,"CA",2023-06-03,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
"204",2.52726246032509,0.476861083553571,"CA",2023-06-04,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1
"205",1.18556266541819,0.281944807610512,"CA",2023-06-05,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
"206",1.99661764869941,0.421123021118197,"CA",2023-06-06,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0
"207",3.14237639882603,0.444942878419901,"CA",2023-06-07,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0
"208",1.15004686288208,0.375028154775803,"CA",2023-06-08,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1
"209",3.98515496692233,0.524503131413053,"CA",2023-06-09,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
