"","es_score","brier_score","location","target_date","X24A_50_CI","recombinant_50_CI","X24B_50_CI","X24C_50_CI","other_50_CI","X24A_95_CI","recombinant_95_CI","X24B_95_CI","X24C_95_CI","other_95_CI"
"96",0.0320766380808959,0.00280642869907376,"AR",2024-03-21,1,1,1,1,1,1,1,1,1,1
"97",NA,NA,"AR",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",0.0124306826256979,0.00347375852274455,"AR",2024-03-27,1,1,1,1,1,1,1,1,1,1
"103",NA,NA,"AR",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,"AR",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,"AR",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.08922831523907,0.305502195113513,"AZ",2024-03-10,0,0,1,1,1,0,0,1,1,1
"128",0.0445029015314644,0.00258580109461564,"AZ",2024-03-11,1,1,1,1,1,1,1,1,1,1
"129",1.13949343633785,0.309840040331212,"AZ",2024-03-12,0,1,0,1,1,0,1,0,1,1
"130",0.194205159445037,0.00268465860587759,"AZ",2024-03-13,1,1,1,1,1,0,1,0,1,1
"131",0.051029900910274,0.00273559960132246,"AZ",2024-03-14,1,1,1,1,1,1,1,1,1,1
"132",NA,NA,"AZ",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",NA,NA,"AZ",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",NA,NA,"AZ",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",0.00461450813640332,0.00294334319011837,"AZ",2024-03-18,1,1,1,1,1,1,1,1,1,1
"136",0.088375506231899,0.00299503227624559,"AZ",2024-03-19,1,1,1,1,1,0,1,1,1,0
"137",0.751908034011723,0.0937222697110148,"AZ",2024-03-20,1,1,1,1,1,0,0,1,1,1
"138",0.203344835566356,0.00309650309537346,"AZ",2024-03-21,1,1,1,1,1,0,1,0,1,1
"139",0.0726689075186317,0.00314586528430528,"AZ",2024-03-22,1,1,1,1,1,1,1,1,1,1
"140",0.0432825837923144,0.00319404849074069,"AZ",2024-03-23,1,1,1,1,1,1,1,1,1,1
"141",0.0235912816145083,0.00324086545420989,"AZ",2024-03-24,1,1,1,1,1,1,1,1,1,1
"142",0.0229749074193909,0.00328613524319027,"AZ",2024-03-25,1,1,1,1,1,1,1,1,1,1
"143",0.0259730994540806,0.00332968145881191,"AZ",2024-03-26,1,1,1,1,1,1,1,1,1,1
"144",0.0522426794024584,0.00337133061273914,"AZ",2024-03-27,1,1,1,1,1,1,1,1,1,1
"145",0.0569485088434753,0.00341091096570655,"AZ",2024-03-28,1,1,1,1,1,1,1,1,1,1
"146",0.986970926765378,0.305776258356793,"AZ",2024-03-29,0,1,0,1,1,0,1,0,1,1
"147",1.85628630057492,0.30114008912036,"AZ",2024-03-30,0,0,1,1,1,0,0,1,1,1
"148",NA,NA,"AZ",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",0.619902385523844,0.104140621402648,"AZ",2024-04-01,1,1,1,1,1,0,1,0,1,1
"150",0.903274695658927,0.106613396161654,"AZ",2024-04-02,1,1,1,0,1,0,1,1,0,1
"151",0.126074805161422,0.00359564177463397,"AZ",2024-04-03,1,1,1,1,1,1,1,1,1,1
"152",0.969038194085251,0.188937987196934,"AZ",2024-04-04,1,1,1,0,1,0,1,1,0,1
"153",0.905172647557749,0.304914279868826,"AZ",2024-04-05,1,1,0,1,1,1,1,0,1,0
"154",0.143276694120126,0.00364763969753966,"AZ",2024-04-06,1,1,1,1,1,1,1,1,1,1
"155",1.00159598704571,0.235073098390943,"AZ",2024-04-07,1,1,1,0,1,0,1,1,0,1
"156",0.899905485401044,0.186799027442865,"AZ",2024-04-08,1,1,1,1,0,0,1,1,1,0
"157",0.0158905561004668,0.00366986793592551,"AZ",2024-04-09,1,1,1,1,1,0,0,1,1,1
"158",NA,NA,"AZ",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",NA,NA,"AZ",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",0.0649290159019779,0.00366357669640552,"AZ",2024-04-12,1,1,1,1,1,1,1,1,1,1
"161",0.1377353681153,0.00365586239386506,"AZ",2024-04-13,1,1,1,1,1,1,1,1,1,1
"162",NA,NA,"AZ",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",1.39550548733871,0.26174952604387,"AZ",2024-04-15,1,1,0,1,1,0,1,0,1,1
"164",0.633504639531277,0.154216139666827,"AZ",2024-04-16,1,1,1,1,1,0,1,0,1,1
"165",1.09328477815252,0.169786146404794,"AZ",2024-04-17,1,1,1,0,1,0,1,0,0,0
"166",0.0335911358649664,0.00358833665939963,"AZ",2024-04-18,1,1,1,1,1,1,1,1,1,1
"167",0.0332555147024884,0.00357192436753917,"AZ",2024-04-19,1,1,1,1,1,0,1,1,1,0
"168",NA,NA,"AZ",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",1.51351719259966,0.105821808867003,"CA",2024-03-10,1,1,0,1,1,0,1,0,1,1
"170",3.11746716003398,0.284756175856984,"CA",2024-03-11,0,0,0,1,0,0,0,1,1,0
"171",1.54343635042068,0.101908680681927,"CA",2024-03-12,1,1,0,1,1,1,1,0,1,0
"172",4.32876235004623,0.138437886804767,"CA",2024-03-13,0,1,0,1,1,0,0,0,1,0
"173",2.2081403896452,0.105658942164356,"CA",2024-03-14,0,1,0,1,1,1,1,0,1,0
"174",0.841895222038648,0.0332805190851622,"CA",2024-03-15,1,1,1,1,1,0,0,0,1,0
"175",1.20420547750395,0.145220449898317,"CA",2024-03-16,0,0,0,1,1,0,0,0,1,0
"176",2.51381958578111,0.149341913971533,"CA",2024-03-17,0,1,0,1,1,0,1,0,1,1
"177",1.74096094729621,0.118873251878036,"CA",2024-03-18,0,0,1,0,1,0,0,1,0,0
"178",0.637889880395783,0.0850477656271941,"CA",2024-03-19,1,1,1,1,0,0,1,1,1,0
"179",1.00859337640061,0.111717578597351,"CA",2024-03-20,1,1,1,1,1,0,0,0,1,0
"180",1.21778038677933,0.157314092725501,"CA",2024-03-21,0,0,0,1,1,0,0,1,1,1
"181",1.74067616135416,0.177493479504621,"CA",2024-03-22,0,1,1,0,1,0,0,1,0,0
"182",0.697385229851735,0.095272808851143,"CA",2024-03-23,1,0,1,1,1,1,0,0,1,1
"183",0.270379198396253,0.00238107068418927,"CA",2024-03-24,1,1,1,1,1,1,1,1,1,1
"184",1.5851856145978,0.157331361619157,"CA",2024-03-25,1,0,1,1,1,0,0,1,1,1
"185",0.684243309371568,0.0740483050222236,"CA",2024-03-26,1,1,0,1,1,0,1,0,1,0
"186",1.17024085163596,0.157558621997971,"CA",2024-03-27,1,0,0,1,1,0,0,0,1,1
"187",0.749291487451277,0.131956219590036,"CA",2024-03-28,1,1,1,1,0,0,1,1,1,0
"188",0.167587307631441,0.00244411931186023,"CA",2024-03-29,1,1,1,1,1,1,1,1,1,1
"189",0.136758968700826,0.00246788376352829,"CA",2024-03-30,1,1,1,1,1,0,1,1,1,0
"190",1.11462212167167,0.468213654950904,"CA",2024-03-31,0,1,0,1,1,0,1,0,1,1
"191",1.12952484749555,0.157746679568501,"CA",2024-04-01,1,0,0,1,1,0,0,0,1,1
"192",0.2048523595911,0.00256785619733086,"CA",2024-04-02,1,1,1,1,1,1,1,1,1,1
"193",0.263236381619084,0.00261226281314861,"CA",2024-04-03,1,1,1,1,1,1,1,1,1,1
"194",3.15004561192899,0.465461624181201,"CA",2024-04-04,0,1,0,0,0,0,1,0,0,0
"195",1.94133621429067,0.217567301727772,"CA",2024-04-05,0,0,0,1,1,0,0,1,1,1
"196",0.18029885002302,0.00278669552285361,"CA",2024-04-06,1,1,1,1,1,1,1,1,1,1
"197",0.0932309093342353,0.00286093812424372,"CA",2024-04-07,1,1,1,1,1,1,1,1,1,1
"198",0.310776301315097,0.00294462557390351,"CA",2024-04-08,1,1,1,1,1,0,1,1,1,0
"199",0.887423495619343,0.235243143954886,"CA",2024-04-09,1,1,0,1,1,1,1,0,1,0
"200",1.53719415724892,0.37611778982246,"CA",2024-04-10,0,1,0,0,1,0,1,0,0,1
"201",3.43060947163773,0.468043809888391,"CA",2024-04-11,0,1,0,0,1,0,1,0,0,0
"202",1.43714882673078,0.313638679301541,"CA",2024-04-12,0,1,0,0,1,0,1,0,0,0
"203",0.821897668077303,0.188700327702116,"CA",2024-04-13,1,1,0,1,1,0,1,0,1,1
"204",0.920551179871166,0.311963319387851,"CA",2024-04-14,1,1,0,1,1,1,1,0,1,0
"205",2.58217910943406,0.311767373111996,"CA",2024-04-15,0,1,0,1,1,0,1,0,1,1
"206",0.464878023344071,0.00410245920821746,"CA",2024-04-16,1,1,1,1,1,1,1,1,1,1
"207",3.44274494068946,0.272689153227771,"CA",2024-04-17,0,0,1,1,1,0,0,1,1,0
"208",3.04714911958352,0.413444245979836,"CA",2024-04-18,0,0,0,1,1,0,0,0,1,1
"209",0.149150046974621,0.00488105730878978,"CA",2024-04-19,1,1,1,1,1,1,1,1,1,1
"210",0.0321233236051515,0.00520353304952516,"CA",2024-04-20,1,1,1,1,1,1,1,1,1,1
"211",NA,NA,"CO",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",NA,NA,"CO",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",0.0113919248655666,0.00494239761666625,"CO",2024-03-12,1,1,1,1,1,1,1,1,1,1
"214",0.00363359547142003,0.00506979563264033,"CO",2024-03-13,1,1,1,1,1,1,1,1,1,1
"215",NA,NA,"CO",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",0.00323837935060915,0.0054154399632777,"CO",2024-03-15,1,1,1,1,1,1,1,1,1,1
"217",NA,NA,"CO",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.00348022401052109,0.00652115360502097,"CO",2024-03-18,1,1,1,1,1,1,1,1,1,1
"220",NA,NA,"CO",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",NA,NA,"CO",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",NA,NA,"CO",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",NA,NA,"CO",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,"CO",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",1.28777162688523,0.824008411436932,"CO",2024-03-25,0,1,1,1,0,0,1,1,1,0
"227",NA,NA,"CO",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",NA,NA,"CO",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",0.00909385987457687,0.0477907164279334,"CO",2024-03-28,1,1,1,1,1,1,1,1,1,1
"230",NA,NA,"CO",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",NA,NA,"CO",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,"CO",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",NA,NA,"CO",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",0.0369425945106733,0.0764865109139632,"CO",2024-04-02,1,1,1,1,1,1,1,1,1,1
"235",NA,NA,"CO",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",1.120471083312,0.41270914181854,"CO",2024-04-04,0,1,0,1,1,1,1,0,0,1
"237",NA,NA,"CO",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",0.0180318875604491,0.0866345572386681,"CO",2024-04-06,1,1,1,1,1,0,1,1,0,1
"239",NA,NA,"CO",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",NA,NA,"CO",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",NA,NA,"CO",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",NA,NA,"CO",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",NA,NA,"CO",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",NA,NA,"CO",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",NA,NA,"CO",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,"CO",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",1.0282713804906,0.406502273150897,"CO",2024-04-15,0,1,0,1,1,0,1,0,0,1
"248",NA,NA,"CO",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",0.998262212386296,0.294455385377718,"CO",2024-04-17,1,1,1,0,1,0,1,1,0,1
"250",NA,NA,"CO",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",NA,NA,"CO",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",NA,NA,"CO",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",NA,NA,"CT",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",NA,NA,"CT",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",NA,NA,"CT",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",0.00188876706974992,0.00195615777835943,"CT",2024-03-13,1,1,1,1,1,1,1,1,1,1
"257",NA,NA,"CT",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",0.00162203224931569,0.00215428548501166,"CT",2024-03-15,1,1,1,1,1,1,1,1,1,1
"259",NA,NA,"CT",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",NA,NA,"CT",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",NA,NA,"CT",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",NA,NA,"CT",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",NA,NA,"CT",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",0.00255124126773314,0.00290019927019449,"CT",2024-03-21,1,1,1,1,1,1,1,1,1,1
"265",0.00246877847537361,0.00304860796781308,"CT",2024-03-22,1,1,1,1,1,1,1,1,1,1
"266",0.00294135207637314,0.00320445558071474,"CT",2024-03-23,1,1,1,1,1,1,1,1,1,1
"267",0.00365485109940272,0.00336795020191751,"CT",2024-03-24,1,1,1,1,1,1,1,1,1,1
"268",NA,NA,"CT",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",0.0150097372333551,0.003718642526949,"CT",2024-03-26,1,1,1,1,1,1,1,1,1,1
"270",NA,NA,"CT",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",NA,NA,"CT",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",NA,NA,"CT",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",NA,NA,"CT",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
