"","es_score","brier_score","location","target_date","X24A_50_CI","X24B_50_CI","X24C_50_CI","recombinant_50_CI","X24D_50_CI","X24G_50_CI","other_50_CI","X24A_95_CI","X24B_95_CI","X24C_95_CI","recombinant_95_CI","X24D_95_CI","X24G_95_CI","other_95_CI"
"31",NA,NA,"AK",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"AK",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",0.178988878719782,0.17234362980889,"AK",2024-06-13,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"34",NA,NA,"AK",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",0.906231628584053,0.50756259892182,"AK",2024-06-20,1,1,1,1,1,0,1,0,1,1,1,1,0,1
"41",NA,NA,"AK",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"AL",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"AL",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"AL",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,"AL",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"AL",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"AL",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,"AL",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,"AL",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,"AL",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,"AL",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,"AL",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,"AL",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,"AL",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,"AL",2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,"AL",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,"AL",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,"AL",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,"AL",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,"AL",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,"AR",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,"AR",2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,"AR",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,"AR",2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,"AR",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,"AR",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,"AR",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,"AR",2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,"AR",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,"AR",2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,"AR",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,"AR",2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,"AR",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,"AR",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,"AR",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,"AR",2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,"AR",2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,"AR",2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,"AR",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,"AR",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,"AR",2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,"AR",2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,"AR",2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,"AR",2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,"AR",2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,"AR",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2024-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.13972859904245,0.176302134602,"AR",2024-06-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"115",NA,NA,"AR",2024-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,"AR",2024-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,"AR",2024-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2024-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2024-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2024-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2024-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2024-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",0.113818368116094,0.0777221542520223,"AZ",2024-05-12,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"128",1.44224071073154,0.432649426419155,"AZ",2024-05-13,0,1,1,1,0,0,1,0,1,0,1,0,0,1
"129",0.430415962747502,0.243987267457551,"AZ",2024-05-14,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"130",0.422818361950933,0.243862274164797,"AZ",2024-05-15,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"131",0.773000082107409,0.561126153285727,"AZ",2024-05-16,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"132",0.858461559223058,0.608193140438125,"AZ",2024-05-17,1,0,1,1,1,1,1,0,0,1,1,1,1,1
"133",0.125997575311025,0.0885252676600639,"AZ",2024-05-18,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"134",0.132629430814345,0.0901609346858507,"AZ",2024-05-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"135",0.740647245713794,0.548154320593084,"AZ",2024-05-20,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"136",0.411758684039929,0.0932918928723369,"AZ",2024-05-21,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"137",0.459742445135374,0.318858990528497,"AZ",2024-05-22,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"138",NA,NA,"AZ",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",0.150334762355417,0.097659619681336,"AZ",2024-05-24,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"140",NA,NA,"AZ",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",1.1837278195552,0.380703036717507,"AZ",2024-05-26,1,0,1,1,1,1,1,0,0,0,1,1,1,1
"142",1.67626024556281,0.395713966844936,"AZ",2024-05-27,1,1,1,1,0,1,1,0,1,0,1,0,1,1
"143",1.31361911355271,0.317325713834824,"AZ",2024-05-28,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"144",1.28498436622882,0.478643286019234,"AZ",2024-05-29,0,1,1,1,1,1,0,0,0,1,1,1,1,0
"145",0.808940891424537,0.573061946958291,"AZ",2024-05-30,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"146",NA,NA,"AZ",2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",0.621495624369401,0.337629946793681,"AZ",2024-06-01,1,0,1,1,1,1,1,1,0,0,1,1,1,1
"148",2.20825412986806,0.526432837839261,"AZ",2024-06-02,0,1,0,1,1,1,1,0,1,0,1,1,1,1
"149",2.90955448088882,0.481649134466607,"AZ",2024-06-03,0,0,0,1,1,1,1,0,0,0,1,1,1,1
"150",1.48812333004391,0.392946357354086,"AZ",2024-06-04,0,1,1,1,0,1,1,0,0,0,1,1,1,1
"151",1.90876318803052,0.402560824306802,"AZ",2024-06-05,0,0,1,1,1,1,1,0,0,0,1,1,1,1
"152",0.905510478501544,0.283662133266062,"AZ",2024-06-06,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"153",1.39225472479868,0.523799629038575,"AZ",2024-06-07,0,1,0,1,1,1,1,0,1,0,1,1,1,1
"154",0.988515241562872,0.278294296985584,"AZ",2024-06-08,1,1,1,0,1,1,1,1,1,0,0,1,1,1
"155",2.50458720433411,0.563665538040532,"AZ",2024-06-09,0,0,1,1,1,1,0,0,0,0,1,1,1,0
"156",2.56473089275672,0.341370803190419,"AZ",2024-06-10,1,1,1,1,1,0,1,0,0,0,1,1,0,1
"157",4.47947067784306,0.393755359610852,"AZ",2024-06-11,0,0,1,1,1,0,1,0,0,0,0,1,0,1
"158",3.61256966747338,0.366063003052849,"AZ",2024-06-12,1,1,1,1,1,0,0,0,0,1,0,1,0,0
"159",1.77600202650712,0.369672220302888,"AZ",2024-06-13,1,1,1,1,1,0,1,0,1,0,1,1,1,1
"160",2.32743314267195,0.443139170998367,"AZ",2024-06-14,0,1,0,1,1,1,1,0,0,0,1,0,1,1
"161",0.205068900140021,0.127695974196533,"AZ",2024-06-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"162",1.53793925728604,0.346552823495885,"AZ",2024-06-16,1,1,1,1,1,1,1,0,0,0,1,1,0,1
"163",8.67276867092849,0.432164770784003,"AZ",2024-06-17,0,1,0,1,1,0,0,0,0,0,1,0,0,0
"164",7.56304893032937,0.431471536964218,"AZ",2024-06-18,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"165",1.85869560361242,0.351321077766325,"AZ",2024-06-19,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"166",1.81550672149061,0.379493198966669,"AZ",2024-06-20,1,0,1,1,1,1,1,0,0,1,1,1,1,1
"167",1.06150499648184,0.353454192976231,"AZ",2024-06-21,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"168",0.400710596454845,0.332264084866236,"AZ",2024-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"169",5.78596083709928,0.406968339378885,"CA",2024-05-12,0,0,0,1,1,1,1,0,1,0,1,1,1,1
"170",2.67392667774903,0.408235755932634,"CA",2024-05-13,0,1,1,0,1,0,1,0,0,1,0,0,0,1
"171",6.9658337676536,0.381050608685436,"CA",2024-05-14,1,0,0,1,1,0,1,0,0,0,1,0,0,1
"172",3.53409405612324,0.352537601412369,"CA",2024-05-15,0,0,1,1,1,1,1,0,0,0,0,1,1,1
"173",1.92522778681398,0.287433311845749,"CA",2024-05-16,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"174",2.18446005360115,0.275836901207085,"CA",2024-05-17,0,1,0,1,1,1,1,1,0,0,1,1,0,1
"175",2.75235840898505,0.186330757997227,"CA",2024-05-18,0,0,1,1,1,1,1,0,1,0,0,0,1,1
"176",5.06762958066236,0.409027719276186,"CA",2024-05-19,0,1,0,1,1,0,1,0,0,0,1,1,0,1
"177",4.864103309117,0.266691733531068,"CA",2024-05-20,1,0,0,1,1,1,1,0,0,0,0,0,1,1
"178",3.36026089273348,0.2932976911143,"CA",2024-05-21,0,0,1,0,1,1,1,0,0,0,0,1,1,1
"179",3.2543607689987,0.303168977786435,"CA",2024-05-22,1,1,1,1,0,0,1,0,0,0,0,1,0,1
"180",4.55547338396136,0.332072711997569,"CA",2024-05-23,1,0,1,1,1,1,1,0,0,0,0,1,1,1
"181",2.93055520285069,0.367023750894011,"CA",2024-05-24,1,1,1,0,1,0,1,0,0,0,0,1,0,1
"182",2.86729224897264,0.346188399751682,"CA",2024-05-25,1,0,1,1,1,1,0,0,0,0,1,1,1,0
"183",7.58061017211325,0.42041741978117,"CA",2024-05-26,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"184",2.53776449602403,0.353809062602109,"CA",2024-05-27,1,1,1,1,1,0,1,0,0,0,1,1,0,1
"185",4.37052990232363,0.364199425825225,"CA",2024-05-28,0,0,1,1,1,1,1,0,0,0,0,0,1,0
"186",3.79150363344908,0.367648188934864,"CA",2024-05-29,0,1,0,1,1,0,1,0,0,0,0,1,0,1
"187",12.2379292542534,0.454676096789007,"CA",2024-05-30,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"188",7.31627263323327,0.364268096452454,"CA",2024-05-31,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"189",6.74192144946351,0.463275744986872,"CA",2024-06-01,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"190",10.7696173740536,0.453815650603848,"CA",2024-06-02,0,0,0,1,1,0,0,0,1,0,1,0,0,0
"191",7.22143038873704,0.408976655424436,"CA",2024-06-03,0,1,0,1,1,0,1,0,0,1,1,0,0,1
"192",12.1441408031547,0.433189392030197,"CA",2024-06-04,0,1,0,1,1,0,0,0,1,0,0,1,0,0
"193",10.0653578245787,0.388934739168688,"CA",2024-06-05,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"194",8.42961697564022,0.377387716371004,"CA",2024-06-06,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"195",12.7856556570602,0.401805092126124,"CA",2024-06-07,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"196",5.24281180043874,0.422408535900136,"CA",2024-06-08,1,0,0,1,1,1,0,0,0,0,0,1,0,0
"197",6.23177900731405,0.410929008183287,"CA",2024-06-09,1,0,0,1,1,0,0,0,0,0,1,1,0,0
"198",6.03940780214825,0.386887230283081,"CA",2024-06-10,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"199",11.3977056225957,0.417904368229912,"CA",2024-06-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"200",6.57850588376848,0.391181896710044,"CA",2024-06-12,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"201",5.65290164746647,0.374045609151998,"CA",2024-06-13,1,0,0,1,1,0,1,0,0,0,1,0,0,1
"202",6.50568597384374,0.435332031871514,"CA",2024-06-14,1,0,1,1,1,0,0,0,0,0,0,1,0,0
"203",3.69339241084219,0.43863553475248,"CA",2024-06-15,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"204",3.64666731694879,0.364803371700016,"CA",2024-06-16,1,0,0,1,1,1,0,0,0,0,0,1,0,0
"205",4.75526386948407,0.407133593603739,"CA",2024-06-17,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"206",8.38065871409836,0.40675878484774,"CA",2024-06-18,1,1,0,1,0,0,0,0,0,0,0,1,0,0
"207",11.1494600552146,0.411257484455859,"CA",2024-06-19,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"208",7.240402966586,0.415843855709432,"CA",2024-06-20,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"209",4.34601580830812,0.369099850027983,"CA",2024-06-21,1,1,1,1,1,0,0,0,0,0,0,1,0,0
"210",4.60148847039711,0.44378251314438,"CA",2024-06-22,1,1,0,1,1,0,1,0,0,0,1,1,0,1
"211",NA,NA,"CO",2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0.17183749772446,0.164525124519039,"CO",2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"213",NA,NA,"CO",2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",0.173394815556825,0.170228941715129,"CO",2024-05-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"215",NA,NA,"CO",2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,"CO",2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",NA,NA,"CO",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",NA,NA,"CO",2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.909287333970334,0.623934943269736,"CO",2024-05-20,1,1,1,1,1,0,1,1,0,1,1,1,0,1
"220",NA,NA,"CO",2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",0.60759799088616,0.304927807921083,"CO",2024-05-22,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"222",NA,NA,"CO",2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",0.202502074236408,0.192125062403946,"CO",2024-05-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"224",NA,NA,"CO",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,NA,"CO",2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",NA,NA,"CO",2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
