"","es_score","brier_score","location","target_date","X22F_50_CI","X23A_50_CI","X23B_50_CI","X23D_50_CI","X23E_50_CI","X23F_50_CI","recombinant_50_CI","X23H_50_CI","X23G_50_CI","other_50_CI","X22F_95_CI","X23A_95_CI","X23B_95_CI","X23D_95_CI","X23E_95_CI","X23F_95_CI","recombinant_95_CI","X23H_95_CI","X23G_95_CI","other_95_CI"
"33",NA,NA,"AK",2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"AK",2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"AK",2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,"AK",2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"AK",2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"AK",2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"AK",2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"AK",2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"AK",2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"AK",2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"AL",2023-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"AL",2023-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"AL",2023-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"AL",2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"AL",2023-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"AL",2023-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"AL",2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"AL",2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"AL",2023-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",1.79916572517622,0.307202267177316,"AL",2023-10-17,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1
"53",1.02071691742511,0.31137201178133,"AL",2023-10-18,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1
"54",1.45048576172961,0.375328755381776,"AL",2023-10-19,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1
"55",2.20512818901279,0.330690936874296,"AL",2023-10-20,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1
"56",0.426346922411033,0.307390010521499,"AL",2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"57",1.07858365525213,0.359642162421499,"AL",2023-10-22,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
"58",1.32483164734773,0.326538690342266,"AL",2023-10-23,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1
"59",0.766347367031543,0.531978447262476,"AL",2023-10-24,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"60",1.6005168320607,0.30216103435748,"AL",2023-10-25,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1
"61",0.858106538072805,0.440747143025751,"AL",2023-10-26,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"62",NA,NA,"AL",2023-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,"AL",2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.770313231988355,0.532823250050066,"AL",2023-10-30,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"66",0.418187518245314,0.29449956759309,"AL",2023-10-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"67",0.428483813237357,0.293247557825182,"AL",2023-11-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"68",NA,NA,"AL",2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",0.394808074592932,0.300631315070665,"AL",2023-11-03,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"70",NA,NA,"AL",2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,"AL",2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",0.411656185055626,0.287130268854731,"AL",2023-11-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"73",NA,NA,"AL",2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,"AL",2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",0.411869646457478,0.283609315499429,"AL",2023-11-09,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"76",NA,NA,"AL",2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,"AL",2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,"AL",2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",0.407425678335834,0.279166701247995,"AL",2023-11-13,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"80",NA,NA,"AL",2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,"AL",2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,"AL",2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,"AL",2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,"AL",2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",0.256315361011179,0.18482814161012,"AR",2023-10-08,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"86",1.10436511652778,0.183669214022613,"AR",2023-10-09,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"87",1.09549579486819,0.182516570321771,"AR",2023-10-10,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
"88",1.13900963486679,0.228519493819205,"AR",2023-10-11,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"89",1.65577724773525,0.393583004120314,"AR",2023-10-12,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"90",1.30679976473605,0.249804203911774,"AR",2023-10-13,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
"91",NA,NA,"AR",2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,"AR",2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",2.04666719996136,0.226966047229193,"AR",2023-10-16,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1
"94",0.823245986846529,0.579836460744424,"AR",2023-10-17,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"95",NA,NA,"AR",2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",1.46123851765212,0.172595608020787,"AR",2023-10-19,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"97",0.226452558718329,0.171563321647552,"AR",2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"98",0.227992142311461,0.170549143793474,"AR",2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"99",NA,NA,"AR",2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",2.47981202605504,0.40321487868205,"AR",2023-10-23,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1
"101",0.644573792832822,0.435690806539166,"AR",2023-10-24,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"102",1.18529878181629,0.562755445401105,"AR",2023-10-25,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
"103",NA,NA,"AR",2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",0.45264166168417,0.302347148416761,"AR",2023-10-27,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
"105",NA,NA,"AR",2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,"AR",2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",0.84932771947085,0.591917692448526,"AR",2023-10-30,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"108",NA,NA,"AR",2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",0.940336124023044,0.650029996170093,"AR",2023-11-01,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
"110",NA,NA,"AR",2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",0.860556858001138,0.595008011502289,"AR",2023-11-03,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"112",NA,NA,"AR",2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,"AR",2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2.99559809304839,0.530277638916483,"AR",2023-11-06,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
"115",0.85380633583522,0.597693918166698,"AR",2023-11-07,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"116",0.198387759278097,0.156761050220005,"AR",2023-11-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"117",NA,NA,"AR",2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,"AR",2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,"AR",2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,"AR",2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,"AR",2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",0.694635496306871,0.45810672445578,"AR",2023-11-15,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"124",NA,NA,"AR",2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2.51874044814137,0.356682806283234,"AZ",2023-10-08,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
"128",3.26714157894419,0.359897039952061,"AZ",2023-10-09,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
"129",2.83802432110867,0.367781694290488,"AZ",2023-10-10,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1
"130",1.22736906804009,0.351754102310208,"AZ",2023-10-11,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1
"131",0.518434329481957,0.355887921387195,"AZ",2023-10-12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"132",1.20746952819542,0.575922028843711,"AZ",2023-10-13,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1
"133",1.24407295077766,0.390969837972551,"AZ",2023-10-14,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1
"134",1.75561842290672,0.406193688782558,"AZ",2023-10-15,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1
"135",3.87744851181861,0.356874533493309,"AZ",2023-10-16,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0
"136",5.0486548114378,0.365436042071586,"AZ",2023-10-17,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
"137",4.43814074644187,0.355610934494354,"AZ",2023-10-18,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1
"138",2.30029988600865,0.380551380583195,"AZ",2023-10-19,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0
"139",1.69443557068807,0.334075932629593,"AZ",2023-10-20,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1
"140",2.50067858218648,0.339003250198054,"AZ",2023-10-21,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1
"141",3.05955538588526,0.347662752931092,"AZ",2023-10-22,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1
"142",3.87720152992529,0.381927916636053,"AZ",2023-10-23,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
"143",3.39797926582135,0.315325298442816,"AZ",2023-10-24,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
"144",1.68387690488172,0.343807482313524,"AZ",2023-10-25,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1
"145",0.372806494008667,0.268886400832536,"AZ",2023-10-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"146",1.35075052817372,0.31591684977758,"AZ",2023-10-27,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"147",2.07474841698528,0.477860307445771,"AZ",2023-10-28,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1
"148",3.70539765735265,0.359084524911441,"AZ",2023-10-29,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1
"149",5.0714580220304,0.381227545633013,"AZ",2023-10-30,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1
"150",2.4693390115525,0.369859940371973,"AZ",2023-10-31,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0
"151",1.41211539984705,0.334631130523796,"AZ",2023-11-01,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1
"152",3.55917529454693,0.382069333006374,"AZ",2023-11-02,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1
"153",2.0897302920254,0.415495884822138,"AZ",2023-11-03,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"154",0.749703245328724,0.37667334966078,"AZ",2023-11-04,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"155",3.67661583435198,0.388988848027902,"AZ",2023-11-05,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"156",7.35028650257897,0.372285750653689,"AZ",2023-11-06,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"157",3.76149289191062,0.349025511026941,"AZ",2023-11-07,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0
"158",3.25531111713267,0.39485910308667,"AZ",2023-11-08,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1
"159",2.3016300193476,0.400757210247872,"AZ",2023-11-09,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0
"160",1.0632754077515,0.35457476819375,"AZ",2023-11-10,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
"161",1.48784581589504,0.362543859011317,"AZ",2023-11-11,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0
"162",6.99305514827803,0.351850208261257,"AZ",2023-11-12,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1
"163",8.87289292593335,0.358367071780898,"AZ",2023-11-13,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"164",3.39499501643092,0.398101559939216,"AZ",2023-11-14,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1
"165",4.74570900818874,0.368357895259934,"AZ",2023-11-15,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1
"166",2.10270716982579,0.286556686009332,"AZ",2023-11-16,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0
"167",0.48957959280022,0.313968019136645,"AZ",2023-11-17,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"168",0.761540582986789,0.340031493683318,"AZ",2023-11-18,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"169",0.697363237948789,0.300836631812084,"CA",2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
"170",1.71417693973227,0.341584627468793,"CA",2023-10-09,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
"171",3.29404765883935,0.387000602475518,"CA",2023-10-10,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1
"172",2.92877583471539,0.378953507397837,"CA",2023-10-11,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0
"173",1.61025048501337,0.33278722833563,"CA",2023-10-12,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1
"174",2.34419832099971,0.381607666257604,"CA",2023-10-13,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
"175",1.52962200553756,0.372814329774436,"CA",2023-10-14,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1
"176",1.90192891069026,0.410267937585909,"CA",2023-10-15,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1
"177",3.05016824863413,0.356500472149039,"CA",2023-10-16,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"178",1.61302964593329,0.350272908178944,"CA",2023-10-17,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0
"179",4.85367279794557,0.41066960319036,"CA",2023-10-18,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
"180",2.05745815564232,0.384817865862244,"CA",2023-10-19,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1
"181",1.41203357432307,0.393622406772657,"CA",2023-10-20,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
